line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Out,1671,,Bayonne et Arzac,,Exports,Eaux ; de vie,,,,0,29,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
2,Out,1671,,Convoy de Bordeaux,,Exports,Eaux ; de vie,,,,0,2301,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
3,Out,1671,,La Rochelle,,Exports,Eaux ; de vie,,,,0,1677,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
4,Out,1671,,Nantes,,Exports,Eaux ; de vie,,,,0,3711,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
5,Out,1671,,Tonne-Charente,,Exports,Eaux ; de vie,,,,0,1861,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
6,Out,1671,,Bayonne et Arzac,,Exports,Vin,,,,0,2172,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
7,Out,1671,,Convoy de Bordeaux,,Exports,Vin,,,,0,77990,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
8,Out,1671,,La Rochelle,,Exports,Vin,,,,0,1499,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
9,Out,1671,,Nantes,,Exports,Vin,,,,0,20119,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
10,Out,1671,,Tonne-Charente,,Exports,Vin,,,,0,10106,tonneaux,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
11,Out,1671,,Bayonne et Arzac,,Exports,Vinaigre,,,,0,4,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
12,Out,1671,,Convoy de Bordeaux,,Exports,Vinaigre,,,,0,1262,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
13,Out,1671,,La Rochelle,,Exports,Vinaigre,,,,0,4,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
14,Out,1671,,"Languedoc, Provence et Roussillon",,Exports,Vinaigre,,,,0,3,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
15,Out,1671,,Nantes,,Exports,Vinaigre,,,,0,367,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
16,Out,1671,,Poitou,,Exports,Vinaigre,,,,0,2,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
17,Out,1671,,Tonne-Charente,,Exports,Vinaigre,,,,0,223,barriques,,sources/Out/AN_F12_1834A_Exports_1671.csv,AN F12 1834A,13,,,,,Jérémy Hervelin,,,,,,,,,,,
