line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
337,Out,1834,,,,Exports,Acétates ; de plomb,,,24089,,14170,Kilo,1.7,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,285,24089,,,,Pierre Holegien,,,,,,,,,,,,,
338,Out,1834,,,,Exports,Aloès,,,10303,,4683,Kilo,2.2,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,125,10303,,,,Pierre Holegien,,,,,,,,,,,,,
339,Out,1834,,,,Exports,Baume ; Benjoin,,,20562,,6854,Kilo,3,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,121,20562,,,,Pierre Holegien,,,,,,,,,,,,,
340,Out,1834,,,,Exports,Baume ; Copahu,,,5542,,2771,Kilo,2,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,123,5542,,,,Pierre Holegien,,,,,,,,,,,,,
341,Out,1834,,,,Exports,Baume ; Storax liquide,,,2496,,1607,Kilo,1.55,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,123,2496,,,,Pierre Holegien,,,,,,,,,,,,,
342,Out,1834,,,,Exports,Camphre ; raffiné,,,50099,,5894,Kilo,8.5,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,125,50099,,,,Pierre Holegien,,,,,,,,,,,,,
343,Out,1834,,,,Exports,Cantharides,,,27740,,2774,Kilo,10,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,57,27740,,,,Pierre Holegien,,,,,,,,,,,,,
344,Out,1834,,,,Exports,Cornes de cerf et de snack ; en morceaux,,,775,,1107,Kilo,.7,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,59,775,,,,Pierre Holegien,,,,,,,,,,,,,
345,Out,1834,,,,Exports,Cornes de cerf et de snack ; en râpures,,,1398,,1998,Kilo,.7,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,59,1398,,,,Pierre Holegien,,,,,,,,,,,,,
346,Out,1834,,,,Exports,Ecorces ; autres,,,3426,,4283,Kilo,.8,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,145,3426,,,,Pierre Holegien,,,,,,,,,,,,,
347,Out,1834,,,,Exports,Ecorces ; de Quinquina,,,764952,,95619,Kilo,8,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,145,764952,,,,Pierre Holegien,,,,,,,,,,,,,
348,Out,1834,,,,Exports,"Ecorces de citron, d'orange, et de leurs variétés",,,20303,,40606,Kilo,.5,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,143,20303,,,,Pierre Holegien,,,,,,,,,,,,,
349,Out,1834,,,,Exports,Eponges ; communes,,,52098,,8683,Kilo,6,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,59,52098,,,,Pierre Holegien,,,,,,,,,,,,,
350,Out,1834,,,,Exports,Eponges ; fines,,,90740,,4537,Kilo,20,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,59,90740,,,,Pierre Holegien,,,,,,,,,,,,,
351,Out,1834,,,,Exports,Feuilles ; d'Oranger,,,1284,,1284,Kilo,1,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,147,1284,,,,Pierre Holegien,,,,,,,,,,,,,
352,Out,1834,,,,Exports,Feuilles ; de Séné,,,98490,,28140,Kilo,3.5,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,147,98490,,,,Pierre Holegien,,,,,,,,,,,,,
353,Out,1834,,,,Exports,Feuilles non dénommées,,,16749,,16749,Kilo,1,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,149,16749,,,,Pierre Holegien,,,,,,,,,,,,,
354,Out,1834,,,,Exports,Fleurs de Lavande et d'Oranger,,,209756,,104878,Kilo,2,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,149,209756,,,,Pierre Holegien,,,,,,,,,,,,,
355,Out,1834,,,,Exports,Fleurs non dénommées,,,25721,,25721,Kilo,1,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,151,25721,,,,Pierre Holegien,,,,,,,,,,,,,
356,Out,1834,,,,Exports,Fruits ; Autres,,,60493,,60493,Kilo,1,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,155,60493,,,,Pierre Holegien,,,,,,,,,,,,,
357,Out,1834,,,,Exports,Fruits ; Badiane ou Anis étoilé de la Chine,,,2172,,1086,Kilo,2,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,153,2172,,,,Pierre Holegien,,,,,,,,,,,,,
358,Out,1834,,,,Exports,Fruits ; Barbotine,,,670,,2234,Kilo,.3,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,153,670,,,,Pierre Holegien,,,,,,,,,,,,,
359,Out,1834,,,,Exports,Fruits ; Casse sans apprêt,,,97400,,64933,Kilo,1.5,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,151,97400,,,,Pierre Holegien,,,,,,,,,,,,,
360,Out,1834,,,,Exports,Fruits ; Follicules de séné,,,15349,,5482,Kilo,2.8,sources/Out/Tableau_decennal_Exports_1834.csv,Tableau décennal,155,15349,,,,Pierre Holegien,,,,,,,,,,,,,
