line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
101,Out,1829,,,,Imports,Aloes,,,16546,,7521,Kilo,2.2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,218,16546,,,,Pierre Holegien,,,,,,,,,,,
102,Out,1829,,,,Imports,Baumes ; Benjoin,,,28338,,9446,Kilo,3,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,216,28338,,,,Pierre Holegien,,,,,,,,,,,
103,Out,1829,,,,Imports,Baumes ; Copahu,,,26536,,13268,Kilo,2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,216,26536,,,,Pierre Holegien,,,,,,,,,,,
104,Out,1829,,,,Imports,"Baumes ; Storax préparé, liquide",,,4107,,2567,Kilo,1.6,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,216,4107,,,,Pierre Holegien,,,,,,,,,,,
105,Out,1829,,,,Imports,Camphre brut,,,78336,,19584,Kilo,4,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,218,78336,,,,Pierre Holegien,,,,,,,,,,,
106,Out,1829,,,,Imports,Camphre raffiné,,,16295,,1917,Kilo,8.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,220,16295,,,,Pierre Holegien,,,,,,,,,,,
107,Out,1829,,,,Imports,Cantharides,,,55710,,5571,Kilo,10,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,172,55710,,,,Pierre Holegien,,,,,,,,,,,
108,Out,1829,,,,Imports,Castoreum,,,2000,,25,Kilo,80,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,174,2000,,,,Pierre Holegien,,,,,,,,,,,
109,Out,1829,,,,Imports,Cornes de cerf ; Râpures,,,804,,1148,Kilo,0.7,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,176,804,,,,Pierre Holegien,,,,,,,,,,,
110,Out,1829,,,,Imports,Cornes de cerf ; en morceaux,,,1235,,1765,Kilo,0.7,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,176,1235,,,,Pierre Holegien,,,,,,,,,,,
111,Out,1829,,,,Imports,Ecorces ; autres,,,727,,909,Kilo,0.8,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,228,727,,,,Pierre Holegien,,,,,,,,,,,
112,Out,1829,,,,Imports,Ecorces ; de Quinquina,,,4598088,,574761,Kilo,8,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,228,4598088,,,,Pierre Holegien,,,,,,,,,,,
113,Out,1829,,,,Imports,"Ecorces ; de citrons, d'oranges et de leurs variétés",,,10032,,20064,Kilo,0.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,228,10032,,,,Pierre Holegien,,,,,,,,,,,
114,Out,1829,,,,Imports,Eponges ; communes,,,324005,,64801,Kilo,5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,174,324005,,,,Pierre Holegien,,,,,,,,,,,
115,Out,1829,,,,Imports,Eponges ; fines,,,144464,,9029,Kilo,16,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,174,144464,,,,Pierre Holegien,,,,,,,,,,,
116,Out,1829,,,,Imports,Feuilles ; Autres,,,518,,518,Kilo,1,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,230,518,,,,Pierre Holegien,,,,,,,,,,,
117,Out,1829,,,,Imports,Feuilles ; d'oranger,,,44523,,44523,Kilo,1,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,230,44523,,,,Pierre Holegien,,,,,,,,,,,
118,Out,1829,,,,Imports,Feuilles ; de Séné,,,150181,,42909,Kilo,3.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,230,150181,,,,Pierre Holegien,,,,,,,,,,,
119,Out,1829,,,,Imports,Fleurs ; Autres,,,10555,,10555,Kilo,1,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,230,10555,,,,Pierre Holegien,,,,,,,,,,,
120,Out,1829,,,,Imports,Fleurs ; de Lavande et d'oranger,,,316352,,158176,Kilo,2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,230,316352,,,,Pierre Holegien,,,,,,,,,,,
121,Out,1829,,,,Imports,Fruits ; Autres,,,32686,,32686,Kilo,1,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,234,32686,,,,Pierre Holegien,,,,,,,,,,,
122,Out,1829,,,,Imports,Fruits ; Badiane ou Anis étoilé de la Chine,,,53864,,26932,Kilo,2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,232,53864,,,,Pierre Holegien,,,,,,,,,,,
123,Out,1829,,,,Imports,Fruits ; Barbotine,,,637,,2122,Kilo,0.3,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,234,637,,,,Pierre Holegien,,,,,,,,,,,
124,Out,1829,,,,Imports,Fruits ; Casse sans apprêt,,,109170,,72780,Kilo,1.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,232,109170,,,,Pierre Holegien,,,,,,,,,,,
125,Out,1829,,,,Imports,Fruits ; Follicules de séné,,,15061,,5379,Kilo,2.8,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,234,15061,,,,Pierre Holegien,,,,,,,,,,,
126,Out,1829,,,,Imports,Fruits ; Graine de moutarde,,,29670,,59340,Kilo,0.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,232,29670,,,,Pierre Holegien,,,,,,,,,,,
127,Out,1829,,,,Imports,Fruits ; Tamarins ; confits dans le sucre,,,1942,,1295,Kilo,1.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,232,1942,,,,Pierre Holegien,,,,,,,,,,,
128,Out,1829,,,,Imports,Fruits ; Tamarins ; en gousses,,,1135,,2522,Kilo,0.45,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,232,1135,,,,Pierre Holegien,,,,,,,,,,,
129,Out,1829,,,,Imports,Herbes ; Absinthe,,,1269,,2539,Kilo,0.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,228,1269,,,,Pierre Holegien,,,,,,,,,,,
130,Out,1829,,,,Imports,Herbes ; Autres,,,3980,,7961,Kilo,0.5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,228,3980,,,,Pierre Holegien,,,,,,,,,,,
131,Out,1829,,,,Imports,Ipécacuana,,,7553,,581,Kilo,13,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,224,7553,,,,Pierre Holegien,,,,,,,,,,,
132,Out,1829,,,,Imports,Iris de Florence,,,51167,,28426,Kilo,1.8,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,226,51167,,,,Pierre Holegien,,,,,,,,,,,
133,Out,1829,,,,Imports,Jalap,,,334800,,104625,Kilo,3.2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,226,334800,,,,Pierre Holegien,,,,,,,,,,,
134,Out,1829,,,,Imports,Jus de réglisse,,,463544,,463544,Kilo,1,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,220,463544,,,,Pierre Holegien,,,,,,,,,,,
135,Out,1829,,,,Imports,Lichens médicinaux,,,704,,2346,Kilo,0.3,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,234,704,,,,Pierre Holegien,,,,,,,,,,,
136,Out,1829,,,,Imports,Manne,,,171719,,95399,Kilo,1.8,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,220,171719,,,,Pierre Holegien,,,,,,,,,,,
137,Out,1829,,,,Imports,Médicaments composés (Eaux distillées sans alcool),,,17370,,3474,Kilo,5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,330,17370,,,,Pierre Holegien,,,,,,,,,,,
138,Out,1829,,,,Imports,Opium,,,170624,,5332,Kilo,32,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,218,170624,,,,Pierre Holegien,,,,,,,,,,,
139,Out,1829,,,,Imports,Racines ; autres,,,93462,,31154,Kilo,3,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,226,93462,,,,Pierre Holegien,,,,,,,,,,,
140,Out,1829,,,,Imports,Rhubarbe,,,32425,,6485,Kilo,5,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,224,32425,,,,Pierre Holegien,,,,,,,,,,,
141,Out,1829,,,,Imports,Réglisse,,,129328,,287394,Kilo,0.45,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,226,129328,,,,Pierre Holegien,,,,,,,,,,,
142,Out,1829,,,,Imports,Résines ; Scammonée,,,69520,,1738,Kilo,40,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,214,69520,,,,Pierre Holegien,,,,,,,,,,,
143,Out,1829,,,,Imports,Résines ; Térébenthine ; compacte,,,807,,4038,Kilo,0.2,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,214,807,,,,Pierre Holegien,,,,,,,,,,,
144,Out,1829,,,,Imports,Résines ; Térébenthine ; essence,,,1214,,2024,Kilo,0.6,sources/Out/Tableau_decennal_Imports_1829.csv,Tableau décennal,214,1214,,,,Pierre Holegien,,,,,,,,,,,
