line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,1792-both semester,1793,,,Europe,Exports,Bled froment,,,5544,0,30800,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
2,1792-both semester,1793,,,Europe,Exports,Orge,,,16105,0,138900,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
3,1792-both semester,1793,,,Europe,Exports,Maïs,,,69480,0,654000,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
4,1792-both semester,1793,,,Europe,Exports,Millet,,,11295,0,75300,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
5,1792-both semester,1793,,,Europe,Exports,Ris,,,221834,0,568593,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
6,1792-both semester,1793,,,Europe,Exports,Farines,,,148842,0,293634,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
7,1792-both semester,1793,,,Europe,Exports,Vermichel,,,11250,0,15000,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
8,1792-both semester,1793,,,Europe,Exports,Aricots feves noires,,,922827,0,5328268,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
9,1792-both semester,1793,,,Europe,Exports,Amandes,,,642381,0,679626,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
10,1792-both semester,1793,,,Europe,Exports,Capres,,,114866,0,84663,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
11,1792-both semester,1793,,,Europe,Exports,Citrons et oranges,,,109747,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
12,1792-both semester,1793,,,Europe,Exports,Fruits cruids divers,,,99714,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
13,1792-both semester,1793,,,Europe,Exports,Noix et noisettes,,,7384,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
14,1792-both semester,1793,,,Europe,Exports,Olives,,,18728,0,27995,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
15,1792-both semester,1793,,,Europe,Exports,Prunes et pruneaux,,,275411,0,364751,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
16,1792-both semester,1793,,,Europe,Exports,Raisins,,,310156,0,499655,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
17,1792-both semester,1793,,,Europe,Exports,Foin luzerne trèfle ,,,48990,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
18,1792-both semester,1793,,,Europe,Exports,"Bœufs, vaches, génisses et taureaux",,,775140,0,2263,nombre,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
19,1792-both semester,1793,,,Europe,Exports,Veaux,,,25835,0,823,nombre,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
20,1792-both semester,1793,,,Europe,Exports,Moutons et brebis,,,98622,0,7815,nombre,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
21,1792-both semester,1793,,,Europe,Exports,Porcs et porcelets,,,488630,0,9862,nombre,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,1,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
22,1792-both semester,1793,,,Europe,Exports,Chairs salées diverses,,,143538,0,115945,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
23,1792-both semester,1793,,,Europe,Exports,Lard,,,14032,0,9355,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
24,1792-both semester,1793,,,Europe,Exports,Beurre,,,7338,0,12230,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
25,1792-both semester,1793,,,Europe,Exports,Fromage,,,486893,0,463453,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
26,1792-both semester,1793,,,Europe,Exports,Miel,,,875972,0,820089,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
27,1792-both semester,1793,,,Europe,Exports,Anchois,,,86651,0,76607,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
28,1792-both semester,1793,,,Europe,Exports,Harenges salés et sorets,,,86462,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
29,1792-both semester,1793,,,Europe,Exports,Morue salée,,,800223,0,1327383,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
30,1792-both semester,1793,,,Europe,Exports,Poissons de toute espèce,,,53502,0,,,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
31,1792-both semester,1793,,,Europe,Exports,Sardines,,,5312,0,21250,livres,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
32,1792-both semester,1793,,,Europe,Exports,Bierre en muids,,,63517,0,749.076388888889,muids,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
34,1792-both semester,1793,,,Europe,Exports,Eau de vie double,,,2668234,0,5778.05902777778,muids,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
36,1792-both semester,1793,,,Europe,Exports,Eau de vie simple,,,8076909,0,19644.7951388889,muids,,sources/1792-both semester/F12_1834B_Exports_1793.csv,AN F12 1834B,2,,,,,Thasectra (Pascal Fontaine),,,,,,,,,,,,
