marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
bois dit 'ricter',Bois ; dit 'ricter',Bois ; dit 'ricter',,hout ('ricter'),wood called 'ricter',pieces,,1,1,0,,,,,,0,
bois dit ricter,Bois ; dit 'ricter',Bois ; dit 'ricter',,hout ('ricter'),woord called 'ricter',pieces,,1,0,0,,,,,,0,
bois dit schaelen ou rebus de bois,Bois ; dit schaelen ou rebus de Bois ;,Bois ; dit schaelen ou rebus de Bois ;,,houtafval,wood waste,guilders,,1,0,0,,,,,,0,
bois dit werres,Bois ; divers,Bois,,werres (klein hout ?),werres,feet,"werres, verris",1,1,0,,,,,,0,
bois et jus de reglisse,Bois ; et jus de réglisse,Réglisse ; bois et jus,,zoethout en sap van zoethout,liquorice,pounds,,1,1,0,,,,,,0,
bois et ouvrage de charonnerie,Bois ; et ouvrage de charonnerie,Bois et ouvrage de charronerie,,houtwerk (charon),woodwork for cartmakers,guilders,,1,1,0,,,,,,0,
bois par arbalettes,Bois ; pour arbalètes,Bois ; pour arbalètes,,hout voor handbogen,wood for handbows,pieces,,1,0,0,,,,,,0,
bois portatif dit Neyster,Bois ; portatif dit Neyster,Bois ; portatif dit Neyster,,hout ('neyster'),wood ('neyster'),pieces,bois dit neister,1,0,0,,,,,,0,
bois pour chaisses,Bois ; pour chaisses,Bois ; pour chaises,,hout voor stoelen,wood for chairs,pieces,,1,1,0,,,,,,0,
bois pour instrumens de musique,Bois ; pour instrumens de musique,Bois ; pour Instrument de musique,,hout voor muziekinstrumenten,wood for musical instruments,guilders,,1,0,0,,,,,,0,
bois pour lattes,Bois ; pour lattes,Bois ; pour Latte,,hout voor latten,wood for slats,guilders,,1,0,0,,,,,,0,
bois pour palisades,Bois ; pour palissades,Bois ; pour palissades,,,,,,0,0,0,,,,,,0,
bois préparé pour fusils,Bois ; préparé pour fusils,Bois ; pour fusils,,hout voor geweren,wood for rifles,guilders,,1,1,0,,,,,,0,
bois préparé pour ouvrages,Bois ; préparé pour ouvrages,Bois ; préparé,,hout (voorbereid voor bewerking),"oak wood, prepared",guilders,,1,1,0,,,,,,0,
bois préparée pour charpente et autres ouvrages,Bois ; préparée pour charpente et autres ouvrages,Bois ; de charpente,,hout (voorbereid voor timmerwerk e.a.),wood prepared for carpentry,feet,,1,0,0,,,,,,0,
bois préparée pour palissades,Bois ; préparée pour palissades,Bois ; pour palissades,,hout (voorbereid voor paalwerk),wood for palisades,pieces,,1,0,0,,,,,,0,
bois préparée pour palissades et terrasse,Bois ; préparée pour palissades et terrasse,Bois ; pour palissade et terrasse,,hout voor terrassen en heiwerk,hout voor terrassen en heiwerk,feet,,1,0,0,,,,,,0,
bois scié,Bois ; scié,Bois ; scié,,hout (gezaagd),sawed wood,feet,,1,0,0,,,,,,0,
bois scié de toutes sortes declarés par valeur,Bois ; scié de toutes sortes declarés par valeur,Bois ; scié,,,,,,0,0,0,,,,,,0,
bois scié en gites,Bois ; scié en gites,Bois ; scié,,hout gezaagd in voetribben,wood cut in joists,pieces,,1,0,0,,,,,,0,
bois scié en pieds de gittes,Bois ; scié en pieds de gittes,Bois ; scié,,,,,,0,0,0,,,,,,0,
bois scié en planches,Bois ; en planches,Planches,,hout (in planken gezaagd),wood in planks,guilders,,1,0,0,,,,,,0,
bois scié en verres,Bois ; scié en verres,Bois ; scié,,hout (gezaagd en verres),wood cut in 'verres',feet,,1,0,0,,,,,,0,
bois tropique,Bois ; tropique,Bois ; tropique,,tropisch hout,tropical wood,pounds,,1,0,0,,,,,,0,
bois à baril non scié,Bois ; à baril non scié,Bois ; à baril non scié,,hout voor vaten (niet gezaagd),wood for barrels,pieces,,1,0,0,,,,,,0,
bois à bruler,Bois ; à bruler,Bois ; à brûler,,brandhout,firewood,guilders,,1,1,0,,,,,,0,
bois à teindre de toutes sortes,Bois ; à teindre de toutes sortes,Bois ; à teindre de toutes sortes,,kleurstoffen (verfhout),dye wood,pounds,,1,1,0,,,,,,0,
bol blanche,Bol ; blanche,Bol ; blanche,,"bolles, wit",white bol,pieces,,1,0,0,,,,,,0,
bol d'armenic,Bol ; d'Arménie,Bol ; d'Arménie,,drogerij (bol d'armenic),drugs (bol d'armenic),pounds,,1,0,0,,,,,,0,
boldavid,Boldavid,Boldavid,expensive linen cloth,lijnwaad (boldavid) / el,per ell,guilders,,1,1,0,,,,,,0,
bombes et grenades,Bombes et grenades,Bombes et grenades,,bommen en granaten,bombs and grenades,pieces,,1,1,0,,,,,,0,
bonneteries mellées,Bonneterie ; diverse,Bonneterie,,bonneterie (gemengd),mixed hosiery,guilders,,1,1,0,,,,,,0,
bonnets ; de coton,Bonnets ; de coton,Bonneterie ; bonnet ; de coton,,,,,,,,1,,,,,,4,
bonnets ; de laine,Bonnets ; de laine,Bonneterie ; bonnet ; de laine,,,,,,,,1,,,,,,5,
bonnets d'enfans,Bonnets ; d'enfans,Bonneterie ; bonnet ; d'enfant,,kindermutsen,children's hats,guilders,,1,0,0,,,,,,0,
"bonnets d'enfans, de velours et bonnets à la postillonne","Bonnets ; d'enfans, de velours et Bonnets ; à la postillonne","Bonneterie ; bonnet ; d'enfant, de velours et Bonnet à la postillonne",,"postmutsen, kindermutsen enz.","post caps, baby hats, etc.",guilders,,1,0,0,,,,,,0,
bonnets de castor,Bonnets ; de castor,Bonneterie ; bonnet ; de castor,,mutsen (bever),beaver bonnets,pieces,,1,0,0,,,,,,0,
bonnets de cotton,Bonnets ; de coton,Bonneterie ; bonnet ; de coton,,mutsen (katoen),cotton bonnets,pieces,,1,1,0,,,,,,0,
bonnets de cotton et fil,Bonnets ; de fil et coton,Bonneterie ; bonnet ; de fil et coton,,mutsen (katoen en garen),bonnets of yarn and cotton,guilders,,1,0,0,,,,,,0,
bonnets de filosel,Bonnets ; de filosel,Bonneterie ; bonnet ; de filosel,,mutsen (vloszijde),floss silk bonnets,guilders,,1,0,0,,,,,,0,
bonnets de laine,Bonnets ; de laine,Bonneterie ; bonnet ; de laine,,mutsen (wol),woolen bonnets,pieces,,1,1,0,,,,,,0,
"bonnets de laine, fil et cotton","Bonnets ; de laine, fil et coton","Bonneterie ; bonnet ; de laine, fil et coton",,"mutsen (wol, garen en katoen)","bonnets of wool, yarn and cotton",pieces,,1,0,0,,,,,,0,
bonnets de peaux,Bonnets ; de peaux,Bonneterie ; bonnet ; de peaux,,lederen mutsen,leather bonnets,pieces,,1,0,0,,,,,,0,
bonnets de postillons,Bonnets ; de postillons,Bonneterie ; bonnet ; de postillons,,postmutsen,post caps,pieces,,1,1,0,,,,,,0,
bonnets de prêtres,Bonnets ; de prêtres,Bonneterie ; bonnet ; de prêtres,,mutsen voor priesters,hats for priests,guilders,,1,0,0,,,,,,0,
bonnets de soye,Bonnets ; de soie,Bonneterie ; bonnet ; de soie,,mutsen van zijde,silk bonnets,guilders,,1,0,0,,,,,,0,
bonnets de velours,Bonnets ; de velours,Bonneterie ; bonnet ; de velours,,mutsen (ribfluweel),bonnets (corduroy),guilders,,1,1,0,,,,,,0,
bonnets picques,Bonnets ; picques,Bonnet et pique,,bestikte mutsen,stitched bonnets,dozen,,1,0,0,,,,,,0,
"bonnets picques, carcasses et fers à coeffures","Bonnets ; picques, carcasses et fers à coeffures",Bonnet ; pique ; carcasse et fer à coiffure,,"bestikte mutsen, geraamten en kapselijzers","embroidered hats, skeletons and hair irons",guilders,,1,1,0,,,,,,0,
borax,Borax,Drogue ; médicinale ; borax,borax,borax,borax,pounds,,1,1,1,,,,,,2,
bordures de tapisseries,Bordures ; de tapisseries,Bordures ; de tapisseries,,tapijtwerk (randen),borders of tapestry,pieces,,1,0,0,,,,,,0,
bottes et bottines,Bottes et bottines,Bottes et bottines,,laarzen en halve laarzen,boots and high-lows,pair,,1,1,0,,,,,,0,
bouchons de liège,Bouchons ; de liège,Bouchons ; de liège,,,,,,,,1,,,,,,6,
boucles de Pinsbeck,Boucles ; de Pinsbeck,Boucles ; de Pinsbeck,,gespen (pinsbeek),buckles (pinsbeck),dozen,,1,0,0,,,,,,0,
boucs et chevres,Bestiaux ; chèvres et boucs,Bétail ; chèvres et boucs,,bokken en geiten,rams and goats,pieces,,1,1,0,,,,,,0,
boudins de poisson,Boudins de poisson,Boudins de poisson,,visworst,fish sausage,pounds,,1,0,0,,,,,,0,
boue de sel,Boue de sel,Sel ; de boue,,zout (slijk ?),salt mud,pounds,,1,1,0,,,,,,0,
bougie,Bougie,Bougie,,,,,,0,0,1,,,,,,12,
bougrans,Bougran,Bougran,,bougrand (gegomd),bougrand (gummed),guilders,,1,0,0,,,,,,0,
bouguette,Bouguette,Bouguette,buckwheat,boekweit,buckwheat,last,,1,0,0,,,,,,0,
boules de verre,Boules ; de verre,Boules ; de verre,,glazen bollen,glass spheres,guilders,,1,0,0,,,,,,0,
boulets de canon,Boulets ; de canon,Boulets ; de canon,,,,,,,,1,,,,,,1,
boulles d'acier,Boulles ; d'acier,Boulles ; d'acier,,drogerij (stalen bollen),steel spheres,guilders,boulles d'acier vulneraire,1,0,0,,,,,,0,
bourat,Bouras,Bourras,,bourat / el,bourat / el,guilders,bouratte,1,0,0,,,,,,0,
bourre ; à bourrer,bourre ; à bourrer,Bourre ; à bourrer,,,,,,,,1,,,,,,1,
bourre et bouts de laine,Bourre ; de laine,Bourre ; de laine,,scheervlokken,wool bits and waste,pounds,bourre de laine et noppes,1,1,0,,,,,,0,
bourre et refus de soye,Bourre ; de soie,Bourre ; de soie,,zijdeafval,silk waste,pounds,,1,0,0,,,,,,0,
bourses à cheveux,Bourse ; à cheveux,Bourse ; à cheveux,,haarzakjes,pouches for hair,guilders,,1,0,0,,,,,,0,
bouteilles de cristal,Bouteilles ; cristal,Bouteilles ; cristal,,,,,,0,0,0,,,,,,0,
bouteilles de cristal et caraffes,Bouteilles ; de cristal et carafes,Bouteilles ; de cristal et carafes,,kristallen flessen en karaffen,crystal bottles,pieces,,1,0,0,,,,,,0,
bouteilles de verre,Bouteilles ; de verre,Bouteilles ; de verre,,glazen flessen,glass bottles,pieces,,1,1,0,,,,,,0,
bouteilles de verre avec roseaux,Bouteilles ; de verre,Bouteilles ; de verre,,,,,,0,0,0,,,,,,0,
bouteilles de verre garnis de joncs,Bouteilles ; de verre ; garnies de joncs,Bouteilles ; de verre ; garnies de joncs,,glazen flessen met riet versierd,glass bottles decorated with reed,guilders,,1,0,0,,,,,,0,
boutons d'acier,Boutons ; d'acier,Boutons ; d'acier,,knopen (staal),steel buttons,guilders,,1,0,0,,,,,,0,
boutons d'argent sur bois,Boutons ; d'argent sur bois,Boutons ; d'argent sur bois,,knopen (zilver op hout),silver on wood buttons,guilders,,1,0,0,,,,,,0,
boutons d'or,Boutons ; d'or,Boutons ; d'or,,knopen (goud),gold buttons,dozen,,1,0,0,,,,,,0,
boutons d'or et d'argent,Boutons ; d'or et d'argent,Boutons ; d'or et d'argent,,knopen (goud en zilver),gold and silver buttons,boxes,,1,1,0,,,,,,0,
boutons d'or faux,Boutons ; d'or faux,Boutons ; d'or ; faux,,knopen (vals goud),fake gold buttons,pounds,,1,0,0,,,,,,0,
boutons d'os,Boutons ; d'os,Boutons ; d'os,,knopen (been),bone buttons,guilders,,1,0,0,,,,,,0,
boutons d'os et de cornes,Boutons ; d'os et de cornes,Boutons ; d'os et de cornes,,"knopen (been en hoorn, koper op hout)",bone and horn buttons,guilders,,1,1,0,,,,,,0,
boutons d'étain,Boutons ; d'étain,Boutons ; d'étain,,knopen (tin),tin buttons,guilders,,1,1,0,,,,,,0,
boutons de Pinsbeck,Boutons ; de Pinsbeck,Boutons ; de Pinsbeck,,knopen ('pinsbeek'),buttons in 'Pinsbeek',gross,,1,1,0,,,,,,0,
boutons de bois de coco,Boutons ; de bois de coco,Boutons ; de bois de coco,,knopen (cocos),coco buttons,pounds,,1,0,0,,,,,,0,
boutons de cocq,Boutons ; de cocq,Boutons ; de coco,,knopen (bois de cocq) in zakken,coconut buttons,zak,,1,0,0,,,,,,0,
boutons de cornes,Boutons ; de cornes,Boutons ; de cornes,,knopen (hoorn),horn buttons,pounds,,1,0,0,,,,,,0,
boutons de crin,Boutons ; de crin,Boutons ; de crin,,knopen (paardehaar),horse hair buttons,pounds,,1,1,0,,,,,,0,
boutons de cuivre,Boutons ; de cuivre,Boutons ; de cuivre,,knopen (koper),copper buttons,gross,,1,1,0,,,,,,0,
boutons de cuivre argenté et dorée,Boutons ; de cuivre argenté et dorée,Boutons ; de cuivre argenté et dorée,,knopen (verguld en verzilverd koper),guilded and silvered buttons,guilders,,1,1,0,,,,,,0,
boutons de cuivre doré,Boutons ; de cuivre doré,Boutons ; de cuivre doré,,knopen (verguld koper),guilded copper buttons,guilders,,1,0,0,,,,,,0,
boutons de cuivre et d'étain,Boutons ; de cuivre et d'étain,Boutons ; de cuivre et d'étain,,knopen (tin en koper),tin and copper buttons,pounds,,1,1,0,,,,,,0,
boutons de cuivre et d'étain argentés,Boutons ; de cuivre et d'étain argentés,Boutons ; de cuivre et d'étain argentés,,knopen (tin en verzilverd koper),tin and silvered copper buttons,gros,,1,1,0,,,,,,0,
boutons de cuivre sur bois,Boutons ; de cuivre sur bois,Boutons ; de cuivre sur bois,,knopen (koper op hout),copper on wood buttons,pounds,,1,1,0,,,,,,0,
"boutons de cuivre sur bois, d'os de cocq et de cornes","Boutons ; de cuivre sur bois, d'os de cocq et de cornes","Boutons ; de cuivre sur bois, d'os de cocq et de cornes",,"knopen (been en hoorn, koper op hout)","bone, horn and copper on wood buttons",pounds,,1,0,0,,,,,,0,
boutons de fil,Boutons ; de fil,Boutons ; de fil,,knopen (garen),yarn buttons,guilders,,1,1,0,,,,,,0,
boutons de fil de poil de chevre,Boutons ; de fil de poil de chevre,Boutons ; de fil de poil de chevre,,knopen (draad van geitewol),goat hair buttons,pounds,,1,1,0,,,,,,0,
boutons de jayet,Boutons ; de jayet,Boutons ; de jayet,,knopen (jayet),buttons (jayet),dozen,,1,1,0,,,,,,0,
boutons de métal doré,Boutons ; de métal doré,Boutons ; de métal doré,,knopen (verguld metaal),guilded metal buttons,guilders,,1,0,0,,,,,,0,
boutons de nacre de perle,Boutons ; de nacre de perle,Boutons ; de nacre de perle,,knopen (parelmoer),buttons in mother of pearl,gross,,1,1,0,,,,,,0,
boutons de nacre de perle et jayet,Boutons ; de nacre de perle et jayet,Boutons ; de nacre de perle et jayet,,knopen (parelmoer en jayet),buttons in jayet and mother of pearl,guilders,,1,0,0,,,,,,0,
boutons de soye,Boutons ; de soie,Boutons ; de soie,,"knopen (gemengd, van zijde)",silk buttons,pounds,,1,0,0,,,,,,0,
boutons de tombacq doré,Boutons ; de tombacq doré,Boutons ; de tombacq doré,,knopen (vergulde tombak),buttons (tombaq),gros,,1,0,0,,,,,,0,
boutons de trait d'or et d'argent fin,Boutons ; de trait d'or et d'argent fin,Boutons ; de trait d'or et d'argent fin,,knopen (fijne goud- en zilverdraad) / set,buttons in fine gold and silver wire,guilders,boutons de fil d'or et d'argent fin,1,1,0,,,,,,0,
boutons masquinés,Boutons ; masquinés,Boutons ; masquinés,,knopen (masquinés),buttons (masquinés),gross,,1,1,0,,,,,,0,
bouts de cornes,Bouts ; de corne,Bouts ; de corne,,hoornstukken,horn pieces,ton,,1,1,0,,,,,,0,
boëtes de Nuremberg,Boîtes ; de Nuremberg,Boîte ; de Nuremberg,,papieren dozen,paper boxes,pounds,,1,0,0,,,,,,0,
brasselets,Brasselets,Brasselets,,armbanden,bracelets,guilders,,1,0,0,,,,,,0,
bray à brasser,Bray ; à brasser,Brai ; à brasser,,brouwgoed (moutmeel voor het brouwen),malt flour for brewing,last,,1,1,0,,,,,,0,
brignoles,Brignoles,Brignoles,,pruimen (brignoles),plums (brignoles),pounds,,1,1,0,,,,,,0,
briques cuites,Briques cuites,Briques,,,,,,0,0,0,,,,,,0,
briques et briquettes,Briques et briquettes,Briques,,bakstenen e.a. gelijkaardige,bricks and briquettes,pieces,,1,1,0,,,,,,0,
briques pleines,Briques ; pleines,Briques,,stenen (klinkers),clinker,pieces,,1,0,0,,,,,,0,
broderie de toute sorte,Broderie de toute sorte,Broderie,,borduurwerk,embroidery,guilders,,1,1,0,,,,,,0,
broderies de toute espèce,Broderie de toute sorte,Broderie,,borduurwerk en klein huislinnen,embroidery and small household linen,guilders,,1,1,0,,,,,,0,
brosses et pinceaux,Brosses et pinceaux,Brosses et pinceaux,,borstels en penselen,brushes and pencils,guilders,,1,1,0,,,,,,0,
brun ; rouge,Brun ; rouge,Drogue ; pour la peinture et la teinture ; Brun rouge,,,,,,0,0,1,,,,,,1,
brun rouge,Brun ; rouge,Drogue ; pour la peinture et la teinture ; Brun rouge,,kleurstoffen (roodbruin),reddish brown,pounds,,1,0,1,,,,,,1,
bruyère,Bruyère,Bruyère,,heidemos en -kruid,heather,guilders,,1,0,0,,,,,,0,
buerre d'hollande et d'angleterre,Beurre ; de Hollande et d'Angleterre,Beurre ; de Hollande et d'Angleterre,butter,boter (Hollandse en Engelse),English and Dutch butter,pounds,,1,1,0,,,,,,0,
bures de sangliers,Bures ; de sangliers,Bures ; de sangliers,,everzwijnekoppen,wild boar heads,guilders,hurne de sanglier,1,0,0,,,,,,0,
bécasses,Bécasses,Bécasses,,snippen,snipe,pieces,,1,0,0,,,,,,0,
bœufs et taureaux,Bestiaux ; bœufs et taureaux,Bétail ; bœuf et taureaux,,ossen en stieren,oxen and bulls,pieces,,1,1,0,,,,,,0,
cabilleaux,Cabillauds,Cabillauds,,kabeljauw,codfish,pieces,,1,1,0,,,,,,0,
cabriolets,Cabriolets,Cabriolets,,cabriolets,cabriolets,pieces,,1,1,0,,,,,,0,
cacao,Cacao,Cacao,,cacao,cocoa,pounds,,1,1,0,,,,,,0,
cadrans d'horloges,Horlogerie ; cadrans d'horloge,Horlogerie ; cadrans d'horloge,,wijzerplaten voor uurwerken,clockfaces,guilders,,1,0,0,,,,,,0,
cadrans de montres,Horlogerie ; cadrans de montres,Horlogerie ; cadrans de montres,,wijzerplaten voor zakhorloges,faces for pocket watches,guilders,,1,0,0,,,,,,0,
caffar blanc,Caffar ; blanc,Caffar ; blanc,,caffar blanc,white 'caffar',ell,,1,0,0,,,,,,0,
caffar de laine,Caffar ; de laine,Caffar ; de laine,,caffar de laine,caffar de laine,guilders,,1,0,0,,,,,,0,
"caffards, carpettes et ligatures",Caffards ; carpettes et ligatures,Caffards ; carpettes et ligatures,,"laken (verbanden, grof pakdoek...)","cloth (ligatures, crude cloth for packaging...) / el",ell,,1,1,0,,,,,,0,
"caffards, carpettes et ligatures / aune",Caffards ; carpettes et ligatures,Caffards ; carpettes et ligatures,,"laken (verbanden, grof pakdoek.) / el","cloth (ligatures, crude cloth for packaging.) / el",guilders,,1,1,0,,,,,,0,
caffé,Café,Café,coffee,koffie,coffee,pounds,,1,1,0,,,,,,0,
café ; de bourbon,Café ; de Bourbon,Café ; de Bourbon,,,,,,0,0,1,,,,,,2,
café ; des isles,Café ; des Iles,Café ; des Iles,,,,,,0,0,1,,,,,,19,
café ; du Levant,Café ; de Levant,Café ; du Levant,,,,,,0,0,1,,,,,,2,
cages pour oiseaux,Cages d'oiseau,Cages d'oiseau,,vogelkooien,bird cages,pieces,,1,1,0,,,,,,0,
cailles,Cailles,Cailles,,kwartels,quail,pieces,,1,0,0,,,,,,0,
caisses de carosses,Caisses ; de carosses,Caisses ; de carosses,,geraamten voor rijtuigen,skeletons for coaches,guilders,,1,0,0,,,,,,0,
caisses et têtes de carton,Caisses ; et têtes de carton,Caisses et têtes ; de carton,,kartonnen dozen,cardboard boxes,guilders,,1,0,0,,,,,,0,
caisses vides,Caisses ; vides,Caisses ; vides,,kisten (hout),wooden chests,pieces,,1,0,0,,,,,,0,
calamine,Calamine,Calamine,,kalamijn,calamine,pounds,,1,0,0,,,,,,0,
callemande,Callemande,Étoffe ; calemande,,calmande,calmande,guilders,calemande,1,1,0,,,,,,0,
calottes et sacs de papier,Calottes et sacs de papier,Calottes et sacs de papier,,papieren mutsen en zakken,paper hats and bags,guilders,,1,0,0,,,,,,0,
cambray,Cambray,Cambray,expensive linen cloth,lijnwaad (kamerijk),Cambrai,pieces,,1,1,0,,,,,,0,
camelot,Camelot,Camelot,camelot,kamelot / el,camel cloth,guilders,,1,1,0,,,,,,0,
camphre,Camphre,Drogue ; médicinale ; Camphre,,kamfer,camphor,pounds,,1,1,0,,,,,,0,
canards,Canards,Canards,,eenden,ducks,pieces,,1,0,0,,,,,,0,
canaris ou serins,Canaris ou serins,Canaris ou serins,,kanaries,canaries,guilders,"oiseaux, serins et canaris",1,1,0,,,,,,0,
canelle,Cannelle,Épicerie ; cannelle,cinnamon,kaneel,cinnamon,pounds,,1,1,0,,,,,,0,
cannes de bois montées et non montées,Cannes ; de bois montées et non montées,Cannes ; de bois montées et non montées,,wandelstokken (al dan niet afgewerkt),finished and unfisnished canes,guilders,,1,1,0,,,,,,0,
cannes de joncs,Cannes ; de joncs,Cannes ; de jonc,,rietstokken,canes,guilders,,1,0,0,,,,,,0,
cannes de joncs ou rozeaux,Cannes ; de joncs ou rozeaux,Cannes ; de jonc,,wandelstokken (dit rozeaux),canes (dit rozeaux),pieces,,1,0,0,,,,,,0,
cannes dit genettes,Cannes ; dit genettes,Cannes ; dit genettes,,wandelstokken (genettes),canes (genettes),pieces,,1,0,0,,,,,,0,
cannes et batons vernis,Cannes ; et bâtons vernis,Cannes et bâtons ; vernis,,wandelstokken (gevernist hout),varnished canes,pieces,cannes de bois vernies,1,1,0,,,,,,0,
cannettes de grez,Cannettes ; de grès,Cannettes ; de grez,,,,,,0,0,1,,,,,,2,
cannevas,Cannevas,Canevas,,zeildoek,sailcloth,pieces,,1,0,0,,,,,,0,
cannevas à 15 sols l'aune,Cannevas à 15 sols l'aune,Canevas,,zeildoek van 15 stv/el,sailcloth of 15 stivers per ell,ell,,1,0,0,,,,,,0,
"canon et balles de fer, en livres","Canon et balles de fer, en livres",Canon et balles ; de fer,,"lopen, ijzeren kogels en alle wapens in pounds aange.","barrels, iron bullets and all weaponry indicated in pounds",pounds,,1,1,0,,,,,,0,
canons de fer de 18 à 24 livres de balles,Canons ; de fer de 18 à 24 livres de balles,Canon ; de fer,,geschut (voor kogels van 18 tot 24 pond),cannons (for bullets of 18 to 24 pounds),pieces,,1,0,0,,,,,,0,
canons de metail de 12 livres de balles,Canons ; de metail de 12 livres de balles,Canons ; de métal,,geschut (voor kogels van 12 pond),cannons (for bullets of 12 pounds),guilders,,1,0,0,,,,,,0,
cantharides ou mouches d'Espagne,Cantharides ou mouches d'Espagne,Cantharides ou mouches d'Espagne,,Spaanse vlieg,Spanish fly,pounds,,1,0,0,,,,,,0,
cantinnes,Cantines,Cantines,,reiskeldertjes,travelling cases,guilders,,1,0,0,,,,,,0,
caparaçons de peaux,Caparaçons de peaux,Caparaçons,,dekkleden voor paarden (huiden),horse blankets in leather,guilders,,1,0,0,,,,,,0,
capilaire,Capilaire,Capilaire,,vrouwehaar,women's hair,pounds,,1,0,0,,,,,,0,
capons,Capons,Capons,,,,,,0,0,0,,,,,,0,
capres d'Espagne,Câpres,Câpres,,kappertjes (Spanje),capers (Spain),pounds,,1,1,0,,,,,,0,
carabines à air,Carabines à air,Carabines à air comprimés,,luchtgeweren,,guilders,,1,0,0,,,,,,0,
carabines à air comprimés,Carabines à air comprimés,Carabines à air comprimés,,,,,,0,0,0,,,,,,0,
caractères à imprimer,Caractères d'imprimerie,Caractère d'imprimerie,,drukletters,printing letters,guilders,,1,1,0,,,,,,0,
carcajou,Carcajou,Carcajou,,,,,,0,0,0,,,,,,0,
