marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
Etoffe ; espagnolette ; laine	Étoffe ; de laine ; espagnolette	Étoffe ; espagnolette									1					1	1939	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			64		Allemagne		250	306	68831		259637	
Etoffe ; étamine	Étoffe ; étamine	Étoffe ; étamine									1					1	1570	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			58		Flandre		4700	122895	0		508285	
Etoffe ; étamine ; laine	Étoffe ; de laine ; étamine	Étoffe ; étamine									1					1	1155	Annick Davis	IIHS-122A	Objet Général	1767	Exports			40		Italie		1260	26471	30531		413775	
Etoffe ; facçonnée	Étoffe ; droguet	Étoffe ; droguet						0	0	1	0					1	1278	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			64		Geneve		5700	6058	6058	0	2207591	
Etoffe ; façonée	Étoffe ; droguet	Étoffe ; droguet						0	0	1	0					1	1173	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			72		Isles		25216	27406	83901		420354	
Etoffe ; façonéee	Étoffe ; façonnée	Étoffe ; façonnée						0	0	1	0					1	1157	Annick Davis	IIHS-122A	Objet Général	1767	Exports			40		Allemagne		1950		30531		413775	
Etoffe ; façonnée	Étoffe ; façonnée	Étoffe ; façonnée						0	0	1	0					1	1946	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			64		Flandre		30	68831	0		259637	
Etoffe ; fil et coton	Étoffe ; fil et coton	Étoffe ; fil et coton						0	0	1	0					1	1128	Fatima Zahra	IIHS-122G	Objet Général	1774	Exports			37		Isles		12136	55900			270851	
Etoffe ; filozelle	Étoffe ; de filoselle	Étoffe ; de filoselle						0	0	1	0					1	1572	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			58		Flandre		80	122895	0		508285	
Etoffe ; filozelle ; meslée	Étoffe ; de filoselle	Étoffe ; de filoselle						0	0	1	0					1	1575	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			58		Italie		16200	115395	122895		508285	
Etoffe ; finette	Étoffe ; finette	Étoffe ; finette						0	0	1	0					1	1858	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			61		Savoye		960	3995.3	14089.7998		1348428.7	
Etoffe ; flanelle	Étoffe ; flanelle	Étoffe ; de laine ; flanelle									1					1	1847	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			61		Flandre		2632	4102	14089.7998		1348428.7	
Etoffe ; Imperiale	Étoffe ; Impériale	Étoffe ; de laine ; Impériale						0	0	1	0					1	1849	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			61		Allemagne		360	5957.5	14089.7998		1348428.7	
Etoffe ; Impérialle	Étoffe ; Impériale	Étoffe ; Impériale						0	0	1	0					1	1855	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			61		Flandre		35	14089.8			1348428.7	
Etoffe ; maroc ; de laine	Étoffe ; de laine ; Maroc	Étoffe ; Maroc									1					1	75	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Subordonnés de Dunkerque	37		etatsdelempereur	115	172				172	
Etoffe ; melée ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	1944	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Allemagne		2790	2865	34713		293649.0625	
Etoffe ; melée ; au 1/4 de soie	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1946	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Allemagne		2240	34713	0		293649.0625	
Etoffe ; melée ; mi soie	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1947	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Allemagne		868	29608	34713		293649.0625	
Etoffe ; melée ; soie et coton	Étoffe ; mêlée de soie ; soie et coton	Étoffe ; mêlée de soie ; soie et coton						0	0	1	0					1	1617	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Espagne		7	0	0		508285	
Etoffe ; melée ; soie et fil	Étoffe ; mêlée de soie ; soie et fil	Étoffe ; mêlée de soie ; soie et fil						0	0	1	0					1	1129	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			70		Espagne		5841				359585	
Etoffe ; melée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	779	Annick Davis	Montbret 849	Objet Général	1772	Imports			42		Hollande		4250				2072550	
Etoffe ; melée de soie ; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	2389	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		135		Hollande		634.5	634.5				
Etoffe ; melée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1246	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		219				2524177.1	
Etoffe ; melée de soie ; panne	Étoffe ; mêlée de soie ; panne	Étoffe ; mêlée de soie ; panne						0	0	1	0					1	26	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Turcoing	50		etatsdelempereur	63465	116559				116559	
Etoffe ; melée de soie ; peluche	Étoffe ; mêlée de soie ; peluche	Étoffe ; mêlée de soie ; peluche						0	0	1	0					1	1238	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Flandre		1912.5				2524177.1	
Etoffe ; melée de soie ; ripe de velour	Étoffe ; mêlée de soie ; ripe de velours	Étoffe ; mêlée de soie ; ripe de velours						0	0	1	0					1	1307	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Flandre		787.5	0	0	0	2207591	
Etoffe ; melée de soie ; velour de genes	Étoffe ; mêlée de soie ; velours de Gênes	Étoffe ; mêlée de soie ; velours de Gênes						0	0	1	0					1	13	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Armentière	47		etatsdelempereur	2143	4286					
Etoffe ; melée; misoïe	Étoffe ; mêlée ; mi soie	Étoffe ; mêlée ; mi soie						0	0	1	0					1	27	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Steenfort	52		etatsdelempereur	342	342					
Etoffe ; mêlées ; à peu de soïe	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	1391	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Flandre		666.5				1147689.8	
Etoffe ; mêlées ; au fil de soïe	Étoffe ; mêlée de soie ; soie et fil	Étoffe ; mêlée de soie ; soie et fil						0	0	1	0					1	1501	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Italie		2700				313332	
Etoffe ; mêlées ; buraille	Étoffe ; mêlée ; buraille	Étoffe ; mêlée ; buraille						0	0	1	0					1	325	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Chaalons		76		Allemagne, Lorraine et le Païs		12194	12194			21472.5	
Etoffe ; mêlées ; mi soïe	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1319	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Allemagne		24	0	0	0	2207591	
Etoffe ; mêlées ; soïe et fil	Étoffe ; mêlée de soie ; au fil	Étoffe ; mêlée de soie ; au fil						0	0	1	0					1	1986	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			66		Flandre		5		0		259637	
Etoffe ; melées de soye ; à peu	Étoffe ; mêlée de soie ; à peu	Étoffe ; mêlée de soie ; à peu						0	0	1	0					1	1248	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		2100.1				2524177.1	
Etoffe ; melées de soye ; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1322	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Flandre		1725	0	0	0	2207591	
Etoffe ; melées de soye ; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1249	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Allemagne		10309.8	20245.8			2524177.1	
Etoffe ; melées de soye ; panne	Étoffe ; mêlée de soie ; panne	Étoffe ; mêlée de soie ; panne						0	0	1	0					1	1327	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Suisse		294	688	0	0	2207591	
Etoffe ; merlée de soye ; à peu	Étoffe ; mêlée de soie ; à peu	Étoffe ; mêlée de soie ; à peu						0	0	1	0					1	4144	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Bordeaux		206		Isles Françoises de l'Amerique, Canada et Terre-Neuve		20648	20648			73086.6	
Etoffe ; merlée de soye ; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1883	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Isles		2640	2665			1348428.7	
Etoffe ; merlée de soye ; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1385	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Allemagne		49.2				1147689.8	
Etoffe ; merlée de soye ; panne	Étoffe ; mêlée de soie ; panne	Étoffe ; mêlée de soie ; panne						0	0	1	0					1	1460	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	St. Quentin		21		Flandre Autrichienne		7192.5	64960.2				
Etoffe ; merlée de soye ; peluche	Étoffe ; mêlée de soie ; peluche	Étoffe ; mêlée de soie ; peluche						0	0	1	0					1	1174	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			72		Angleterre		11200	61294	209480		420354	
Etoffe ; merlée de soye ; tripe de velour	Étoffe ; mêlée de soie ; tripe de velours	Étoffe ; mêlée de soie ; tripe de velours						0	0	1	0					1	1506	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Espagne		30				313332	
Etoffe ; merlée de soye ; velour d'Otreck	Étoffe ; mêlées de soie ; velours d'Utrecht	Étoffe ; mêlées de soie ; velours d'Utrecht						0	0	1	0					1	1167	Annick Davis	IIHS-122A	Objet Général	1767	Exports			40		Espagne		20501	29810	248217		413775	
Etoffe ; meselée de soye ; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1096	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Italie		9588				1778663	
Etoffe ; meslée de soye ; ?	Étoffe ; mêlée de soie ; ?	Étoffe ; mêlée de soie ; ?						0	0	1	0					1	1595	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			58		isles		242.5	855	157873		508285	
Etoffe ; meslée de soye ; à peu	Étoffe ; mêlée de soie ; à peu	Étoffe ; mêlée de soie ; à peu						0	0	1	0					1	1965	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Hollande		804	14259.84961	138564.2031		293649.0625	
Etoffe ; meslée de soye ; à peu de soye	Étoffe ; mêlée de soie ; à peu	Étoffe ; mêlée de soie ; à peu						0	0	1	0					1	1954	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Isles		7530.25	138564.2031	0		293649.0625	
Etoffe ; meslée de soye ; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1121	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			70		Allemagne		1537	268114			359585	
Etoffe ; meslée de soye ; de quars de soye	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1122	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			70		Allemagne		4127	28733	268114		359585	
Etoffe ; meslée de soye ; greek	Étoffe ; mêlée de soie ; greek	Étoffe ; mêlée de soie ; greek						0	0	1	0					1	1172	Annick Davis	IIHS-122A	Objet Général	1767	Exports			40		Levant		29315	81466	248217		413775	
Etoffe ; meslée de soye ; grisette	Étoffe ; mêlée de soie ; grisette	Étoffe ; mêlée de soie ; grisette						0	0	1	0					1	681	Fatima Zahra	AN F12 245	Objet Général	1777	Imports			71		Flandres		3110	118670	616792		1404406	
Etoffe ; meslée de soye ; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1285	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			64		Flandre		120764	300818	0	0	2207591	
Etoffe ; meslée de soye ; panne	Étoffe ; mêlée de soie ; panne	Étoffe ; mêlée de soie ; panne						0	0	1	0					1	1519	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Espagne		19				313332	
Etoffe ; meslée de soye ; papeline	Étoffe ; mêlée de soie ; papeline	Étoffe ; mêlée de soie ; papeline						0	0	1	0					1	1184	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			72		Isles		9297	209480			420354	
Etoffe ; meslée de soye ; peluche	Étoffe ; mêlée de soie ; peluche	Étoffe ; mêlée de soie ; peluche						0	0	1	0					1	1098	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Suisse		464.1				1778663	
Etoffe ; meslée de soye ; peu	Étoffe ; mêlée de soie ; à peu	Toile ; de fil de coton ; siamoise						0	0	1	0					1	944	Fatima Zahra	AN F12 248	Objet Général	1780	Exports			63		Isles		4673	298813			357626	
Etoffe ; meslée de soye ; siamoise	Étoffe ; mêlée de soie ; siamoise	Toile ; de fil de coton ; siamoise						0	0	1	0					1	1286	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Allemagne		6	2232	300818	0	2207591	
Etoffe ; meslée de soye ; tripe de velour	Étoffe ; mêlée de soie ; tripe de velours	Étoffe ; mêlée de soie ; tripe de velours						0	0	1	0					1	1509	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Espagne		57895				313332	
Etoffe ; meslée de soye ; trippe de velour	Étoffe ; mêlée de soie ; tripe de velours	Étoffe ; mêlée de soie ; tripe de velours						0	0	1	0					1	1518	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Espagne		9340				313332	
Etoffe ; meslée de soye ; velour d'Greek	Étoffe ; mêlées de soie ; velours d'Utrecht	Étoffe ; mêlées de soie ; velours d'Utrecht						0	0	1	0					1	1097	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Hollande		2116.5				1778663	
Etoffe ; meslée de soye ; velour d'otreck	Étoffe ; mêlées de soie ; velours d'Utrecht	Étoffe ; mêlées de soie ; velours d'Utrecht						0	0	1	0					1	1520	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Espagne		22				313332	
Etoffe ; meslée de soye; à peu	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	1523	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Angleterre		300				313332	
Etoffe ; meslée de soye; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1100	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Hollande		2047.5				1778663	
Etoffe ; meslée de soye; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	701	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Flandre		158437	158497	275233		2058107	
Etoffe ; meslées de soye	Étoffe ; mêlée de soie	Étoffe ; mêlée de soie						0	0	1	0					1	939	Fatima Zahra	AN F12 248	Objet Général	1780	Exports			61		Levant		91980	294140	298813		357626	
Etoffe ; meslées de soye ; ?	Étoffe ; mêlée de soie ; ?	Étoffe ; mêlée de soie						0	0	1	0					1	1366	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			61		Espagne		1201.5	45792.5			1147689.8	
Etoffe ; meslées de soye ; à peu de soye	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	1873	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Hollande		15030		333004.5		1348428.7	
Etoffe ; meslées de soye ; àpea	Étoffe ; mêlée de soie ; à peu de soie	Étoffe ; mêlée de soie ; à peu de soie						0	0	1	0					1	1881	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Hollande		34920	73431	333004.5		1348428.7	
Etoffe ; meslées de soye ; au quart	Étoffe ; mêlée de soie ; au quart	Étoffe ; mêlée de soie ; au quart						0	0	1	0					1	1875	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Flandre		862.5	22641.3	333004.5		1348428.7	
Etoffe ; meslées de soye ; grisette	Étoffe ; mêlée de soie ; grisette	Étoffe ; mêlée de soie ; grisette						0	0	1	0					1	1219	Milewski	Montbret 155-1	Objet Général	1754	Imports			64		Nord		2500	103328.9	319802.9063		2524177.1	
Etoffe ; meslées de soye ; mi soye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1377	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Flandre		162.5	323471			1147689.8	
Etoffe ; meslées de soye ; misoye	Étoffe ; mêlée de soie ; mi soie	Étoffe ; mêlée de soie ; mi soie						0	0	1	0					1	1879	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Flandre		2960	2991.5	333004.5		1348428.7	
Etoffe ; meslées de soye ; panne	Étoffe ; mêlée de soie ; panne	Étoffe ; mêlée de soie ; panne						0	0	1	0					1	1109	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Hollande		35436				1778663	
Etoffe ; meslées de soye ; peluche	Étoffe ; mêlée de soie ; peluche	Étoffe ; mêlée de soie ; peluche						0	0	1	0					1	1191	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			74		Flandres		16625	35805			420354	
Etoffe ; meslées de soye ; tripe de velour	Étoffe ; mêlée de soie ; tripe de velours	Étoffe ; mêlée de soie ; tripe de velours						0	0	1	0					1	1609	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Levant		3150	162995	163489		508285	
Etoffe ; meslées de soye ; trippe de velour	Étoffe ; mêlée de soie ; tripe de velours	Étoffe ; mêlée de soie ; tripe de velours						0	0	1	0					1	1329	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			59		Hollande		27245	49177	0		2158507	
Etoffe ; meslées de soye ; velour d'Greek	Étoffe ; mêlées de soie ; velours d'Utrecht	Étoffe ; mêlées de soie ; velours d'Utrecht						0	0	1	0					1	1611	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Espagne		121.5	163489	0		508285	
Etoffe ; meslées de soye ; velour d'otruche?	Étoffe ; mêlée de soie ; ?	Étoffe ; mêlée de soie						0	0	1	0					1	1612	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Espagne		204	163489	0		508285	
Etoffe ; mi soye	Étoffe ; mêlée de soie ; ?	Étoffe ; mêlée de soie						0	0	1	0					1	74	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	42		etatsdelempereur		1092				1092	
Etoffe ; mi-soye	Étoffe ; mêlée de soie ; ?	Étoffe ; mêlée de soie						0	0	1	0					1	1387	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Flandre		11296.3	74486.3			1147689.8	
Etoffe ; mitées ; misoye	Étoffe ; mitées ; mi soie	Étoffe ; mitées ; mi soie						0	0	1	0					1	1388	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Hollande		63100	74486.3			1147689.8	
Etoffe ; moleton ; de laine	Étoffe ; de laine ; molleton	Étoffe ; de laine ; molleton									1					1	1389	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Savoye		90	74486.3			1147689.8	
Etoffe ; moquette , fil et laine	Étoffe ; fil et laine ; moquette	Étoffe ; fil et laine ; moquette									1					1	1898	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Espagne		198	913673			1348428.7	
Etoffe ; my soye	Étoffe ; mi soie	Étoffe ; mi soie						0	0	1	0					1	1899	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Espagne		450	913673			1348428.7	
Etoffe ; noire	Étoffe ; noire	Étoffe ; noire						0	0	1	0					1	1463	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		22		Flandre Autrichienne		678.1	678.1				
Etoffe ; or et argent	Étoffe ; or et argent	Étoffe ; or et argent						0	0	1	0					1	1979	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			65		Isles		1012		0		259637	
Etoffe ; panne ; en poil	Étoffe ; de poil ; panne	Étoffe ; de poil ; panne									1					1	1315	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Hollande		40	0	0	0	2207591	
Etoffe ; panne ; laine	Étoffe ; de laine ; panne	Étoffe ; de laine ; panne									1					1	1909	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			63		Hollande		3880	4230			1348428.7	
Etoffe ; panne ; poil	Étoffe ; de poil ; panne	Étoffe ; de poil ; panne									1					1	1990	Milewski	Montbret 155-1	Objet Général	1754	Exports			65		Isles		7177.5	0	0		293649.0625	
Etoffe ; panne ; poil et laine	Étoffe ; de laine et poil ; panne	Étoffe ; de laine et poil ; panne									1					1	2390	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rennes		135		Hollande		140	140				
