marchandises;id;marchandises_normalisees_inter;marchandises_normalisees;product_prix;dutchtranslation;englishproduct;unit;alternativenames;source_rg_1774;source_rgbase;source_france;source_sound;source_hambourg;v14;v15;remarques;nbr_lignes_fr;nbr_lignes_hambourg
"Fil ; d'étaupes";7278;"Fil ; d'étoupe";"Fil ; d'étoupe";;;;;;0;0;1;;;;;;1;
"Fil ; d'étoupe";7279;"Fil ; d'étoupe";"Fil ; d'étoupe";;;;;;;;1;;;;;;3;
"Fil ; d'étouper";7280;"Fil ; d'étoupe";"Fil ; d'étoupe";;;;;;0;0;1;;;;;;1;
"Fil ; d'étoupes";7281;"Fil ; d'étoupe";"Fil ; d'étoupe";;;;;;0;0;1;;;;;;4;
"Fil ; de Bieustons";7282;"Fil ; de Bieustons";"Fil ; de Bieustons";;;;;;0;0;1;;;;;;2;
"Fil ; de Bourgogne";7283;"Fil ; de Bourgogne";;;;;;;;;;;;;;;;
"Fil ; de Bretagne";7284;"Fil ; de Bretagne";"Fil ; de Bretagne";;;;;;0;0;1;;;;;;1;
"Fil ; de Cardes";7285;"Fil ; cardé";"Fil ; cardé";;;;;;;;;;;;;;;
"Fil ; de Chanvre";7286;"Fil ; de chanvre";"Fil ; de chanvre";;;;;;;;;;;;;;;
"Fil ; de Cotton";7287;"Fil ; de coton";"Fil ; de coton";;;;;;;;;;;;;;;
"Fil ; de Latton";7288;"Fil ; de laiton";"Fil ; de laiton";;;;;;;;;;;;;;;
"Fil ; de Lin";7289;"Fil ; de lin";"Fil ; de lin";;;;;;;;;;;;;;;
"Fil ; de Léton";7290;"Fil ; de laiton";"Fil ; de laiton";;;;;;;;;;;;;;;
"Fil ; de Mulquinerie";7291;"Fil ; de Mulquinerie";"Fil ; de Mulquinerie";;;;;;;;1;;;;;;1;
"Fil ; de Niord";7292;"Fil ; de Niort";"Fil ; de Niort";;;;;;0;0;1;;;;;;3;
"Fil ; de Niort";7293;"Fil ; de Niort";"Fil ; de Niort";;;;;;;;;;;;;;;
"Fil ; de Piemont";7294;"Fil ; de Piémont";"Fil ; de Piémont";;;;;;0;0;1;;;;;;3;
"Fil ; de Piémont";7295;"Fil ; de Piémont";"Fil ; de Piémont";;;;;;0;0;1;;;;;;2;
"Fil ; de Rennes";7296;"Fil ; de Rennes";"Fil ; de Rennes";;;;;;;;;;;;;;7;
"Fil ; de Sayette";7297;"Fil ; de layette";"Fil ; de layette";;;;;;;;;;;;;;;
"Fil ; de Sileoie";7298;"Fil ; de Silésie";;;;;;;;;;;;;;;;
"Fil ; de Silesie";7299;"Fil ; de Silesie";"Fil ; de Silésie";;;;;;;;;;;;;;;
"Fil ; de Silésie";7300;"Fil ; de Silesie";"Fil ; de Silésie";;;;;;;;;;;;;;;
"Fil ; de bourgogne";7301;"Fil ; de Bourgogne";"Fil ; de Bourgogne";;;;;;;;;;;;;;;
"Fil ; de canette";7302;"Fil ; de caret";"Fil ; de caret";;;;;;0;0;1;;;;;;1;
"Fil ; de caret";7303;"Fil ; de caret";"Fil ; de caret";;;;;;0;0;1;;;;;;1;
"Fil ; de carets";7304;"Fil ; de caret";"Fil ; de caret";;;;;;0;0;1;;;;;;1;
"Fil ; de carette";7305;"Fil ; de caret";"Fil ; de caret";;;;;;;;1;;;;;;4;
"Fil ; de carret";7306;"Fil ; de caret";"Fil ; de caret";;;;;;;;;;;;;;;
"Fil ; de carrette";7307;"Fil ; de caret";"Fil ; de caret";;;;;;0;0;1;;;;;;1;
"Fil ; de chanvre";7308;"Fil ; de chanvre";"Fil ; de chanvre";;;;;;;;1;;;;;;40;
"Fil ; de charrette";7309;"Fil ; de charrette";"Fil ; de charrette";;;;;;0;0;1;;;;;;1;
"Fil ; de chenette";7310;"Fil ; de chenette";"Fil ; de chenette";;;;;;0;0;1;;;;;;2;
"Fil ; de cheve";7311;"Fil ; de chèvre";"Fil ; de chèvre";;;;;;0;0;1;;;;;;4;
"Fil ; de chevre";7312;"Fil ; de chèvre";"Fil ; de chèvre";;;;;;;;1;;;;;;110;
"Fil ; de chevrette";7313;"Fil ; de chevrette";"Fil ; de chevrette";;;;;;0;0;1;;;;;;1;
"Fil ; de chèvre";7314;"Fil ; de chèvre";"Fil ; de chèvre";;;;;;0;0;1;;;;;;12;
"Fil ; de coraillens";7315;"Fil ; de corailleur";"Fil ; de corailleur";;;;;;0;0;1;;;;;;2;
"Fil ; de corailleun";7316;"Fil ; de corailleur";"Fil ; de corailleur";;;;;;0;0;1;;;;;;1;
"Fil ; de corailleur";7317;"Fil ; de corailleur";"Fil ; de corailleur";;;;;;0;0;1;;;;;;3;
"Fil ; de couleur";7318;"Fil ; de corailleur";"Fil ; de corailleur";;;;;;0;0;1;;;;;;1;
"Fil ; de crin";7319;"Fil ; de crin";"Fil ; de crin";;;;;;0;0;1;;;;;;1;
"Fil ; de fer";7320;"Fil ; de fer";"Quincaillerie ; de fer ; fil";;;;;;;;1;;;;;;99;
"Fil ; de fer ; a cardes";7321;"Fil ; de fer ; à cardes";"Quincaillerie ; de fer ; fil";;;;;;;;1;;;;;;1;
"Fil ; de fer ; assortis";7322;"Fil ; de fer ; assortis";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil ; de fer ; assorty";7323;"Fil ; de fer ; divers";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil ; de fer ; divers";7324;"Fil ; de fer ; divers";"Quincaillerie ; de fer ; fil";;;;;;;;1;;;;;;16;
"Fil ; de fer ; gros";7325;"Fil ; de fer ; gros";"Quincaillerie ; de fer ; fil";;;;;;;;1;;;;;;2;
"Fil ; de fer ; ordinaire";7326;"Fil ; de fer ; ordinaire";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;7;
"Fil ; de fer ; passeperle";7327;"Fil ; de fer ; passeperle";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil ; de fer ; passepoiles";7328;"Fil ; de fer ; passepoiles";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil ; de fer ; à cardes";7329;"Fil ; de fer ; à cardes";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;2;
"Fil ; de filesie";7330;"Fil ; de Silésie";"Fil ; de Silésie";;;;;;0;0;1;;;;;;1;
"Fil ; de fleuret";7331;"Fil ; de fleuret";"Fil ; de fleuret";;;;;;0;0;1;;;;;;1;
"Fil ; de laine";7332;"Fil ; de laine";"Fil ; de laine";;;;;;;;;;;;;;;
"Fil ; de laiton";7333;"Fil ; de laiton";"Fil ; de laiton";;;;;;;;1;;;;;;7;
"Fil ; de layette";7334;"Fil ; de layette";"Fil ; de layette";;;;;;0;0;1;;;;;;1;
"Fil ; de leton";7335;"Fil ; de laiton";"Fil ; de laiton";;;;;;0;0;1;;;;;;42;
"Fil ; de lin";7336;"Fil ; de laiton";"Fil ; de laiton";;;;;;0;0;1;;;;;;4;
"Fil ; de lin ; Epinal";7337;"Fil ; de lin ; épinal";"Fil ; de lin ; épinal";;;;;;;;1;;;;;;1;
"Fil ; de lin ; bis";7338;"Fil ; de lin ; bis";"Fil ; de lin ; bis";;;;;;;;1;;;;;;7;
"Fil ; de lin ; bis ; blanc";7339;"Fil ; de lin ; bis ; blanc";"Fil ; de lin ; bis ; blanc";;;;;;;;;;;;;;;
"Fil ; de lin ; bis ; retord";7340;"Fil ; de lin ; bis ; retord";"Fil ; de lin ; bis ; retord";;;;;;;;1;;;;;;1;
"Fil ; de lin ; bis ; simple";7341;"Fil ; de lin ; bis ; simple";"Fil ; de lin ; bis ; simple";;;;;;;;1;;;;;;1;
"Fil ; de lin ; bis blanc";7342;"Fil ; de lin ; bis ; blanc";"Fil ; de lin ; bis ; blanc";;;;;;0;0;1;;;;;;5;
"Fil ; de lin ; blanc";7343;"Fil ; de lin ; blanc";"Fil ; de lin ; blanc";;;;;;;;1;;;;;;45;
"Fil ; de lin ; blanc ; retord";7344;"Fil ; de lin ; blanc ; retord";"Fil ; de lin ; blanc ; retord";;;;;;;;1;;;;;;3;
"Fil ; de lin ; blanc ; simple";7345;"Fil ; de lin ; blanc ; simple";"Fil ; de lin ; blanc ; simple";;;;;;;;1;;;;;;3;
"Fil ; de lin ; blanc retord";7346;"Fil ; de lin ; blanc ; retord";"Fil ; de lin ; blanc ; retord";;;;;;;;1;;;;;;1;
"Fil ; de lin ; crû";7347;"Fil ; de lin ; crû";"Fil ; de lin ; crû";;;;;;0;0;1;;;;;;4;
"Fil ; de lin ; crû ; simple";7348;"Fil ; de lin ; crû ; simple";"Fil ; de lin ; crû ; simple";;;;;;;;1;;;;;;1;
"Fil ; de lin ; de couleur";7349;"Fil ; de lin ; de couleur";"Fil ; de lin ; de couleur";;;;;;;;1;;;;;;1;
"Fil ; de lin ; divers";7350;"Fil ; de lin ; divers";"Fil ; de lin ; divers";;;;;;0;0;1;;;;;;4;
"Fil ; de lin ; epinal";7351;"Fil ; de lin ; épinal";"Fil ; de lin ; épinal";;;;;;;;1;;;;;;1;
"Fil ; de lin ; fin ; retord";7352;"Fil ; de lin ; fin ; retord";"Fil ; de lin ; fin ; retord";;;;;;;;1;;;;;;1;
"Fil ; de lin ; gris ; retord";7353;"Fil ; de lin ; gris ; retord";"Fil ; de lin ; gris ; retord";;;;;;;;1;;;;;;1;
"Fil ; de lin ; gris ; simple";7354;"Fil ; de lin ; gris ; simple";"Fil ; de lin ; gris ; simple";;;;;;;;1;;;;;;2;
"Fil ; de lin ; lin";7355;"Fil ; de lin ; lin";"Fil ; de lin";;;;;;0;0;1;;;;;;2;
"Fil ; de lin ; non retord";7356;"Fil ; de lin ; non retord";"Fil ; de lin ; non retord";;;;;;;;;;;;;;;
"Fil ; de lin ; record";7357;"Fil ; de lin ; retord";"Fil ; de lin ; retord";;;;;;0;0;1;;;;;;1;
"Fil ; de lin ; retord";7358;"Fil ; de lin ; retord";"Fil ; de lin ; retord";;;;;;;;1;;;;;;24;
"Fil ; de lin ; retord blanc";7359;"Fil ; de lin ; blanc ; retord";"Fil ; de lin ; blanc ; retord";;;;;;;;1;;;;;;2;
"Fil ; de lin ; retors";7360;"Fil ; de lin ; retord";"Fil ; de lin ; retord";;;;;;0;0;1;;;;;;1;
"Fil ; de lin ; simple";7361;"Fil ; de lin ; simple";"Fil ; de lin ; simple";;;;;;0;0;1;;;;;;6;
"Fil ; de lin ; simple ; commun";7362;"Fil ; de lin ; simple ; commun";"Fil ; de lin ; simple ; commun";;;;;;;;1;;;;;;1;
"Fil ; de lin ; teint ; retord";7363;"Fil ; de lin ; teint ; retord";"Fil ; de lin ; teint ; retord";;;;;;;;1;;;;;;1;
"Fil ; de lin ; teint ; à coudre";7364;"Fil ; de lin ; teint ; à coudre";"Fil ; de lin ; teint ; à coudre";;;;;;;;1;;;;;;1;
"Fil ; de lin ; écru";7365;"Fil ; de lin ; écru";"Fil ; de lin ; écru";;;;;;;;1;;;;;;2;
"Fil ; de lin ; écru ; audelis";7366;"Fil ; de lin ; écru ; audelis";"Fil ; de lin ; écru ; audelis";;;;;;;;1;;;;;;1;
"Fil ; de lin blanc";7367;"Fil ; de lin ; blanc";"Fil ; de lin ; blanc";;;;;;0;0;1;;;;;;3;
"Fil ; de liton";7368;"Fil ; de laiton";"Fil ; de laiton";;;;;;0;0;1;;;;;;3;
"Fil ; de loupe";7369;"Fil ; de loupe";"Fil ; de loupe";;;;;;0;0;1;;;;;;1;
"Fil ; de léton";7370;"Fil ; de laiton";"Fil ; de laiton";;;;;;;;1;;;;;;40;
"Fil ; de menage";7371;"Fil ; de ménage";"Fil ; de ménage";;;;;;0;0;1;;;;;;3;
"Fil ; de ménage";7372;"Fil ; de ménage";"Fil ; de ménage";;;;;;;;;;;;;;;
"Fil ; de niord";7373;"Fil ; de Niort";"Fil ; de Niort";;;;;;0;0;1;;;;;;2;
"Fil ; de palangres";7374;"Fil ; de palangres";"Fil ; de palangres";;;;;;0;0;1;;;;;;2;
"Fil ; de ritte";7375;"Fil ; de ritte";"Fil ; de ritte";;;;;;;;1;;;;;;5;
"Fil ; de sagette";7376;"Fil ; de layette";"Fil ; de layette";;;;;;;;1;;;;;;1;
"Fil ; de sayette";7377;"Fil ; de layette";"Fil ; de layette";;;;;;0;0;1;;;;;;1;
"Fil ; de sayettes";7378;"Fil ; de layette";"Fil ; de layette";;;;;;0;0;1;;;;;;1;
"Fil ; de soye";7379;"Fil ; de soie";"Fil ; de soie";;;;;;;;1;;;;;;1;
"Fil ; de soyette";7380;"Fil ; de soie";"Fil ; de soie";;;;;;;;1;;;;;;1;
"Fil ; de téton";7381;"Fil ; de laiton";"Fil ; de laiton";;;;;;0;0;1;;;;;;5;
"Fil ; de ville";7382;"Fil ; de ville";"Fil ; de ville";;;;;;;;;;;;;;;
"Fil ; dorure ; Id. Fin";7383;"Fil ; dorure ; d'or ; fin";"Fil ; dorure ; d'or ; fin";;;;;;0;0;1;;;;;;3;
"Fil ; dorure ; d'argent";7384;"Fil ; dorure ; d'argent";"Fil ; dorure ; d'argent";;;;;;;;1;;;;;;8;
"Fil ; dorure ; d'argt";7385;"Fil ; dorure ; d'argent";"Fil ; dorure ; d'argent";;;;;;0;0;1;;;;;;1;
"Fil ; dorure ; d'or";7386;"Fil ; dorure ; d'or";"Fil ; dorure ; d'or";;;;;;;;1;;;;;;34;
"Fil ; dorure ; or et arg faux";7387;"Fil ; dorure ; or et argent faux";"Fil ; dorure ; or et argent faux";;;;;;0;0;1;;;;;;2;
"Fil ; dorure ; or et arg.";7388;"Fil ; dorure ; or et argent";"Fil ; dorure ; or et argent";;;;;;0;0;1;;;;;;2;
"Fil ; dorure ; or et argent";7389;"Fil ; dorure ; or et argent";"Fil ; dorure ; or et argent";;;;;;;;1;;;;;;8;
"Fil ; dorure ; or et argent ; faux";7390;"Fil ; dorure ; d'or et d'argent ; faux";"Fil ; dorure ; d'or et d'argent ; faux";;;;;;;;;;;;;;;
"Fil ; dorure ; or et argent ; fin";7391;"Fil ; dorure ; or et argent ; fin";"Fil ; dorure ; or et argent ; fin";;;;;;;;;;;;;;;
"Fil ; dorure ; or et argent faux";7392;"Fil ; dorure ; d'or et d'argent ; faux";"Fil ; dorure ; d'or et d'argent ; faux";;;;;;0;0;1;;;;;;3;
"Fil ; dorure ; or et argt";7393;"Fil ; dorure ; or et argent";"Fil ; dorure ; or et argent";;;;;;0;0;1;;;;;;1;
"Fil ; dorure ; or et argt ; faux";7394;"Fil ; dorure ; or et argent faux";"Fil ; dorure ; or et argent faux";;;;;;0;0;1;;;;;;2;
"Fil ; dorure ; or et argt ; fin";7395;"Fil ; dorure ; or et argent ; fin";"Fil ; dorure ; or et argent ; fin";;;;;;0;0;1;;;;;;4;
"Fil ; dorure ; or et argt. Faux";7396;"Fil ; dorure ; or et argent faux";;;;;;;;;;;;;;;;
"Fil ; dorure ; or et argt. Fin";7397;"Fil ; dorure ; or et argent ; fin";;;;;;;;;;;;;;;;
"Fil ; ecru ; de lin";7398;"Fil ; de lin ; écru";"Fil ; de lin ; écru";;;;;;;;1;;;;;;2;
"Fil ; en chanvre";7399;"Fil ; de chanvre";"Fil ; de chanvre";;;;;;;;;;;;;;;
"Fil ; en dorure ; d'argent";7400;"Fil ; dorure ; d'argent";"Fil ; dorure ; d'argent";;;;;;0;0;1;;;;;;2;
"Fil ; en dorure ; d'or";7401;"Fil ; dorure ; d'or";"Fil ; dorure ; d'or";;;;;;0;0;1;;;;;;1;
"Fil ; en dorure ; or et argt";7402;"Fil ; dorure ; or et argent";"Fil ; dorure ; or et argent";;;;;;0;0;1;;;;;;3;
"Fil ; en masse";7403;"Fil ; en masse";"Fil ; en masse";;;;;;;;1;;;;;;13;
"Fil ; en masses";7404;"Fil ; en masse";"Fil ; en masse";;;;;;0;0;1;;;;;;3;
"Fil ; en massé";7405;"Fil ; en masse";"Fil ; en masse";;;;;;0;0;1;;;;;;1;
"Fil ; en poigné";7406;"Fil ; en masse";"Fil ; en masse";;;;;;0;0;1;;;;;;1;
"Fil ; en poignée";7407;"Fil ; en poignée";"Fil ; en poignée";;;;;;0;0;1;;;;;;1;
"Fil ; epinal ; simple";7408;"Fil ; simple; épinal";"Fil ; simple; épinal";;;;;;;;1;;;;;;1;
"Fil ; everda";7409;"Fil ; everda";"Fil ; everda";;;;;;0;0;1;;;;;;1;
"Fil ; gris";7410;"Fil ; gris";"Fil ; gris";;;;;;0;0;1;;;;;;2;
"Fil ; gris , simple";7411;"Fil ; gris ; simple";"Fil ; gris ; simple";;;;;;;;;;;;;;;
"Fil ; gris ; simple";7412;"Fil ; gris ; simple";"Fil ; gris ; simple";;;;;;;;1;;;;;;1;
"Fil ; gris ; simple ; de lin";7413;"Fil ; de lin ; gris ; simple";"Fil ; de lin ; gris ; simple";;;;;;;;1;;;;;;1;
"Fil ; gris single";7414;"Fil ; gris single";"Fil ; gris single";;;;;;0;0;1;;;;;;2;
"Fil ; non retord";7415;"Fil ; non retord";"Fil ; non retord";;;;;;;;;;;;;;;
"Fil ; or et argent";7416;"Fil ; or et argent";"Fil ; or et argent";;;;;;0;0;1;;;;;;4;
"Fil ; or et argent fin";7417;"Fil ; or et argent";"Fil ; or et argent";;;;;;0;0;1;;;;;;1;
"Fil ; or et rang ; fin";7418;"Fil ; or et argent ; fin";"Fil ; or et argent ; fin";;;;;;;;;;;;;;;
"Fil ; plat";7419;"Fil ; plat";"Fil ; plat";;;;;;0;0;1;;;;;;2;
"Fil ; retord";7420;"Fil ; retord";"Fil ; retord";;;;;;;;1;;;;;;6;
"Fil ; simple";7421;"Fil ; simple";"Fil ; simple";;;;;;0;0;1;;;;;;4;
"Fil ; single";7422;"Fil ; single";"Fil ; single";;;;;;0;0;1;;;;;;1;
"Fil ; superfin";7423;"Fil ; fin";"Fil ; fin";;;;;;;;;;;;;;;
"Fil ; teint";7424;"Fil ; teint";"Fil ; teint";;;;;;0;0;1;;;;;;4;
"Fil ; tord";7425;"Fil ; tord";"Fil ; tord";;;;;;0;0;1;;;;;;2;
"Fil ; à Esturgon";7426;"Fil ; à esturgeon";"Fil ; à esturgeon";;;;;;;;;;;;;;;
"Fil ; à Seine";7427;"Fil ; à rez";"Fil ; à rez";;;;;;0;0;1;;;;;;1;
"Fil ; à brocher";7428;"Fil ; à brocher";;;;;;;;;;;;;;;;
"Fil ; à broder";7429;"Fil ; à broder";"Fil ; à broder";;;;;;0;0;1;;;;;;3;
"Fil ; à cordonnier";7430;"Fil ; à cordonnier";"Fil ; à cordonnier";;;;;;0;0;1;;;;;;2;
"Fil ; à coudre";7431;"Fil ; à coudre";"Fil ; à coudre";;;;;;0;0;1;;;;;;27;
"Fil ; à coudre ; Epinal";7432;"Fil ; à coudre ; épinal";"Fil ; à coudre ; épinal";;;;;;;;;;;;;;;
"Fil ; à coudre ; bis";7433;"Fil ; à coudre";"Fil ; à coudre";;;;;;;;;;;;;;;
"Fil ; à coudre ; blanc";7434;"Fil ; à coudre ; blanc";"Fil ; à coudre ; blanc";;;;;;0;0;1;;;;;;151;
"Fil ; à coudre ; commun";7435;"Fil ; à coudre ; commun";"Fil ; à coudre ; commun";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; d'épinal";7436;"Fil ; à coudre ; d'épinal";"Fil ; à coudre ; épinal";;;;;;;;;;;;;;;
"Fil ; à coudre ; de Bretagne";7437;"Fil ; à coudre ; de Bretagne";"Fil ; à coudre ; de Bretagne";;;;;;;;1;;;;;;4;
"Fil ; à coudre ; de Piedmont";7438;"Fil ; à coudre ; de Piedmont";"Fil ; à coudre ; de Piedmont";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; de Renne";7439;"Fil ; à coudre ; de Rennes";"Fil ; à coudre ; de Rennes";;;;;;0;0;1;;;;;;2;
"Fil ; à coudre ; de Rennes";7440;"Fil ; à coudre ; de Rennes";"Fil ; à coudre ; de Rennes";;;;;;0;0;1;;;;;;19;
"Fil ; à coudre ; de bretagne";7441;"Fil ; à coudre ; de Bretagne";"Fil ; à coudre ; de Bretagne";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; de chanvre";7442;"Fil ; à coudre ; de chanvre";"Fil ; à coudre ; de chanvre";;;;;;0;0;1;;;;;;8;
"Fil ; à coudre ; de chevre";7443;"Fil ; à coudre ; de chanvre";"Fil ; à coudre ; de chanvre";;;;;;0;0;1;;;;;;10;
"Fil ; à coudre ; de couleur";7444;"Fil ; à coudre ; de couleur";"Fil ; à coudre ; de couleur";;;;;;0;0;1;;;;;;38;
"Fil ; à coudre ; de couleurs";7445;"Fil ; à coudre ; de couleur";"Fil ; à coudre ; de couleur";;;;;;0;0;1;;;;;;9;
"Fil ; à coudre ; de couteau";7446;"Fil ; à coudre ; de couteau";"Fil ; à coudre ; de couteau";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; de ménage";7447;"Fil ; à coudre ; de ménage";"Fil ; à coudre ; de ménage";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; de rennes";7448;"Fil ; à coudre ; de Rennes";"Fil ; à coudre ; de Rennes";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; de ritte";7449;"Fil ; à coudre ; de ritte";"Fil ; à coudre ; de ritte";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; des rennes";7450;"Fil ; à coudre ; de Rennes";"Fil ; à coudre ; de Rennes";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; divers";7451;"Fil ; à coudre ; divers";"Fil ; à coudre ; divers";;;;;;;;1;;;;;;36;
"Fil ; à coudre ; diverses";7452;"Fil ; à coudre ; divers";"Fil ; à coudre ; divers";;;;;;0;0;1;;;;;;4;
"Fil ; à coudre ; du fin";7453;"Fil ; à coudre ; du fin";"Fil ; à coudre ; du fin";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; en masse";7454;"Fil ; à coudre ; en masse";"Fil ; à coudre ; en masse";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; en poignée";7455;"Fil ; à coudre ; en poignée";"Fil ; à coudre ; en poignée";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; moyen";7456;"Fil ; à coudre ; moyen";"Fil ; à coudre ; moyen";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; à Voile";7457;"Fil ; à coudre ; à Voile";"Fil ; à coudre ; à Voile";;;;;;0;0;1;;;;;;1;
"Fil ; à coudre ; à voile";7458;"Fil ; à coudre ; à Voile";"Fil ; à coudre ; à Voile";;;;;;0;0;1;;;;;;4;
"Fil ; à coudre ; épinal";7459;"Fil ; à coudre ; épinal";"Fil ; à coudre ; épinal";;;;;;;;1;;;;;;19;
"Fil ; à coudre blanc";7460;"Fil ; à coudre ; blanc";"Fil ; à coudre ; blanc";;;;;;0;0;1;;;;;;10;
"Fil ; à d'entelle";7461;"Fil ; à dentelle";"Fil ; à dentelle";;;;;;0;0;1;;;;;;2;
"Fil ; à dentelle";7462;"Fil ; à dentelle";"Fil ; à dentelle";;;;;;;;1;;;;;;33;
"Fil ; à dentelle ; blanc";7463;"Fil ; à dentelle ; blanc";"Fil ; à dentelle ; blanc";;;;;;;;1;;;;;;5;
"Fil ; à dentelle ; commun";7464;"Fil ; à dentelle ; commun";"Fil ; à dentelle ; commun";;;;;;;;1;;;;;;4;
"Fil ; à dentelle ; cru";7465;"Fil ; à dentelle ; cru";"Fil ; à dentelle ; cru";;;;;;0;0;1;;;;;;1;
"Fil ; à dentelle ; fin";7466;"Fil ; à dentelle ; fin";"Fil ; à dentelle ; fin";;;;;;;;1;;;;;;2;
"Fil ; à dentelle ; mi fin";7467;"Fil ; à dentelle ; mi fin";"Fil ; à dentelle ; mi fin";;;;;;;;1;;;;;;2;
"Fil ; à dentelle ; moyen";7468;"Fil ; à dentelle ; moyen";"Fil ; à dentelle ; moyen";;;;;;;;;;;;;;;
"Fil ; à dentelle ; sain";7469;"Fil ; à dentelle ; sain";"Fil ; à dentelle ; sain";;;;;;;;1;;;;;;1;
"Fil ; à faire dentelle";7470;"Fil ; à dentelle ; mi fin";"Fil ; à dentelle ; mi fin";;;;;;0;0;1;;;;;;1;
"Fil ; à faire toile cru";7471;"Fil ; à faire toile cru";"Fil ; à faire toile cru";;;;;;;;;;;;;;;
"Fil ; à folle";7472;"Fil ; à folle";"Fil ; à folle";;;;;;0;0;1;;;;;;1;
"Fil ; à gargourfe";7473;"Fil ; à gargourfe";"Fil ; à gargourfe";;;;;;;;;;;;;;;
"Fil ; à marquer";7474;"Fil ; à marquer";"Fil ; à marquer";;;;;;0;0;1;;;;;;2;
"Fil ; à papillon";7475;"Fil ; à papillon";"Fil ; à papillon";;;;;;0;0;1;;;;;;6;
"Fil ; à pavillon";7476;"Fil ; à papillon";"Fil ; à papillon";;;;;;0;0;1;;;;;;1;
"Fil ; à relingues";7477;"Fil ; à papillon";"Fil ; à papillon";;;;;;0;0;1;;;;;;1;
"Fil ; à rez";7478;"Fil ; à rez";"Fil ; à rez";;;;;;0;0;1;;;;;;4;
"Fil ; à seme";7479;"Fil ; à senne";"Fil ; à senne";;;;;;0;0;1;;;;;;1;
"Fil ; à senne";7480;"Fil ; à senne";"Fil ; à senne";;;;;;0;0;1;;;;;;1;
"Fil ; à sennes";7481;"Fil ; à senne";"Fil ; à senne";;;;;;0;0;1;;;;;;1;
"Fil ; à sisserans";7482;"Fil ; à tisserand";"Fil ; à tisserand";;;;;;0;0;1;;;;;;1;
"Fil ; à tisserand";7483;"Fil ; à tisserand";"Fil ; à tisserand";;;;;;0;0;1;;;;;;2;
"Fil ; à tisserand ; dechenette";7484;"Fil ; à tisserand ; de chenette";"Fil ; à tisserand ; de chenette";;;;;;0;0;1;;;;;;1;
"Fil ; à tisserand ; divers";7485;"Fil ; à tisserand ; divers";"Fil ; à tisserand ; divers";;;;;;0;0;1;;;;;;2;
"Fil ; à tricoter";7486;"Fil ; à tricoter";;;;;;;;;;;;;;;;
"Fil ; à voile";7487;"Fil ; à voile";"Fil ; à voile";;;;;;0;0;1;;;;;;50;
"Fil ; écru";7488;"Fil ; écru";"Fil ; écru";;;;;;;;1;;;;;;2;
"Fil ; épinal ; blanc";7489;"Fil ; blanc ; épinal";"Fil ; blanc ; épinal";;;;;;0;0;1;;;;;;3;
"Fil ; épinal blanc";7490;"Fil ; blanc ; épinal";"Fil ; blanc ; épinal";;;;;;;;1;;;;;;1;
Fil d'acier;7491;"Fil ; d'acier";"Fil ; d'acier";;;;;;;;0;1;;;;;0;
Fil d'or et d'argent;7492;"Fil ; dorure ; or et argent";"Fil ; dorure ; or et argent";;;;;;0;0;1;;;;;;1;
Fil de Turquie;7493;"Fil ; de Turquie";"Fil ; de Turquie";;;;;;;;0;1;;;;;0;
Fil de coton;7494;"Fil ; de coton";"Fil ; de coton";;;;;;;;0;1;;;;;0;
Fil de cuivre;7495;"Fil ; de cuivre";"Fil ; de cuivre";;;;;;;;0;1;;;;;0;
Fil de fer;7496;"Fil ; de fer";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;1;;;;;8;
"Fil de fer ; assorti";7497;"Fil ; de fer ; assorti";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil de fer ; divers";7498;"Fil ; de fer ; divers";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;13;
"Fil de fer ; gros";7499;"Fil ; de fer ; gros";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil de fer ; passe perle";7500;"Fil ; de fer ; passe perle";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
"Fil de fer ; à cardes";7501;"Fil ; de fer ; à cardes";"Quincaillerie ; de fer ; fil";;;;;;0;0;1;;;;;;1;
