marchandises;id;marchandises_normalisees_inter;marchandises_normalisees;product_prix;dutchtranslation;englishproduct;unit;alternativenames;source_rg_1774;source_rgbase;source_france;source_sound;source_hambourg;v14;v15;remarques;nbr_lignes_fr;nbr_lignes_hambourg
Galon or et argent faux;20594;"Galon ; or et argent ; faux";;;;;;;;;;;;;;;;
Gant de fil;20595;"Gants ; de fil";;;;;;;;;;;;;;;;
Ouvrage d'or;20596;"Ouvrage ; d'or";;;;;;;;;;;;;;;;
Peaux de veaux tannées;20598;"Peaux ; de veau ; tannées";;;;;;;;;;;;;;;;
Papier bleu;20599;"Papier ; bleu";;;;;;;;;;;;;;;;
Plom en grenaille;20600;"Plomb ; en grenailles";;;;;;;;;;;;;;;;
Pierres à Eguiser;20601;"Pierre ; à éguiser";;;;;;;;;;;;;;;;
Peaux de moutons apretées;20602;"Peaux ; Apprêtées ; De moutons";;;;;;;;;;;;;;;;
Peaux d'aigneaux aorestées;20603;"Peaux ; d'agneau ; apprêtées";"Peaux ; apprêtées ; d'agneau";;;;;;;;;;;;;;;
Pierres à fuzil;20604;"Pierre ; à fusils";;;;;;;;;;;;;;;;
Castor sec;20605;"Castor ; sec";;;;;;;;;;;;;;;;
Potterie de terre;20606;"Poterie ; de terre";;;;;;;;;;;;;;;;
Vin de ré;20607;"Vin ; de Ré";;;;;;;;;;;;;;;;
Pelleterie commune du Canada;20608;"Pelleterie ; commune ; du Canada";;;;;;;;;;;;;;;;
Peaux de loups cerviers;20609;"Peaux ; de loup ; cervier";;;;;;;;;;;;;;;;
Vin de Marennes;20610;"Vin ; de Marennes";;;;;;;;;;;;;;;;
Peltrie commune du Canada;20611;"Pelleterie ; commune ; du Canada";;;;;;;;;;;;;;;;
Pelletrie commune du Canada;20613;"Pelleterie ; commune ; du Canada";;;;;;;;;;;;;;;;
Chandelle de suif;20614;"Chandelles ; de suif";;;;;;;;;;;;;;;;
Carize etoffe;20615;"Carizé ; étoffe";;;;;;;;;;;;;;;;
Corroos;20616;Corou;;;;;;;;;;;;;;;;
Cuirs de roussy;20617;"Cuirs ; de Russie";;;;;;;;;;;;;;;;
Coton filé;20618;"Coton ; filé";;;;;;;;;;;;;;;;
Drap de glastes;20619;"Drap ; de Glates";;;;;;;;;;;;;;;;
Etoffe de soye de laine;20620;"Étoffe ; de soie et laine";;;;;;;;;;;;;;;;
Fotes;20621;Fotas;;;;;;;;;;;;;;;;
Flacons de verre;20622;Flacons de verre;;;;;;;;;;;;;;;;
Huile de grain;20623;"Huile ; de graine";;;;;;;;;;;;;;;;
Poterie de gray;20624;"Poterie ; de grès";;;;;;;;;;;;;;;;
Poudre à tier;20625;"Poudre ; à tirer";;;;;;;;;;;;;;;;
Toile de morlaix;20626;"Toile ; de Morlaix";;;;;;;;;;;;;;;;
Toile de Halle;20627;"Toile ; de challe";;;;;;;;;;;;;;;;
Toile caneva;20628;"Toile ; canevas";;;;;;;;;;;;;;;;
Toile de bleue;20629;"Toile ; de bleue";;;;;;;;;;;;;;;;
Cercles à quarts;20630;"Cercles ; à quarts";;;;;;;;;;;;;;;;
Peaux de mouton aprestées;20631;"Peaux ; Apprêtées ; De moutons";;;;;;;;;;;;;;;;
Peaux de moutons passées en blanc;20632;"Peaux ; de mouton ; passées ; en blanc";;;;;;;;;;;;;;;;
Peltrie du Canada;20633;"Peaux ; Pelleterie ; du Canada";;;;;;;;;;;;;;;;
Sucre tête de forme;20634;"Sucre ; tête de forme";;;;;;;;;;;;;;;;
Vin de Marenne;20635;"Vin ; de Marennes";;;;;;;;;;;;;;;;
Peau d'origneaux;20636;"Peaux ; d'orignal";;;;;;;;;;;;;;;;
Liméneas;20637;Limeneas;;;;;;;;;;;;;;;;
Toile peinte;20638;"Toile ; peinte";;;;;;;;;;;;;;;;
Anizete;20639;Anisette;;;;;;;;;;;;;;;;
Bottes de cuir;20640;"Bottes ; de cuir";;;;;;;;;;;;;;;;
Boulles de terres;20641;"Boules ; de terre";;;;;;;;;;;;;;;;
Coroos;20642;Corou;;;;;;;;;;;;;;;;
Catequin;20643;Catequin;;;;;;;;;;;;;;;;
Camelots en soye;20644;"Camelot ; de soie";;;;;;;;;;;;;;;;
Chemises neutres;20645;"Chemises ; neutres";;;;;;;;;;;;;;;;
Chapeaux bordés d'or;20646;"Chapeaux ; brodés d'or";;;;;;;;;;;;;;;;
Contrebrodé;20647;Contre-bordé;;;;;;;;;;;;;;;;
Drap de laine fine;20648;"Drap ; de laine ; fin";;;;;;;;;;;;;;;;
Drap de Languedoc;20649;"Drap ; de Languedoc";;;;;;;;;;;;;;;;
Drap de Glouster;20650;"Drap ; de Glouster";;;;;;;;;;;;;;;;
Eau de reynes d'Hongrie;20651;"Eau ; de la Reine d'Hongrie";;;;;;;;;;;;;;;;
Etoffe en quars de soye;20652;"Étoffe ; au 1/4 de soie";;;;;;;;;;;;;;;;
Habits drap galonnés d'or et d'argent;20653;"Habits ; de drap ; galonnés d'or et d'argent";;;;;;;;;;;;;;;;
Habits de drap unis;20654;"Habits ; de drap ; unis";;;;;;;;;;;;;;;;
Harnais de cheval;20655;"Harnais ; de cheval";;;;;;;;;;;;;;;;
Miroirs à cadres d'oré;20656;"Miroir ; à cadre doré";;;;;;;;;;;;;;;;
Nicanés;20657;Nicanéas;;;;;;;;;;;;;;;;
Peau de roussy;20658;"Peaux ; de Russie";;;;;;;;;;;;;;;;
Porte manteau de cuir de roussy;20659;"Portes manteaux ; de cuir ; de roussy";;;;;;;;;;;;;;;;
Roues à charettes;20660;"Roues ; de charrette";;;;;;;;;;;;;;;;
Tapisserie de Hautelisse;20661;"Tapisserie ; d'Hautelisse";;;;;;;;;;;;;;;;
Toile de cotton;20662;"Toile ; de coton";;;;;;;;;;;;;;;;
Vin de liqueur;20663;"Vin ; de liqueurs";;;;;;;;;;;;;;;;
Peaux blanches aprestées;20664;"Peaux ; blanches ; apprêtées";;;;;;;;;;;;;;;;
Thé bou;20665;"Thé ; boue";;;;;;;;;;;;;;;;
Vin  de Saintonge;20666;"Vin ; de Saint Ange";;;;;;;;;;;;;;;;
Peaux de loup cerviers;20667;"Peaux ; de loup ; cervier";;;;;;;;;;;;;;;;
Armoir;20668;Armoires;;;;;;;;;;;;;;;;
Boutons de fil or et argeant;20669;"Boutons ; de fil d'or et d'argent";;;;;;;;;;;;;;;;
Caroos;20670;Carrosses;;;;;;;;;;;;;;;;
Chemises de toile de lin garnis;20671;"Chemises ; de toile de lin";;;;;;;;;;;;;;;;
Chapeaux de castor borde d'or;20672;"Chapeaux ; de castor ; brodés d'or";;;;;;;;;;;;;;;;
Chapeaux de poil borde or et argeant;20673;"Chapeaux ; de poil";;;;;;;;;;;;;;;;
Chapeaux à nègre;20674;"Chapeaux ; à nègres";;;;;;;;;;;;;;;;
Canapés de cuir de roussy;20675;"Canapé ; de cuir de Russie";;;;;;;;;;;;;;;;
Chaise pliante de cuir de roussy;20676;"Chaises ; pliante ; de cuir de Russie";;;;;;;;;;;;;;;;
Caffé moka;20677;"Café ; de Moka";;;;;;;;;;;;;;;;
Cannes à pomme d'or;20678;"Cannes ; à pomme d'or";;;;;;;;;;;;;;;;
Coffre fort de fer;20679;"Coffres ; de fer";;;;;;;;;;;;;;;;
Chaudierres de fer;20680;"Chaudières ; de fer";;;;;;;;;;;;;;;;
Drap de languedoc;20681;"Drap ; de Languedoc";;;;;;;;;;;;;;;;
Drap de fil vieux;20682;"Drap ; de fil ; vieux";;;;;;;;;;;;;;;;
Droguerie à peindre;20683;"Drogue ; pour la peinture et la teinture";;;;;;;;;;;;;;;;
Etoffes de soye or et argeant;20684;"Étoffe ; or, argent et soie";;;;;;;;;;;;;;;;
Fruit à l'eau de vie;20685;"Fruits ; à l'eau de vie";;;;;;;;;;;;;;;;
Fauteils de tapisserie;20686;Fauteuils de tapisserie;;;;;;;;;;;;;;;;
Galon d'argeant;20687;"Galon ; d'argent";;;;;;;;;;;;;;;;
Galon or faux;20688;"Galon ; d'or ; faux";;;;;;;;;;;;;;;;
Grelots de cuivre;20689;"Grelots ; de cuivre";;;;;;;;;;;;;;;;
Huitres marinées;20690;"Huître ; marinées";;;;;;;;;;;;;;;;
Housse et faux foureaux garnis d'argeant;20691;Housse et faux foureaux garnis d'argeant;;;;;;;;;;;;;;;;
Housses de draps ?;20692;"Housse ; de drap";;;;;;;;;;;;;;;;
Harmois de chaise;20693;"Harnais ; de chaise";;;;;;;;;;;;;;;;
Mouchoirs mazulipatan;20694;"Mouchoir ; de masulipatan";;;;;;;;;;;;;;;;
Miroirs à bordures dorées;20695;"Miroir ; à cadre doré";;;;;;;;;;;;;;;;
Meubles à couteliers;20696;"Meules ; à couteliers";;;;;;;;;;;;;;;;
Mairein à bariques;20697;"Merrain ; à barriques";;;;;;;;;;;;;;;;
Ouvrage de fleures;20698;"Ouvrage ; de fleures";;;;;;;;;;;;;;;;
Photasse;20699;Photas;;;;;;;;;;;;;;;;
Parassols de soye;20700;"Parasol ; de soie";;;;;;;;;;;;;;;;
Parassols de peaux;20701;"Parasol ; de peaux";;;;;;;;;;;;;;;;
Porte manteaux de peaux de roussy;20702;"Portes manteaux ; de peaux ; de roussy";;;;;;;;;;;;;;;;
Peaux de veau tonnées;20703;"Peaux ; de veau ; tannées";;;;;;;;;;;;;;;;
Pomade et esseance;20704;Pommade et essence;;;;;;;;;;;;;;;;
Plom b en roulleau;20705;"Plomb ; en rouleaux";;;;;;;;;;;;;;;;
Platines de fer;20706;"Platines ; de fer";;;;;;;;;;;;;;;;
Pots de fayence;20707;"Pots ; de faïence";;;;;;;;;;;;;;;;
Pots de terre à sucre;20708;"Pots ; de terre ; à sucre";;;;;;;;;;;;;;;;
Quicaille de fer;20709;"Quincaille ; de fer";;;;;;;;;;;;;;;;
Raz de castor;20710;"Raz ; de castor";;;;;;;;;;;;;;;;
Raz de maroc;20711;"Raz ; du Maroc";;;;;;;;;;;;;;;;
Siamoises;20712;Siamoise;;;;;;;;;;;;;;;;
Soye à coudre;20713;"Soie ; à coudre";;;;;;;;;;;;;;;;
Souliers pour homme;20714;"Souliers ; pour homme";;;;;;;;;;;;;;;;
Souliers pour femme;20715;"Souliers ; pour femme";;;;;;;;;;;;;;;;
Selles pour cheval;20716;"Selle ; de cheval";;;;;;;;;;;;;;;;
Trufle? et cul d'artichaux;20717;"Truffes ; culs d'artichaux ; etc.";;;;;;;;;;;;;;;;
Tapisserie d'Hautelisse;20718;"Tapisserie ; d'Hautelisse";;;;;;;;;;;;;;;;
Tapisserie de point d'Hongrie;20719;"Tapisserie ; de point d'Hongrie";;;;;;;;;;;;;;;;
Tripe de velours;20720;"Tripe ; de velours";;;;;;;;;;;;;;;;
Tabatierres d'ecailles inscrustées d'or et argent;20721;"Tabatière ; d'ecailles inscrustées d'or et argent";;;;;;;;;;;;;;;;
Vaisselle d'agent;20722;"Vaisselle ; d'argent";;;;;;;;;;;;;;;;
Verres à vitrer;20723;"Verre ; à vitres";;;;;;;;;;;;;;;;
Eau de vie de coignac;20724;"Eau ; de vie ; de Cognac";;;;;;;;;;;;;;;;
Eau de vie de Ré;20725;"Eau ; de vie ; de Rez";;;;;;;;;;;;;;;;
Peaux de mouton et agneaux passés;20726;"Peaux ; de moutons et d'ageaux ; passées";;;;;;;;;;;;;;;;
Pelterie du Canada;20727;"Peaux ; Pelleterie ; du Canada";;;;;;;;;;;;;;;;
Sirop de sucre;20728;"Sirop ; de sucre";;;;;;;;;;;;;;;;
Eau de vie de charente;20729;"Eau ; de vie ; de Charente";;;;;;;;;;;;;;;;
Artichauds secs;20730;"Artichauts ; secs";;;;;;;;;;;;;;;;
Anizettes;20731;Anisette;;;;;;;;;;;;;;;;
Bafetas bleu;20732;"Baffetas ; bleu";;;;;;;;;;;;;;;;
Bazin des L'Indes;20733;"Basin ; des Indes";;;;;;;;;;;;;;;;
Bas de fils;20734;"Bas ; de fil";;;;;;;;;;;;;;;;
Bottes de cuirs;20735;"Bottes ; de cuir";;;;;;;;;;;;;;;;
Bottine;20736;Bottines;;;;;;;;;;;;;;;;
Cervulats;20737;Cervelas;;;;;;;;;;;;;;;;
Caffé de moka;20738;"Café ; de Moka";;;;;;;;;;;;;;;;
Confection d'hyacinthe;20739;"Confection ; d'hyacinte";;;;;;;;;;;;;;;;
Couty d'Hollande;20740;"Coutil ; de Hollande";;;;;;;;;;;;;;;;
Chemise de toille de lin garnies;20741;"Chemises ; garnies ; garnies";;;;;;;;;;;;;;;;
Chapeaux demis castor;20742;"Chapeaux ; mi castor";;;;;;;;;;;;;;;;
Coton fillé;20743;"Coton ; filé";;;;;;;;;;;;;;;;
Cuir de roussy;20745;"Cuirs ; de Russie";;;;;;;;;;;;;;;;
Cannes à pommes d'or;20746;"Cannes ; à pomme d'or";;;;;;;;;;;;;;;;
Comode;20747;Commodes;;;;;;;;;;;;;;;;
Chaudières de potin;20748;"Chaudières ; de potin";;;;;;;;;;;;;;;;
Chaudières de fert;20749;"Chaudières ; de fer";;;;;;;;;;;;;;;;
Clouds de fert;20750;"Clous ; de fer";;;;;;;;;;;;;;;;
Croc de fert a morues;20751;Croc de fer à morues;;;;;;;;;;;;;;;;
Canon et boullets de fert;20752;Canon et boulets de fer;;;;;;;;;;;;;;;;
Carreaux de fayence;20753;"Carreaux ; de faïence";;;;;;;;;;;;;;;;
Carizal;20754;Carizé;;;;;;;;;;;;;;;;
Drogue d'apotiquaire;20755;"Drogue ; médicinale ; Diverses";;;;;;;;;;;;;;;;
Drap de laine de Languedoc;20756;"Drap ; de laine ; de Languedoc";;;;;;;;;;;;;;;;
Drap de lin vieux;20757;"Drap ; de lin ; vieux";;;;;;;;;;;;;;;;
Dame Jeanne de verre;20758;"Dame-jeanne ; de verre";;;;;;;;;;;;;;;;
Fevres;20759;Fèves;;;;;;;;;;;;;;;;
Fers de fonte ouvré;20760;"Ouvrage ; de fer en fonte";;;;;;;;;;;;;;;;
Fers en barres;20761;"Fer ; en barres";;;;;;;;;;;;;;;;
Fers en taulle;20762;"Fer ; en tôle";;;;;;;;;;;;;;;;
Fers en feuillard;20763;"Fer ; en feuillards";;;;;;;;;;;;;;;;
Forme a cordonnier;20764;"Formes ; à cordonnier";;;;;;;;;;;;;;;;
Guingarri;20765;Guinguan;;;;;;;;;;;;;;;;
Gallon d'argent faux;20766;"Galon ; d'argent ; faux";;;;;;;;;;;;;;;;
Grellots;20767;Grelots;;;;;;;;;;;;;;;;
Goblets de cristal;20768;"Gobelets ; de cristal";;;;;;;;;;;;;;;;
Huilles de lin;20769;"Huile ; de lin";;;;;;;;;;;;;;;;
Housse de cheval et faux;20770;Housse de cheval et faux;;;;;;;;;;;;;;;;
Housse de cheval et faux et Foureau garny de soye;20771;Housse et faux foureaux garnis de soie;;;;;;;;;;;;;;;;
Haches de fers et acier;20772;"Haches ; de fer et d'acier";;;;;;;;;;;;;;;;
Katequin;20773;Catequin;;;;;;;;;;;;;;;;
Marchandises d'estimation;20774;"Marchandises ; à l'estimation";;;;;;;;;;;;;;;;
Mouchoirs pontichery;20775;"Mouchoir ; de Pondichéry";;;;;;;;;;;;;;;;
Miroirs à cadre dorés;20776;"Miroir ; à cadre doré";;;;;;;;;;;;;;;;
Meubles à éguiser;20777;"Meules ; à aiguiser";;;;;;;;;;;;;;;;
Néganépau;20778;Neganepeau;;;;;;;;;;;;;;;;
Polemits;20779;Polemits;;;;;;;;;;;;;;;;
Peaux de veau corroyées;20780;"Peaux ; de veau ; corroyé";;;;;;;;;;;;;;;;
Porcellaine des L'Indes;20781;"Porcelaine ; des Indes";;;;;;;;;;;;;;;;
Platine de cuivre;20782;"Platines ; de cuivre";;;;;;;;;;;;;;;;
Plaque de fer;20783;"Plaques ; de fer";;;;;;;;;;;;;;;;
Poils de fer à feu;20784;"Poêles ; de fer ; à feu";;;;;;;;;;;;;;;;
Ras de castor;20785;"Raz ; de castor";;;;;;;;;;;;;;;;
Reunche ?;20786;Reuche;;;;;;;;;;;;;;;;
Ruban or argent et soye;20787;"Ruban ; de laine, d'or et d'argent";;;;;;;;;;;;;;;;
Serviette;20788;Serviette;;;;;;;;;;;;;;;;
Soullier pour homme;20789;"Souliers ; pour homme";;;;;;;;;;;;;;;;
Soullier pour femme brodés;20790;"Souliers ; brodés pour femmes";;;;;;;;;;;;;;;;
Truffes et moucerons;20791;"Truffes ; moucerons";;;;;;;;;;;;;;;;
Tabattienne d'argent;20792;"Tabatière ; d'argent";;;;;;;;;;;;;;;;
Tabattienne d'écaille incrustée en or et en argent;20793;"Tabatière ; d'ecailles inscrustées d'or et argent";;;;;;;;;;;;;;;;
Tableaux et cadres dorés;20794;"Tableau ; à cadres dorés";;;;;;;;;;;;;;;;
Tallon de bois;20795;"Talons ; de bois";;;;;;;;;;;;;;;;
Toile pinte;20796;"Toile ; peinte";;;;;;;;;;;;;;;;
Toille de coton blanche;20797;"Toile ; de coton ; blanche";;;;;;;;;;;;;;;;
Toilles de lin;20798;"Toile ; de lin";;;;;;;;;;;;;;;;
Toille fleurs de Rouën;20799;"Toile ; fleurs de Rouen";;;;;;;;;;;;;;;;
Toille de laval;20800;"Toile ; de Laval";;;;;;;;;;;;;;;;
Toille de challe;20801;"Toile ; de challe";;;;;;;;;;;;;;;;
Toille des Morlais;20802;"Toile ; de Morlaix";;;;;;;;;;;;;;;;
Tappisserie de Rouen;20803;"Tapisserie ; de Rouen";;;;;;;;;;;;;;;;
Toille caneva;20804;"Toile ; canevas";;;;;;;;;;;;;;;;
Vin de la Rochelle;20805;"Vin ; de La Rochelle";;;;;;;;;;;;;;;;
Cuir de beuf en poil;20806;"Cuirs ; de bœuf ; en poil";;;;;;;;;;;;;;;;
Mignonnete étoffe;20807;"Etoffe ; mignonnette";;;;;;;;;;;;;;;;
Peau d'ours;20808;"Peaux ; d'ours";;;;;;;;;;;;;;;;
Argentrie;20810;Argenterie;;;;;;;;;;;;;;;;
Annizete;20811;Anisette;;;;;;;;;;;;;;;;
Bazins des L'Indes;20812;"Basin ; des Indes";;;;;;;;;;;;;;;;
Bonnet de laine;20813;"Bonnet ; de laine";;;;;;;;;;;;;;;;
Bonnets de cotton;20814;"Bonnets ; de coton";;;;;;;;;;;;;;;;
Boutons de fil or et argent;20815;"Boutons ; de fil d'or et d'argent";;;;;;;;;;;;;;;;
Botines;20816;Bottines;;;;;;;;;;;;;;;;
Camelots de laine;20817;"Camelot ; de laine";;;;;;;;;;;;;;;;
Camelots soye et laine;20818;"Camelot ; laine et soie";;;;;;;;;;;;;;;;
Coupes;20819;Coupis;;;;;;;;;;;;;;;;
Charonin;20820;Charonin;;;;;;;;;;;;;;;;
Chapeaux de castor borde or et argent;20821;"Chapeaux ; de castor ; brodés d'or et d'argent";;;;;;;;;;;;;;;;
Chapeaux de castor tins;20822;"Chapeaux ; de castor ; fins";;;;;;;;;;;;;;;;
Chaises roulantes averc leurs harnais;20823;"Chaise ; roulante ; avec harnais";;;;;;;;;;;;;;;;
Chaises et fauteuils en paille;20824;Chaises et fauteuils de paille;;;;;;;;;;;;;;;;
Caerreaux de verres à vitre;20825;"Carreaux ; de verre à vitres";;;;;;;;;;;;;;;;
Cuivre rouge brut;20826;"Cuivre ; rouge brut";;;;;;;;;;;;;;;;
Chaudières de fer;20827;"Chaudières ; de fer";;;;;;;;;;;;;;;;
Chaises de fer;20828;"Chaises ; de joncs";;;;;;;;;;;;;;;;
Drap de carcassonne;20829;"Drap ; de Carcassonne";;;;;;;;;;;;;;;;
Drap de lin ayant servy;20830;"Drap ; de lit ; vieux";;;;;;;;;;;;;;;;
Etoffe soye et fils;20831;"Étoffe ; de soie et fil";;;;;;;;;;;;;;;;
Fayence en vaisselle;20832;"Faïence ; en vaisselle";;;;;;;;;;;;;;;;
Flacons de verres;20833;Flacons de verre;;;;;;;;;;;;;;;;
Forme de terre à sucre;20834;"Formes ; de terre à sucres";;;;;;;;;;;;;;;;
Guingain;20835;Gingan;;;;;;;;;;;;;;;;
Gant de soye;20836;"Gants ; de soie";;;;;;;;;;;;;;;;
Galon argent;20837;"Galon ; d'argent";;;;;;;;;;;;;;;;
Galon  or et argent faux;20838;"Galon ; or et argent ; faux";;;;;;;;;;;;;;;;
Grelon de cuivre;20839;"Grelots ; de cuivre";;;;;;;;;;;;;;;;
Huile de poissons;20840;"Huile ; de poisson";;;;;;;;;;;;;;;;
Habits de peaux complets;20841;"Habits ; de peau ; complets";;;;;;;;;;;;;;;;
Housses de cheval enrichies;20842;"Housse ; de cheval ; enrichies";;;;;;;;;;;;;;;;
Horloges;20843;"Horlogerie ; horloges";;;;;;;;;;;;;;;;
Liménéas;20844;Limeneas;;;;;;;;;;;;;;;;
Mocade;20845;Moucade;;;;;;;;;;;;;;;;
Meulles à moulin;20846;"Meules ; de moulin";;;;;;;;;;;;;;;;
Meulles à couteliers;20847;"Meules ; à couteliers";;;;;;;;;;;;;;;;
Neganipeau;20848;Neganepeau;;;;;;;;;;;;;;;;
Nécanéas;20849;Nicanéas;;;;;;;;;;;;;;;;
Noizettes;20850;Noisettes;;;;;;;;;;;;;;;;
Poudre en grenaille;20851;"Poudre ; en grenaille";;;;;;;;;;;;;;;;
Planches de sapin commune;20852;"Planches ; de sapin";;;;;;;;;;;;;;;;
Retzà pescher;20853;"Rez ; à pêcher";;;;;;;;;;;;;;;;
Roues à charrette;20854;"Roues ; de charrette";;;;;;;;;;;;;;;;
Roues à cabroues;20855;"Roues ; à cabrouets";;;;;;;;;;;;;;;;
Tabernacle;20856;Tabernacles;;;;;;;;;;;;;;;;
Tables de marbres avec leurs pieds;20857;"Table ; de marbre";;;;;;;;;;;;;;;;
Tapisserie d'Aubusson;20858;"Tapisserie ; d'Aubusson";;;;;;;;;;;;;;;;
Toile petite;20859;"Toile ; petite";;;;;;;;;;;;;;;;
Toile de cotton des L'Indes;20860;"Toile ; de coton ; des Indes";;;;;;;;;;;;;;;;
Toile platille;20861;"Toile ; platille";;;;;;;;;;;;;;;;
Toile de fleures de Rouen;20862;"Toile ; de fleurs de Rouen";;;;;;;;;;;;;;;;
Toile de toupe;20863;"Toile ; d'étoupe";;;;;;;;;;;;;;;;
Vin de canarie;20864;"Vin ; des Canaries";;;;;;;;;;;;;;;;
Eau de vie de charante;20865;"Eau ; de vie ; de Charente";;;;;;;;;;;;;;;;
Noix de marons;20866;"Noix ; de marons";;;;;;;;;;;;;;;;
Vin de Saintonge;20867;"Vin ; de Saint Ange";;;;;;;;;;;;;;;;
Eau de vie Charante;20868;"Eau ; de vie ; de Charente";;;;;;;;;;;;;;;;
Caffé des L'Indes;20869;"Café ; des Indes";;;;;;;;;;;;;;;;
Peaux de moutons prestées;20870;"Peaux ; Apprêtées ; De moutons";;;;;;;;;;;;;;;;
Caffé de la Martinique;20871;"Café ; de Martinique";;;;;;;;;;;;;;;;
Eau de vie de la Charente;20872;"Eau ; de vie ; de Charente";;;;;;;;;;;;;;;;
Peaux d'agneaux aprestées;20873;"Peaux ; d'agneau ; apprêtées";"Peaux ; apprêtées ; d'agneau";;;;;;;;;;;;;;;
Sucre cassonnade;20874;"Sucre ; cassonade";;;;;;;;;;;;;;;;
Eau de vie de Charente;20875;"Eau ; de vie ; de Charente";;;;;;;;;;;;;;;;
Artichaux secs;20876;"Artichauts ; secs";;;;;;;;;;;;;;;;
Taffetas bleu;20877;"Baffetas ; bleu";;;;;;;;;;;;;;;;
Bas de fleures;20878;"Bas ; de fleuret";;;;;;;;;;;;;;;;
Bas de cotton;20879;"Bas ; coton";;;;;;;;;;;;;;;;
Bas de Saint Mexant;20880;"Bas ; de Saint Mexant";;;;;;;;;;;;;;;;
Boutons de fil d'or trait;20881;"Boutons ; d'or traité";;;;;;;;;;;;;;;;
Bouteilles vuides;20882;"Bouteilles ; vides";;;;;;;;;;;;;;;;
Bouchons de lièges;20883;"Bouchons ; de liège";;;;;;;;;;;;;;;;
Cacao broyé;20884;"Cacao ; broyé";;;;;;;;;;;;;;;;
Cuiabre boyé;20885;Cuiabre boyé;;;;;;;;;;;;;;;;
Couperons verte;20886;"Couperose ; verte";;;;;;;;;;;;;;;;
Coton fil;20887;"Coton ; filé";;;;;;;;;;;;;;;;
Caffars;20888;Caffar;;;;;;;;;;;;;;;;
Chanoni;20889;Chanoni;;;;;;;;;;;;;;;;
Calmande;20890;Callemande;;;;;;;;;;;;;;;;
Couvertures de laine fines;20891;"Couvertures ; de laine ; fines";;;;;;;;;;;;;;;;
Couvertures de laines commune;20892;"Couvertures ; de laine ; communes";;;;;;;;;;;;;;;;
Chemises de toiles de Morlaix;20893;"Chemises ; de Morlaix";;;;;;;;;;;;;;;;
Carizee;20894;Carizé;;;;;;;;;;;;;;;;
Chaise roulante;20895;"Chaise ; roulante";;;;;;;;;;;;;;;;
Cuivre en chaudrons;20896;"Cuivre ; en chaudrons";;;;;;;;;;;;;;;;
Cloux  de fer;20897;"Clous ; de fer";;;;;;;;;;;;;;;;
Cordillatrie;20898;Cordillaterie;;;;;;;;;;;;;;;;
Dorure;20899;Dorure;;;;;;;;;;;;;;;;
D'antelle d'argent;20900;"Dentelle ; d'argent";;;;;;;;;;;;;;;;
D'antelle de fil;20901;"Dentelle ; de fil";;;;;;;;;;;;;;;;
Drap de laine;20902;"Drap ; de laine";;;;;;;;;;;;;;;;
Drogues soye et laine;20903;"Drogues ; soie et laine";;;;;;;;;;;;;;;;
Draps de lin ayant servy;20904;"Drap ; de lit ; vieux";;;;;;;;;;;;;;;;
Eau de vie d'Audage;20905;"Eau ; de vie ; d'Andaye";;;;;;;;;;;;;;;;
Epée d'argent;20906;"Épées ; d'argent";;;;;;;;;;;;;;;;
Etamine de line;20907;"Étamine ; de laine";;;;;;;;;;;;;;;;
Fil de Laton;20909;"Fil ; de laiton";;;;;;;;;;;;;;;;
Fontes de pistoles;20910;"Fontes ; de pistolets";;;;;;;;;;;;;;;;
Fléaux à poids de fer;20911;"Fléaux ; de fer";;;;;;;;;;;;;;;;
Galons d'or;20912;"Galon ; d'or";;;;;;;;;;;;;;;;
Galon d'or et d'argent;20913;"Galon ; or et argent";;;;;;;;;;;;;;;;
Galon d'or et d'argent faux;20914;"Galon ; or et argent ; faux";;;;;;;;;;;;;;;;
Gras de tours;20915;"Grapins ; de tours";;;;;;;;;;;;;;;;
Guinée blanche;20916;"Guinée ; blanc";;;;;;;;;;;;;;;;
Guinée tachée;20917;"Guinée ; tachée";;;;;;;;;;;;;;;;
Garas blanc;20919;"Garas ; blanc";;;;;;;;;;;;;;;;
Guingans de madras;20920;"Guinguan ; de madras";;;;;;;;;;;;;;;;
Guingans de pontichery;20921;"Guinguan ; de Pontichery";;;;;;;;;;;;;;;;
Harans sors;20922;"Harengs ; sors";;;;;;;;;;;;;;;;
Houssesde selles;20923;"Housse ; de selles";;;;;;;;;;;;;;;;
Harnois de cheval;20924;"Harnais ; de cheval";;;;;;;;;;;;;;;;
Haches de fer et acier;20925;"Haches ; de fer et d'acier";;;;;;;;;;;;;;;;
Laine filée;20926;"Laine ; filée";;;;;;;;;;;;;;;;
Lignes d'acier;20927;"Lignes ; d'acier";;;;;;;;;;;;;;;;
Mouchoirs de pontichery;20928;"Mouchoir ; de Pondichéry";;;;;;;;;;;;;;;;
Mouchoirs de Bengale;20929;"Mouchoir ; de Bengal";;;;;;;;;;;;;;;;
Mouchoirs peint;20930;"Mouchoir ; peints";;;;;;;;;;;;;;;;
Miroir à cadre doré;20931;"Miroir ; à cadre doré";;;;;;;;;;;;;;;;
Marchandises à l'estimation;20932;"Marchandises ; à l'estimation";;;;;;;;;;;;;;;;
Moulins à caffé doux;20933;"Moulins ; à café ; doux";;;;;;;;;;;;;;;;
Meulles à taillandier;20934;"Meules ; à taillandiers";;;;;;;;;;;;;;;;
Merain à pipes;20935;"Merrain ; à pipes";;;;;;;;;;;;;;;;
