marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound
Drogues ; chimiques et métalliques ; sel ; ammoniac	Drogues ; chimiques ; Sel ammoniac	Drogues ; chimiques ; Sel ammoniac									1	
Drogues ; chimiques et métalliques ; sel ; d'epsum	Drogues ; chimiques ; Sel d'epsum	Drogues ; chimiques ; Sel d'epsum									1	
Drogues ; chimiques et métalliques ; sel ; de saturne	Drogues ; chimiques ; Sel saturne	Drogues ; chimiques ; Sel saturne									1	
Drogues ; chimiques et métalliques ; sel saturne	Drogues ; chimiques ; Sel saturne	Drogues ; chimiques ; Sel saturne									1	
Drogues ; chimiques et métalliques ; sels ; divers	Drogues ; chimiques et métalliques ; sels ; divers	Drogues ; chimiques et métalliques ; sels ; divers									1	
Drogues ; chimiques et métalliques ; vitriol	Drogues ; métalliques ; Vitriol	Drogues ; métalliques ; Vitriol									1	
Drogues ; chimiques et métalliques ; vitriol ; bleue	Drogues ; métalliques ; Vitriol ; bleue	Drogues ; métalliques ; Vitriol ; bleue									1	
Drogues ; chimiques et métalliques ; zinck	Drogues ; chimiques et métalliques ; zinc	Drogues ; chimiques et métalliques ; zinc									1	
Drogues ; Composées pour la medecine ; Beaume du Perou	Drogues ; composées pour la médecine ; Beaume du Pérou	Drogues ; médicinales ; Beaume du Pérou						0	0	1	0	
Drogues ; Composées pour la medecine ; Benjoin	Drogues ; composées pour la médecine ; Benjoin	Drogues ; médicinales ; Benjoin						0	0	1	0	
Drogues ; Composées pour la medecine ; Canéfice	Drogues ; composées pour la médecine ; Canéfice	Drogues ; médicinales ; Canéfice						0	0	1	0	
Drogues ; Composées pour la medecine ; Cantharides	Drogues ; composées pour la médecine ; Cantharides	Drogues ; médicinales ; Cantharides						0	0	1	0	
Drogues ; Composées pour la medecine ; Canyolore	Drogues ; composées pour la médecine ; Canyolore	Drogues ; médicinales ; Canyolore						0	0	1	0	
Drogues ; Composées pour la medecine ; Castoreune du ***	Drogues ; composées pour la médecine ; ?	Drogues ; médicinales ; ?						0	0	1	0	
Drogues ; Composées pour la medecine ; Creme à tartre	Drogues ; composées pour la médecine ; Crème à tartre	Drogues ; médicinales ; Crème de tartre						0	0	1	0	
Drogues ; Composées pour la medecine ; Diverses	Drogues ; composées pour la médecine ; Diverses	Drogues ; médicinales ; Diverses						0	0	1	0	
Drogues ; Composées pour ma médecine ; Aloès	Drogues ; composées pour la médecine ; Aloès	Drogues ; médicinales ; aloès						0	0	1	0	
Drogues ; Composées pour ma médecine ; Benjoin	Drogues ; composées pour la médecine ; Benjoin	Drogues ; médicinales ; Benjoin						0	0	1	0	
Drogues ; Composées pour ma médecine ; Camphre	Drogues ; composées pour la médecine ; Camphre	Drogues ; médicinales ; Camphre						0	0	1	0	
Drogues ; Composées pour ma médecine ; Cantharides	Drogues ; composées pour la médecine ; Cantharides	Drogues ; médicinales ; Cantharides						0	0	1	0	
Drogues ; Composées pour ma médecine ; Cavefico	Drogues ; composées pour la médecine ; Cavefico	Drogues ; médicinales ; Cavefico						0	0	1	0	
Drogues ; Composées pour ma médecine ; Crème de tartre	Drogues ; composées pour la médecine ; Crème à tartre	Drogues ; médicinales ; Crème de tartre						0	0	1	0	
Drogues ; Composées pour ma médecine ; Cristal de tartot	Drogues ; composées pour la médecine ; Cristal de tartot	Drogues ; médicinales ; Cristal de tartot						0	0	1	0	
Drogues ; Composées pour ma médecine ; Diverses	Drogues ; composées pour la médecine ; Diverses	Drogues ; médicinales ; Diverses						0	0	1	0	
Drogues ; Composées pour ma médecine ; Jus de réglise	Drogues ; composées pour la médecine ; Jus de réglise	Drogues ; médicinales ; Jus de réglise						0	0	1	0	
Drogues ; Composées pour ma médecine ; Mane	Drogues ; composées pour la médecine ; Mane	Drogues ; médicinales ; Mane						0	0	1	0	
Drogues ; Composées pour ma médecine ; Poudre brillant	Drogues ; composées pour la médecine ; Poudre brillant	Drogues ; médicinales ; Poudre brillant						0	0	1	0	
Drogues ; Composées pour ma médecine ; Sableuée	Drogues ; composées pour la médecine ; Sableuée	Drogues ; médicinales ; Sableuée						0	0	1	0	
Drogues ; Composées pour ma médecine ; Sang dragon	Drogues ; composées pour la médecine ; Sang dragon	Drogues ; médicinales ; Sang dragon						0	0	1	0	
Drogues ; Composées pour ma médecine ; Scamonée	Drogues ; composées pour la médecine ; Scamonée	Drogues ; médicinales ; Scamonée						0	0	1	0	
Drogues ; Composées pour ma médecine ; Storax	Drogues ; composées pour la médecine ; Storax	Drogues ; médicinales ; Storax						0	0	1	0	
Drogues ; composées Pour medecine ; ***	Drogues ; composées pour la médecine ; ?	Drogues ; médicinales ; ?						0	0	1	0	
Drogues ; composées Pour medecine ; Chévaque	Drogues ; composées pour la médecine ; Chévaque	Drogues ; médicinales ; Chévaque						0	0	1	0	
Drogues ; composées Pour medecine ; Jus de reglise	Drogues ; composées pour la médecine ; Jus de reglise	Drogues ; médicinales ; Jus de reglise						0	0	1	0	
Drogues ; composées Pour medecine ; Mane	Drogues ; composées pour la médecine ; Mane	Drogues ; médicinales ; Mane						0	0	1	0	
Drogues ; composées Pour medecine ; Opium	Drogues ; médicinales ; Opium	Drogues ; médicinales ; Opium						0	0	1	0	
Drogues ; composées Pour medecine ; Précipité	Drogues ; composées pour la médecine ; Précipité	Drogues ; médicinales ; Précipité						0	0	1	0	
Drogues ; composées Pour medecine ; Résine de Jalap	Drogues ; composées pour la médecine ; Résine de Jalap	Drogues ; médicinales ; Résine de Jalap						0	0	1	0	
Drogues ; composées Pour medecine ; Sang dragon	Drogues ; composées pour la médecine ; Sang dragon	Drogues ; médicinales ; Sang dragon						0	0	1	0	
Drogues ; composées Pour medecine ; Scamousée	Drogues ; composées pour la médecine ; Scamousée	Drogues ; médicinales ; Scamousée						0	0	1	0	
Drogues ; composées Pour medecine ; Storax	Drogues ; composées pour la médecine ; Storax	Drogues ; médicinales ; Storax						0	0	1	0	
Drogues ; composées Pour medecine ; Sublime	Drogues ; composées pour la médecine ; Sublime	Drogues ; médicinales ; Sublime						0	0	1	0	
Drogues ; crème ; de tartre	Drogues ; crème ; de tartre	Drogues ; médicinales ; Crème de tartre									1	
Drogues ; de castor	Drogues ; De castor	Droguet ; de castor						0	0	1	0	
Drogues ; de laine	Drogues ; De laine	Droguet ; de laine						0	0	1	0	
Drogues ; de laine et fil	Drogues ; De laine et fil	Droguet ; de laine et fil						0	0	1	0	
Drogues ; de soye	Drogues ; composées pour la médecine ; Sublime	Drogues ; médicinales ; Sublime						0	0	1	0	
Drogues ; diverses	Drogues ; diverses	Drogues ; diverse									1	
Drogues ; diverses ; bray ; rafiné	Drogues ; diverse ; bray ; raffiné	Bray ; raffiné									1	
Drogues ; diverses ; sagon	Drogues ; diverses ; sagon	Drogues ; diverses ; sagon									1	
Drogues ; erneri	Drogues ; émeri	Drogues ; émeri									1	
Drogues ; gomme ; adragathe	Gomme ; adragan	Gomme ; adragan									1	
Drogues ; gomme ; arabique	Gomme ; arabique	Gomme ; arabique									1	
Drogues ; gomme ; copale	Gomme ; copale	Gomme ; copale									1	
Drogues ; gomme ; de Barbarie	Gomme ; de Barbarie	Gomme ; de Barbarie									1	
Drogues ; gomme ; elastique	Gomme ; élastique	Gomme ; élastique									1	
Drogues ; gomme ; laque	Gomme ; laque	Gomme ; laque									1	
Drogues ; gomme ; sandrack	Gomme ; Sandarac	Gomme ; Sandarac									1	
Drogues ; gommes ; diverses	Gomme ; diverse	Gomme ; diverse									1	
Drogues ; Gommes ; Lacque	Drogues ; Gommes ; Lacque	Gomme ; laque						0	0	1	0	
Drogues ; gommes ; lacque	Gomme ; laque	Gomme ; laque									1	
Drogues ; Gommes ; Myrrhe	Drogues ; Gommes ; Myrrhe	Gomme ; myrrhe						0	0	1	0	
Drogues ; Gommes ; Sandarac	Drogues ; Gommes ; Sandarac	Gomme ; Sandarac						0	0	1	0	
Drogues ; Gommes ; Sénégal	Drogues ; Gommes ; Sénégal	Gomme ; Sénégal						0	0	1	0	
Drogues ; Huile de vitol	Drogues ; Huile de vitriol	Drogues ; Huile de vitriol						0	0	1	0	
Drogues ; Huile de vitriol	Drogues ; Huile de vitriol	Drogues ; Huile de vitriol						0	0	1	0	
Drogues ; jus de reglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; Jus de réglisse									1	
Drogues ; mauris	Drogues ; mauris	Drogues ; mauris									1	
Drogues ; médecinales	Drogues ; médicinales	Drogues ; médicinales									1	
Drogues ; Médécinales ; *****	Drogues ; médicinales ; ?	Drogues ; médicinales ; ?						0	0	1	0	
Drogues ; médecinales ; agaric ; gros	Drogues ; Médicinale ; agaric ; gros	Drogues ; Médicinale ; agaric ; gros									1	
Drogues ; médecinales ; aloës ; capalin	Drogues ; médicinales ; aloès ; capalin	Drogues ; médicinales ; aloès ; capalin									1	
Drogues ; médecinales ; assa factida	Drogues ; médicinales ; assa fétide	Drogues ; médicinales ; assa fétide									1	
Drogues ; médecinales ; baurnes ; divers	Drogues ; médicinales ; baumes ; divers	Drogues ; médicinales ; baumes ; divers									1	
Drogues ; Médécinales ; Beaume de Copahu	Drogues ; médicinales ; Beaume de Copahu	Drogues ; médicinales ; Beaume de Copahu						0	0	1	0	
Drogues ; médecinales ; benjoin	Drogues ; médicinales ; Benjoin	Drogues ; médicinales ; Benjoin									1	
Drogues ; Médécinales ; Benjoin	Drogues ; médicinales ; Benjoin	Drogues ; médicinales ; Benjoin						0	0	1	0	
Drogues ; médecinales ; bol ; d'Arménie	Drogues ; médicinales ; bol d'Arménie	Drogues ; médicinales ; bol d'Arménie									1	
Drogues ; médecinales ; borax	Drogues ; médicinales ; borax	Drogues ; médicinales ; borax									1	
Drogues ; médecinales ; camphre	Drogues ; médicinales ; Camphre	Drogues ; médicinales ; Camphre									1	
Drogues ; Médécinales ; Camphre	Drogues ; médicinales ; Camphre	Drogues ; médicinales ; Camphre						0	0	1	0	
Drogues ; Médécinales ; Canefice	Drogues ; médicinales ; Canefice	Drogues ; médicinales ; Canefice						0	0	1	0	
Drogues ; Médécinales ; Cantharides	Drogues ; médicinales ; Cantharides	Drogues ; médicinales ; Cantharides						0	0	1	0	
Drogues ; médecinales ; capia liguea	Drogues ; médicinales ; capia liguea	Drogues ; médicinales ; capia liguea									1	
Drogues ; Médécinales ; Capilaire	Drogues ; médicinales ; Capillaire	Drogues ; médicinales ; Capillaire						0	0	1	0	
Drogues ; médecinales ; capillaire	Drogues ; médicinales ; Capillaire	Drogues ; médicinales ; Capillaire									1	
Drogues ; médecinales ; cardemeum	Drogues ; médicinales ; cardamone	Drogues ; médicinales ; cardamone									1	
Drogues ; Médécinales ; Casse	Drogues ; médicinales ; Casse	Drogues ; médicinales ; Casse						0	0	1	0	
Drogues ; Médécinales ; Casse en ***	Drogues ; médicinales ; ?	Drogues ; médicinales ; ?						0	0	1	0	
Drogues ; Médécinales ; Cassia lignea	Drogues ; médicinales ; Cassia lignea	Drogues ; médicinales ; Cassia lignea						0	0	1	0	
Drogues ; Médécinales ; Cevadille	Drogues ; médicinales ; Cevadille	Drogues ; médicinales ; Cévadille						0	0	1	0	
Drogues ; Médécinales ; Chicolin	Drogues ; médicinales ; Chicolin	Drogues ; médicinales ; Chicolin						0	0	1	0	
Drogues ; médecinales ; chicotin	Drogues ; médicinales ; Chicolin	Drogues ; médicinales ; Chicolin									1	
Drogues ; Médécinales ; Chimiques ; Eau forte	Drogues ; médicinales ; Chimiques ; Eau forte	Drogues ; médicinales ; Chimiques ; Eau forte						0	0	1	0	
Drogues ; Médécinales ; Coloquinte	Drogues ; médicinales ; Coloquinte	Drogues ; médicinales ; Coloquinte						0	0	1	0	
Drogues ; médecinales ; coque; de Levant	Drogues ; médicinales ; Coque du Levant	Drogues ; médicinales ; Coque du Levant									1	
Drogues ; Médécinales ; Cordial	Drogues ; médicinales ; Cordial	Drogues ; médicinales ; Cordial						0	0	1	0	
Drogues ; Médécinales ; Corque du Levant	Drogues ; médicinales ; Coque du Levant	Drogues ; médicinales ; Coque du Levant						0	0	1	0	
Drogues ; médecinales ; crème ; de tartre	Drogues ; médicinales ; Crème de tartre	Drogues ; médicinales ; Crème de tartre									1	
Drogues ; Médécinales ; Crème de tartre	Drogues ; médicinales ; Crème de tartre	Drogues ; médicinales ; Crème de tartre						0	0	1	0	
Drogues ; Médécinales ; Cumin	Drogues ; médicinales ; Cumin	Drogues ; médicinales ; Cumin						0	0	1	0	
Drogues ; médecinales ; diverses	Drogues ; médicinales ; Diverses	Drogues ; médicinales ; Diverses									1	
Drogues ; Médécinales ; Diverses	Drogues ; médicinales ; Diverses	Drogues ; médicinales ; Diverses						0	0	1	0	
Drogues ; Médécinales ; Eau sederale	Drogues ; médicinales ; Eau sederale	Drogues ; médicinales ; Eau sederale						0	0	1	0	
Drogues ; Médécinales ; Eau vulneraire	Drogues ; médicinales ; Eau vulnéraire	Drogues ; médicinales ; Eau vulnéraire						0	0	1	0	
Drogues ; médecinales ; en camomille	Drogues ; médicinale ; camomille	Drogues ; médicinale ; camomille									1	
Drogues ; Médécinales ; Extrait ***	Drogues ; médicinales ; ?	Drogues ; médicinales ; ?						0	0	1	0	
Drogues ; Médécinales ; Gentiane	Drogues ; médicinales ; Gentiane	Drogues ; médicinales ; Gentiane						0	0	1	0	
Drogues ; Médécinales ; Huile d'amande douce	Drogues ; médicinales ; Huile d'amande douce	Drogues ; médicinales ; Huile d'amande douce						0	0	1	0	
Drogues ; médecinales ; ipécacuanka	Drogues ; médicinales ; Ipécacuana	Drogues ; médicinales ; Ipécacuana									1	
Drogues ; médecinales ; jalap	Drogues ; médicinales ; Jalap	Drogues ; médicinales ; Jalap									1	
Drogues ; Médécinales ; Jalap	Drogues ; médicinales ; Jalap	Drogues ; médicinales ; Jalap						0	0	1	0	
Drogues ; Médécinales ; Jus de reglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; Jus de réglisse						0	0	1	0	
Drogues ; médecinales ; mane	Drogues ; médicinales ; Manne	Drogues ; médicinales ; Manne									1	
Drogues ; Médécinales ; Manne	Drogues ; médicinales ; Manne	Drogues ; médicinales ; Manne						0	0	1	0	
Drogues ; médecinales ; mousse ; de mer	Drogues ; médicinales ; Mousse ; de mer	Drogues ; médicinales ; Mousse ; de mer									1	
Drogues ; Médécinales ; Opium	Drogues ; médicinales ; Opium	Drogues ; médicinales ; Opium						0	0	1	0	
Drogues ; médecinales ; orge ; perlé	Drogues ; médicinales ; orge ; perlé	Drogues ; médicinales ; orge ; perlé									1	
Drogues ; Médécinales ; Pignons d'Inde	Drogues ; médicinales ; Pignons d'Inde	Drogues ; médicinales ; Pignons d'Inde						0	0	1	0	
Drogues ; médecinales ; précipité	Drogues ; médicinales ; Précipité	Drogues ; médicinales ; Précipité									1	
Drogues ; Médécinales ; Précipité	Drogues ; médicinales ; Précipité	Drogues ; médicinales ; Précipité						0	0	1	0	
Drogues ; médecinales ; quinquina	Drogues ; médicinales ; Quinquina	Drogues ; médicinales ; Quinquina									1	
Drogues ; Médécinales ; Quinquina	Drogues ; médicinales ; Quinquina	Drogues ; médicinales ; Quinquina						0	0	1	0	
Drogues ; Médécinales ; Racines diverses	Drogues ; médicinales ; Racines diverses	Drogues ; médicinales ; Racines diverses						0	0	1	0	
Drogues ; Médécinales ; Reglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; Jus de réglisse						0	0	1	0	
Drogues ; Médécinales ; Réglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; Jus de réglisse						0	0	1	0	
Drogues ; médecinales ; réglisse ; sur bâne	Drogues ; médicinales ; réglisse ; sur bâne	Drogues ; médicinales ; réglisse ; sur bâne									1	
Drogues ; médecinales ; rhubarbe	Drogues ; médicinales ; Rhubarbe	Drogues ; médicinales ; Rhubarbe									1	
Drogues ; Médécinales ; Rhubarbe	Drogues ; médicinales ; Rhubarbe	Drogues ; médicinales ; Rhubarbe						0	0	1	0	
Drogues ; Médécinales ; Saffran	Drogues ; médicinales ; Safran	Drogues ; Safran						0	0	1	0	
Drogues ; médecinales ; salsepareille	Drogues ; médicinales ; Salsepareille	Drogues ; médicinales ; Salsepareille									1	
Drogues ; Médécinales ; Salsepareille	Drogues ; médicinales ; Salsepareille	Drogues ; médicinales ; Salsepareille						0	0	1	0	
Drogues ; Médécinales ; Seamanée	Drogues ; médicinales ; Seamanée	Drogues ; médicinales ; Seamanée						0	0	1	0	
Drogues ; Médécinales ; Seamonée	Drogues ; médicinales ; Seamanée	Drogues ; médicinales ; Seamanée						0	0	1	0	
Drogues ; Médécinales ; Semen contra	Drogues ; médicinales ; Semen contra	Drogues ; médicinales ; Semen contra						0	0	1	0	
Drogues ; médecinales ; sené	Drogues ; médicinales ; Séné	Drogues ; médicinales ; Séné									1	
Drogues ; Médécinales ; Sené	Drogues ; médicinales ; Séné	Drogues ; médicinales ; Séné						0	0	1	0	
Drogues ; médecinales ; sené ; en grabau	Drogues ; médicinales ; Séné ; en grabau	Drogues ; médicinales ; Séné ; en grabau									1	
Drogues ; Médécinales ; Senée	Drogues ; médicinales ; Séné	Drogues ; médicinales ; Séné						0	0	1	0	
Drogues ; Médécinales ; Stafisaigre	Drogues ; médicinales ; Stafisaigre	Drogues ; médicinales ; Stafisaigre						0	0	1	0	
Drogues ; Médécinales ; Storax	Drogues ; médicinales ; Storax	Drogues ; médicinales ; Storax						0	0	1	0	
Drogues ; médecinales ; storax ; liquide	Drogues ; médicinales ; Storax ; liquide	Drogues ; médicinales ; Storax ; liquide									1	
Drogues ; médecinales ; sublime	Drogues ; médicinales ; Sublime	Drogues ; médicinales ; Sublime									1	
Drogues ; médecinales ; suc ; de réglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; Jus de réglisse									1	
Drogues ; médecinales ; tamarin	Drogues ; médicinales ; Tamarin	Drogues ; médicinales ; Tamarin									1	
Drogues ; Médécinales ; Tamarin	Drogues ; médicinales ; Tamarin	Drogues ; médicinales ; Tamarin						0	0	1	0	
Drogues ; Médécinales ; Thériaque	Drogues ; médicinales ; Thériaque	Drogues ; médicinales ; Thériaque						0	0	1	0	
Drogues ; Médécinales ; Vanille	Drogues ; médicinales ; Vanille	Drogues ; médicinales ; Vanille						0	0	1	0	
Drogues ; Médécinales ; Zedonire	Drogues ; médicinales ; Zedonire	Drogues ; médicinales ; Zedonire						0	0	1	0	
Drogues ; Medecinales en plantes ; ***	Drogues ; médicinales en plantes ; ?	Drogues ; médicinales en plantes ; ?						0	0	1	0	
Drogues ; Médecinales en plantes ; Aristoloche	Drogues ; médicinales en plantes ; Aristoloche	Drogues ; médicinales en plantes ; Aristoloche						0	0	1	0	
Drogues ; Medecinales en plantes ; Carrue	Drogues ; médicinales en plantes ; Carrue	Drogues ; médicinales en plantes ; Carrue						0	0	1	0	
Drogues ; Medecinales en plantes ; Casse en baton	Drogues ; médicinales en plantes ; Casse en baton	Drogues ; médicinales en plantes ; Casse en baton						0	0	1	0	
Drogues ; Medecinales en plantes ; Cassia siguea	Drogues ; médicinales en plantes ; Cassia siguea	Drogues ; médicinales ; Cassia lignea						0	0	1	0	
Drogues ; Médecinales en plantes ; Cassialiguca	Drogues ; médicinales en plantes ; Cassialiguca	Drogues ; médicinales ; Cassia lignea						0	0	1	0	
Drogues ; Medecinales en plantes ; Civadille	Drogues ; médicinales en plantes ; Civadille	Drogues ; médicinales ; Cévadille						0	0	1	0	
Drogues ; Médecinales en plantes ; Civadille	Drogues ; médicinales en plantes ; Civadille	Drogues ; médicinales ; Cévadille						0	0	1	0	
Drogues ; Medecinales en plantes ; Coloquinte	Drogues ; médicinales en plantes ; Coloquinte	Drogues ; médicinales ; Coloquinte						0	0	1	0	
Drogues ; Médecinales en plantes ; Coloquinte	Drogues ; médicinales en plantes ; Coloquinte	Drogues ; médicinales ; Coloquinte						0	0	1	0	
Drogues ; Medecinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant						0	0	1	0	
Drogues ; Médecinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant						0	0	1	0	
Drogues ; Médecinales en plantes ; Coriandre	Drogues ; médicinales en plantes ; Coriandre	Drogues ; médicinales en plantes ; Coriandre						0	0	1	0	
Drogues ; Medecinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin						0	0	1	0	
Drogues ; Médecinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin						0	0	1	0	
Drogues ; Medecinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses						0	0	1	0	
Drogues ; Médecinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses						0	0	1	0	
Drogues ; Medecinales en plantes ; Fleur de benjoin	Drogues ; médicinales en plantes ; Fleur de benjoin	Drogues ; médicinales en plantes ; Fleur de benjoin						0	0	1	0	
Drogues ; Medecinales en plantes ; Galanga	Drogues ; médicinales en plantes ; Galanga	Drogues ; médicinales en plantes ; Galanga						0	0	1	0	
Drogues ; Medecinales en plantes ; Genseng	Drogues ; médicinales en plantes ; Ginseng	Drogues ; médicinales en plantes ; Ginseng						0	0	1	0	
Drogues ; Medecinales en plantes ; Jalop	Drogues ; médicinales en plantes ; Jalop	Drogues ; médicinales en plantes ; Jalop						0	0	1	0	
Drogues ; Medecinales en plantes ; Ogarie	Drogues ; médicinales en plantes ; Ogarie	Drogues ; médicinales en plantes ; Ogarie						0	0	1	0	
Drogues ; Medecinales en plantes ; Quinquina	Drogues ; médicinales en plantes ; Qumquina	Drogues ; médicinales en plantes ; Qumquina						0	0	1	0	
Drogues ; Médecinales en plantes ; Qumquina	Drogues ; médicinales en plantes ; Qumquina	Drogues ; médicinales en plantes ; Qumquina						0	0	1	0	
Drogues ; Medecinales en plantes ; Racines diverses	Drogues ; médicinales en plantes ; Racines diverses	Drogues ; médicinales en plantes ; Racines diverses						0	0	1	0	
Drogues ; Medecinales en plantes ; Reglisse	Drogues ; médicinales en plantes ; Réglisse	Drogues ; médicinales ; réglisse						0	0	1	0	
Drogues ; Médecinales en plantes ; Réglisse	Drogues ; médicinales en plantes ; Réglisse	Drogues ; médicinales ; réglisse						0	0	1	0	
Drogues ; Medecinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe						0	0	1	0	
Drogues ; Médecinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe						0	0	1	0	
Drogues ; Medecinales en plantes ; Saffran	Drogues ; médicinales en plantes ; Safran	Drogues ; Safran						0	0	1	0	
Drogues ; Médecinales en plantes ; Saffran	Drogues ; médicinales en plantes ; Safran	Drogues ; Safran						0	0	1	0	
Drogues ; Medecinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille						0	0	1	0	
Drogues ; Médecinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille						0	0	1	0	
Drogues ; Medecinales en plantes ; Sebestre	Drogues ; médicinales en plantes ; Sebestre	Drogues ; médicinales en plantes ; Sebestre						0	0	1	0	
Drogues ; Medecinales en plantes ; Sené	Drogues ; médicinales en plantes ; Séné	Drogues ; médicinales ; Séné						0	0	1	0	
Drogues ; Médecinales en plantes ; Séné	Drogues ; médicinales en plantes ; Séné	Drogues ; médicinales ; Séné						0	0	1	0	
Drogues ; Médecinales en plantes ; Simarouba	Drogues ; médicinales en plantes ; Simarouba	Drogues ; médicinales en plantes ; Simarouba						0	0	1	0	
Drogues ; Medecinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin						0	0	1	0	
Drogues ; Médecinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin						0	0	1	0	
Drogues ; Medecinales en plantes ; Tournesol	Drogues ; médicinales en plantes ; Tournesol	Drogues ; Tournesol						0	0	1	0	
Drogues ; Médecinales en plantes ; Tournesol	Drogues ; médicinales en plantes ; Tournesol	Drogues ; Tournesol						0	0	1	0	
Drogues ; médicinale ; benjoin	Drogues ; médicinales ; Benjoin	Drogues ; médicinales ; Benjoin									1	
Drogues ; médicinale ; bois ; de reglisse	Drogues ; médicinales ; bois ; de réglisse	Drogues ; médicinales ; réglisse; bois									1	
Drogues ; médicinale ; borax	Drogues ; médicinales ; borax	Drogues ; médicinales ; borax									1	
Drogues ; médicinale ; camphre	Drogues ; médicinales ; Camphre	Drogues ; médicinales ; Camphre									1	
Drogues ; médicinale ; crème ; de tartre	Drogues ; médicinales ; Crème de tartre	Drogues ; médicinales ; Crème de tartre									1	
Drogues ; médicinale ; Creuse de Sartre	Drogues ; médicinales ; Creuse de Sartre	Drogues ; médicinales ; Creuse de Sartre									1	
Drogues ; médicinale ; diverses	Drogues ; médicinales ; Diverses	Drogues ; médicinales ; Diverses									1	
Drogues ; médicinale ; jus ; de reglisse	Drogues ; médicinales ; Jus de réglisse	Drogues ; médicinales ; réglisse ; jus									1	
Drogues ; médicinale ; maguesie	Drogues ; médicinales ; maguesie	Drogues ; médicinales ; maguesie									1	
Drogues ; médicinale ; marue	Drogues ; médicinales ; marue	Drogues ; médicinales ; marue									1	
Drogues ; médicinale ; orge ; serlé	Drogues ; médicinales ; orge ; perlé	Drogues ; médicinales ; orge ; perlé									1	
Drogues ; médicinale ; remèdes ; composés	Drogues ; médicinales ; Diverses	Drogues ; médicinales ; Diverses									1	
Drogues ; médicinale ; remèdes ; saffranon	Drogues ; médicinales en plantes ; Safran	Drogues ; Safran									1	
Drogues ; médicinale ; remèdes ; sercé ; en feuilles	Drogues ; médicinales ; sercé ; en feuilles	Drogues ; médicinales ; sercé ; en feuilles									1	
Drogues ; médicinales	Drogues ; médicinales	Drogues ; médicinales									1	
Drogues ; médicinales ; ?	Drogues ; médicinales	Drogues ; médicinales									1	
Drogues ; médicinales ; borax	Drogues ; médicinales ; borax	Drogues ; médicinales ; borax									1	
Drogues ; médicinales ; boray	Drogues ; médicinales ; borax	Drogues ; médicinales ; borax									1	
Drogues ; médicinales ; camphre ; raffiné	Drogues ; médicinales ; Camphre ; raffiné	Drogues ; médicinales ; Camphre									1	
Drogues ; médicinales ; diverses	Drogues ; médicinales ; Diverses	Drogues ; médicinales ; Diverses									1	
Drogues ; médicinales ; jalap	Drogues ; médicinales ; jalap	Drogues ; médicinales ; jalap									1	
Drogues ; médicinales ; quinquina	Drogues ; médicinales ; quinquina	Drogues ; médicinales ; quinquina									1	
Drogues ; médicinales ; réglisse	Drogues ; médicinales en plantes ; Réglisse	Drogues ; médicinales ; réglisse									1	
Drogues ; médicinales ; saffran	Drogues ; médicinales en plantes ; Safran	Drogues ; Safran									1	
Drogues ; médicinales ; sel ; ammoniac	Drogues ; Médicinale ; Sel ammoniac	Drogues ; Médicinale ; Sel ammoniac									1	
Drogues ; Mêlées ; Asfafélida	Drogues ; mêlées ; Asfafélida	Drogues ; mêlées ; Asfafélida						0	0	1	0	
Drogues ; melées ; Blanc de baleine	Drogues ; mêlées ; Blanc de baleine	Drogues ; mêlées ; Blanc de baleine						0	0	1	0	
Drogues ; Mêlées ; Bongras animal	Drogues ; mêlées ; Bongras animal	Drogues ; mêlées ; Bongras animal						0	0	1	0	
