marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound
Laine ; de chevron	Laine ; de chevrons	Laine ; de chevrons						0	0	1	0	
Laine ; de chevrons	Laine ; de chevrons	Laine ; de chevrons						0	0	1	0	
Laine ; de Danemark	Laine ; de danemark	Laine ; de Danemark						0	0	1	0	
Laine ; de Farmenie	Laine ; de farmenie	Laine ; de farmenie						0	0	1	0	
Laine ; de farmenie	Laine ; de farmenie	Laine ; de farmenie						0	0	1	0	
Laine ; de farumie	Laine ; de farmenie	Laine ; de farmenie						0	0	1	0	
Laine ; de Levant	Laine ; de levant	Laine ; du Levant						0	0	1	0	
Laine ; de levant	Laine ; de levant	Laine ; du Levant						0	0	1	0	
Laine ; de Moscous	Laine ; de moscou	Laine ; de Moscou						0	0	1	0	
Laine ; de nigagne	Laine ; de nigagne	Laine ; de nigagne						0	0	1	0	
Laine ; de Perse	Laine ; de perse	Laine ; de perse						0	0	1	0	
Laine ; de Pologne	Laine ; de pologne	Laine ; de Pologne						0	0	1	0	
Laine ; de pologne	Laine ; de pologne	Laine ; de pologne						0	0	1	0	
Laine ; de Portgal	Laine ; de portugal	Laine ; de Portugal						0	0	1	0	
Laine ; de Portugal	Laine ; de portugal	Laine ; de Portugal						0	0	1	0	
Laine ; de Pouille	Laine ; de Pouille	Laine ; de Pouille						0	0	1	0	
Laine ; de rames	Laine ; en rames	Laine ; en rames						0	0	1	0	
Laine ; de Rome	Laine ; de rome	Laine ; de Rome						0	0	1	0	
Laine ; de segons	Laine ; de Ségovie	Laine ; de Ségovie						0	0	1	0	
Laine ; de segouie	Laine ; de Ségovie	Laine ; de Ségovie						0	0	1	0	
Laine ; de Segovie	Laine ; de segovie	Laine ; de segovie						0	0	1	0	
Laine ; de segovie	Laine ; de Ségovie	Laine ; de Ségovie						0	0	1	0	
Laine ; de smirne	Laine ; de Smyrne	Laine ; de Smyrne						0	0	1	0	
Laine ; de Suède	Laine ; de suède	Laine ; de suède						0	0	1	0	
Laine ; de suin	Laine ; en suint	Laine ; en suint						0	0	1	0	
Laine ; de tan	Laine ; de tan	Laine ; de tan						0	0	1	0	
Laine ; de Venise	Laine ; de Venise	Laine ; de Venise						0	0	1	0	
Laine ; de Vigogne	Laine ; de vigogne	Laine ; de vigogne						0	0	1	0	
Laine ; de vigogne	Laine ; de vigogne	Laine ; de vigogne						0	0	1	0	
Laine ; diverse	Laine ; diverse	Laine ; diverse						0	0	1	0	
Laine ; du Nord	Laine ; du nord	Laine ; du nord						0	0	1	0	
Laine ; du nord	Laine ; du nord	Laine ; du nord						0	0	1	0	
Laine ; ecrin ; lavée											1	
Laine ; en ...	Laine ; ?	Laine ; ?						0	0	1	0	
Laine ; en cote											1	
Laine ; en côte											1	
Laine ; en cotes											1	
Laine ; en flotte											1	
Laine ; en lain	Laine ; en laine	Laine ; en laine						0	0	1	0	
Laine ; en masses											1	
Laine ; en rames	Laine ; en rames	Laine ; en rames						0	0	1	0	
Laine ; en Renne	Laine ; de rennes	Laine ; de rennes						0	0	1	0	
Laine ; en suin	Laine ; en suint	Laine ; en suint						0	0	1	0	
Laine ; en suin ???	Laine ; en suint	Laine ; en suint						0	0	1	0	
Laine ; en suint	Laine ; en suint	Laine ; en suint						0	0	1	0	
Laine ; en toison	Laine ; en toison	Laine ; en toison						0	0	1	0	
Laine ; fiée	Laine ; filée	Laine ; filée						0	0	1	0	
Laine ; filé	Laine ; filée	Laine ; filée						0	0	1	0	
Laine ; filée											1	
Laine ; fine	Laine ; fine	Laine ; fine						0	0	1	0	
Laine ; grasse											1	
Laine ; grosse	Laine ; grosse	Laine ; grosse						0	0	1	0	
Laine ; grossière	Laine ; grosse	Laine ; grosse						0	0	1	0	
Laine ; lavé	Laine ; lavée	Laine ; lavée						0	0	1	0	
Laine ; lavée											1	
Laine ; menue											1	
Laine ; non filée											1	
Laine ; Peignée	Laine ; peignée	Laine ; peignée						0	0	1	0	
Laine ; peignée											1	
Laine ; peignées	Laine ; peignée	Laine ; peignée						0	0	1	0	
Laine ; peingnée	Laine ; peignée	Laine ; peignée						0	0	1	0	
Laine ; pelade	Laine ; pelade	Laine ; pelade						0	0	1	0	
Laine ; pellade	Laine ; pelade	Laine ; pelade						0	0	1	0	
Laine ; pellude	Laine ; pelluche	Laine ; pelluche						0	0	1	0	
Laine ; peluche?	Laine ; pelluche	Laine ; pelluche						0	0	1	0	
Laine ; petite											1	
Laine ; segovie	Laine ; de Ségovie	Laine ; de Ségovie						0	0	1	0	
Laine ; Serge	Laine ; serge	Drap ; serge						0	0	1	0	
Laine ; serge	Laine ; serge	Drap ; serge						0	0	1	0	
Laine ; suge	Laine ; serge	Laine ; serge						0	0	1	0	
Laine ; Surge	Laine ; serge	Laine ; serge						0	0	1	0	
Laine ; surge	Laine ; serge	Laine ; serge						0	0	1	0	
Laine ; teinte	Laine ; teinte	Laine ; teinte						0	0	1	0	
Laine angora/mohair												1
laine appreté pour peruques	Laine ; apprêtée ; pour perruques	Laine ; apprêtée ; pour perruques		wol (bereid voor pruikenmakers)	wool for wig makers	pounds		1	1	0	0	
laine brut ou non lavée	Laine ; brute ou non lavée	Laine ; brute ou non lavée		wol (ruw of niet gewassen)	crude wool	pounds		1	1	0	0	
Laine brute de mouton												1
Laine d'agneau												1
laine d'Allemagne	Laine ; d'Allemagne	Laine ; d'Allemagne		wol (duitsland)	German wool	pounds		1	0	0	0	
Laine d'Espagne												1
laine d'Espagne	Laine ; d'Espagne	Laine ; d'Espagne	Spanish wool	wol (Spaanse)	Spanish wool	pounds		1	1	0	0	
laine de Brême	Laine ; de Brême	Laine ; de Brême		wol (bremen)	wool from Bremen	pounds		1	0	0	0	
laine de Pologne	Laine ; de Pologne	Laine ; de Pologne		wol (poolse)	Polish wool	pounds		1	0	0	0	
laine de Pologne et autres etrangeres	Laine ; de Pologne et autres laines étrangères	Laine ; de Pologne et autres laines étrangères		wol (poolse e.a. buitenlandse)	wool from Poland and other countries	pounds		1	0	0	0	
laine de Pomeranie	Laine ; de Pomnéranie	Laine ; de Pomnéranie		wol (pomeranie)	wool from Pomerany	pounds		1	0	0	0	
laine de Prussie	Laine ; de Prusse	Laine ; de Prusse		wol (pruisen)	Prussian wool	pounds		1	0	0	0	
Laine de Vigogne	Laine ; de Vigogne	Laine ; de Vigogne						0	0	1	0	
laine grasse et filée	Laine ; grasse et filée	Laine ; grasse et filée		wol (gesponnen)	spun wool	pounds		1	0	0	0	
laine lavée	Laine ; lavée	Laine ; lavée		wol (gewassen)	washed wool	pounds		1	1	0	0	
laine non peignée	Laine ; non peignée	Laine ; non peignée		wol (niet gekamd)	uncombed wool	pounds		1	0	0	0	
laine peigné	Laine ; peignée	Laine ; peignée		wol (gekamd)	combed wool	pounds		1	1	0	0	
laine pour chapelliers	Laine ; pour chapeliers	Laine ; pour chapeliers		wol (voor hoedenmakers)	wool for millinery	pounds		1	1	0	0	
Laine: filée	Laine ; filée	Laine ; filée						0	0	1	0	
Laines	Laine	Laine						0	0	1	0	
Laines diverses	Laine ; diverse	Laine ; diverse						0	0	1	0	
Laique platte	Laque ; plate	Drogues ; pour la peinture et la teinture ; Laque plate						0	0	1	0	
lait battu	Lait ; battu	Lait ; battu		karnemelk	buttermilk	guilders		1	0	0	0	
lait doux	Lait, doux	Lait, doux		melk (doux)	soft milk	guilders		1	1	0	0	
Laiton												1
Laiton ; Divers	Laiton ; Divers	Laiton ; Divers						0	0	1	0	
Laiton ; en feuilles											1	
Laiton ; Fil de laiton	Laiton ; fil de laiton	Laiton ; fil de laiton						0	0	1	0	
Laiton ; filé											1	
Laiton ; graté											1	
Laiton ; non graté											1	
Laiton brut												1
Lama	Lama	Lama						0	0	1	0	
Lamelles de poisson séché												1
Lames												1
Lames ; d'Epée	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
Lames ; d'epée	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
Lames ; d'épée	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
Lames ; d'Epées	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
Lames ; d'épées	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
Lames ; de couteau de chasse	Lames ; de couteaux de chasse	Lames ; de couteaux de chasse						0	0	1	0	
Lames ; de fleuret	Lames ; de fleuret	Lames ; de fleuret						0	0	1	0	
Lames ; de sabre	Lames ; de sabres	Lames ; de sabres						0	0	1	0	
Lames ; de sabres	Lames ; de sabres	Lames ; de sabres						0	0	1	0	
Lames d'épée	Lames ; d'épées	Lames ; d'épées						0	0	1	0	
lames d'épées et de fleurets	Lames ; d'épées et de fleuret	Lames ; d'épées et de fleuret		lemmeten van degens en floretten	blades of swords and foils	pieces		1	0	0	0	
lames d'épées et de sabres	Lames ; d'épées et de sabre	Lames ; d'épées et de sabre		lemmeten van degens en sabels	blades of swords and sabers	guilders		1	1	0	0	
Lames d’épée												1
Lames de bois												1
Lampareille	Lampareille	Étoffe ; de poil ; lampareille						0	0	1	0	
Lampas	Lampes	Lampes						0	0	1	0	
Lampes	Lampes	Lampes						0	0	1	0	
lampes	Lampes	Lampes						0	0	1	0	
Lampes ; de cuivre	Lampes ; de cuivre	Lampes ; de cuivre						0	0	1	0	
Lampes ; de fer	Lampes ; de fer	Lampes ; de fer						0	0	1	0	
Lampes ; de verre	Lampes ; de verre	Lampes ; de verre						0	0	1	0	
Lampes de leton	Lampes ; de laiton	Lampes ; de laiton						0	0	1	0	
Lamproie	Lamproie	Lamproie						0	0	1	0	
Lamproies												1
Lamproïes	Lamproie	Lamproie						0	0	1	0	
Lamproyes	Lamproie	Lamproie						0	0	1	0	
Lances												1
Lances de fer												1
Lances/piquets												1
Lances/pointes ?												1
Lances/pointes et ?												1
Lanets ; de fil	Lacets ; de fil	Lacets ; de fil						0	0	1	0	
Lanets ; de laine	Lacets ; de laine	Lacets ; de laine						0	0	1	0	
Langues	Langues	Langues						0	0	1	0	
Langues ; de beuf	Langue ; de bœuf	Langue ; de bœuf						0	0	1	0	
Langues ; de Moruc	Langue ; de morue	Poisson ; Morue ; Langue						0	0	1	0	
Langues ; de morue	Langue ; de morue	Poisson ; Morue ; Langue						0	0	1	0	
Langues ; de morüe	Langue ; de morue	Poisson ; Morue ; Langue						0	0	1	0	
Langues ; de morues	Langue ; de morue	Poisson ; Morue ; Langue						0	0	1	0	
Langues ; fumées	Langue ; de morue	Poisson ; Morue ; Langue						0	0	1	0	
Langues ; salée	Langue ; salées	Langue ; salées						0	0	1	0	
Langues ; salées											1	
langues de bœufs et vaches	Langue ; de bœuf et vache	Langue ; de bœuf et vache		osse- en koeietongen	ox and cow tongues	dozen	langues de boeufs	1	1	0	0	
langues de moutons	Langue ; de mouton	Langue ; de mouton		schapetongen	sheep tongues	pieces		1	0	0	0	
Langues salées	Langues ; salées	Langues ; salées						0	0	1	0	
Lanières												1
Lanillas	Lanillas	Lanillas						0	0	1	0	
Lanternes	Lanternes	Lanternes						0	0	1	0	
lanternes	Lanternes	Lanternes		lantaarns	lanterns	pieces		1	1	0	0	
lanternes de verre	Lanternes ; de verre	Lanternes						0	0	0	0	
lanternes de verre décoré	Lanternes ; de verre décoré	Lanternes		lantaarns (versierd glas)	glass lanterns	guilders		1	0	0	0	
lapereaux	Lapereaux	Lapereaux						0	0	0	0	
lapines	Lapin	Lapin		jonge konijnen	young rabbits	pieces		1	0	0	0	
Lapins	Lapin	Lapin						0	0	1	0	
lapins	Lapin	Lapin		konijnen	rabbits	pieces		1	0	0	0	
Lapis ; lazule	Lapis ; lazule	Lapis ; lazule						0	0	1	0	
Lapis lazuli	Lapis ; lazule	Lapis ; lazule						0	0	1	0	
Lard	Lard	Lard						0	0	1	0	1
Lard ; salé											1	
Larque place	Larque place	Larque place						0	0	1	0	
Lassets ; de fil	Lacets ; de fil	Lacets ; de fil						0	0	1	0	
Lassets ; de filozelle	Lacets ; de filoselle	Lacets ; de filoselle						0	0	1	0	
Lassets ; de fleures	Lacets ; de filoselle	Lacets ; de filoselle						0	0	1	0	
Lassets ; de fleuret	Lacets ; de fleuret	Lacets ; de fleuret						0	0	1	0	
Lassets ; de peau	Lacets ; de peau	Lacets ; de peau						0	0	1	0	
Lassets ; de soye	Lacets ; de soie	Lacets ; de soie						0	0	1	0	
Lassets de soye	Lacets ; de soie	Lacets ; de soie						0	0	1	0	
Laternes												1
Lattes	Lattes	Lattes						0	0	1	0	1
lattes	Lattes	Lattes						0	0	0	0	
lattes d'hêtre	Lattes ; d'hêtre	Lattes ; d'hêtre		latten (beuk)	beech slats	guilders		1	0	0	0	
lattes d'hêtre façonnées	Lattes ; d'hêtre façonnées	Lattes ; d'hêtre façonnées		latten (bewerkte beuk)	embellished beech slats	pieces		1	0	0	0	
lattes d'hêtre non sciés	Lattes ; d'hêtre non sciées	Lattes ; d'hêtre non sciées		latten (beukehout, niet gezaagd)	beech slats (not sawed)	charretée		1	0	0	0	
Lattes de haut												1
lattes de sapin	Lattes ; de sapin	Lattes ; de sapin		latten (den)	pine slats	pieces		1	0	0	0	
lattes déclarés par valeur	Lattes ; divers	Lattes ; divers		latten (aangegeven in waarde)	slats in value	guilders		1	0	0	0	
lattes dites du nord	Lattes ; dites du Nord	Lattes ; dites du Nord		latten (du nord)	slats (du nord)	pieces		1	0	0	0	
lattes dittes Solderveren	Lattes ; dites Solververen	Lattes ; dites Solververen		latten voor dakbedekkers ('solderveren')	slats called 'Solderveeren'	bundle		1	1	0	0	
lattes doubles	Lattes ; doubles	Lattes ; doubles		latten (dubbele)	double slats	bos		1	0	0	0	
Lattes en paille												1
lattes pour couvreurs de pailles et platreurs	Lattes ; pour couvreurs de paille et plâteurs	Lattes ; pour couvreurs de paille et plâteurs		latten voor dakbedekkers (stro)	slats for straw roofing	bos		1	1	0	0	
lattes pour couvreurs de tuilles	Lattes ; pour couvreurs de tuiles	Lattes ; pour couvreurs de tuiles		latten voor dakbedekkers (pannen)	slats for roofing	bundle		1	1	0	0	
lattes pour cuves	Lattes ; pour cuves	Lattes ; pour cuves		latten voor brouwkuipen	slats for brewing barrels	pieces		1	0	0	0	
lattes pour cuves de brassage	Lattes ; pour cuves de brassage	Lattes ; pour cuves de brassage						0	0	0	0	
lattes sciées	Lattes ; sciées	Lattes ; sciées		latten (gezaagd)	sawed slats	feet	bois scié en lattes	1	1	0	0	
lattes sciées en planches	Lattes ; sciées en planche	Lattes ; sciées en planche		latten (gezaagde planken)	slats in planks	guilders		1	0	0	0	
Lattes/perches	Lattes et perches	Lattes et perches										1
Laurier	Laurier	Laurier						0	0	1	0	1
Lauze	Lauzes	Lauzes						0	0	1	0	
Lauzes	Lauzes	Lauzes						0	0	1	0	
Lavance	Lavande	Lavande						0	0	1	0	
lavende et hysope	Lavande et hysope	Lavande et hysope		lavendel en hysoop	lavender and hysoop	pounds		1	0	0	0	
Lechefritte	Lauzes	Lauzes						0	0	1	0	
Legumes	Légume	Légume						0	0	1	0	
Légumes	Légume	Légume						0	0	1	1	
Légumes ; divers											1	
Légumes ; en choux-fleurs											1	
Légumes ; en feves											1	
Légumes ; en haricots											1	
Légumes ; en poix feves et haricots											1	
Légumes ; en pommes de terre											1	
Légumes ; fèves											1	
Légumes ; haricots											1	
Légumes ; poix											1	
Légumes ; secs											1	
Légumes ; treffles											1	
Légumes divers	Légume ; divers	Légume ; divers						0	0	1	0	
legumes en adobe	Légume ; à la daube	Légume ; à la daube		stoofgroenten (champignons en moriljes inbegr.)	vegetables in sauce	pounds		1	1	0	0	
legumes mellées	Légume ; mêlé	Légume ; mêlé		groenten (allerlei)	vegetables (miscellaneous)	chevalée		1	1	0	0	
legumes secs	Légume ; sec	Légume ; sec		peulvruchten	dried legumes	pounds		1	1	0	0	
Lelarge	Lelarge	Lelarge						0	0	1	0	
Lentilles	Lentilles	Lentilles						0	0	1	0	
lentilles	Lentilles	Lentilles		linzen	lentils	pounds		1	1	0	0	
Les arbres à planter	Arbres ; à planter	Arbres ; à planter						0	0	1	0	
Lessive ; grasse	Lessive ; grasse	Lessive ; grasse						0	0	1	0	
letarge	Lelarge	Lelarge		letarge	letarge	pounds		1	0	0	0	
Leton	Laiton	Laiton						0	0	1	0	
Léton	Laiton	Laiton						0	0	1	0	
Leton ; brun	Laiton ; brun	Laiton ; brun						0	0	1	0	
Léton ; brun	Laiton ; brun	Laiton ; brun						0	0	1	0	
Leton ; en feuille	Laiton ; en feuilles	Laiton ; en feuilles						0	0	1	0	
Leton ; en feuilles	Laiton ; vieux	Laiton ; vieux						0	0	1	0	
Leton ; en feüilles	Laiton ; en feuilles	Laiton ; en feuilles						0	0	1	0	
Léton ; en feuilles	Laiton ; en feuilles	Laiton ; en feuilles						0	0	1	0	
Léton ; en feüilles	Laiton ; en feuilles	Laiton ; en feuilles						0	0	1	0	
Leton ; en planches	Laiton ; en planches	Laiton ; en planches						0	0	1	0	
Léton ; gouté	Laiton ; gouté	Laiton ; gouté						0	0	1	0	
Léton ; gralé	Laiton ; gravé	Laiton ; gravé						0	0	1	0	
Léton ; graté	Laiton ; gravé	Laiton ; gravé						0	0	1	0	
Leton ; gratté	Laiton ; vieux	Laiton ; vieux						0	0	1	0	
Léton ; gratté	Laiton ; gratté	Laiton ; gratté						0	0	1	0	
Léton ; gravé ou gratté	Laiton ; gravé ou gratté	Laiton ; gravé ou gratté						0	0	1	0	
Leton ; Ouvré	Ouvrages ; de laiton	Laiton ; ouvré						0	0	1	0	
Leton ; ouvré	Laiton ; vieux	Laiton ; vieux						0	0	1	0	
Léton ; ouvré	Ouvrages ; de laiton	Laiton ; ouvré						0	0	1	0	
Leton ; vieux	Laiton ; vieux	Laiton ; vieux						0	0	1	0	
Leviers ferrés	Leviers ferrés	Leviers ferrés						0	0	1	0	
Levure ; de Sierre											1	
Levure de bierre	Levure de bière	Levure de bière						0	0	1	0	
Libraire	Levure de bière	Levure de bière						0	0	1	1	
Libraire ; cartes ; géographiques											1	
Libraire ; livres ; en feuilles											1	
Libraire ; ordinaire											1	
Librairie	Librairie	Librairie						0	0	1	1	
Librairie ; brochée											1	
Librairie ; cartes											1	
Librairie ; cartes ; géographiques											1	
Librairie ; en almanach ; broché											1	
Librairie ; en almanach ; en blanc											1	
Librairie ; en almanach ; relié											1	
Librairie ; en blanc											1	
Librairie ; en feuilles											1	
Librairie ; reliée											1	
Librairies	Librairie	Librairie						0	0	1	0	
Lic	Librairie	Librairie						0	0	1	0	
Lie ; de vin	Librairie	Librairie						0	0	1	0	
lie de bierre	Lie de bière	Lie de bière		hef van het bier	beer dregs	ton		1	0	0	0	
lie de huile	Lie d'huile	Lie d'huile		hef van olie	oil dregs	guilders		1	0	0	0	
Lie de Vin	Lie de Vin	Lie de Vin						0	0	1	0	
Lie de vin	Lie de Vin	Lie de Vin						0	0	1	0	
lie de vin	Lie de Vin	Lie de Vin		wijnmoer	lees	aam		1	1	0	0	
Liege	Liège	Liège						0	0	1	0	
Liége	Liège	Liège						0	0	1	0	
Liège	Liège	Liège						0	0	1	0	1
Liêge	Liège	Liège						0	0	1	0	
Liege ; Divers	Liège ; Divers	Liège						0	0	1	0	
Liege ; en bouchon											1	
Liège ; en bouchon											1	
Liege ; En bouchons	Liège ; En bouchons	Liège ; En bouchons						0	0	1	0	
Liege ; en bouchons											1	
Liège ; En bouchons	Liège ; En bouchons	Liège ; En bouchons						0	0	1	0	
Liège ; en bouchons											1	
Liege ; En planches	Liège ; En planches	Liège						0	0	1	0	
Liege ; en planches	Liège ; En planches	Liège						0	0	1	0	
Liège ; En planches	Liège ; En planches	Liège						0	0	1	0	
Liège ; en planches	Liège ; En planches	Liège									1	
Liège ; ouvré											1	
liege de Portugal et d'Espagne	Liège ; du Portugal et d'Espagne	Liège		kurk (Portugal en Spanje)	cork (Portugal and Spain)	guilders		1	0	0	0	
liege de Portugal et Espagne	Liège ; du Portugal et d'Espagne	Liège						0	0	0	0	
liege en bois	Liège ; En bois	Liège		kurk (hout)	cork (wood)	pounds		1	1	0	0	
liege en bouchons	Liège ; En bouchons	Liège ; En bouchons		kurken stoppen	cork stoppers	guilders		1	1	0	0	
liege en feuilles	Liège ; en feuilles	Liège		kurk (bladen)	cork (leaves)	pounds		1	1	0	0	
Liege en planches	Liège ; En planches	Liège						0	0	1	0	
Liens ; de fil	Liège ; En planches	Liège						0	0	1	0	
Liens de fil	Liens ; de fil	Liens ; de fil						0	0	1	0	
Lieux noirs/colins noirs												1
Lievres	Lièvres	Lièvres						0	0	1	0	
lièvres	Lièvres	Lièvres		hazen	hares	pieces		1	0	0	0	
Ligature	Ligatures	Ligatures						0	0	1	0	
Ligaturees	Ligatures	Ligatures						0	0	1	0	
Ligatures	Ligatures	Ligatures						0	0	1	0	
ligatures	Ligatures	Ligatures		laken (verbanden)	ligatures	guilders		1	1	0	0	
Lignes ; à pecher	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Lignes ; à percher	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Lignes ; à pescher	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Lignes à pecher	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Lignes à pêcher	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Lignes à peches	Lignes ; à pêcher	Lignes ; à pêcher						0	0	1	0	
Ligneul												1
Lilarge	Lilarge	Lilarge						0	0	1	0	
Lillas	Lillas	Lillas						0	0	1	0	
Limaille	Limaille	Limaille						0	0	1	0	
Limaille ; de cuivre	Limaille ; de cuivre	Limaille ; de cuivre						0	0	1	0	
limaille d'argent	Limaille ; d'argent	Limaille ; d'argent		zilvervijlsel	silver filings	guilders		1	0	0	0	
Limande commune												1
Limansas	Limeneas	Limeneas						0	0	1	0	
Limas	Limas	Limas						0	0	1	0	
Limeneas	Limeneas	Limeneas						0	0	1	0	
Limes	Limes	Limes						0	0	1	0	
Limes ; d'acier	Limes ; d'acier	Limes ; d'acier						0	0	1	0	
Limes ; de fer	Limes ; de fer	Quincaillerie ; de fer ; Limes						0	0	1	0	
limons ou citrons	Limons ou citrons	Limons ou citrons		limoenen of geconfijte citroenen	candied limes or lemons	ton		1	0	0	0	
limons salés	Limons ; salées	Limons ; salées		limoenen (gezouten)	limes (salted)	kwarteel		1	1	0	0	
Lin	Lin	Lin						0	0	1	0	1
Lin ; ...	Lin ; ?	Lin ; ?						0	0	1	0	
Lin ; apprêté											1	
Lin ; commun											1	
Lin ; cru											1	
Lin ; crû	Lin ; cru	Lin ; cru						0	0	1	0	
Lin ; crü	Lin ; cru	Lin ; cru						0	0	1	0	
Lin ; crud											1	
Lin ; en bottes	Lin ; en bottes	Lin ; en bottes						0	0	1	0	
Lin ; en gerbe											1	
Lin ; en gerbes	Lin ; en gerbe	Lin ; en gerbe						0	0	1	0	
Lin ; en masse											1	
Lin ; en masses	Lin ; en masses	Lin ; en masses						0	0	1	0	
Lin ; en motte											1	
Lin ; en paille											1	
Lin ; en pelottes	Lin ; en pelottes	Lin ; en pelottes						0	0	1	0	
Lin ; en pierres	Lin ; en pierres	Lin ; en pierres						0	0	1	0	
Lin ; en rames	Lin ; en rames	Lin ; en rames						0	0	1	0	
Lin ; Peigné	Lin ; peigné	Lin ; peigné						0	0	1	0	
Lin ; peigné											1	
Lin ; peignée	Lin ; peigné	Lin ; peigné						0	0	1	0	
Lin ; peingné	Lin ; peigné	Lin ; peigné						0	0	1	0	
Lin ; sans paille et en potasse											1	
Lin cru	Lin ; cru	Lin ; cru						0	0	1	0	
lin crû en masse	Lin; cru en masse	Lin; cru en masse	flax (crude)	vlas (ruw, in bulk of niet gekamd)	flax (raw, in bulk or not combed)	pounds		1	1	0	0	
Lin de Marienborg												1
Lin de Pologne												1
Lin divers	Lin ; divers	Lin ; divers						0	0	1	0	
Lin ordinaire												1
Lin peigné												1
lin peigné	Lin ; peigné	Lin ; peigné	flax (combed)	vlas (gekamd)	flax (combed)	pounds		1	1	0	0	
Lin polonais												1
Lin pour paillasson												1
Lin preussien												1
Lin russe												1
lin sec non roui	Lin ; sec ; non roui	Lin ; sec ; non roui	flax (crude)	vlas (droog, niet geroot)	flax (dry, not retted)	charretée		1	1	0	0	
Lin tressé												1
lin verd non battu	Lin ; vert ; non battu	Lin ; vert ; non battu	flax (crude)	vlas (groen, niet geslagen of geroot)	flax (green, not beaten or retted)			1	1	0	0	
lin verd roui et non roui	Lin ; vert ; roui et non roui	Lin ; vert ; roui et non roui	flax (crude)	vlas (groen, geroot of niet geroot)	flax (green, retted or not retted)	pounds		1	1	0	0	
Lina	Lina	Lina						0	0	1	0	
Linge ; de la table ; damassé	Lina	Lina						0	0	1	0	
Linge ; de table											1	
Linge ; de table ; chemises											1	
Linge ; de table ; neuf											1	
Linge ; de table ; ouvré											1	
Linge ; divers											1	
Linge ; vieux											1	
linge travaillé	Linge ; travaillé	Linge ; travaillé	cheap linen cloth	lijnwaad (bewerkt)	worked linen	guilders		1	1	0	0	
Linge vieux	Linge ; vieux	Linge ; vieux						0	0	1	0	
Lingerie	Lingerie	Lingerie						0	0	1	1	
Lingerie ; de toile de lin	Lingerie ; de toile ; de lin	Lingerie ; de toile ; de lin						0	0	1	0	
Lingerie ; diverse											1	
Lingerie ; diverse ; pour nègres											1	
Lingerie ; en chanvre											1	
Lingerie ; en chemises											1	
Lingerie ; ouvrée											1	
Lingerie ; vieille											1	
Lingeries	Lingerie	Lingerie						0	0	1	0	
Linnieuse	Linnieuse	Linnieuse						0	0	1	0	
Liqueur	Liqueurs	Liqueurs						0	0	1	1	1
Liqueur ; des Isles											1	
Liqueur ; diverses											1	
Liqueur ; en sirop ; melasse											1	
Liqueurs	Liqueurs	Liqueurs						0	0	1	1	
Liqueurs ; Diverses	Liqueurs ; Diverses	Liqueurs ; Diverses						0	0	1	0	
Liqueurs ; Rhum	Liqueurs ; Rhum	Liqueurs ; Rhum						0	0	1	0	
Liqueurs ; sirop ; Fins	Liqueurs ; Sirops ; Fins	Liqueurs ; Sirops ; Fins						0	0	1	0	
Liqueurs ; sirop ; Melasse étranger	Liqueurs ; Sirops ; Mélasse étranger	Liqueurs ; Sirops ; Mélasse étranger						0	0	1	0	
Liqueurs ; Sirops	Liqueurs ; Sirops	Liqueurs ; Sirops						0	0	1	0	
Liqueurs ; Sirops ; Melasse	Liqueurs ; Sirops ; Mélasse	Liqueurs ; Sirops ; Mélasse						0	0	1	0	
Liqueurs ; Taffia	Liqueurs ; Tafia	Liqueurs ; Tafia						0	0	1	0	
Liqueurs ; Taffin	Liqueurs ; Tafia	Liqueurs ; Tafia						0	0	1	0	
liqueurs distillées	Liqueurs ; distillées	Liqueurs ; distillées		gedistilleerde likeuren	spirituous liquors	guilders		1	1	0	0	
Liqueurs diverses	Liqueurs ; Diverses	Liqueurs ; Diverses						0	0	1	0	
Liqueurs et sirops	Liqueurs ; Sirops	Liqueurs ; Sirops						0	0	0	0	
lisières et rognures de drap	Lisières et rognures ; de drap	Lisières et rognures ; de drap		laken (zomen en snippers)	snips and rags of broadcloth	guilders	rognure et lisière de drap	1	1	0	0	
Lissoirs de verre	Lissoirs de verre	Lissoirs de verre						0	0	1	0	
Lit ; garny	Lit ; garny	Lit ; garny						0	0	1	0	
Lit-clos/alcôve												1
Litarge	Litarge	Drogues ; métalliques ; Litharge						0	0	1	0	
litarge	Litarge	Drogues ; métalliques ; Litharge		loodglit	litharge	pounds	letarge	1	1	0	0	
Literie												1
litières	Lisière	Lisière		draagstoelen	litters	pieces		1	1	0	0	
Lits ; de Bourre	Lits ; de Bourre	Lits ; de Bourre						0	0	1	0	
Lits ; de bours	Lits ; de Bourre	Lits ; de Bourre						0	0	1	0	
