line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois divers,,,3767,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
2,National partenaires manquants,1790,,,La Guadeloupe,Imports,Bois divers,,,640,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
3,National partenaires manquants,1790,,,Cayenne et Guyanne,Imports,Bois divers,,,2546,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
4,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois d'acajou et autres pour meubles,,,88971,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
5,National partenaires manquants,1790,,,La Martinique,Imports,Bois d'acajou et autres pour meubles,,,4446,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
6,National partenaires manquants,1790,,,La Guadeloupe,Imports,Bois d'acajou et autres pour meubles,,,270,,,,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
7,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois de Campeche,,,118167,,851722,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
8,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois de Gayac,,,35952,,255455,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
9,National partenaires manquants,1790,,,La Martinique,Imports,Bois de Gayac,,,12723,,127945,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
10,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois de Merrain en douves,,,1500,,10000,nombre,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
11,National partenaires manquants,1790,,,La Martinique,Imports,Bois de Merrain en douves,,,11767,,77781,nombre,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
12,National partenaires manquants,1790,,,La Guadeloupe,Imports,Bois de Merrain en douves,,,1050,,7000,nombre,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
13,National partenaires manquants,1790,,,Saint Domingue,Imports,Bois de Sainte Marthe,,,15646,,52154,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
14,National partenaires manquants,1790,,,Saint Domingue,Imports,Cacao,,,104699,,175344,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
15,National partenaires manquants,1790,,,La Martinique,Imports,Cacao,,,383852,,689060,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
16,National partenaires manquants,1790,,,La Guadeloupe,Imports,Cacao,,,33826,,53804,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
17,National partenaires manquants,1790,,,Saint Domingue,Imports,Caffé,,,85266095,,78494490,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
18,National partenaires manquants,1790,,,La Martinique,Imports,Caffé,,,11089698,,9611182,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
19,National partenaires manquants,1790,,,La Guadeloupe,Imports,Caffé,,,8013854,,7421671,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
20,National partenaires manquants,1790,,,Cayenne et Guyanne,Imports,Caffé,,,59305,,56084,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
21,National partenaires manquants,1790,,,Saint Domingue,Imports,Canefice,,,7557,,8996,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
22,National partenaires manquants,1790,,,La Martinique,Imports,Canefice,,,138589,,164987,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
23,National partenaires manquants,1790,,,La Guadeloupe,Imports,Canefice,,,4487,,5343,livres,,sources/National partenaires manquants/ANOM_07_DFC_306_partner_Colonies_Imports_1790.csv,ANOM 07 DFC 306,4,,,,,Paul Chagnaud,,,,,,,,,,,,
