line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
35,National partenaires manquants,1752,,,Danemark,Exports,Amandes ; cassées,,,93,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,
63,National partenaires manquants,1752,,,Danemark,Exports,Anchois,,,427,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,
96,National partenaires manquants,1752,,,Danemark,Exports,Argenterie,,,14991,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,192364,,,,Annick Davis,,,,,,,,,,,
172,National partenaires manquants,1752,,,Danemark,Exports,Bas ; de Soye,,,1113,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",101,3492571,,,,Annick Davis,,,,,,,,,,,
216,National partenaires manquants,1752,,,Danemark,Exports,Beurre,,,261,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",103,305731,,,,Annick Davis,,,,,,,,,,,
228,National partenaires manquants,1752,,,Danemark,Exports,Bierre,,,205,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",103,2281,,,,Annick Davis,,,,,,,,,,,
247,National partenaires manquants,1752,,,Danemark,Exports,Bleu ; de Prusse,,,240,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,306,,,,Annick Davis,,,,,,,,,,,
307,National partenaires manquants,1752,,,Danemark,Exports,Bonnets ; de coton,,,80,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",107,396899,,,,Annick Davis,,,,,,,,,,,
362,National partenaires manquants,1752,,,Danemark,Exports,Bouteilles ; de verre,,,40,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",108,29799,,,,Annick Davis,,,,,,,,,,,
401,National partenaires manquants,1752,,,Danemark,Exports,Bray ; Sec,,,108,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",110,147166,,,,Annick Davis,,,,,,,,,,,
422,National partenaires manquants,1752,,,Danemark,Exports,Cacao,,,428,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",111,1980671,,,,Annick Davis,,,,,,,,,,,
439,National partenaires manquants,1752,,,Danemark,Exports,Caffé ; des Isles,,,215582,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",111,15838949,,,,Annick Davis,,,,,,,,,,,
501,National partenaires manquants,1752,,,Danemark,Exports,Capres,,,28,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",113,68991,,,,Annick Davis,,,,,,,,,,,
573,National partenaires manquants,1752,,,Danemark,Exports,Chandelle,,,10,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",116,40690,,,,Annick Davis,,,,,,,,,,,
588,National partenaires manquants,1752,,,Danemark,Exports,Chapeaux ; castors,,,4064,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",116,1575594,,,,Annick Davis,,,,,,,,,,,
596,National partenaires manquants,1752,,,Danemark,Exports,Chapeaux ; mi castors,,,1188,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Danemark_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",117,1575594,,,,Annick Davis,,,,,,,,,,,
