line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
5,National partenaires manquants,1752,,,Espagne,Imports,Acier,,,1052.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,
24,National partenaires manquants,1752,,,Espagne,Imports,Ails,,,4523,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,4653,,,,Annick Davis,,,,,,,,,,,
30,National partenaires manquants,1752,,,Espagne,Imports,Alquitra,,,120,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,120,,,,Annick Davis,,,,,,,,,,,
44,National partenaires manquants,1752,,,Espagne,Imports,Amandes ; cassées,,,66570.89999999999,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,70853,,,,Annick Davis,,,,,,,,,,,
49,National partenaires manquants,1752,,,Espagne,Imports,Amandes ; en coques,,,2010,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,70853,,,,Annick Davis,,,,,,,,,,,
63,National partenaires manquants,1752,,,Espagne,Imports,Anchois,,,12225.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,14101,,,,Annick Davis,,,,,,,,,,,
68,National partenaires manquants,1752,,,Espagne,Imports,Ancres ; de fer,,,33325.4,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,70911,,,,Annick Davis,,,,,,,,,,,
74,National partenaires manquants,1752,,,Espagne,Imports,Anis,,,13037.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,16209,,,,Annick Davis,,,,,,,,,,,
78,National partenaires manquants,1752,,,Espagne,Imports,Anspects,,,60,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,588,,,,Annick Davis,,,,,,,,,,,
107,National partenaires manquants,1752,,,Espagne,Imports,Asnes,,,250,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,280,,,,Annick Davis,,,,,,,,,,,
111,National partenaires manquants,1752,,,Espagne,Imports,Avirons,,,10555.1,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,17467,,,,Annick Davis,,,,,,,,,,,
118,National partenaires manquants,1752,,,Espagne,Imports,Avoine,,,3624,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,272948,,,,Annick Davis,,,,,,,,,,,
133,National partenaires manquants,1752,,,Espagne,Imports,Balais ; de palmes,,,3830.2,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",100,11490,,,,Annick Davis,,,,,,,,,,,
147,National partenaires manquants,1752,,,Espagne,Imports,Bas ; de coton,,,1000,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",101,238654,,,,Annick Davis,,,,,,,,,,,
152,National partenaires manquants,1752,,,Espagne,Imports,Bas ; d'Estame,,,636,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",101,238654,,,,Annick Davis,,,,,,,,,,,
153,National partenaires manquants,1752,,,Espagne,Imports,Bas ; de fil,,,247.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",101,238654,,,,Annick Davis,,,,,,,,,,,
160,National partenaires manquants,1752,,,Espagne,Imports,Bas ; de laine,,,143.2,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",101,238654,,,,Annick Davis,,,,,,,,,,,
170,National partenaires manquants,1752,,,Espagne,Imports,Batteaux ; neufs,,,120,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",102,720,,,,Annick Davis,,,,,,,,,,,
176,National partenaires manquants,1752,,,Espagne,Imports,Baume ; du Perou,,,7500,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",102,25336,,,,Annick Davis,,,,,,,,,,,
180,National partenaires manquants,1752,,,Espagne,Imports,Bazannes ; tannées,,,102.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",102,2171,,,,Annick Davis,,,,,,,,,,,
203,National partenaires manquants,1752,,,Espagne,Imports,Beurre,,,3064,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",103,931992,,,,Annick Davis,,,,,,,,,,,
225,National partenaires manquants,1752,,,Espagne,Imports,Bled ; froment,,,67080,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,24041999,,,,Annick Davis,,,,,,,,,,,
235,National partenaires manquants,1752,,,Espagne,Imports,Bled ; Seigle,,,1875,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,24041999,,,,Annick Davis,,,,,,,,,,,
251,National partenaires manquants,1752,,,Espagne,Imports,Bois ; de Brezil,,,5730,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,2266155,,,,Annick Davis,,,,,,,,,,,
257,National partenaires manquants,1752,,,Espagne,Imports,Bois ; à bruler,,,51918.6,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,2266155,,,,Annick Davis,,,,,,,,,,,
268,National partenaires manquants,1752,,,Espagne,Imports,Bois ; de campesche,,,179437.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",105,2266155,,,,Annick Davis,,,,,,,,,,,
279,National partenaires manquants,1752,,,Espagne,Imports,Bois ; d'Ebenne,,,162.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",105,2266155,,,,Annick Davis,,,,,,,,,,,
289,National partenaires manquants,1752,,,Espagne,Imports,Bois ; de gayac,,,80.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",105,2266155,,,,Annick Davis,,,,,,,,,,,
316,National partenaires manquants,1752,,,Espagne,Imports,Bois ; merrain ; à tonneaux,,,7940,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
320,National partenaires manquants,1752,,,Espagne,Imports,Bois ; d'orignelle,,,12,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
328,National partenaires manquants,1752,,,Espagne,Imports,Bois ; de Ste Marthe,,,9961.799999999999,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
331,National partenaires manquants,1752,,,Espagne,Imports,Bois ; de sapin,,,287.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
340,National partenaires manquants,1752,,,Espagne,Imports,Bonnets ; de laine,,,30128.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Espagne_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",107,38094,,,,Annick Davis,,,,,,,,,,,
