line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National partenaires manquants,1752,,,Hollande,Imports,Acacia,,,30,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,30,,,,Annick Davis,,,,,,,,,,,,,
2,National partenaires manquants,1752,,,Hollande,Imports,Achia,,,17.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,18,,,,Annick Davis,,,,,,,,,,,,,
7,National partenaires manquants,1752,,,Hollande,Imports,Acier,,,123864.4,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,,
14,National partenaires manquants,1752,,,Hollande,Imports,Agaric,,,90,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1100,,,,Annick Davis,,,,,,,,,,,,,
18,National partenaires manquants,1752,,,Hollande,Imports,Agathe,,,1900,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1900,,,,Annick Davis,,,,,,,,,,,,,
22,National partenaires manquants,1752,,,Hollande,Imports,Aiguilles,,,13142,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,409927,,,,Annick Davis,,,,,,,,,,,,,
28,National partenaires manquants,1752,,,Hollande,Imports,Aloës,,,53.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,3126,,,,Annick Davis,,,,,,,,,,,,,
31,National partenaires manquants,1752,,,Hollande,Imports,Alumettes,,,322.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,358,,,,Annick Davis,,,,,,,,,,,,,
35,National partenaires manquants,1752,,,Hollande,Imports,Alun,,,51884.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,249601,,,,Annick Davis,,,,,,,,,,,,,
45,National partenaires manquants,1752,,,Hollande,Imports,Amandes ; cassées,,,76.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,70853,,,,Annick Davis,,,,,,,,,,,,,
50,National partenaires manquants,1752,,,Hollande,Imports,Ambre ; carabé,,,16710,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,20068,,,,Annick Davis,,,,,,,,,,,,,
51,National partenaires manquants,1752,,,Hollande,Imports,Ambre ; gris,,,81.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,20068,,,,Annick Davis,,,,,,,,,,,,,
55,National partenaires manquants,1752,,,Hollande,Imports,Ambre ; jaune,,,58,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,20068,,,,Annick Davis,,,,,,,,,,,,,
57,National partenaires manquants,1752,,,Hollande,Imports,Ameçons,,,125,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,125,,,,Annick Davis,,,,,,,,,,,,,
59,National partenaires manquants,1752,,,Hollande,Imports,Amidon,,,50278.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,196000,,,,Annick Davis,,,,,,,,,,,,,
62,National partenaires manquants,1752,,,Hollande,Imports,Anabas,,,129250,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,129250,,,,Annick Davis,,,,,,,,,,,,,
69,National partenaires manquants,1752,,,Hollande,Imports,Ancres ; de fer,,,9677,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,70911,,,,Annick Davis,,,,,,,,,,,,,
83,National partenaires manquants,1752,,,Hollande,Imports,Antimoine,,,12.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,128,,,,Annick Davis,,,,,,,,,,,,,
84,National partenaires manquants,1752,,,Hollande,Imports,Antolphe ; de geroffle,,,525,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,525,,,,Annick Davis,,,,,,,,,,,,,
86,National partenaires manquants,1752,,,Hollande,Imports,Arbres ; à planter,,,400,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,685,,,,Annick Davis,,,,,,,,,,,,,
87,National partenaires manquants,1752,,,Hollande,Imports,Arcenic,,,7782.4,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,28138,,,,Annick Davis,,,,,,,,,,,,,
94,National partenaires manquants,1752,,,Hollande,Imports,Argent ; vif,,,24624.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,109255,,,,Annick Davis,,,,,,,,,,,,,
100,National partenaires manquants,1752,,,Hollande,Imports,Argenterie,,,1197,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,16889,,,,Annick Davis,,,,,,,,,,,,,
103,National partenaires manquants,1752,,,Hollande,Imports,Armes ; à feu,,,17490,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Hollande_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,160008,,,,Annick Davis,,,,,,,,,,,,,
