line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
48,National partenaires manquants,1752,,,Portugal,Imports,Amandes ; cassées,,,14,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,70853,,,,Annick Davis,,,,,,,,,,,
53,National partenaires manquants,1752,,,Portugal,Imports,Ambre ; gris,,,72,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,20068,,,,Annick Davis,,,,,,,,,,,
66,National partenaires manquants,1752,,,Portugal,Imports,Anchois,,,580,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,14101,,,,Annick Davis,,,,,,,,,,,
254,National partenaires manquants,1752,,,Portugal,Imports,Bois ; de Brezil,,,66584.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",104,2266155,,,,Annick Davis,,,,,,,,,,,
283,National partenaires manquants,1752,,,Portugal,Imports,Bois ; de fernambourg,,,10112.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",105,2266155,,,,Annick Davis,,,,,,,,,,,
294,National partenaires manquants,1752,,,Portugal,Imports,Bois ; de Jaraconda,,,73838,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",105,2266155,,,,Annick Davis,,,,,,,,,,,
301,National partenaires manquants,1752,,,Portugal,Imports,Bois ; de marqueterie,,,13206.3,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
325,National partenaires manquants,1752,,,Portugal,Imports,Bois ; de palissandre,,,15174.4,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",106,2266155,,,,Annick Davis,,,,,,,,,,,
419,National partenaires manquants,1752,,,Portugal,Imports,Cacao,,,62818,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",111,991648,,,,Annick Davis,,,,,,,,,,,
438,National partenaires manquants,1752,,,Portugal,Imports,Canelle,,,3000,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",112,457747,,,,Annick Davis,,,,,,,,,,,
507,National partenaires manquants,1752,,,Portugal,Imports,Chair ; Salée,,,50,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",115,5629,,,,Annick Davis,,,,,,,,,,,
550,National partenaires manquants,1752,,,Portugal,Imports,Chataignes,,,21.8,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",118,25935,,,,Annick Davis,,,,,,,,,,,
581,National partenaires manquants,1752,,,Portugal,Imports,Chocolat,,,702,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",119,13375,,,,Annick Davis,,,,,,,,,,,
603,National partenaires manquants,1752,,,Portugal,Imports,Citrons,,,11809.6,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",120,66997,,,,Annick Davis,,,,,,,,,,,
624,National partenaires manquants,1752,,,Portugal,Imports,Cocos,,,2415,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",121,2415,,,,Annick Davis,,,,,,,,,,,
646,National partenaires manquants,1752,,,Portugal,Imports,Confitures,,,1064.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",122,45214,,,,Annick Davis,,,,,,,,,,,
687,National partenaires manquants,1752,,,Portugal,Imports,Cornes ; de mouton,,,700,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",123,26439,,,,Annick Davis,,,,,,,,,,,
704,National partenaires manquants,1752,,,Portugal,Imports,Coton ; en laine,,,32296.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",124,6923210,,,,Annick Davis,,,,,,,,,,,
767,National partenaires manquants,1752,,,Portugal,Imports,Cuirs ; de beuf ; en poil,,,992458,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",127,3502785,,,,Annick Davis,,,,,,,,,,,
847,National partenaires manquants,1752,,,Portugal,Imports,Dents ; d'Elephant,,,1417.5,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",130,222187,,,,Annick Davis,,,,,,,,,,,
848,National partenaires manquants,1752,,,Portugal,Imports,Dents ; de morphil,,,16050,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",130,222187,,,,Annick Davis,,,,,,,,,,,
886,National partenaires manquants,1752,,,Portugal,Imports,Eau ; medecinalle ; de fleur d'oranger,,,140,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",134,15336,,,,Annick Davis,,,,,,,,,,,
890,National partenaires manquants,1752,,,Portugal,Imports,Eau ; de senteur ; diverses,,,125,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",135,15336,,,,Annick Davis,,,,,,,,,,,
907,National partenaires manquants,1752,,,Portugal,Imports,Ecorce ; de citron,,,3317.6,0,,,,sources/National partenaires manquants/BM_Rouen_Montbret_155-1_partner_Portugal_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",136,5273,,,,Annick Davis,,,,,,,,,,,
