line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
49,National partenaires manquants,1783,,,Etats-Unis,Exports,Métaux divers en fer plomb et cuivre,,,60700,,219340,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,,,,,,,,,,,
50,National partenaires manquants,1783,,,Etats-Unis,Exports,Bonneterie de fil et coton,,,52420,,5014,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
51,National partenaires manquants,1783,,,Etats-Unis,Exports,Bonneterie de Laine,,,106550,,10726,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
52,National partenaires manquants,1783,,,Etats-Unis,Exports,Bonneterie de soye,,,246900,,4938,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
53,National partenaires manquants,1783,,,Etats-Unis,Exports,Chapeaux de toutes sortes,,,207000,,37993,nombre,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
54,National partenaires manquants,1783,,,Etats-Unis,Exports,Couvertures,,,95400,,47700,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
55,National partenaires manquants,1783,,,Etats-Unis,Exports,Draperies de toutes sortes,,,2126940,,273050,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
56,National partenaires manquants,1783,,,Etats-Unis,Exports,Etoffes de coton,,,253800,,25364,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
57,National partenaires manquants,1783,,,Etats-Unis,Exports,Etoffes de laine,,,477950,,75870,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
58,National partenaires manquants,1783,,,Etats-Unis,Exports,Etoffes de soye,,,959380,,19198,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Exports_1783.csv,AN F12 1835,7,,,,,Paul CHEVRET,,Objets manufacturés,,,,,,,,,,
