line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
56,National partenaires manquants,1787,,,Monde réexports,Exports,Cacao,Colonies françaises,,665794,,1238271,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
57,National partenaires manquants,1787,,,Monde réexports,Exports,Caffé,Colonies françaises,,68390053,,72795923,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
58,National partenaires manquants,1787,,,Monde réexports,Exports,Coton,Colonies françaises,,7542267,,3073561,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
59,National partenaires manquants,1787,,,Monde réexports,Exports,Gingembre,Colonies françaises,,9822,,34600,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
60,National partenaires manquants,1787,,,Monde réexports,Exports,Indigo,Colonies françaises,,5807956,,600919,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
61,National partenaires manquants,1787,,,Monde réexports,Exports,Mélasse des raffineries des Isles et du Royaume,Colonies françaises,,1463688,,8332775,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
62,National partenaires manquants,1787,,,Monde réexports,Exports,Rocou,Colonies françaises,,180231,,225290,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
63,National partenaires manquants,1787,,,Monde réexports,Exports,Sucre brut,Colonies françaises,,9693014,,28161221,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
64,National partenaires manquants,1787,,,Monde réexports,Exports,Sucre blanc terré et tête,Colonies françaises,,45349519,,82453678,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
65,National partenaires manquants,1787,,,Monde réexports,Exports,Sucre en pain et raffiné,Colonies françaises,,1373530,,1606870,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_14_partner_Monde_Reexports_Exports_1787.csv,ANOM Col F2 B 14 (tableau 13bis),2,,,,,Paul Chagnaud,,,,,,,,,,,,
