dataentryby	Source	year	sheet	marchandises	pays	quantit	value	leurvaleursub~1	leurvaleursub~2	total	Remarks	exportsimports	numrodeligne
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Levant	1300	7000	5042420	18485138	45666467		Imports	2286
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Nord	100	1000	5042420	18485138	45666467		Imports	2287
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Portugal	15516	135815	5042420	18485138	45666467		Imports	2288
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Savoye	2816	14230	5042420	18485138	45666467		Imports	2289
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Isles	197445	1974450	5042420	18485138	45666467		Imports	2290
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Guinée	10165	101650	5042420	18485138	45666467		Imports	2291
Milewski	AN F12 243	1776	140	"Toile ; de lin ; blanche"	Indes	8	3200	5042420	18485138	45666467		Imports	2292
Milewski	AN F12 243	1776	140	"Toile ; de lin ; Cholet"	Espagne	36064	135240	2143531	18485138	45666467		Imports	2293
Milewski	AN F12 243	1776	140	"Toile ; de lin ; Cholet"	Hollande	1040	3900	2143531	18485138	45666467		Imports	2294
Milewski	AN F12 243	1776	140	"Toile ; de lin ; Cholet"	Isles	197533	1975333	2143531	18485138	45666467		Imports	2295
Milewski	AN F12 243	1776	140	"Toile ; de lin ; Cholet"	Guinée	7749	29058	2143531	18485138	45666467		Imports	2296
Milewski	AN F12 243	1776	140	"Toile ; de lin ; diverses"	Italie	31892	111622	161235	18485138	45666467		Imports	2297
Milewski	AN F12 243	1776	140	"Toile ; de lin ; diverses"	Naples	12961	45363	161235	18485138	45666467		Imports	2298
Milewski	AN F12 243	1776	140	"Toile ; de lin ; diverses"	Guinée	3400	4250	161235	18485138	45666467		Imports	2299
Milewski	AN F12 243	1776	140	"Toile ; de lin ; fine"	Angleterre	421	2105	18485138		45666467		Imports	2300
Milewski	AN F12 243	1776	140	"Toile ; de lin ; de Laval"	Allemagne	140	1400	779179	18485138	45666467		Imports	2301
Milewski	AN F12 243	1776	140	"Toile ; de lin ; de Laval"	Espagne	99740	447402	779179	18485138	45666467		Imports	2302
Milewski	AN F12 243	1776	140	"Toile ; de lin ; de Laval"	Isles	47311	330377	779179	18485138	45666467		Imports	2303
Milewski	AN F12 243	1776	140	"Toile ; de lin ; lingerie"	Allemagne	300	3000	7211	18485138	45666467		Imports	2304
Milewski	AN F12 243	1776	140	"Toile ; de lin ; lingerie"	Angleterre	170	1700	7211	18485138	45666467		Imports	2305
Milewski	AN F12 243	1776	140	"Toile ; de lin ; lingerie"	Espagne	251	2511	7211	18485138	45666467		Imports	2306
Milewski	AN F12 243	1776	142	"Toile ; Id ; ouvrée"	Espagne	598	4186	18485138		45666467		Imports	2307
Milewski	AN F12 243	1776	142	"Toile ; Id ; Royale"	Isles	1750	17500	18485138		45666467		Imports	2308
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Allemagne	25414	711592	5063963	18485138	45666467		Imports	2309
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Angleterre	475	13300	5063963	18485138	45666467		Imports	2310
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Espagne	100304	2737877	5063963	18485138	45666467		Imports	2311
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Geneve	80	2240	5063963	18485138	45666467		Imports	2312
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Hollande	5340	149520	5063963	18485138	45666467		Imports	2313
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Italie	20693	579404	5063963	18485138	45666467		Imports	2314
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Naples	2180	61040	5063963	18485138	45666467		Imports	2315
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Genes	1315	36680	5063963	18485138	45666467		Imports	2316
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Levant	70	1960	5063963	18485138	45666467		Imports	2317
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Portugal	8515	238770	5063963	18485138	45666467		Imports	2318
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Russie	1335	37380	5063963	18485138	45666467		Imports	2319
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Savoye	1100	30800	5063963	18485138	45666467		Imports	2320
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Suisse	2790	78120	5063963	18485138	45666467		Imports	2321
Milewski	AN F12 243	1776	142	"Toile ; Id ; de St Quentin"	Isles	13675	385280	5063963	18485138	45666467		Imports	2322
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Allemagne	26476	105904	5223000	18485138	45666467		Imports	2323
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Angleterre	171534	686136	5223000	18485138	45666467		Imports	2324
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Espagne	7595	30368	5223000	18485138	45666467		Imports	2325
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Flandre	1091061	4364244	5223000	18485138	45666467		Imports	2326
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Hollande	6776	27084	5223000	18485138	45666467		Imports	2327
Milewski	AN F12 243	1776	142	"Toile ; Id ; de Valencienne"	Italie	2316	9264	5223000	18485138	45666467		Imports	2328
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Allemagne	14723	59649	294715		45666467		Imports	2329
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Espagne		4830	294715		45666467		Imports	2330
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Flandre		7680	294715		45666467		Imports	2331
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Geneve	515	2060	294715		45666467		Imports	2332
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Italie	1665	6660	294715		45666467		Imports	2333
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Levant	5480	21920	294715		45666467		Imports	2334
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Suisse	360	1440	294715		45666467		Imports	2335
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Isles	45921	183686	294715		45666467		Imports	2336
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Guinée	370	3700	294715		45666467		Imports	2337
Milewski	AN F12 243	1776	142	"Toile ; linge de table"	Indes	5	3090	294715		45666467		Imports	2338
Milewski	AN F12 243	1776	142	"Toile ; à matelat"	Isles	795	2782	 		45666467		Imports	2339
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Angleterre	810	4050	1979608		45666467		Imports	2340
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Espagne	10790	56130	1979608		45666467		Imports	2341
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Flandre	250	1250	1979608		45666467		Imports	2342
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Hollande	938	2814	1979608		45666467		Imports	2343
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Italie	44839	224195	1979608		45666467		Imports	2344
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Naples	12049	60245	1979608		45666467		Imports	2345
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Genes	12375	61875	1979608		45666467		Imports	2346
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Venise	1100	5500	1979608		45666467		Imports	2347
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Levant	1841	9205	1979608		45666467		Imports	2348
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Portugal	1125	5625	1979608		45666467		Imports	2349
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Savoye	3633	18165	1979608		45666467		Imports	2350
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Isles	114458	569695	1979608		45666467		Imports	2351
Milewski	AN F12 243	1776	142	"Toile ; peinte"	Guinée	102172	960859	1979608		45666467		Imports	2352
Milewski	AN F12 243	1776	142	"Toile ; Polonnaise"	Isles	600	3000			45666467		Imports	2353
Milewski	AN F12 243	1776	142	Toile de Rouen	Isles	9425	94250			45666467		Imports	2354
Milewski	AN F12 243	1776	144	"Toile ; serpilliere"	Angleterre	1430	1072			45666467		Imports	2355
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Allemagne	47636	235415	1533459		45666467		Imports	2356
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Angleterre	423	2115	1533459		45666467		Imports	2357
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Espagne	37898	173668	1533459		45666467		Imports	2358
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Flandre	27688	138440	1533459		45666467		Imports	2359
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Geneve	11775	58875	1533459		45666467		Imports	2360
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Hollande	18043	60215	1533459		45666467		Imports	2361
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Italie	79162	371472	1533459		45666467		Imports	2362
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Naples	5553	19435	1533459		45666467		Imports	2363
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Genes	2711	9488	1533459		45666467		Imports	2364
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Nord	1796	8980	1533459		45666467		Imports	2365
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Russie	300	1500	1533459		45666467		Imports	2366
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Savoye	70962	353910	1533459		45666467		Imports	2367
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Suisse	6558	33045	1533459		45666467		Imports	2368
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Isles	20111	40222	1533459		45666467		Imports	2369
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Guinée	3895	19475	1533459		45666467		Imports	2370
Milewski	AN F12 243	1776	144	"Toile ; siamoik"	Indes	3602	7204	1533459		45666467		Imports	2371
Milewski	AN F12 243	1776	144	"Toile ; de Suisse"	Espagne	4300	12900			45666467		Imports	2372
Milewski	AN F12 243	1776	144	"Toile ; teinte"	Espagne	4560	19893	25823		45666467		Imports	2373
Milewski	AN F12 243	1776	144	"Toile ; teinte"	Italie	876	4380	25823		45666467		Imports	2374
Milewski	AN F12 243	1776	144	"Toile ; teinte"	Portugal	310	1550	25823		45666467		Imports	2375
Milewski	AN F12 243	1776	144	"Toile ; à voile"	Isles	218	10915	34750		45666467		Imports	2376
Milewski	AN F12 243	1776	144	"Toile ; à voile"	Guinée	7566	18915	34750		45666467		Imports	2377
Milewski	AN F12 243	1776	144	"Toile ; à voile"	Indes	328	4920	34750		45666467		Imports	2378
Milewski	AN F12 243	1776	144	Tournesol	Hollande	24655	4931					Imports	2379
Milewski	AN F12 243	1776	144	Truffes	Savoye	2237	3355					Imports	2380
Milewski	AN F12 243	1776	144	Tuffaux	Isles	14966	3741					Imports	2381
Milewski	AN F12 243	1776	144	Tuilles	Allemagne	107725	2693	53886				Imports	2382
Milewski	AN F12 243	1776	144	Tuilles	Isles	4148	49099	53886				Imports	2383
Milewski	AN F12 243	1776	144	Tuilles	Guinée	105	2094	53886				Imports	2384
Milewski	AN F12 243	1776	144	Vaches	Allemagne	3389	98718			213077		Imports	2385
Milewski	AN F12 243	1776	144	Vaches	Angleterre	371	21930			213077		Imports	2386
Milewski	AN F12 243	1776	144	Vaches	Espagne	89	5460			213077		Imports	2387
Milewski	AN F12 243	1776	144	Vaches	Flandre	90	4540			213077		Imports	2388
Milewski	AN F12 243	1776	144	Vaches	Savoye	850	43040			213077		Imports	2389
Milewski	AN F12 243	1776	144	Vaches	Suisse	1070	39389			213077		Imports	2390
Milewski	AN F12 243	1776	146	Verdet	Angleterre	50875	42969			292885		Imports	2391
Milewski	AN F12 243	1776	146	Verdet	Espagne	79053	70896			292885		Imports	2392
Milewski	AN F12 243	1776	146	Verdet	Hollande	44140	36180			292885		Imports	2393
Milewski	AN F12 243	1776	146	Verdet	Italie	97657	89552			292885		Imports	2394
Milewski	AN F12 243	1776	146	Verdet	Naples	4315	4315			292885		Imports	2395
Milewski	AN F12 243	1776	146	Verdet	Genes	14098	14098			292885		Imports	2396
Milewski	AN F12 243	1776	146	Verdet	Venise	2300	2300			292885		Imports	2397
Milewski	AN F12 243	1776	146	Verdet	Levant	8898	8898			292885		Imports	2398
Milewski	AN F12 243	1776	146	Verdet	Nord	3560	3802			292885		Imports	2399
Milewski	AN F12 243	1776	146	Verdet	Portugal	4510	4510			292885		Imports	2400
Milewski	AN F12 243	1776	146	Verdet	Savoye	11325	11325			292885		Imports	2401
Milewski	AN F12 243	1776	146	Verdet	Suede	2960	2960			292885		Imports	2402
Milewski	AN F12 243	1776	146	Verdet	Indes	9	1080			292885		Imports	2403
Milewski	AN F12 243	1776	146	Vermichel	Isles	68860	17415					Imports	2404
Milewski	AN F12 243	1776	146	Vermillon	Italie	1631	8155			116595		Imports	2405
Milewski	AN F12 243	1776	146	Vermillon	Genes	500	2500			116595		Imports	2406
Milewski	AN F12 243	1776	146	Vermillon	Levant	21188	105940			116595		Imports	2407
Milewski	AN F12 243	1776	146	"Verres ; blancs"	Flandre	27857	55714			407111		Imports	2408
Milewski	AN F12 243	1776	146	"Verres ; communs"	Espagne	1110	1665	64373		407111		Imports	2409
Milewski	AN F12 243	1776	146	"Verres ; communs"	Isles	25748	25748	64373		407111		Imports	2410
Milewski	AN F12 243	1776	146	"Verres ; communs"	Indes	36960	36960	64373		407111		Imports	2411
Milewski	AN F12 243	1776	146	"Verres ; et goblets"	Allemagne	4222	2955	14001		407111		Imports	2412
Milewski	AN F12 243	1776	146	"Verres ; et goblets"	Flandre	15780	11046	14001		407111		Imports	2413
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Allemagne	2910	1164	273023		407111		Imports	2414
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Angleterre	327	11460	273023		407111		Imports	2415
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Danemark	2998	2998	273023		407111		Imports	2416
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Espagne	28149	26149	273023		407111		Imports	2417
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Flandre	4906	1962	273023		407111		Imports	2418
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Hollande	5715	199477	273023		407111		Imports	2419
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Italie	5688	2844	273023		407111		Imports	2420
Milewski	AN F12 243	1776	146	"Verres ; à vitres"	Nord	767	26969	273023		407111		Imports	2421
Milewski	AN F12 243	1776	148	"Vin ; d'Amont"	Danemark	11	2875	1132087		30420068		Imports	2422
Milewski	AN F12 243	1776	148	"Vin ; d'Amont"	Flandre	3913	978250	1132087		30420068		Imports	2423
Milewski	AN F12 243	1776	148	"Vin ; d'Amont"	Hollande	223	55875	1132087		30420068		Imports	2424
Milewski	AN F12 243	1776	148	"Vin ; d'Amont"	Nord	380	95087	1132087		30420068		Imports	2425
Milewski	AN F12 243	1776	148	"vin ; d'Aubagne"	Isles	137	10960	23110		30420068		Imports	2426
Milewski	AN F12 243	1776	148	"vin ; d'Aubagne"	Guinée	64	3200	23110		30420068		Imports	2427
Milewski	AN F12 243	1776	148	"vin ; d'Aubagne"	Indes	179	8950	23110		30420068		Imports	2428
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Angleterre	974	487516	1142478	21183239	30420068		Imports	2429
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Danemark	13	1290	1142478	21183239	30420068		Imports	2430
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Espagne	43	4378	1142478	21183239	30420068		Imports	2431
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Flandre	22	1000	1142478	21183239	30420068		Imports	2432
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Isles	2714	271390	1142478	21183239	30420068		Imports	2433
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Guinée	3078	307820	1142478	21183239	30420068		Imports	2434
Milewski	AN F12 243	1776	148	"Vin ; de Bordeaux"	Indes	172	69084	1142478	21183239	30420068		Imports	2435
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de Blaye"	Isles	47	11610	12960	21183239	30420068		Imports	2436
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de Blaye"	Indes	4	1350	12960	21183239	30420068		Imports	2437
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Angleterre	752	301000	4440561	21183239	30420068		Imports	2438
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Danemark	472	118000	4440561	21183239	30420068		Imports	2439
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Espagne	193	48250	4440561	21183239	30420068		Imports	2440
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Flandre	181	45312	4440561	21183239	30420068		Imports	2441
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Hollande	6704	1676062	4440561	21183239	30420068		Imports	2442
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Nord	4940	1235125	4440561	21183239	30420068		Imports	2443
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Russie	385	96312	4440561	21183239	30420068		Imports	2444
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Suede	383	95875	4440561	21183239	30420068		Imports	2445
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Isles	3191	797750	4440561	21183239	30420068		Imports	2446
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de haut"	Indes	107	26875	4440561	21183239	30420068		Imports	2447
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Angleterre	1578	1262600	15587240	21183239	30420068		Imports	2448
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Danemark	887	266200	15587240	21183239	30420068		Imports	2449
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Espagne	691	207525	15587240	21183239	30420068		Imports	2450
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Flandre	789	236850	15587240	21183239	30420068		Imports	2451
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Hollande	14510	4353150	15587240	21183239	30420068		Imports	2452
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Nord	17146	5144025	15587240	21183239	30420068		Imports	2453
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Russie	1041	312525	15587240	21183239	30420068		Imports	2454
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Suede	921	276300	15587240	21183239	30420068		Imports	2455
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Isles	11162	3355265	15587240	21183239	30420068		Imports	2456
Milewski	AN F12 243	1776	148	"Vin ; Idem ; de ville"	Indes	538	172800	15587240	21183239	30420068		Imports	2457
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Angleterre	214	81000	171789	527541	30420068		Imports	2458
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Danemark	21	6300	171789	527541	30420068		Imports	2459
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Flandre	43	4314	171789	527541	30420068		Imports	2460
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Geneve	7	1375	171789	527541	30420068		Imports	2461
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Hollande	43	13050	171789	527541	30420068		Imports	2462
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Nord	61	18575	171789	527541	30420068		Imports	2463
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Russie	9	2900	171789	527541	30420068		Imports	2464
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Suede	7	2175	171789	527541	30420068		Imports	2465
Milewski	AN F12 243	1776	148	"Vin ; de Bourgogne"	Suisse	421	42100	171789	527541	30420068		Imports	2466
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Beaume"	Allemagne	1801	180100	287100	527541	30420068		Imports	2467
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Beaume"	Angleterre	3854	2152	287100	527541	30420068		Imports	2468
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Beaume"	Flandre	1000	100033	287100	527541	30420068		Imports	2469
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Beaume"	Suisse	48	4815	287100	527541	30420068		Imports	2470
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Dijon"	Allemagne	137	6850	15612	527541	30420068		Imports	2471
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Dijon"	Flandre	82	4100	15612	527541	30420068		Imports	2472
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Dijon"	Suisse	93	4662	15612	527541	30420068		Imports	2473
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Macon"	Suisse	109	6540	527541		30420068		Imports	2474
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Nuits"	Allemagne	293	43950	46500	527541	30420068		Imports	2475
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Nuits"	Flandre	17	2550	46500	527541	30420068		Imports	2476
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Allemagne	21	3150	146868	1802976	30420068		Imports	2477
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Angleterre	231	92533	146868	1802976	30420068		Imports	2478
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Danemark	3	1500	146868	1802976	30420068		Imports	2479
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Hollande	3	1300	146868	1802976	30420068		Imports	2480
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Nord	58	23333	146868	1802976	30420068		Imports	2481
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Portugal	4	1666	146868	1802976	30420068		Imports	2482
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Russie	49	20066	146868	1802976	30420068		Imports	2483
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Suede	3	1500	146868	1802976	30420068		Imports	2484
Milewski	AN F12 243	1776	150	"Vin ; de Champagne"	Indes	6	1820	146868	1802976	30420068		Imports	2485
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Montagne"	Allemagne	1374	171750	465879	1802976	30420068		Imports	2486
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Montagne"	Angleterre	11	1389	465879	1802976	30420068		Imports	2487
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Montagne"	Flandre	2427	291240	465879	1802976	30420068		Imports	2488
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Montagne"	Hollande	12	1500	465879	1802976	30420068		Imports	2489
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Allemagne	190673	335039	494529	1802976	30420068		Imports	2490
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Angleterre	47196	82493	494529	1802976	30420068		Imports	2491
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Flandre	42802	42802	494529	1802976	30420068		Imports	2492
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Geneve	629	1100	494529	1802976	30420068		Imports	2493
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Hollande	10175	17631	494529	1802976	30420068		Imports	2494
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Italie	2964	5187	494529	1802976	30420068		Imports	2495
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Portugal	600	1050	494529	1802976	30420068		Imports	2496
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Savoye	888	1414	494529	1802976	30420068		Imports	2497
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Reims"	Suisse	4465	7813	494529	1802976	30420068		Imports	2498
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de rivierre"	Allemagne	1211	290820	695700	1802976	30420068		Imports	2499
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de rivierre"	Flandre	1687	404880	695700	1802976	30420068		Imports	2500
Milewski	AN F12 243	1776	150	"Vin ; d'Espagne"	Guinée	2656	10624	11794	79194	30420068		Imports	2501
Milewski	AN F12 243	1776	150	"Vin ; d'Espagne"	Indes	19	1170	11794	79194	30420068		Imports	2502
Milewski	AN F12 243	1776	150	"Vin ; Idem ; de Madères"	Isles	337	67400	79194		30420068		Imports	2503
Milewski	AN F12 243	1776	150	"Vin ; étranger"	Indes	473	47348			30420068		Imports	2504
Milewski	AN F12 243	1776	152	"Vin ; François"	Danemark	341	54640	1142261		30420068		Imports	2505
Milewski	AN F12 243	1776	152	"Vin ; François"	Espagne		9921	1142261		30420068		Imports	2506
Milewski	AN F12 243	1776	152	"Vin ; François"	Flandre	2354	423875	1142261		30420068		Imports	2507
Milewski	AN F12 243	1776	152	"Vin ; François"	Hollande	571	102915	1142261		30420068		Imports	2508
Milewski	AN F12 243	1776	152	"Vin ; François"	Nord	2686	483525	1142261		30420068		Imports	2509
Milewski	AN F12 243	1776	152	"Vin ; François"	Isles	67385	67385	1142261		30420068		Imports	2510
Milewski	AN F12 243	1776	152	"Vin ; de Gensac"	Isles	23	9200	12380		30420068		Imports	2511
Milewski	AN F12 243	1776	152	"Vin ; de Gensac"	Indes	13	3180	12380		30420068		Imports	2512
Milewski	AN F12 243	1776	152	"Vin ; jauge gros bard"	Allemagne	261	32648			30420068		Imports	2513
Milewski	AN F12 243	1776	152	"Vin ; de Langres"	Allemagne	147	17660			30420068		Imports	2514
Milewski	AN F12 243	1776	152	"Vin ; de Languedoc"	Angleterre	2554	255400	926100		30420068		Imports	2515
Milewski	AN F12 243	1776	152	"Vin ; de Languedoc"	Espagne	13	1300	926100		30420068		Imports	2516
Milewski	AN F12 243	1776	152	"Vin ; de Languedoc"	Flandre	2554	255400	926100		30420068		Imports	2517
Milewski	AN F12 243	1776	152	"Vin ; de Languedoc"	Hollande	3555	355500	926100		30420068		Imports	2518
Milewski	AN F12 243	1776	152	"Vin ; de Languedoc"	Italie	586	58500	926100		30420068		Imports	2519
Milewski	AN F12 243	1776	152	"Vin ; de la Rochelle"	Isles	651	78120	152640		30420068		Imports	2520
Milewski	AN F12 243	1776	152	"Vin ; de la Rochelle"	Guinée	621	74520	152640		30420068		Imports	2521
Milewski	AN F12 243	1776	152	"Vin ; de liqueur"	Allemagne	2749	2749	40335		30420068		Imports	2522
Milewski	AN F12 243	1776	152	"Vin ; de liqueur"	Angleterre	900	1800	40335		30420068		Imports	2523
Milewski	AN F12 243	1776	152	"Vin ; de liqueur"	Isles	15911	31822	40335		30420068		Imports	2524
Milewski	AN F12 243	1776	152	"Vin ; de liqueur"	Guinée	5	1534	40335		30420068		Imports	2525
Milewski	AN F12 243	1776	152	"Vin ; de liqueur"	Indes	1215	2430	40335		30420068		Imports	2526
Milewski	AN F12 243	1776	152	"Vin ; de Lyon"	Savoye	205390	20539			30420068		Imports	2527
Milewski	AN F12 243	1776	152	"Vin ; de Madères"	Indes	661	99230			30420068		Imports	2528
Milewski	AN F12 243	1776	152	"Vin ; muscat"	Hollande	89	16141			30420068		Imports	2529
Milewski	AN F12 243	1776	152	"Vin ; Nantais"	Angleterre	18	1800	162675		30420068		Imports	2530
Milewski	AN F12 243	1776	152	"Vin ; Nantais"	Danemark	26	2625	162675		30420068		Imports	2531
Milewski	AN F12 243	1776	152	"Vin ; Nantais"	Flandre	1316	131650	162675		30420068		Imports	2532
Milewski	AN F12 243	1776	152	"Vin ; Nantais"	Hollande	23	2300	162675		30420068		Imports	2533
