marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
"Corail , brut",Corail ; brut,Corail ; brut,,,,,,,,,,,,,,,,1,1,5,79
"Corail , ouvré","Corail , ouvré",Corail ; ouvré,,,,,,,,,,,,,,,,1,1,5,162
Corail ; Brut,Corail ; brut,Corail ; brut,,,,,,0,0,1,,,,,,1,,1,1,1,79
Corail ; Ouvré,Ouvrage ; de corail,Corail ; ouvré,,,,,,0,0,1,,,,,,5,,1,1,5,162
Corail ; blanc,Corail ; blanc,Corail ; blanc,,,,,,0,0,1,,,,,,2,,1,1,3,4
Corail ; brun,Corail ; brun,Corail ; brun,,,,,,,,,,,,,,,,1,1,3,3
Corail ; brut,Corail ; brut,Corail ; brut,,,,,,,,1,,,,,,30,,1,1,51,79
Corail ; de Jardin,Corail ; de jardin,Corail ; de jardin,,,,,,0,0,1,,,,,,3,,1,1,3,23
Corail ; de jardin,Corail ; de jardin,Corail ; de jardin,,,,,,0,0,1,,,,,,7,,1,1,13,23
Corail ; en grabeau,Corail ; en grabeau,Corail ; en grabeau,,,,,,0,0,1,,,,,,1,,1,1,2,2
Corail ; faux,Corail ; faux,Corail ; faux,,,,,,0,0,1,,,,,,3,,1,1,4,4
Corail ; gros,Corail ; gros,Corail ; gros,,,,,,0,0,1,,,,,,2,,1,1,3,3
Corail ; ouvré,Ouvrage ; de corail,Corail ; ouvré,,,,,,0,0,1,,,,,,60,,1,1,97,162
Corail ; rouge,Corail ; rouge,Corail ; rouge,,,,,,0,0,1,,,,,,1,,1,1,1,1
Corail ; terraile,Corail ; terraille,Corail ; terraille,,,,,,0,0,1,,,,,,1,,1,1,1,2
Corail ; terraille,Corail ; terraille,Corail ; terraille,,,,,,0,0,1,,,,,,1,,1,1,1,2
Corail Brut,Corail ; brut,Corail ; brut,,,,,,0,0,1,,,,,,3,,1,1,3,79
Corail blanc,Corail ; blanc,Corail ; blanc,,,,,,,,,,,,,,,,1,1,1,4
Corail brut,Corail ; brut,Corail ; brut,,,,,,0,0,1,,,,,,2,,1,1,15,79
Corail brut et taillé,Corail ; brut et taillé,Corail ; brut et taillé,,,,,,,,,,,,,,,,1,1,23,45
"Corail brut et taillé, non monté",Corail ; brut et taillé,Corail ; brut et taillé,,,,,,,,,,,,,,,,1,1,22,45
Corail de jardin,Corail ; de jardin,Corail ; de jardin,,,,,,,,,,,,,,,,1,1,6,23
Corail ouvré,Ouvrage ; de corail,Corail ; ouvré,,,,,,0,0,1,,,,,,3,,1,1,55,162
Corail taillé non monté,Corail ; taillé,Corail ; taillé,,,,,,,,,,,,,,,,1,1,3,3
Corails,Corail,Corail,,,,,,,,0,1,,,,,0,,1,0,0,0
Corails ; brut,Corail ; brut,Corail ; brut,,,,,,0,0,1,,,,,,2,,1,1,2,79
Corails ouvrés,"Corail , ouvré","Corail , ouvré",,,,,,,,,,,,,,,,1,1,1,1
Coralines ; fines,Coralines ; fines,Coralines ; fines,,,,,,,,,,,,,,,,1,1,1,1
Corbeilles ; d'osier,Corbeilles ; d'oser,Corbeilles ; d'ozier,,,,,,,,,,,,,,,,1,1,8,43
Corbeilles ; d'ozier,Corbeilles ; d'ozier,Corbeilles ; d'ozier,,,,,,0,0,1,,,,,,7,,1,1,15,43
Corbeilles d'osier,Corbeilles ; d'ozier,Corbeilles ; d'ozier,,,,,,0,0,1,,,,,,1,,1,1,1,43
Corbeilles d'ozier,Corbeilles ; d'ozier,Corbeilles ; d'ozier,,,,,,0,0,1,,,,,,16,,1,1,19,43
Corcet ; de Deimette,Corsets ; de Deimette,Corsets ; de Deimette,,,,,,,,,,,,,,,,1,1,1,1
Corcets,Corsets,Corsets,,,,,,0,0,1,,,,,,1,,1,1,1,1
Corcets de toile,Corsets ; de toile,Corsets ; de toile,,,,,,0,0,1,,,,,,1,,1,1,1,1
Cordage,Cordage,Cordage,,,,,,0,0,1,,,,,,2,,1,1,40,310
Cordage ; d'Espars,Cordage ; d'espars,Cordage ; d'espars,,,,,,0,0,1,,,,,,3,,1,1,6,63
Cordage ; d'auf,Cordage ; d'auf,Cordage ; d'auf,,,,,,0,0,1,,,,,,4,,1,1,9,30
Cordage ; d'emballage,Cordage ; d'emballage,Cordage ; d'emballage,,,,,,0,0,1,,,,,,1,,1,1,2,4
Cordage ; d'espars,Cordage ; d'espars,Cordage ; d'espars,,,,,,0,0,1,,,,,,8,,1,1,13,63
Cordage ; de Jongs,Cordage ; de joncs,Cordage ; de jonc,,,,,,0,0,1,,,,,,1,,1,1,1,15
Cordage ; de Satangres,Cordage ; de Satangres,Cordage ; de Satangres,,,,,,,,,,,,,,,,1,1,1,1
Cordage ; de chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,0,0,1,,,,,,43,,1,1,87,395
Cordage ; de jongs,Cordage ; de joncs,Cordage ; de jonc,,,,,,0,0,1,,,,,,1,,1,1,3,15
Cordage ; de thil,Cordage ; de tilleul,Cordage ; de tilleul,,,,,,0,0,1,,,,,,1,,1,1,1,12
Cordage ; de tilleul,Cordage ; de tilleul,Cordage ; de tilleul,,,,,,0,0,1,,,,,,1,,1,1,7,12
Cordage ; vieux,Cordage ; vieux,Cordage ; vieux,,,,,,,,,,,,,,,,1,1,2,8
Cordage d'embalage,Cordage ; d'emballage,Cordage ; d'emballage,,,,,,,,,,,,,,,,1,1,1,4
Cordage d'emballage,Cordage ; d'emballage,Cordage ; d'emballage,,,,,,,,,,,,,,,,1,1,1,4
Cordage de Caret,Cordage ; de Caret,Cordage ; de Caret,,,,,,,,,,,,,,,,1,1,1,1
Cordage de chanure,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,,,,,,,,,,,1,1,2,395
Cordage de chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,,,,,,,,,,,1,1,1,395
Cordage divers,Cordage ; divers,Cordage ; divers,,,,,,0,0,1,,,,,,15,,1,1,15,61
Cordage et ficelle,Cordage et ficelle,Cordage et ficelle,,,,,,,,1,,,,,,1,,1,1,1,18
Cordages,Cordage,Cordage,,,,,,0,0,1,1,,,,,22,,1,1,260,310
Cordages ; ???,Cordage ; ?,Cordage,,,,,,0,0,1,,,,,,3,,1,1,3,310
Cordages ; Divers,Cordage ; divers,Cordage ; divers,,,,,,0,0,1,,,,,,15,,1,1,15,61
Cordages ; d'Auf,Cordage ; d'auf,Cordage ; d'auf,,,,,,0,0,1,,,,,,1,,1,1,2,30
Cordages ; d'Espars,Cordage ; d'espars,Cordage ; d'espars,,,,,,0,0,1,,,,,,2,,1,1,2,63
Cordages ; d'auf,Cordage ; d'auf,Cordage ; d'auf,,,,,,0,0,1,,,,,,10,,1,1,18,30
Cordages ; d'auffe,Cordage ; d'auf,Cordage ; d'auf,,,,,,,,,,,,,,,,1,1,1,30
Cordages ; d'espar,Cordage ; d'espars,Cordage ; d'espars,,,,,,0,0,1,,,,,,2,,1,1,2,63
Cordages ; d'espars,Cordage ; d'espars,Cordage ; d'espars,,,,,,,,1,,,,,,20,,1,1,40,63
Cordages ; d'ethit,Cordages ; d'ethit,Cordages ; d'ethit,,,,,,0,0,1,,,,,,1,,1,1,1,1
Cordages ; de Chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,0,0,1,,,,,,12,,1,1,12,395
Cordages ; de chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,0,0,1,,,,,,131,,1,1,212,395
Cordages ; de chanvrée,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,0,0,1,,,,,,8,,1,1,8,395
Cordages ; de jongs,Cordage ; de joncs,Cordage ; de jonc,,,,,,0,0,1,,,,,,3,,1,1,3,15
Cordages ; de jougs,Cordage ; de joncs,Cordage ; de jonc,,,,,,0,0,1,,,,,,1,,1,1,1,15
Cordages ; de tilleul,Cordage ; de tilleul,Cordage ; de tilleul,,,,,,,,1,,,,,,1,,1,1,3,12
Cordages ; divers,Cordage ; divers,Cordage ; divers,,,,,,,,,,,,,,,,1,1,7,61
Cordages ; en ficelle,Cordages ; en ficelle,Cordages ; en ficelle,,,,,,,,1,,,,,,2,,1,1,2,3
Cordages ; en ficelles,Cordages ; en ficelle,Cordages ; en ficelle,,,,,,,,1,,,,,,1,,1,1,1,3
Cordages ; en morceaux,Cordages ; en morceaux,Cordages ; en morceaux,,,,,,,,1,,,,,,1,,1,1,1,1
Cordages ; vieux,Cordage ; vieux,Cordage ; vieux,,,,,,,,1,,,,,,4,,1,1,5,8
Cordages ; à boyaux,Cordages ; à boyaux,Cordages ; à boyaux,,,,,,,,1,,,,,,1,,1,1,1,1
Cordages Gaudronnés,Cordage ; goudronné,Cordage ; goudronné,,,,,,,,,,,,,,,,1,1,1,1
Cordages de Chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,,,,,,,,,,,1,1,5,395
Cordages de chanvre,Cordage ; de chanvre,Cordage ; de chanvre,,,,,,,,1,,,,,,6,,1,1,67,395
Cordages de jonc,Cordage ; de joncs,Cordage ; de jonc,,,,,,,,,,,,,,,,1,1,7,15
Cordages de tilleul,Cordage ; de tilleul,Cordage ; de tilleul,,,,,,0,0,1,,,,,,1,,1,1,1,12
Cordages divers,Cordage ; divers,Cordage ; divers,,,,,,0,0,1,,,,,,24,,1,1,24,61
Cordages et cordes,Cordages et cordes,Cordages et cordes,,,,,,,,,,,,,,,,1,1,1,2
Cordages et ficelle,Cordage et ficelle,Cordage et ficelle,,,,,,,,1,,,,,,2,,1,1,2,18
Cordages et ficelles,Cordage et ficelle,Cordage et ficelle,,,,,,,,1,,,,,,1,,1,1,15,18
Cordagnes,Cordage,Cordage,,,,,,,,,,,,,,,,1,1,1,310
Cordallards,Cordeillard,Drap ; cordeillard,,,,,,0,0,1,,,,,,1,,1,1,1,32
Cordcillards,Cordeillard,Drap ; cordeillard,,,,,,0,0,1,,,,,,2,,1,1,2,32
Corde,Corde,Corde,,,,,,,,0,1,,,,,0,,1,0,0,0
Corde en fibres,Cordes ; en fibre,Cordes ; en fibre,,,,,,,,0,1,,,,,0,,1,0,0,0
Cordeillar,,,,,,,,,,,,,,,,,,,1,2,3084
Cordeillard,Cordeillard,Drap ; cordeillard,,,,,,0,0,1,,,,,,8,,1,1,13,32
Cordeillards,Cordeillard,Drap ; cordeillard,,,,,,0,0,1,,,,,,9,,1,1,11,32
Cordeillaros,Cordeillard,Cordeillard,,,,,,,,,,,,,,,,1,1,4,8
Cordeillart,Cordeillard,Cordeillard,,,,,,,,,,,,,,,,1,1,1,8
Cordeillat,Cordeillard,Cordeillard,,,,,,,,,,,,,,,,1,1,3,8
Cordes ;  à arçon,Cordes ; à arçons,Cordes ; à arçons,,,,,,,,,,,,,,,,1,0,0,0
Cordes ; a boyaux,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,0,0,1,,,,,,2,,1,1,2,81
Cordes ; d'arçon,Cordes ; à arçons,Cordes ; à arçons,,,,,,,,,,,,,,,,1,1,1,5
Cordes ; d'arçons,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,1,,1,1,2,87
Cordes ; de chanvre,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,4,,1,1,5,87
Cordes ; de chil,,,,,,,,,,,,,,,,,,,1,1,3084
Cordes ; de guitarre,,,,,,,,,,,,,,,,,,,1,1,3084
Cordes ; de thil,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,1,,1,1,1,87
Cordes ; de tilleul,Cordes ; de tilleul,Cordes ; de tilleul,,,,,,,,1,,,,,,1,,1,1,1,1
Cordes ; violon,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,1,,1,1,1,87
Cordes ; à arçon,Cordes ; à arçons,Cordes ; à arçons,,,,,,,,,,,,,,,,1,1,1,5
Cordes ; à arçons,Cordes ; à arçons,Cordes ; à arçons,,,,,,0,0,1,,,,,,2,,1,1,2,5
Cordes ; à boyau,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,,,1,,,,,,3,,1,1,5,81
Cordes ; à boyaux,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,0,0,1,,,,,,25,,1,1,45,81
Cordes ; à boyaux et à violon,Cordes ; à boyaux et à violon,Cordes ; à boyaux et à violon,,,,,,,,,,,,,,,,1,1,2,2
Cordes ; à carder,Cordes ; à fouet,Cordes ; à fouet,,,,,,,,,,,,,,,,1,1,3,4
Cordes ; à foüet,Cordes ; à fouet,Cordes ; à fouet,,,,,,,,,,,,,,,,1,1,1,4
Cordes ; à instruments,Cordes ; à instruments,Cordes ; à instruments,,,,,,,,,,,,,,,,1,1,2,5
Cordes ; à rozeaux,Codres ; à roseaux,Codres ; à Roseau,,,,,,,,1,,,,,,1,,1,1,1,1
Cordes ; à violon,Cordes ; à violons,Cordes ; à violons,,,,,,,,1,,,,,,2,,1,1,14,87
Cordes ; à violons,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,32,,1,1,42,87
Cordes a violon,Cordes ; à violons,Cordes ; à violons,,,,,,,,,,,,,,,,1,1,2,87
Cordes d'auf,Cordes ; d'auf,Cordes ; d'auf,,,,,,,,,,,,,,,,1,1,7,7
Cordes d'instrumens,Cordes ; à instruments,Cordes ; à instruments,,,,,,,,,,,,,,,,1,1,3,5
Cordes d'or,Cordes ; d'or,Cordes ; d'or,,,,,,,,,,,,,,,,1,1,1,1
Cordes de chanvre,Cordes ; de chanvre,Cordes ; de chanvre,,,,,,,,,,,,,,,,1,1,1,1
Cordes en boyaux,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,0,0,1,,,,,,3,,1,1,3,81
Cordes et cordages,Cordages et cordes,Cordages et cordes,,,,,,,,,,,,,,,,1,1,1,2
Cordes et ficelles,Cordes et ficelles,Cordes et ficelles,,,,,,0,0,1,,,,,,11,,1,1,11,11
Cordes pour navires,Cordes ; pour navires,Cordes ; pour navires,,,,,,,,0,1,,,,,0,,1,0,0,0
Cordes à Boyaux,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,0,0,1,,,,,,2,,1,1,2,81
Cordes à Violons,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,2,,1,1,2,87
Cordes à boyaux,Cordes ; à boyaux,Cordes ; à boyaux,,,,,,0,0,1,,,,,,21,,1,1,22,81
Cordes à carder,Cordes ; à carder,Cardes ; à carder,,,,,,0,0,1,,,,,,1,,1,1,1,120
Cordes à violon (?),Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,1,,1,1,1,87
Cordes à violons,Cordes ; à violons,Cordes ; à violons,,,,,,0,0,1,,,,,,9,,1,1,16,87
Cordilaterie,Cordillaterie,Cordillaterie,,,,,,,,,,,,,,,,1,1,2,26
Cordillaterie,Cordillaterie,Cordillaterie,,,,,,0,0,1,,,,,,6,,1,1,18,26
Cordillateries,Cordillaterie,Cordillaterie,,,,,,,,,,,,,,,,1,1,1,26
Cordillatrie,Cordillaterie,Cordillaterie,,,,,,,,,,,,,,,,1,1,5,26
Cordon,Cordon,Cordon,,,,,,,,1,,,,,,3,,1,1,3,3
Cordonnes,Cordonnets,Cordonnets,,,,,,,,,,,,,,,,1,1,1,1
Cordonnet ; de poil,Cordonnets ; de poil,Cordonnets ; de poil,,,,,,,,,,,,,,,,1,1,1,2
Cordonnets de poil,Cordonnets ; de poil,Cordonnets ; de poil,,,,,,0,0,1,,,,,,1,,1,1,1,2
Cordons,,,,,,,,,,,,,,,,,,,1,4,3084
Cordons ; d'argent,Cordons ; d'argent,Cordons ; d'argent,,,,,,0,0,1,,,,,,1,,1,1,3,5
Cordons ; d'or,Cordons ; d'or,Cordons ; d'or,,,,,,0,0,1,,,,,,4,,1,1,8,11
Cordons ; d'or et d'argent,Cordons ; d'or et d'argent,Cordons ; d'or et d'argent,,,,,,,,,,,,,,,,1,1,1,5
Cordons ; de fil,Cordons ; de fil,Cordons ; de fil,,,,,,0,0,1,,,,,,5,,1,1,5,5
Cordons ; de fleures,Cordons ; de fleurets,Cordons ; de fleurets,,,,,,0,0,1,,,,,,1,,1,1,1,7
Cordons ; de fleuret,Cordons ; de fleures,Cordons ; de fleurets,,,,,,0,0,1,,,,,,2,,1,1,5,7
Cordons ; de fleurs,Cordons ; de fleures,Cordons ; de fleurets,,,,,,,,,,,,,,,,1,1,1,7
Cordons ; de montre,Cordons ; de montre,Cordons ; de montre,,,,,,0,0,1,,,,,,1,,1,1,1,2
Cordons ; de soye,Cordons ; de soie,Cordons ; de soie,,,,,,0,0,1,,,,,,17,,1,1,28,29
Cordons ; dorure ; d'argt,Cordons ; d'argent,Cordons ; d'argent,,,,,,0,0,1,,,,,,1,,1,1,2,5
Cordons ; dorure ; d'or,Cordons ; d'or,Cordons ; d'or,,,,,,0,0,1,,,,,,1,,1,1,3,11
Cordons ; dorure ; or et argt,Cordons ; d'or et d'argent,Cordons ; d'or et d'argent,,,,,,0,0,1,,,,,,1,,1,1,1,5
Cordons ; or d'argent,Cordons ; d'or et d'argent,Cordons ; d'or et d'argent,,,,,,0,0,1,,,,,,1,,1,1,1,5
Cordons ; or et argent,Cordons ; d'or et d'argent,Cordons ; d'or et d'argent,,,,,,0,0,1,,,,,,2,,1,1,2,5
Cordons ; or et soye,,,,,,,,,,,,,,,,,,,1,1,3084
Cordons de montres,Cordons ; de montre,Cordons ; de montre,,,,,,,,,,,,,,,,1,1,1,2
Cordons de soie,Cordons ; de soie,Cordons ; de soie,,,,,,,,0,1,,,,,0,,1,0,0,0
Coriand,,,,,,,,,,,,,,,,,,,1,1,3084
Coriande,Coriandre,Coriandre,,,,,,0,0,1,,,,,,2,,1,1,7,11
Coriandre,Coriandre,Coriandre,,,,,,0,0,1,1,,,,,2,,1,1,4,11
Coriandre et noix,Coriandre et noix,Coriandre et noix,,,,,,,,0,1,,,,,0,,1,0,0,0
Coriandre et riz,Coriandre et riz,Coriandre et riz,,,,,,,,0,1,,,,,0,,1,0,0,0
Coris,Cauris,Cauris,,,,,,0,0,1,,,,,,1,,1,1,2,150
Cornatines,Cornalines,Cornalines,,,,,,0,0,1,,,,,,2,,1,1,2,2
Corne ; a lanterne,,,,,,,,,,,,,,,,,,,1,1,3084
Corne ; de beuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,2,,1,1,3,117
Corne ; de cerf,Cornes ; de cerf,Cornes ; de cerf,,,,,,0,0,1,,,,,,3,,1,1,6,95
Corne ; de cerf ; dupié,,,,,,,,,,,,,,,,,,,1,1,3084
Corne ; de vache,,,,,,,,,,,,,,,,,,,1,2,3084
Corne ; à lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,3,,1,1,5,113
Corne A Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,2,113
Corne Platte,Cornes ; plate,Cornes ; plate,,,,,,,,,,,,,,,,1,1,1,24
Corne a Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,4,113
Corne de cerf,Cornes ; de cerf,Cornes ; de cerf,,,,,,,,0,1,,,,,0,,1,1,4,95
Corne de mouton,Cornes ; plate,Cornes ; plate,,,,,,,,,,,,,,,,1,1,1,24
Corne à Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,4,113
Corne à lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,1,113
Corne à lanternes,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,1,113
Corner A Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,1,113
Cornes ; ...,Cornes ; ?,Cornes ; ?,,,,,,0,0,1,,,,,,1,,1,1,1,3
Cornes ; A lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,5,,1,1,5,113
Cornes ; A lenterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,3,,1,1,3,113
Cornes ; De bœuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,1,,1,1,1,117
Cornes ; De bœufs,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,8,,1,1,8,117
Cornes ; De cerf,Cornes ; de cerf,Cornes ; de cerf,,,,,,0,0,1,,,,,,1,,1,1,1,95
Cornes ; De cerfs,Cornes ; de cerf,Cornes ; de cerf,,,,,,0,0,1,,,,,,6,,1,1,6,95
Cornes ; De moutons,Cornes ; de mouton,Cornes ; de mouton,,,,,,0,0,1,,,,,,15,,1,1,15,148
Cornes ; De vaches,Cornes ; de vaches,Cornes ; de vaches,,,,,,0,0,1,,,,,,1,,1,1,1,2
Cornes ; Diverses,Cornes ; diverses,Cornes ; diverses,,,,,,0,0,1,,,,,,5,,1,1,5,76
Cornes ; Platte,Cornes ; plate,Cornes ; plate,,,,,,0,0,1,,,,,,1,,1,1,1,24
Cornes ; a lanterne,,,,,,,,,,,,,,,,,,,1,2,3084
Cornes ; a lanternes,,,,,,,,,,,,,,,,,,,1,4,3084
Cornes ; bruttes,,,,,,,,,,,,,,,,,,,1,2,3084
Cornes ; de ...,Cornes ; ?,Cornes ; ?,,,,,,0,0,1,,,,,,2,,1,1,2,3
Cornes ; de Boeuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,3,,1,1,3,117
Cornes ; de Mouton,Cornes ; de mouton,Cornes ; de mouton,,,,,,0,0,1,,,,,,5,,1,1,5,148
Cornes ; de betail,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,2,,1,1,2,117
Cornes ; de beuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,,,1,,,,,,32,,1,1,58,117
Cornes ; de beufs,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,2,,1,1,5,117
Cornes ; de boeuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,10,,1,1,10,117
Cornes ; de bœuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,0,0,1,,,,,,4,,1,1,18,117
Cornes ; de bœufs,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,,,1,,,,,,2,,1,1,2,117
Cornes ; de cerf,Cornes ; de cerf,Cornes ; de cerf,,,,,,,,1,,,,,,46,,1,1,76,95
Cornes ; de lanterne,Cornes ; de lanterne,Cornes ; de lanterne,,,,,,0,0,1,,,,,,3,,1,1,3,4
Cornes ; de mouton,Cornes ; de mouton,Cornes ; de mouton,,,,,,,,1,,,,,,60,,1,1,118,148
Cornes ; de moutons,Cornes ; de mouton,Cornes ; de mouton,,,,,,0,0,1,,,,,,8,,1,1,8,148
Cornes ; de platte,Cornes ; plate,Cornes ; plate,,,,,,0,0,1,,,,,,1,,1,1,1,24
Cornes ; de verre,Cornes ; de verre,Cornes ; de verre,,,,,,,,,,,,,,,,1,1,1,1
Cornes ; diverses,Cornes ; diverses,Cornes ; diverses,,,,,,,,,,,,,,,,1,1,1,76
Cornes ; en plaques,,,,,,,,,,,,,,,,,,,1,1,3084
Cornes ; melées,Cornes ; mêlées,Cornes ; mêlées,,,,,,0,0,1,,,,,,1,,1,1,1,14
Cornes ; meslées,Cornes ; mêlées,Cornes ; mêlées,,,,,,0,0,1,,,,,,6,,1,1,13,14
Cornes ; plates ou en feuilles,Cornes ; plate,Cornes ; plate,,,,,,,,1,,,,,,1,,1,1,1,24
Cornes ; platre,Cornes ; plate,Cornes ; plate,,,,,,0,0,1,,,,,,1,,1,1,1,24
Cornes ; platte,Cornes ; plate,Cornes ; plate,,,,,,0,0,1,,,,,,9,,1,1,15,24
Cornes ; plattes,Cornes ; plate,Cornes ; plate,,,,,,,,,,,,,,,,1,1,3,24
Cornes ; à Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,6,,1,1,6,113
Cornes ; à faire peigner,Cornes ; à faire peigner,Cornes ; à faire peigner,,,,,,,,1,,,,,,1,,1,1,1,1
Cornes ; à lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,1,,,,,,18,,1,1,39,113
Cornes ; à lanternes,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,1,,,,,,12,,1,1,21,113
Cornes ; à lauterue,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,2,,1,1,2,113
Cornes ; à lenterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,0,0,1,,,,,,3,,1,1,3,113
Cornes A Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,2,113
Cornes a Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,2,113
Cornes a lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,2,113
Cornes de Beuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,,,,,,,,,,,1,1,1,117
Cornes de Bœuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,,,,,,,,,,,1,1,1,117
Cornes de beuf,Cornes ; de bœuf,Cornes ; de bœuf,,,,,,,,,,,,,,,,1,1,1,117
Cornes de bétail,Cornes ; de bétail,Cornes ; de bétail,,,,,,,,,,,,,,,,1,1,11,11
Cornes de bœuf et de vache,Cornes ; de bœuf et de vache,Cornes ; de bœuf et de vache,,,,,,,,,,,,,,,,1,1,10,15
Cornes de bœuf et de vaches,Cornes ; de bœuf et de vache,Cornes ; de bœuf et de vache,,,,,,,,,,,,,,,,1,1,5,15
Cornes de cerf,Cornes ; de cerf,Cornes ; de cerf,,,,,,,,0,1,,,,,0,,1,1,1,95
Cornes de divers bestiaux,Cornes ; diverses,Cornes ; diverses,,,,,,,,,,,,,,,,1,1,10,76
Cornes de mouton,Cornes ; de mouton,Cornes ; de mouton,,,,,,,,,,,,,,,,1,1,2,148
Cornes diverses,Cornes ; diverses,Cornes ; diverses,,,,,,,,,,,,,,,,1,1,60,76
Cornes à Lanterne,Cornes ; à lanternes,Cornes ; à lanternes,,,,,,,,,,,,,,,,1,1,3,113
Cornichons,Cornichons,Cornichons,,,,,,0,0,1,,,,,,16,,1,1,35,36
Cornichons Confil,Cornichons ; confits,Cornichons ; confits,,,,,,,,,,,,,,,,1,1,1,1
Coroas,,,,,,,,,,,,,,,,,,,1,1,3084
Corode,Corode,Corode,,,,,,,,,,,,,,,,1,1,2,3
Corolle,Corode,Corode,,,,,,,,,,,,,,,,1,1,1,3
Coroos,Corou,Corou,,,,,,,,,,,,,,,,1,1,9,21
Coros,Corou,Corps,,,,,,0,0,1,,,,,,12,,1,1,29,29
Corots,Corou,Corou,,,,,,,,,,,,,,,,1,1,2,21
Corps ; de jupe,Corps ; de jupe,Corps ; de jupe,,,,,,0,0,1,,,,,,1,,1,1,2,5
Corps ; de jupes,Corps ; de jupe,Corps ; de jupe,,,,,,,,,,,,,,,,1,1,1,5
Corps ; piqués,Corps ; piqués,Corps ; piqués,,,,,,0,0,1,,,,,,1,,1,1,1,1
Corps de jupes,Corps ; de jupe,Corps ; de jupe,,,,,,0,0,1,,,,,,1,,1,1,1,5
Corroos,Corou,Corou,,,,,,,,,,,,,,,,1,1,2,21
Corrots,Carottes,Carottes,,,,,,,,,,,,,,,,1,1,2,10
Cors ; de Chasses,,,,,,,,,,,,,,,,,,,1,1,3084
Cors ; de chasse,Cors ; de chasse,Cors ; de chasse,,,,,,0,0,1,,,,,,1,,1,1,3,4
