numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Alun,Marseille,Danemark,11980,Livres,"0,2",2396,0,
2,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Amandes,Marseille,Danemark,65770,Livres,"0,2",13154,0,
3,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Anchois,Marseille,Danemark,4894,Livres,"0,3",1468,"0,2",
4,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Café,Marseille,Danemark,19175,Livres,"0,75",14381,"0,25",
5,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Canefice,Marseille,Danemark,1020,Livres,"0,3",306,0,
6,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Capres,Marseille,Danemark,15952,Livres,"0,5",7976,0,
7,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Citrons et oranges,Marseille,Danemark,59200,Livres,"0,1",5920,0,
8,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Colle forte,Marseille,Danemark,1370,Livres,"0,4",548,0,
9,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Cumin,Marseille,Danemark,2660,Livres,"0,5",1330,0,
10,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1779,Exports,Drogueries,Marseille,Danemark,875,Livres,2,1750,0,Erreur de calcul
11,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Eau de vie,Marseille,Danemark,64160,Livres,"0,2",12832,0,
12,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Fromage,Marseille,Danemark,7965,Livres,"0,3",2389,"0,5",
13,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Galles,Marseille,Danemark,47457,Livres,"0,55",23901,"2200,35",Erreur de calcul
14,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Gomme arabique,Marseille,Danemark,3475,Livres,"0,8",2780,0,
15,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Graine jaune,Marseille,Danemark,1446,Livres,"0,15",216,"0,9",
16,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Huile d'olive,Marseille,Danemark,27142,Livres,"0,5",13571,0,"Erreur du copiste, il a recopié les quantités de la ligne précédente."
17,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Jus de réglisse,Marseille,Danemark,21445,Livres,"0,35",7505,"0,75",
18,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Laine de chevron,Marseille,Danemark,440,Livres,3,1320,0,
19,Laura,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1779,Exports,Marchandises à la valeur,Marseille,Danemark,1,valeur,93,93,0,A la valeur
