numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Ajamis,Marseille,Angleterre,75,pièces,9,675,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Alun,Marseille,Angleterre,750,livres,"0,2",150,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Amandes,Marseille,Angleterre,1425,livres,"0,2",285,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Amidon,Marseille,Angleterre,1680,livres,"0,2",336,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Bas de coton,Marseille,Angleterre,635,livres,5,3175,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Bas de laine,Marseille,Angleterre,1458,livres,6,8748,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Batanonis,Marseille,Angleterre,100,pièces,3,300,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Bled froment,Marseille,Angleterre,695,charges,30,20850,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Bours du Levant,Marseille,Angleterre,200,pièces,40,8000,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1770.csv,Local,1,1770,Exports,Cacao,Marseille,Angleterre,3031,livres,"1,3",3940,"-0,3",
