item,group,status,beforeItems,afterItems,obsolete,imprimatur
amadou,[not a medical product],ambiguous,[Amadon] [Amadou] [Amadoux] [amadou] [amadoux],[Amadon] [Amadou] [Amadoux] [amadou] [amadoux],no,
amadou et agaric amadouvier,[not a medical product],new,,,no,
amande et pelure et prune et raisin,[not a medical product],new,,,no,
amande sèche et figue sèche et raisin sec,[not a medical product],ambiguous,,"[Fruits secs, en amandes, figues et raisins] [Fruits sesc, en amandes, figues et raisins]",no,
amandes,[not a medical product],ambiguous,,[Fruits ; amandes] [Fruits amandes] [Amandeic] [Amandes] [Amendes] [amandes] [Amandes ; diverses] [Amande] [Subsistances ; fruits secs amandes] [Amandeu],no,
amandes à la praline,[not a medical product],new,,,no,
amandes amère,[not a medical product],new,,,no,
amandes cassée,[not a medical product],ambiguous,,"[Amande cassées] [Amandes : cassées] [Amandes ; cassees] [Amandes ; cassées] [Amandes Cassées] [Amandes cassées] [Amandes casées] [Amandes; cassées] [Amandées cassées] [Amendes ; cassées] [Amendes cassées] [amandes cassées] [amandes cassés] [amandes caséér] [Fruits ; amandes ; cassées] [Fruits ; crus, secs et à l'eau de vie ; amandes ;cassées] [Amandes; Cassées]",no,
amandes courte,[not a medical product],new,,,no,
amandes douce,[not a medical product],ambiguous,,[Amandes douces],no,
amandes en coque,[not a medical product],ambiguous,,"[Amandes ; en cocques] [Amandes ; en coque] [Amandes ; en coques] [Amandes en Coques] [Amandes en coque] [Amandes en coques] [Amandes; en coques] [Amendes en coques] [amandes en cocque] [amandes en coques] [Fruits ; amandes ; en coques] [Fruits ; crus, secs et à l'eau de vie ; amandes ; en coques] [Amandes en cocques] [Amandes; En coques]",no,
amandes et figue et raisin,[not a medical product],new,,,no,
amandes et pruneau,[not a medical product],new,,,no,
amandes et raisin,[not a medical product],new,,,no,
amandes et raisin sec,[not a medical product],new,,,no,
amandes et raisin sec et savon,[not a medical product],new,,,no,
amandes et savon,[not a medical product],new,,,no,
amandes et sucre,[not a medical product],new,,,no,
amandes et vert-de-gris,[not a medical product],new,,,no,
amandes figue secs et ???,[not a medical product],new,,,no,
amandes fraîche,[not a medical product],ambiguous,,"[Fruits frais, amandes]",no,
amandes longues,[not a medical product],new,,,no,
amandes sèches,[not a medical product],ambiguous,,[Fruits ; secs ; amandes] [Fruits secs amandes] [Fruits secs en amandes],no,
amaril,[not a medical product],existing,,,no,
ambrain à grande barrique,[not a medical product],ambiguous,,[Ambrain a grande Barique],no,
ambre,[not a medical product],ambiguous,[Ambre] [Ambres] [ambre],[Ambre] [Ambres] [ambre] [Drogues odorantes (ambre)],no,
ambre brut,[not a medical product],new,,,no,
ambre carabé,[not a medical product],new,,,no,
ambre et corail,[not a medical product],new,,,no,
ambre gris,[not a medical product] [broad medical product],ambiguous,,[Drogues ; Odorantes ; Ambre gris] [Ambre ; gris] [Ambre gris] [Ambre; grin] [ambre gris],no,
ambre jaune,[not a medical product] [broad medical product],ambiguous,,[Drogues ; Odorantes ; Ambre jaune] [Ambre ; jaune] [Ambre jaune] [Ambre; jaune] [Ambres Jaune] [ambre jaune] [ambre;Jaune] [Ambre jeaune],no,
ambre moulu,[not a medical product],ambiguous,,[Ambre ; moulu],no,
ambre vert,[not a medical product],ambiguous,,[Verd ; d'ambre],no,
amer,[not a medical product],ambiguous,[Amer],[Amer],no,
amer de laine,[not a medical product],ambiguous,,[Etoffes ; de laine ; amer],no,
amertis,[not a medical product],ambiguous,[Amertis],[Amertis],no,
ami de toillé,[not a medical product],ambiguous,[ami de toillé],[ami de toillé],no,
amidon,[not a medical product],ambiguous,[Amidon] [Amirons] [amidon],[Amidon] [amidon],no,
amidon en grains,[not a medical product],new,,,no,
amidon et poudre à poudrer,[not a medical product],existing,,,no,
ammoniac,[narrow medical product],ambiguous,[Ammoniac],[Drogues ; chimiques et métalliques ; amoniac],no,
ammoniac et sel,[broad medical product],ambiguous,,[Drogues ; Chimiques ; Sel ammoniac] [Drogues ; Chimiques ; Sels ammoniac] [Drogues ; chimique ; sel ammoniac],no,
ammonium,[narrow medical product] [broad medical product],ambiguous,[Ammonium],[Amomum] [amomum] [Ammonium] [Ammoniac],no,
amomum verum,[narrow medical product] [broad medical product],existing,,,no,
anabasse,[not a medical product],ambiguous,,[Anatose] [Anatoze] [Ananbas] [anabas] [annabas] [Anabas] [Annabas],no,
anacardes,[not a medical product],new,,,no,
anacoste,[not a medical product],new,,,no,
ananas,[not a medical product],ambiguous,[ananas],[ananas],no,
ananas confit,[not a medical product],ambiguous,,[Ananas ; confit] [ananas confits],no,
ananas planté,[not a medical product],new,,,no,
anatomie,[not a medical product],new,,,no,
anches de tonneaux,[not a medical product],ambiguous,,[Anches ; de tonneaux],no,
anchois,[not a medical product],ambiguous,[Anchoies] [Anchois] [Anchoix] [Anchoyes] [anchois] [anchoix],[Anchoies] [Anchois] [Anchoix] [Anchoyes] [anchois] [anchoix] [Poisson ; de mer ; anchois],no,
anchois et boutargue,[not a medical product],new,,,no,
anchois et sardes,[not a medical product],new,,,no,
anchois et sardines,[not a medical product],new,,,no,
anchois mariné,[not a medical product],new,,,no,
anchois mariné et salé,[not a medical product],new,,,no,
anchois salé et mariné,[not a medical product],ambiguous,,[Salé et mariné ; anchois],no,
ancres,[not a medical product],ambiguous,,[Andes] [Ancres],no,
ancres de chaudon,[not a medical product],new,,,no,
ancres de chaudon de fer,[not a medical product],new,,,no,
ancres de fer,[not a medical product],ambiguous,,[Ancre ; de fer] [Ancre de Fer] [Ancre de fer] [Ancres ; de fer] [Ancres de Fer] [Ancres de fer] [ances de Fer] [ancre de Fer] [ancre de fer] [ancres de Fer] [ancres de fer] [Fer ; en ancre] [Fer ; en ancres] [Fer ; en aneres] [Fer ; en aners] [Fer en ancres] [Fer; en ancres] [Fers ; en ancres] [fer en ancres] [Ouvrages ; De fer ; Ancres] [Ouvrages ; De fer ; Au cres] [Fers en ancres] [Fer en ancre] [Fer; Ancres] [Fer ; en encres] [Fers ; en ancre] [Fer ; ouvré en ancre] [Fe r; en ancres],no,
ancres et grappins de fer,[not a medical product],new,,,no,
ancres gravelée,[not a medical product],ambiguous,,[Ancre gravellée],no,
ancres vide,[not a medical product],ambiguous,,[Ancres vuides],no,
ancres vides vieilles,[not a medical product],new,,,no,
andolium,[not a medical product],new,,,no,
andouilles,[not a medical product],ambiguous,,[Andouille] [Andouilles],no,
andouillette,[not a medical product],existing,,,no,
ânes,[not a medical product],ambiguous,,[///Betes de somme///Anes] [///Bêtes de Somme///Anes] [Betes de somme ; Asnes] [Betes de somme ; Osnes] [Bêtes de somme ; anes] [Anes] [Asne] [Asner] [Asnes] [Bestiaux ; ânes] [Annes] [Bestiaux et bêtes ; de somme ; anes] [asnes],no,
ânes et anesses,[not a medical product],new,,,no,
ânes et ânesses,[not a medical product],new,,,no,
ânes et mulets,[not a medical product],ambiguous,,[Mulets et ânes],no,
angélique,[narrow medical product],ambiguous,[Angelique] [Angélique] [angelique],[Angelique] [Angélique] [angelique],no,
angélique du Rozème,[narrow medical product],ambiguous,,[angélique du Rozème],no,
anguilles,[not a medical product],ambiguous,,[Anguilles] [anguilles],no,
anguilles et truites,[not a medical product],new,,,no,
anguilles fraîches,[not a medical product],ambiguous,,[Poisson ; frais ; en aiguilles],no,
anguilles salées,[not a medical product],ambiguous,,[Anguille Salée] [Anguille Salées] [Anguilles Salées] [Anguilles salées] [anguille Sallées],no,
anille,[not a medical product],new,,,no,
animaux,[not a medical product],new,,,no,
anis,[not a medical product],ambiguous,[Aniec] [Anis] [Anise] [anis],[Aniec] [Anis] [Anise] [anis] [Annis],no,
anis et rac et rhum etc.,[not a medical product],new,,,no,
anis et sucre,[not a medical product],existing,,,no,
anis étoilé,[not a medical product],ambiguous,,[Anis ; etoillé] [Anis ; etoilé] [Anis ; étoile] [Anis etoile] [Anis étoilé] [Anis etoillé] [Anis ; étoilé],no,
anis vert,[not a medical product],ambiguous,,[Anis ; verds] [Anis ; vers] [Anis ; vert] [Anis vers] [Anis vert] [anis vert] [annis vert] [Anis ; verd] [Anis verd],no,
anisette,[not a medical product],ambiguous,[Anisette] [Anizete] [Anizette] [Anizettes] [Annizete],[Anisette] [Anizete] [Anizette] [Anizettes] [Annizete] [Liqueurs ; anisette] [Liqueur (anisette)] [Liqueurs anisette] [Liqueur anisette],no,
anisette au fiasque,[not a medical product],new,,,no,
anisette de Bordeaux,[not a medical product],new,,,no,
anneau de fer,[not a medical product],ambiguous,,[anneaux de Fer] [Anneau de fer],no,
anneaux de cuivre,[not a medical product],new,,,no,
ânon,[not a medical product],ambiguous,[Asnon],[Asnon],no,
anspects,[not a medical product],ambiguous,[Anpects] [Anspect] [Anspecte] [Anspectre] [Anspects] [Hanspect],[Anpects] [Anspect] [Anspecte] [Anspectre] [Anspects] [Hanspect] [anspect] [anspects],no,
anspects de bois,[not a medical product],ambiguous,,[Bois ; Anspect] [Bois ; auspects] [Bois ; anspects] [Bois anspect] [Bois anspects] [Bois ; anspect],no,
anspects de sapin,[not a medical product],new,,,no,
antchibanis,[not a medical product],new,,,no,
antennes et mâts de bateaux,[not a medical product],new,,,no,
antimoine,[broad medical product],ambiguous,[Antimoine] [Antimonium] [Antinoire] [antimoine],[Drogues ; chimiques et métalliques ; antimoine] [Drogues ; métallique et chimique ; antimoine] [Drogues ; Métalliques ; Antimoine] [Drogues ; Métalliques ; Antimoire] [Antimoine] [Antinoire] [antimoine] [Drogueries métalliques et chimiques antimoine] [Drogues ; metalliques et chimiques ; antimoine],no,
antimoine cru,[broad medical product],ambiguous,,[Drogues ; chimiques et métalliques ; antimoine ; cru],no,
antimoine crû,[broad medical product],new,,,no,
antofle,[not a medical product],existing,,,no,
antofle de girofle,[not a medical product],ambiguous,,[Antofle ; de gerofle] [Antolfe ; de gerofle] [Antolfe ;de geroffle] [Antolphe ; de geroffle] [Antolphe ; de girofle] [Antolphe de geroffle] [Antolphe de Geroffle],no,
apiers,[not a medical product],existing,,,no,
apios,[not a medical product],existing,,,no,
apprêtée à toiler les livres,[not a medical product],new,,,no,
apprêtée pour parchemins,[not a medical product],new,,,no,
arak,[not a medical product],new,,,no,
araks,[not a medical product],new,,,no,
arbalètes,[not a medical product],new,,,no,
arbalètrie et cartes marines,[not a medical product],new,,,no,
arbres,[not a medical product],ambiguous,,[Arbres] [Arbres ; en ?],no,
arbres à fruits,[not a medical product],ambiguous,,[Arbre ; à fruit] [Arbres ; à fruit],no,
arbres à planter,[not a medical product],ambiguous,,[Arbre à planter] [Arbres ; a planter] [Arbres ; en plants] [Arbres ; à planter] [Arbres a planter] [Arbres aplanter] [Arbres à planter] [Arbres; à planter] [Les arbres à planter] [arbres a planter],no,
arbres d'auban,[not a medical product],ambiguous,,[Arbres ; en plants ; de bois ; d'auban],no,
arbres de bois,[not a medical product],ambiguous,,[Arbres ; en plants ; de bois d'] [Arbres ; plants de bois],no,
arbres de sapin,[not a medical product],ambiguous,,[arbres de Sapin],no,
arbres de tilleul,[not a medical product],new,,,no,
arbres et arbrisseaux,[not a medical product],new,,,no,
arbres et arbrisseaux à fruits,[not a medical product],new,,,no,
arbres et arbrisseaux sauvages,[not a medical product],new,,,no,
arbres et arbustes,[not a medical product],new,,,no,
arbres et plants,[not a medical product],new,,,no,
arbres fruitiers,[not a medical product],new,,,no,
arbres marronniers à planter,[not a medical product],new,,,no,
arbrisseaux,[not a medical product],new,,,no,
arbustes,[not a medical product],new,,,no,
arcanette,[not a medical product],new,,,no,
arcanson,[not a medical product],existing,,,no,
arcanum duplicatum,[not a medical product],new,,,no,
archets de violons,[not a medical product],new,,,no,
archiabanis,[not a medical product],ambiguous,[Archiabanis],[Archiabanis],no,
arçons de bas de bois,[not a medical product],new,,,no,
arçons de bois,[not a medical product],ambiguous,,[Arsons de bois],no,
arçons de selles,[not a medical product],ambiguous,,[Arçcons de selle] [Arçons de selle] [Acons ; de selle] [arçons de selle] [arçons de selles],no,
ardoise,[not a medical product],ambiguous,[Adoises] [Ardois] [Ardoise] [Ardoises] [Ardoize] [ardoise] [ardoises],[Ardois] [Ardoise] [Ardoises] [Ardoize] [ardoise] [ardoises],no,
ardoise commune,[not a medical product],new,,,no,
ardoise dite chérubin et à mortier,[not a medical product],new,,,no,
ardoise dite grande voisine,[not a medical product],new,,,no,
ardoise dite moyenne voisine,[not a medical product],new,,,no,
ardoise dite petite voisine,[not a medical product],new,,,no,
ardoise dite voisine,[not a medical product],new,,,no,
ardoise en carreaux,[not a medical product],new,,,no,
ardoise en carreaux et d'1 pied carré,[not a medical product],new,,,no,
ardoise en livret,[not a medical product],new,,,no,
ardoise encadrée,[not a medical product],new,,,no,
ardoise encadrée et en livret,[not a medical product],new,,,no,
ardoise non travaillée,[not a medical product],new,,,no,
ardoise pour fenêtre,[not a medical product],new,,,no,
ardoise verte,[not a medical product],ambiguous,,[Ardoises ; vertes],no,
ardoises,[not a medical product],ambiguous,,[Adoises],no,
