item,group,status,beforeItems,afterItems,obsolete,imprimatur
soufflets de forge,[not a medical product],ambiguous,[Soufflets ; de forge] [Soufflets de forge],[Soufflets ; de forge] [Soufflets de forge],no,
soufflets de cheminée,[not a medical product],ambiguous,[Souffle A Cheminé] [Soufflets ; de cheminée] [Soufflets de Cheminé],[Souffle A Cheminé] [Soufflets ; de cheminée] [Soufflets de Cheminé],no,
soufflets de bois,[not a medical product],ambiguous,[soufflets de bois],[soufflets de bois],no,
soufflets d'hermine,[not a medical product],ambiguous,[Souffles d'heumine],[Souffles d'heumine],no,
soufflets à tirer le vin,[not a medical product],ambiguous,[Soufflet ; a soutirer ; le vin] [Souffle A tiré leviez] [Soufflets ; a tirer ; le vin] [Souflet ; a tirer ; le vin],[Soufflet ; a soutirer ; le vin] [Souffle A tiré leviez] [Soufflets ; a tirer ; le vin] [Souflet ; a tirer ; le vin],no,
soufflets à tirer,[not a medical product],ambiguous,[Souffle a tiré],[Souffle a tiré],no,
soufflets à poudre,[not a medical product],ambiguous,[Soufflets ; a poudre] [Soufflets ; à poudrer] [Soufflets ; de marechal],[Soufflets ; a poudre] [Soufflets ; à poudrer] [Soufflets ; de marechal],no,
soufflets à forge,[not a medical product],ambiguous,[Soufflets à Forge],[Soufflets à Forge],no,
soufflets à feu,[not a medical product],ambiguous,[Soufflets a feu] [Soufflets à feu],[Soufflets a feu] [Soufflets à feu],no,
soufflets à bouche,[not a medical product],ambiguous,[Soufflets a bouches],[Soufflets a bouches],no,
soufflets,[not a medical product],ambiguous,[Soufflet] [soufflets] [Soufflets] [Souflets],[Soufflet] [soufflets] [Soufflets] [Souflets],no,
soudure de cuivre,[not a medical product],ambiguous,[Soudure ; de cuivre],[Soudure ; de cuivre],no,
soudure,[not a medical product],ambiguous,[Soudure] [soudures],[Soudure] [soudures],no,
soudes,[not a medical product],ambiguous,[2///Matières premières///Soude] [soude] [Soude] [soudes] [Soudes],[2///Matières premières///Soude] [soude] [Soude] [soudes] [Soudes],no,
soucrillon en gerbes,[not a medical product],ambiguous,[soucrion en jarbes],[soucrion en jarbes],no,
soucoupes vernies,[not a medical product],ambiguous,[Soucoupes vernies],[Soucoupes vernies],no,
soucoupes et tasses de faïence,[not a medical product],ambiguous,[Fayence ; tasses et soucoupes] [Tasses et soucoupes ; de fayence],[Fayence ; tasses et soucoupes] [Tasses et soucoupes ; de fayence],no,
soucis,[not a medical product],ambiguous,[Soucis] [Soucy],[Soucis] [Soucy],no,
souci pour mouchoirs,[not a medical product],ambiguous,[soussi pour mouchoirs],[soussi pour mouchoirs],no,
souci,[not a medical product],ambiguous,[Soussy],[Soussy],no,
soucade,[not a medical product],ambiguous,[Parfumerie ; soucade],[Parfumerie ; soucade],no,
sotas,[not a medical product],ambiguous,[Sotas],[Sotas],no,
sortes,[not a medical product],ambiguous,[sortes],[sortes],no,
sorbet,[not a medical product],ambiguous,[sorbec] [sorbet],[sorbec] [sorbet],no,
sonnettes de bronze,[not a medical product],ambiguous,[Sonnettes ; de Bronge],[Sonnettes ; de Bronge],no,
sonnettes,[not a medical product],ambiguous,[Sonnetes] [Sonnette] [Sonnettes],[Sonnetes] [Sonnette] [Sonnettes],no,
sonde ou soude,[not a medical product],ambiguous,[Sonde ou soude],[Sonde ou soude],no,
sonde,[not a medical product],ambiguous,[Sonde] [Sondes],[Sonde] [Sondes],no,
son de farine,[not a medical product],ambiguous,[son de farinne],[son de farinne],no,
son d'Espagne,[not a medical product],ambiguous,[Son ; d'Espagne],[Son ; d'Espagne],no,
son,[not a medical product],ambiguous,[son] [Son],[son] [Son],no,
sommiers ou corps d'arbre de sapin,[not a medical product],ambiguous,[sommiers ou corps d'arbre de sapin],[sommiers ou corps d'arbre de sapin],no,
sommiers façonnés et de chêne,[not a medical product],ambiguous,[sommiers de chêne faconnés],[sommiers de chêne faconnés],no,
sommiers de chêne,[not a medical product],ambiguous,[Sommiers de chene],[Sommiers de chene],no,
sommiers de bois,[not a medical product],ambiguous,[Bois ; en sommiers],[Bois ; en sommiers],no,
sommiers bruts et pour Mannem,[not a medical product],ambiguous,[sommiers brut pour Mannem] [sommiers bruts pour Mannem],[sommiers brut pour Mannem] [sommiers bruts pour Mannem],no,
solles ou langues,[not a medical product],ambiguous,[solles ou langues],[solles ou langues],no,
solives de sapin,[not a medical product],ambiguous,[Solives ; de sapin],[Solives ; de sapin],no,
solives de 16 à 20 pieds,[not a medical product],ambiguous,[Solives ; de 16 à 20 pieds],[Solives ; de 16 à 20 pieds],no,
solives,[not a medical product],ambiguous,[Solives],[Solives],no,
soliveaux de sapin de 9 pieds,[not a medical product],ambiguous,[Soliveaux de sapin de 9 pieds],[Soliveaux de sapin de 9 pieds],no,
soliveaux de sapin,[not a medical product],ambiguous,[Bois ; de Sapin en Soliveaux] [Solinaux de Sapin] [Solivaux de Sapin] [Soliveau de Sapin] [Soliveaux ; de sapin] [soliveaux de sapin] [Soliveaux de sapin] [Soliveaux de Sapin] [Soliveaux;de Sapin] [Solliveaux de Sapin] [solvicEau de Sapin] [Solivos de Sapin],[Bois ; de Sapin en Soliveaux] [Solinaux de Sapin] [Solivaux de Sapin] [Soliveau de Sapin] [Soliveaux ; de sapin] [soliveaux de sapin] [Soliveaux de sapin] [Soliveaux de Sapin] [Soliveaux;de Sapin] [Solliveaux de Sapin] [solvicEau de Sapin] [Solivos de Sapin],no,
soliveaux de hêtre,[not a medical product],ambiguous,[Soliveaux de hestre],[Soliveaux de hestre],no,
soliveaux de cyprès,[not a medical product],ambiguous,[Soliveaux de Cipres],[Soliveaux de Cipres],no,
soliveaux de chêne de 15 à 20 pieds,[not a medical product],ambiguous,[Soliveaux de Chesnes de 15 A 20 pieds],[Soliveaux de Chesnes de 15 A 20 pieds],no,
soliveaux de chêne de 13 pieds,[not a medical product],ambiguous,[Soliveaux de chesne de 13 pieds],[Soliveaux de chesne de 13 pieds],no,
soliveaux de chêne de 12 à 15 pieds,[not a medical product],ambiguous,[Soliveaux de Chesnes de 12 A 15 pieds],[Soliveaux de Chesnes de 12 A 15 pieds],no,
soliveaux de chêne de 10 pieds,[not a medical product],ambiguous,[Soliveaux ; de Chesne; de 10 pieds],[Soliveaux ; de Chesne; de 10 pieds],no,
soliveaux de chêne,[not a medical product],ambiguous,[Solivaux ; de chêne] [Soliveaux ; de chesne] [Soliveaux de Chêne] [Soliveaux de Chesne] [Soliveaux;de chesne] [Solliveaux de Chesne] [Solliveaux; de chesne],[Solivaux ; de chêne] [Soliveaux ; de chesne] [Soliveaux de Chêne] [Soliveaux de Chesne] [Soliveaux;de chesne] [Solliveaux de Chesne] [Solliveaux; de chesne],no,
soliveaux de 6 à 7 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin ; de 6 a 7 pieds],[Soliveaux de sapin ; de 6 a 7 pieds],no,
soliveaux de 50 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 50 pieds],[Soliveaux ; de sapin ; de 50 pieds],no,
soliveaux de 36 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 36 pieds],[Soliveaux ; de sapin ; de 36 pieds],no,
soliveaux de 34 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin de 34 pieds],[Soliveaux de sapin de 34 pieds],no,
soliveaux de 30 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin ; de 30 pieds],[Soliveaux de sapin ; de 30 pieds],no,
soliveaux de 29 à 30 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin de 29 a 30 pieds],[Soliveaux de sapin de 29 a 30 pieds],no,
soliveaux de 26 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 26 pieds] [Soliveaux de sapin de 26 pieds],[Soliveaux ; de sapin ; de 26 pieds] [Soliveaux de sapin de 26 pieds],no,
soliveaux de 25 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 25 pieds] [Soliveaux de sapin ; de 25 pieds],[Soliveaux ; de sapin ; de 25 pieds] [Soliveaux de sapin ; de 25 pieds],no,
soliveaux de 24 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 24 pieds],[Soliveaux ; de sapin ; de 24 pieds],no,
soliveaux de 24 pieds,[not a medical product],ambiguous,[Soliveaux; de 24 pieds],[Soliveaux; de 24 pieds],no,
soliveaux de 22 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin de 22 pieds],[Soliveaux de sapin de 22 pieds],no,
soliveaux de 20 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 20 pieds] [Soliveaux de sapin ; de 20 pieds] [Soliveaux de sapin de 20 pieds] [Soliveaux de Sapin de 20 pieds de longueurs],[Soliveaux ; de sapin ; de 20 pieds] [Soliveaux de sapin ; de 20 pieds] [Soliveaux de sapin de 20 pieds] [Soliveaux de Sapin de 20 pieds de longueurs],no,
soliveaux de 18 pieds et de sapin,[not a medical product],ambiguous,[Solineaux ; de sapin ; de 18 pieds] [Soliveaux ; de sapin ; de 18 pieds] [Soliveaux de Sapin de 18 pieds de Long],[Solineaux ; de sapin ; de 18 pieds] [Soliveaux ; de sapin ; de 18 pieds] [Soliveaux de Sapin de 18 pieds de Long],no,
soliveaux de 18 pieds,[not a medical product],ambiguous,[Soliveaux ; de 18 pieds],[Soliveaux ; de 18 pieds],no,
soliveaux de 18 à 20 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin ; de 18 a 20 pieds] [Soliveaux de Sapin de 18 A 20 pieds de Long],[Soliveaux de sapin ; de 18 a 20 pieds] [Soliveaux de Sapin de 18 A 20 pieds de Long],no,
soliveaux de 18 à 20 pieds,[not a medical product],ambiguous,[Soliveaux de 18 à 20 pieds de long],[Soliveaux de 18 à 20 pieds de long],no,
soliveaux de 17 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 17 pieds] [Soliveaux de sapin de 17 pieds],[Soliveaux ; de sapin ; de 17 pieds] [Soliveaux de sapin de 17 pieds],no,
soliveaux de 15 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 15 pieds] [Soliveaux de sapin de 15 pieds],[Soliveaux ; de sapin ; de 15 pieds] [Soliveaux de sapin de 15 pieds],no,
soliveaux de 15 à 20 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux de sapin ; de 15 a 20 pieds],[Soliveaux de sapin ; de 15 a 20 pieds],no,
soliveaux de 14 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 14 pieds] [Soliveaux de sapin de 14 pieds],[Soliveaux ; de sapin ; de 14 pieds] [Soliveaux de sapin de 14 pieds],no,
soliveaux de 12 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de Sapin; de 12 pieds] [Soliveaux de sapin de 12 pieds],[Soliveaux ; de Sapin; de 12 pieds] [Soliveaux de sapin de 12 pieds],no,
soliveaux de 10 pieds et de sapin,[not a medical product],ambiguous,[Soliveaux ; de sapin ; de 10 pieds] [Soliveaux de sapin de 10 pieds],[Soliveaux ; de sapin ; de 10 pieds] [Soliveaux de sapin de 10 pieds],no,
soliveaux d'acajou,[not a medical product],ambiguous,[Soliveaux d'acajou],[Soliveaux d'acajou],no,
soliveaux,[not a medical product],ambiguous,[Solivaux] [Soliveau] [Soliveaux] [Solliveaux] [Sotiveaux] [Soliveaux ; divers],[Solivaux] [Soliveau] [Soliveaux] [Solliveaux] [Sotiveaux] [Soliveaux ; divers],no,
solas,[not a medical product],ambiguous,[Solas],[Solas],no,
soins,[not a medical product],ambiguous,[soins],[soins],no,
soierie habits,[not a medical product],ambiguous,[Soyeries habis],[Soyeries habis],no,
soierie et dorure fine,[not a medical product],ambiguous,[Ouvrages riches ; soieries et dorure fine] [Ouvrages riches ; Soieries et dorure fine],[Ouvrages riches ; soieries et dorure fine] [Ouvrages riches ; Soieries et dorure fine],no,
soierie et dorure,[not a medical product],ambiguous,[Ouvrages riches ; Soieries et dorure],[Ouvrages riches ; Soieries et dorure],no,
soierie et coton des Indes,[not a medical product],ambiguous,[Soieries et coton ; des Indes],[Soieries et coton ; des Indes],no,
soierie des Indes,[not a medical product],ambiguous,[Soieries ; des Indes],[Soieries ; des Indes],no,
soierie de toile,[not a medical product],ambiguous,[Soirie de toilles],[Soirie de toilles],no,
soierie de Lyon,[not a medical product],ambiguous,[Soyerie de lion] [Soyerie de Lyon] [Soyrie de Lion],[Soyerie de lion] [Soyerie de Lyon] [Soyrie de Lion],no,
soierie de lin,[not a medical product],ambiguous,[Soirie de lin],[Soirie de lin],no,
soierie,[not a medical product],ambiguous,"[soirie] [Soirie] [soyerie] [Soyerie] [Soyeries] [Soyrie] [Soieries ; diverses] [Soieries en étoffes, rubans, passementerie, etc.]","[soirie] [Soirie] [soyerie] [Soyerie] [Soyeries] [Soyrie] [Soieries ; diverses] [Soieries en étoffes, rubans, passementerie, etc.]",no,
soie tricoter,[not a medical product],ambiguous,[Soye ; tricoter],[Soye ; tricoter],no,
soie trame ???,[not a medical product],ambiguous,[Soye ; trame ?],[Soye ; trame ?],no,
soie teinte,[not a medical product],ambiguous,[soye ; teinte] [Soye ; teinte] [Soye ; Teinte] [soye teinte] [Soye teinte],[soye ; teinte] [Soye ; teinte] [Soye ; Teinte] [soye teinte] [Soye teinte],no,
soie tapis,[not a medical product],ambiguous,[Soye ; tapis],[Soye ; tapis],no,
soie tanier,[not a medical product],ambiguous,[Soye ; tanier],[Soye ; tanier],no,
soie plate,[not a medical product],ambiguous,[Soye ; plat] [Soye ; plate] [Soye ; platte],[Soye ; plat] [Soye ; plate] [Soye ; platte],no,
soie par Marseille,[not a medical product],ambiguous,[Soie diverse ; par Marseille] [Soies diverses par Marseille] [Soie par Marseille],[Soie diverse ; par Marseille] [Soies diverses par Marseille] [Soie par Marseille],no,
soie ouvrée,[not a medical product],ambiguous,[Soye ; organsine] [soye organsine] [Soye organsine] [soye orgassine] [soyes organsine] [Soie ; ouvrée] [Soies ouvrées] [Soye ; ouvrée] [soye ouvrée] [Soye ouvrée] [Soye Ouvrée] [Soye ouvres] [soye ouvré ou organsine],[Soye ; organsine] [soye organsine] [Soye organsine] [soye orgassine] [soyes organsine] [Soie ; ouvrée] [Soies ouvrées] [Soye ; ouvrée] [soye ouvrée] [Soye ouvrée] [Soye Ouvrée] [Soye ouvres] [soye ouvré ou organsine],no,
soie grèse par Marseille,[not a medical product],ambiguous,[Soie greze ; par Marseille],[Soie greze ; par Marseille],no,
soie grèse de Provence,[not a medical product],ambiguous,[Soye greze de Provence],[Soye greze de Provence],no,
soie grèse ???,[not a medical product],ambiguous,[Soye ; grise ?],[Soye ; grise ?],no,
soie grèse,[not a medical product],ambiguous,[Soye ; graise] [Soye ; graize] [Soye ; greze] [Soye greze],[Soye ; graise] [Soye ; graize] [Soye ; greze] [Soye greze],no,
soie floche,[not a medical product],ambiguous,[soye floche],[soye floche],no,
soie fleuret ???,[not a medical product],ambiguous,[Soye ; fleurs ?],[Soye ; fleurs ?],no,
soie filée,[not a medical product],ambiguous,[Soye; filée],[Soye; filée],no,
soie exportée de Marseille,[not a medical product],ambiguous,[Soye ; exporté de Marseille],[Soye ; exporté de Marseille],no,
soie étoupe,[not a medical product],ambiguous,[soye etoupe] [soyes etoupe],[soye etoupe] [soyes etoupe],no,
soie en suaze,[not a medical product],ambiguous,[Soie ; en suaze (?)],[Soie ; en suaze (?)],no,
soie en rames,[not a medical product],ambiguous,[Soye ; en rame] [Soye ; en rames] [Soye en rame] [Soye en rames],[Soye ; en rame] [Soye ; en rames] [Soye en rame] [Soye en rames],no,
soie en masses,[not a medical product],ambiguous,[Soye ; en masse],[Soye ; en masse],no,
soie en fleuret,[not a medical product],ambiguous,[Soye ; en fleures] [Soye ; en fleuret] [Soye ; en fleurs],[Soye ; en fleures] [Soye ; en fleuret] [Soye ; en fleurs],no,
soie en étoupes,[not a medical product],ambiguous,[soye en etoupe] [soye en etoupes],[soye en etoupe] [soye en etoupes],no,
soie en estrasse,[not a medical product],ambiguous,[Soie diverse ; en strasse] [Soies en strasse] [Soye ; en strasse] [soye estrasse] [soye etrasse],[Soie diverse ; en strasse] [Soies en strasse] [Soye ; en strasse] [soye estrasse] [soye etrasse],no,
soie en cocons et en estrasse,[not a medical product],ambiguous,[Soye ; en strase et cocons],[Soye ; en strase et cocons],no,
soie en cocon,[not a medical product],ambiguous,[Soie ; en cocon] [Soye ; en cocou],[Soie ; en cocon] [Soye ; en cocou],no,
soie en bourre,[not a medical product],ambiguous,[Soye; En bourre],[Soye; En bourre],no,
soie écrue,[not a medical product],ambiguous,[Soie ; écrue] [Soye ; écru] [Soye ; ecrue] [Soye ; ecruë] [Soye ecrue],[Soie ; écrue] [Soye ; écru] [Soye ; ecrue] [Soye ; ecruë] [Soye ecrue],no,
soie dite fleuret,[not a medical product],ambiguous,[Soie ; dite fleuret],[Soie ; dite fleuret],no,
soie dite filoselle,[not a medical product],ambiguous,[Soye ; Dites filozelle],[Soye ; Dites filozelle],no,
soie des pays étrangers,[not a medical product],ambiguous,[Soye ; des Pais Etrangers],[Soye ; des Pais Etrangers],no,
soie des Indes,[not a medical product],ambiguous,[Marchandises provenant du commerce français dans l'Inde ; soye] [Soie ; des indes] [Soye ; des Indes],[Marchandises provenant du commerce français dans l'Inde ; soye] [Soie ; des indes] [Soye ; des Indes],no,
soie de toile,[not a medical product],ambiguous,[Soie de Toile] [Sois de Toile],[Soie de Toile] [Sois de Toile],no,
soie de sanglier,[not a medical product],ambiguous,[Soye ; de sanglier],[Soye ; de sanglier],no,
soie de porc et soie de sanglier,[not a medical product],ambiguous,[2///Matières premières///Soie de porc et sanglier] [Soies de porc et de sanglier],[2///Matières premières///Soie de porc et sanglier] [Soies de porc et de sanglier],no,
soie de porc ???,[not a medical product],ambiguous,[Soye ; de porc ?],[Soye ; de porc ?],no,
soie de porc,[not a medical product],ambiguous,[Soie ; de porc] [Soye ; de poc] [Soye ; de porc] [soye de porc] [Soye de porc] [soye de porcs] [Soye de pos],[Soie ; de porc] [Soye ; de poc] [Soye ; de porc] [soye de porc] [Soye de porc] [soye de porcs] [Soye de pos],no,
soie de Nankin,[not a medical product],ambiguous,"[Soye ; de Nankin] [Soie ; Nankin] [Soye ; mankin] [Soye ; nankin] [Soye ; Nankin] [Soye ; NanKin] [Soye nankin] [Soye Nankin] [Soye, Ilankin]","[Soye ; de Nankin] [Soie ; Nankin] [Soye ; mankin] [Soye ; nankin] [Soye ; Nankin] [Soye ; NanKin] [Soye nankin] [Soye Nankin] [Soye, Ilankin]",no,
soie de fleuret,[not a medical product],ambiguous,[Soye ; de fleuret],[Soye ; de fleuret],no,
soie de charrues,[not a medical product],ambiguous,[Soye de charues],[Soye de charues],no,
soie crue,[not a medical product],ambiguous,[Soye ; crue] [Soye ; cruë] [Soye ; crüe] [soye crue] [Soye crue] [soye crûe] [soye crüe] [soye crues] [soye crües] [Soye; crüe] [soyes crüe] [soyes crues] [soyes crües] [Soyes crües] [Soÿes crües] [soyes crus],[Soye ; crue] [Soye ; cruë] [Soye ; crüe] [soye crue] [Soye crue] [soye crûe] [soye crüe] [soye crues] [soye crües] [Soye; crüe] [soyes crüe] [soyes crues] [soyes crües] [Soyes crües] [Soÿes crües] [soyes crus],no,
soie commune,[not a medical product],ambiguous,[Soie ; ordinaire],[Soie ; ordinaire],no,
soie cocons perus,[not a medical product],ambiguous,[soye cocons perus],[soye cocons perus],no,
soie cocon,[not a medical product],ambiguous,[Soyes ; Cocons],[Soyes ; Cocons],no,
soie Canton,[not a medical product],ambiguous,[Soye ; Canton],[Soye ; Canton],no,
soie brousse,[not a medical product],ambiguous,[Soye ; brousse],[Soye ; brousse],no,
soie blanche,[not a medical product],ambiguous,[Soye ; blanche],[Soye ; blanche],no,
soie ardassine,[not a medical product],ambiguous,[soye ardassine],[soye ardassine],no,
soie ardasse,[not a medical product],ambiguous,[soye ardasse],[soye ardasse],no,
soie apprêtée,[not a medical product],ambiguous,[Soye ; apprêtée] [Soye ; apressée] [Soye ; aprestée] [Soye ; aprestées] [Soye ; aprêtée] [Soye a prestée] [Soye a pretée] [soye aprestée] [Soye apreté] [soye apretée] [Soye apretée] [Soye aprétée] [soye aprêtée] [Soye aprêtée] [Soye; aprestée],[Soye ; apprêtée] [Soye ; apressée] [Soye ; aprestée] [Soye ; aprestées] [Soye ; aprêtée] [Soye a prestée] [Soye a pretée] [soye aprestée] [Soye apreté] [soye apretée] [Soye apretée] [Soye aprétée] [soye aprêtée] [Soye aprêtée] [Soye; aprestée],no,
soie à tricoter,[not a medical product],ambiguous,[Soye ; a tricoter],[Soye ; a tricoter],no,
soie à coudre,[not a medical product],ambiguous,[Soie ; à coudre] [Soie à coudre] [Soies à coudre] [soye ; a coudre] [Soye ; a coudre] [Soye ; à coudre] [Soye a coudre] [soye à coudre] [Soye à coudre] [Soye à couvre] [Soye; à coudre],[Soie ; à coudre] [Soie à coudre] [Soies à coudre] [soye ; a coudre] [Soye ; a coudre] [Soye ; à coudre] [Soye a coudre] [soye à coudre] [Soye à coudre] [Soye à couvre] [Soye; à coudre],no,
soie à broder,[not a medical product],ambiguous,[Soye ; à broder],[Soye ; à broder],no,
soie,[not a medical product],ambiguous,[1///Matières première///Soie] [1///Matières premières///Soie] [Soie] [Soies] [Soya] [Soye] [Soye;] [Soie ; diverse] [Soie diverse] [Soies diverses] [Soye ; diverse] [Soye ; Diverses] [Soyes ; diverses] [Soyes ; Diverses],[1///Matières première///Soie] [1///Matières premières///Soie] [Soie] [Soies] [Soya] [Soye] [Soye;] [Soie ; diverse] [Soie diverse] [Soies diverses] [Soye ; diverse] [Soye ; Diverses] [Soyes ; diverses] [Soyes ; Diverses],no,
socs de fer,[not a medical product],ambiguous,[Socqs de fer] [Socs de fer],[Socqs de fer] [Socs de fer],no,
socs de charrues,[not a medical product],ambiguous,[Socs de charrüe] [Socs de charrues] [Socs de cherrues] [Soes de charues],[Socs de charrüe] [Socs de charrues] [Socs de cherrues] [Soes de charues],no,
socs,[not a medical product],ambiguous,[socs],[socs],no,
socrotour,[not a medical product],ambiguous,[Socrotour],[Socrotour],no,
socreton,[not a medical product],ambiguous,[Socreton],[Socreton],no,
socle de fer,[not a medical product],ambiguous,[Quincaillerie ; de fer ; socle],[Quincaillerie ; de fer ; socle],no,
soberton,[not a medical product],ambiguous,[Soberton],[Soberton],no,
smalte,[not a medical product],ambiguous,[smalte],[smalte],no,
slin de laine,[not a medical product],ambiguous,[Etoffes ; de laine ; slin],[Etoffes ; de laine ; slin],no,
slatille des Indes,[not a medical product],ambiguous,[Toiles ; Des Indes ; Slatille],[Toiles ; Des Indes ; Slatille],no,
sistes condales,[not a medical product],ambiguous,[Sistes condale],[Sistes condale],no,
sirop terré,[not a medical product],ambiguous,[Sirop terré],[Sirop terré],no,
sirop ou jus de cerise et de grenades,[not a medical product],ambiguous,[sirop ou jus de cerises et de grenades],[sirop ou jus de cerises et de grenades],no,
sirop ou jus de cerise et de grenade avec nourritures,[not a medical product],ambiguous,[sirop ou jus de cerises et de grenades (avec nourritures)],[sirop ou jus de cerises et de grenades (avec nourritures)],no,
sirop mélasse,[not a medical product],ambiguous,[Denrées coloniales ; sirop-melasse] [Denrées des Isles Françaises de l'Amérique : Sirop mélasse] [Epicerie sirop mélasse],[Denrées coloniales ; sirop-melasse] [Denrées des Isles Françaises de l'Amérique : Sirop mélasse] [Epicerie sirop mélasse],no,
sirop fins et sucre,[not a medical product],ambiguous,[Sucres et sirops fins],[Sucres et sirops fins],no,
sirop fin et mélasse,[not a medical product],ambiguous,[Sirops fins et mélasse],[Sirops fins et mélasse],no,
sirop fin,[not a medical product],ambiguous,[Sirop ; fin] [Sirops fins],[Sirop ; fin] [Sirops fins],no,
sirop et sucre,[not a medical product],ambiguous,[Sucres et sirops],[Sucres et sirops],no,
sirop des Indes,[not a medical product],ambiguous,[Sirop ; des isles] [Sirop ; des Isles] [sirop des isles] [Sirop des isles] [Sirop des Isles],[Sirop ; des isles] [Sirop ; des Isles] [sirop des isles] [Sirop des isles] [Sirop des Isles],no,
sirop de violette,[not a medical product],ambiguous,[Sirop ; de violette] [Sirop ; de Violette],[Sirop ; de violette] [Sirop ; de Violette],no,
sirop de vinaigre,[not a medical product],ambiguous,[Sirop ; de vinaigre] [Sirop de vianigre] [Sirop de vinaigre],[Sirop ; de vinaigre] [Sirop de vianigre] [Sirop de vinaigre],no,
sirop de sucre candi,[not a medical product],ambiguous,[sirop de sucre candis],[sirop de sucre candis],no,
sirop de sucre,[not a medical product],ambiguous,[Siro de sucre] [Sirop ; de sucre] [sirop de sucre] [Sirop de sucre] [Sirop de Sucre],[Siro de sucre] [Sirop ; de sucre] [sirop de sucre] [Sirop de sucre] [Sirop de Sucre],no,
sirop de raffinerie,[not a medical product],ambiguous,[Sirop de raffinerie],[Sirop de raffinerie],no,
sirop de mûre,[not a medical product],ambiguous,[Sirop ; de mure],[Sirop ; de mure],no,
sirop de mélasse,[not a medical product],ambiguous,"[Marchandises de Colonies françaises de l'Amérique ; sirop Melafre] [Sirop ; de melasse] [Sirop de melasse] [Sirop de Melasse] [Sirop de mellasse] [Sirop ; melasse] [Sirop ; mélasse] [Sirop ; melssae] [sirop melasse] [Sirop melasse] [Sirop Melasse] [Sirop mélasse] [Sirop-mélasse] [Sirop, mélasse] [Sirop; melasse] [Sirops, mélasse]","[Marchandises de Colonies françaises de l'Amérique ; sirop Melafre] [Sirop ; de melasse] [Sirop de melasse] [Sirop de Melasse] [Sirop de mellasse] [Sirop ; melasse] [Sirop ; mélasse] [Sirop ; melssae] [sirop melasse] [Sirop melasse] [Sirop Melasse] [Sirop mélasse] [Sirop-mélasse] [Sirop, mélasse] [Sirop; melasse] [Sirops, mélasse]",no,
sirop de limon,[not a medical product],ambiguous,[Sirop ; de limon] [Sirop ; de Limon] [sirop de limon] [Sirop de limon] [Sirop de Limon] [Sirop Limon],[Sirop ; de limon] [Sirop ; de Limon] [sirop de limon] [Sirop de limon] [Sirop de Limon] [Sirop Limon],no,
sirop de framboise,[not a medical product],ambiguous,[Sirop ; de framboise],[Sirop ; de framboise],no,
sirop de coriandre,[not a medical product],ambiguous,[Sirop ; de coriande],[Sirop ; de coriande],no,
sirop de citron,[not a medical product],ambiguous,[Sirop; de citron],[Sirop; de citron],no,
sirop de cédrat,[not a medical product],ambiguous,[Sirop de cedra],[Sirop de cedra],no,
sirop de calbasse,[not a medical product],ambiguous,[Sirop ; de calbasse] [Sirop; de calbasse],[Sirop ; de calbasse] [Sirop; de calbasse],no,
sirop d'orgeat au fiasque,[not a medical product],ambiguous,[Liqueurs au fiasque ; sirop d'orgeat],[Liqueurs au fiasque ; sirop d'orgeat],no,
sirop d'orgeat,[not a medical product],ambiguous,[Sirop ; d'orgeat] [Sirop d'orgeat],[Sirop ; d'orgeat] [Sirop d'orgeat],no,
sirop d'amour,[not a medical product],ambiguous,[Sirop d'amour],[Sirop d'amour],no,
sirop d'amont,[not a medical product],ambiguous,[Sirop ; d'amont] [Sirop d'amont] [Sirop; d'amont],[Sirop ; d'amont] [Sirop d'amont] [Sirop; d'amont],no,
sirop calbasse,[not a medical product],ambiguous,[Sirop ; calbasse],[Sirop ; calbasse],no,
sirop brut,[not a medical product],ambiguous,[Sirop brut],[Sirop brut],no,
sirop à boire,[not a medical product],ambiguous,[Sirop à boire],[Sirop à boire],no,
sirop,[not a medical product],ambiguous,[Denrées des colonies sirop] [sirop] [Sirop] [Sirops] [Sirops divers] [2///Subsistances///Sirops],[Denrées des colonies sirop] [sirop] [Sirop] [Sirops] [Sirops divers] [2///Subsistances///Sirops],no,
siragondis,[not a medical product],ambiguous,[Siragondis],[Siragondis],no,
