item,group,status,beforeItems,afterItems,obsolete,imprimatur
zingar,[0],ambiguous,[Zinga] [Zingar],[Zinga] [Zingar],no,
zing,[0],ambiguous,[Zing],[Zing],no,
zinc pour fabriquer le laiton,[0],ambiguous,[Zinc pour fabriquer le laiton],[Zinc pour fabriquer le laiton],no,
zinc,[0],ambiguous,[Drogues ; chimiques et métalliques ; zinck] [Zin] [Zinc] [Zine] [zinek],[Drogues ; chimiques et métalliques ; zinck] [Zin] [Zinc] [Zine] [zinek],no,
zain,[0],ambiguous,[Zain],[Zain],no,
wuinnes,[0],ambiguous,[wuinnes],[wuinnes],no,
wollegoet teinte,[0],ambiguous,[wollegoet teinte],[wollegoet teinte],no,
wollegoet mêlée,[0],ambiguous,[wollegoet mellée],[wollegoet mellée],no,
wollegoet blanche,[0],ambiguous,[wollegoet blanche],[wollegoet blanche],no,
wathout en blocs,[0],ambiguous,[wathout en bloc],[wathout en bloc],no,
wagons,[0],ambiguous,[Wagons],[Wagons],no,
vulnéraire de Suisse,[0],ambiguous,[Vulneraires ; de Suisse] [Vulnéraires ; de Suisse],[Vulneraires ; de Suisse] [Vulnéraires ; de Suisse],no,
vrille,[0],ambiguous,[vrille] [vrilles] [Vrilles],[vrille] [vrilles] [Vrilles],no,
volants de camelot,[0],ambiguous,[Volants ; de camelot],[Volants ; de camelot],no,
volants,[0],ambiguous,[Volans] [Volants],[Volans] [Volants],no,
volailles oies,[0],ambiguous,[Volailles ; oyes],[Volailles ; oyes],no,
volailles grasses,[0],ambiguous,[Volailles ; grasses],[Volailles ; grasses],no,
volailles chapons,[0],ambiguous,[Volaille ; chapons] [Volaille chapon] [Volailles ; chapon] [Volailles ; chapons],[Volaille ; chapons] [Volaille chapon] [Volailles ; chapon] [Volailles ; chapons],no,
volailles,[0],ambiguous,[Volaille] [volailles] [Volailles] [Vollailles] [volaille de toutes sortes] [Volailles ; diverses],[Volaille] [volailles] [Volailles] [Vollailles] [volaille de toutes sortes] [Volailles ; diverses],no,
voitures neuves,[0],ambiguous,[voitures neuves],[voitures neuves],no,
voitures étrangères,[0],ambiguous,[///Industrie Etrangère///Voitures] [///Industrie étrangère///Voitures],[///Industrie Etrangère///Voitures] [///Industrie étrangère///Voitures],no,
voitures et leurs roues,[0],ambiguous,[Voitures et leurs roues],[Voitures et leurs roues],no,
voitures de chafre,[0],ambiguous,[Voiture ; de Chafre],[Voiture ; de Chafre],no,
voitures complètes,[0],ambiguous,[Voitures complètes],[Voitures complètes],no,
voitures carriole,[0],ambiguous,[Voiture (carriole)],[Voiture (carriole)],no,
voitures cabriolets,[0],ambiguous,[Voitures ; cabriolets],[Voitures ; cabriolets],no,
voitures avec hamais,[0],ambiguous,[Voitures ; avec hamoir],[Voitures ; avec hamoir],no,
voitures,[0],ambiguous,[Voiture] [Voitures] [Voitures ; diverses] [Voitures diverses],[Voiture] [Voitures] [Voitures ; diverses] [Voitures diverses],no,
voilures,[0],ambiguous,[Voilures],[Voilures],no,
voile du Maroc,[0],ambiguous,[Voile de Maroc],[Voile de Maroc],no,
voile de soie,[0],ambiguous,[Etoffe ; de soie ; voile] [Etoffe ; de soye ; voile] [Etoffe de soye ; voile],[Etoffe ; de soie ; voile] [Etoffe ; de soye ; voile] [Etoffe de soye ; voile],no,
voile de novice,[0],ambiguous,[Voiles de novice],[Voiles de novice],no,
voile de navire,[0],ambiguous,[Voilles ; de navires] [Voiles pour navires],[Voilles ; de navires] [Voiles pour navires],no,
voile de laine,[0],ambiguous,[Voile de laine],[Voile de laine],no,
voile de bateaux,[0],ambiguous,[Voilles ; de batteaux],[Voilles ; de batteaux],no,
voile,[0],ambiguous,[Étoffe voile] [Etoffes ; voile] [Voile] [voiles],[Étoffe voile] [Etoffes ; voile] [Voile] [voiles],no,
voide,[0],ambiguous,[Voide],[Voide],no,
voëdes,[0],ambiguous,[Voëdes],[Voëdes],no,
vlottes,[0],ambiguous,[vlottes],[vlottes],no,
vitriol de Chypre,[0],ambiguous,[Drogue ; pour peinture et teinture ; vitriol ; de Chypre] [Vitriel de Chipre] [Vitriol ; de chipre] [Vitriol ; de Chipre] [Vitriol ; de Chypre] [vitriol de Chipre] [Vitriol de chipre] [vitriol de chipres] [vitriol de Chipres] [vitriol de chypres] [Vitrol de chipre],[Drogue ; pour peinture et teinture ; vitriol ; de Chypre] [Vitriel de Chipre] [Vitriol ; de chipre] [Vitriol ; de Chipre] [Vitriol ; de Chypre] [vitriol de Chipre] [Vitriol de chipre] [vitriol de chipres] [vitriol de Chipres] [vitriol de chypres] [Vitrol de chipre],no,
vitriol bleu,[0],ambiguous,[Drogueries ; médecinales ; vitriol ; bleue] [Drogues ; chimiques et métalliques ; vitriol ; bleue] [Drogues; Pour peinture et teinture; Vitriol Bleu],[Drogueries ; médecinales ; vitriol ; bleue] [Drogues ; chimiques et métalliques ; vitriol ; bleue] [Drogues; Pour peinture et teinture; Vitriol Bleu],no,
vitriol blanc,[0],ambiguous,[Viteriol blanc] [Vitriol ; blanc] [Vitriol ;blanc] [Vitriol blanc],[Viteriol blanc] [Vitriol ; blanc] [Vitriol ;blanc] [Vitriol blanc],no,
vitriol,[0],ambiguous,[Drogues ; chimiques et métalliques ; vitriol] [Drogues; Chimique; Vitriol] [Drogues ; metalliques et chimiques ; vitriol] [Drogues ; Métalliques ; Viriol] [Drogues ; Metalliques ; Vitriol] [Drogues ; Métalliques ; Vitriol] [Drogues; Métalliques; Vitriol] [vitriol] [Vitriol],[Drogues ; chimiques et métalliques ; vitriol] [Drogues; Chimique; Vitriol] [Drogues ; metalliques et chimiques ; vitriol] [Drogues ; Métalliques ; Viriol] [Drogues ; Metalliques ; Vitriol] [Drogues ; Métalliques ; Vitriol] [Drogues; Métalliques; Vitriol] [vitriol] [Vitriol],no,
vispapan ???,[0],ambiguous,[Vispapan [?]],[Vispapan [?]],no,
virez,[0],ambiguous,[Etoffe ; virez] [Virez],[Etoffe ; virez] [Virez],no,
vipres,[0],ambiguous,[Vipres],[Vipres],no,
vipérine en racine,[0],ambiguous,[Viperine ; en racine],[Viperine ; en racine],no,
vipérine,[0],ambiguous,[Viperine] [Vipérine] [Viperines],[Viperine] [Vipérine] [Viperines],no,
vipères vives,[0],ambiguous,[Viperes vives],[Viperes vives],no,
vipères,[0],ambiguous,[vipère] [Viperes] [Vipères],[vipère] [Viperes] [Vipères],no,
violons d'enfant,[0],ambiguous,[Violons ; d'enfant],[Violons ; d'enfant],no,
violons,[0],ambiguous,[Instrumens de musique ; violons] [Instruments ; de musique ; violons] [Instruments ; de musique ; Violons] [Instruments de musique ; violon] [Instruments de musique ; violons] [Instruments de musique violons] [violons] [Violons],[Instrumens de musique ; violons] [Instruments ; de musique ; violons] [Instruments ; de musique ; Violons] [Instruments de musique ; violon] [Instruments de musique ; violons] [Instruments de musique violons] [violons] [Violons],no,
violoncelle,[0],ambiguous,[Violoncelle],[Violoncelle],no,
violon,[0],ambiguous,[Violon],[Violon],no,
violende,[0],ambiguous,[violende],[violende],no,
vinaigre ordinaire,[0],ambiguous,[Vinaigre ; ordinaire] [Vinaigre ; Ordinaire] [Vinaigre ordinaire],[Vinaigre ; ordinaire] [Vinaigre ; Ordinaire] [Vinaigre ordinaire],no,
vinaigre de vin,[0],ambiguous,[Vinaigre ; de vin] [vinaigre de vins],[Vinaigre ; de vin] [vinaigre de vins],no,
vinaigre de fruits,[0],ambiguous,[vinaigre de fruits],[vinaigre de fruits],no,
vinaigre de composition,[0],ambiguous,[Vinaigre ; composé] [Vinaigre composé] [Vinaigre ; De composition] [Vinaigre de composition] [Vinaigre de compostion],[Vinaigre ; composé] [Vinaigre composé] [Vinaigre ; De composition] [Vinaigre de composition] [Vinaigre de compostion],no,
vinaigre de bière,[0],ambiguous,[Vinaigre ; de bierre] [vinaigre de bierre],[Vinaigre ; de bierre] [vinaigre de bierre],no,
vinaigre ???,[0],ambiguous,[Vinaigre ; ?] [Vinaigre [?]],[Vinaigre ; ?] [Vinaigre [?]],no,
vinaigre,[0],ambiguous,[Boissons ; vinaigre] [Vin aigre] [vinaigre] [Vinaigre] [Vinegre],[Boissons ; vinaigre] [Vin aigre] [vinaigre] [Vinaigre] [Vinegre],no,
vin verdé de Florence,[0],ambiguous,[Vin ; verdé ; de Florence],[Vin ; verdé ; de Florence],no,
vin Tinto,[0],ambiguous,[vin tinto] [vino tinto],[vin tinto] [vino tinto],no,
vin Saint-Ange,[0],ambiguous,[Vin Saint Ange],[Vin Saint Ange],no,
vin rouge très gras,[0],ambiguous,[Vin rouge très gras],[Vin rouge très gras],no,
vin rouge gros bard,[0],ambiguous,[Vin ; rouge gros bard],[Vin ; rouge gros bard],no,
vin rouge et blanc,[0],ambiguous,[Vin rouge et blanc],[Vin rouge et blanc],no,
vin rouge en bouteilles,[0],ambiguous,[Vin rouge en bouteille],[Vin rouge en bouteille],no,
vin rouge de renvoi,[0],ambiguous,[Vin ; rouge ; de renvoy] [Vin ; rouge ; de Renvoy],[Vin ; rouge ; de renvoy] [Vin ; rouge ; de Renvoy],no,
vin rouge de France,[0],ambiguous,[vin rouge de France],[vin rouge de France],no,
vin rouge d'Espagne,[0],ambiguous,[vin rouge d'Espagne],[vin rouge d'Espagne],no,
vin rouge commun,[0],ambiguous,[Vin ; rouge ; commun],[Vin ; rouge ; commun],no,
vin rouge,[0],ambiguous,"[Vin , rouge] [Vin ; rouge] [vin rouge] [Vin rouge] [Vin Rouge] [Vin; rouge] [Vin; Rouge] [Vins rouge] [Vins rouges]","[Vin , rouge] [Vin ; rouge] [vin rouge] [Vin rouge] [Vin Rouge] [Vin; rouge] [Vin; Rouge] [Vins rouge] [Vins rouges]",no,
vin Rancio,[0],ambiguous,[Vin rancio] [Vin Rancio],[Vin rancio] [Vin Rancio],no,
vin ordinaire en miel,[0],ambiguous,[Vins ; ordinaire ; en miel],[Vins ; ordinaire ; en miel],no,
vin ordinaire en bouteilles,[0],ambiguous,[Vin ; ordinaire ; en bouteilles],[Vin ; ordinaire ; en bouteilles],no,
vin ordinaire divers,[0],ambiguous,[Vins ordinaires divers],[Vins ordinaires divers],no,
vin ordinaire,[0],ambiguous,[Vins divers ordinaires] [vin ; ordinaire] [Vin ; ordinaire] [Vin ordinaire] [Vin ordinaires] [Vin; ordinaire] [Vin; Ordinaire] [Vins ordinaires] [Vin ; petit] [Vin petit],[Vins divers ordinaires] [vin ; ordinaire] [Vin ; ordinaire] [Vin ordinaire] [Vin ordinaires] [Vin; ordinaire] [Vin; Ordinaire] [Vins ordinaires] [Vin ; petit] [Vin petit],no,
vin Nantes,[0],ambiguous,[Vin nantes],[Vin nantes],no,
vin muscat ordinaire,[0],ambiguous,[Vin ; muscat ; ordinaire],[Vin ; muscat ; ordinaire],no,
vin muscat,[0],ambiguous,[vin ; muscat] [Vin ; muscat] [Vin ; Muscat] [Vin muscas] [vin muscat] [Vin muscat] [Vin Muscat] [Vin; muscat] [Vins muscat],[vin ; muscat] [Vin ; muscat] [Vin ; Muscat] [Vin muscas] [vin muscat] [Vin muscat] [Vin Muscat] [Vin; muscat] [Vins muscat],no,
vin mousseux,[0],ambiguous,[Vin ; mousseux],[Vin ; mousseux],no,
vin jauge Paris,[0],ambiguous,[Vin ; jauge ; paris] [Vin ; jauge ; Paris],[Vin ; jauge ; paris] [Vin ; jauge ; Paris],no,
vin jauge gros bard,[0],ambiguous,[Vin ; gauge grorban] [Vin ; jauge ; gros bard] [Vin ; jauge ; Gros bard] [Vin ; jauge ; grosbard] [Vin ; jauge Grobard] [Vin ; jauge gros bard] [Vin ; Jauge gros bard] [Vin ; jaugegros bard] [Vin; jauge; Grosbard] [Vin; jauge ch.; Grosbard],[Vin ; gauge grorban] [Vin ; jauge ; gros bard] [Vin ; jauge ; Gros bard] [Vin ; jauge ; grosbard] [Vin ; jauge Grobard] [Vin ; jauge gros bard] [Vin ; Jauge gros bard] [Vin ; jaugegros bard] [Vin; jauge; Grosbard] [Vin; jauge ch.; Grosbard],no,
vin jauge ??? Paris,[0],ambiguous,[Vin; jauge ch.; Paris],[Vin; jauge ch.; Paris],no,
vin hors,[0],ambiguous,[Vin ; hors] [Vin hors] [Vin Hors] [Vin hos] [Vin; hors],[Vin ; hors] [Vin hors] [Vin Hors] [Vin hos] [Vin; hors],no,
vin gâté,[0],ambiguous,[Vin; Gaté],[Vin; Gaté],no,
vin français,[0],ambiguous,[Vin ; français] [Vin ; Français] [Vin ; Francois] [Vin ; françois] [Vin ; François] [Vin françois] [Vin; François],[Vin ; français] [Vin ; Français] [Vin ; Francois] [Vin ; françois] [Vin ; François] [Vin françois] [Vin; François],no,
vin fin en bouteilles,[0],ambiguous,[Vins divers fins en bouteilles],[Vins divers fins en bouteilles],no,
vin fin,[0],ambiguous,[Vins divers fins],[Vins divers fins],no,
vin étranger fuo,[0],ambiguous,[Vins ; Etrangers ; Fuo],[Vins ; Etrangers ; Fuo],no,
vin étranger en muid,[0],ambiguous,"[Vins ; Etrangers ; Divers en Muid] [Vins ; Etrangers, Divers en mininds]","[Vins ; Etrangers ; Divers en Muid] [Vins ; Etrangers, Divers en mininds]",no,
vin étranger en bouteilles,[0],ambiguous,"[Vins ; Etrangers, Divers en bouteilles]","[Vins ; Etrangers, Divers en bouteilles]",no,
vin étranger de toute sorte,[0],ambiguous,[Vins étrangers de toutes sortes],[Vins étrangers de toutes sortes],no,
vin étranger de ???,[0],ambiguous,[Vins ; Etrangers ; De ***],[Vins ; Etrangers ; De ***],no,
vin étranger commun,[0],ambiguous,[Vins ; Etrangers ; Communs],[Vins ; Etrangers ; Communs],no,
vin étranger blanc,[0],ambiguous,[Vins ; Etrangers ; Blanc],[Vins ; Etrangers ; Blanc],no,
vin étranger au ???,[0],ambiguous,[Vins ; Etrangers ; Divers au ***],[Vins ; Etrangers ; Divers au ***],no,
vin étranger,[0],ambiguous,[Vin ; étranger] [Vin Etranger],[Vin ; étranger] [Vin Etranger],no,
vin et vin de liqueurs divers,[0],ambiguous,[Vin ; vin de liqueurs divers],[Vin ; vin de liqueurs divers],no,
vin et fer,[0],ambiguous,[Vin et fer],[Vin et fer],no,
vin et eau-de-vie de vin,[0],ambiguous,[Vin et eau de vie de vin],[Vin et eau de vie de vin],no,
vin et eau-de-vie,[0],ambiguous,[Vins et eaux-de-vie],[Vins et eaux-de-vie],no,
vin et autres boissons vin divers de Bordeaux,[0],ambiguous,[Vins et autres boissons ; vin ; divers ; de Bordeaux],[Vins et autres boissons ; vin ; divers ; de Bordeaux],no,
vin et autres boissons vin divers,[0],ambiguous,[Vins et autres boissons ; vin ; divers],[Vins et autres boissons ; vin ; divers],no,
vin et autres boissons vin de liqueurs de différente espèce,[0],ambiguous,[Vins et autres boissons ; vin ; de liqueurs ; de différentes espèces],[Vins et autres boissons ; vin ; de liqueurs ; de différentes espèces],no,
vin et autres boissons cidre,[0],ambiguous,[Vins et autres boissons ; cidre],[Vins et autres boissons ; cidre],no,
vin et autres boissons bière,[0],ambiguous,[Vins et autres boissons ; bierre],[Vins et autres boissons ; bierre],no,
vin en muid,[0],ambiguous,[Vins ; de Champagne ; en muids] [Vin en muids],[Vins ; de Champagne ; en muids] [Vin en muids],no,
vin en bouteilles,[0],ambiguous,[Vin ; de Champagne ; en bouteilles] [Vins ; de Champagne ; en bouteilles] [Vin ; en bouteilles] [Vin en bouteille],[Vin ; de Champagne ; en bouteilles] [Vins ; de Champagne ; en bouteilles] [Vin ; en bouteilles] [Vin en bouteille],no,
vin du Roussillon,[0],ambiguous,[Vins ; De France ; De Roussillon],[Vin ; de Rouevillon] [Vin ; de roussillon] [Vin ; de Roussillon] [Vin ; du Roussillon] [Vins du Roussillon] [Vins ; De France ; De Roussillon],no,
vin du Rhône,[0],ambiguous,[Vins ; De France ; De Rhône],[Vins ; De France ; De Rhône],no,
vin du Portugal,[0],ambiguous,[Vin ; Portugal],[Vin ; Portugal],no,
vin du Lyonnais,[0],ambiguous,[Vins ; de France ; De lyonnois],[Vin ; de Lyonnois] [Vins du Lyonnais] [Vins ; de France ; De lyonnois],no,
vin du Languedoc,[0],ambiguous,[Vins ; de France ; De languedoc] [Vins de France ; De Languedoc],[Vin ; de languedoc] [Vin ; de Languedoc] [Vin ; de Langueds] [Vin ; du Languedoc] [Vin de languedoc] [Vin de Languedoc] [Vin du Languedoc] [Vin; de Languedoc] [Vins ; de Languedoc] [Vins de Languedoc] [Vins du Languedoc] [Vins ; de France ; De languedoc] [Vins de France ; De Languedoc],no,
vin du Dauphiné,[0],ambiguous,[Vins ; De France ; de Dauphine],[Vin ; de Dauphiné] [Vins du Dauphiné] [Vins ; De France ; de Dauphine],no,
vin du Béarn et Gascogne,[0],ambiguous,[Vins de Béarn et Gascogne],[Vins de Béarn et Gascogne],no,
vin doux,[0],ambiguous,[Vin doux],[Vin doux],no,
vin divers,[0],ambiguous,[1///Subsistances///Vins divers] [Vin ; divers] [Vin divers] [Vins ; divers] [Vins divers] [Vins; Divers],[1///Subsistances///Vins divers] [Vin ; divers] [Vin divers] [Vins ; divers] [Vins divers] [Vins; Divers],no,
vin dit Bleckaert,[0],ambiguous,[vin dit Bleckaert],[vin dit Bleckaert],no,
vin des Îles,[0],ambiguous,[Vin ; des Isles],[Vin ; des Isles],no,
vin des grandes borderies,[0],ambiguous,[Vin des grandes borderies],[Vin des grandes borderies],no,
vin des Canaries,[0],ambiguous,[Vin ; de canarie] [Vin ; de Canarie] [Vin ; de Canarier] [Vin ; de canaries] [Vin ; de Canaries] [Vin ; de canary] [vin de canarie] [Vin de canarie] [Vin de Canarie] [Vin des Canaries] [Vin; de Canarie],[Vin ; de canarie] [Vin ; de Canarie] [Vin ; de Canarier] [Vin ; de canaries] [Vin ; de Canaries] [Vin ; de canary] [vin de canarie] [Vin de canarie] [Vin de Canarie] [Vin des Canaries] [Vin; de Canarie],no,
vin de Xérès,[0],ambiguous,"[Vin ; d'Espagne ; de Xérès] [Vin ; d'Espagne ; de Xires] [Vin ; d'Espagne ; de xirés] [Vin ; d'Espagne ; de xirès] [Vin ; d'Espagne ; de Xirès] [Vin ; d'Espagne ; de Xirez] [Vin , de Xirès] [Vin ; de Cherés] [Vin ; de Chères] [Vin ; de Cheris] [Vin ; de Xeres] [Vin ; de Xérès] [Vin ; de Xires] [Vin ; de Xirès] [Vin de chère] [Vin de Cherés] [Vin de Xeres] [Vin de Xérès] [vin de xirés] [vin des xirés] [Vins ; étrangers ; de Cerère] [Vins ; Etrangers ; De Xérés] [Vins ; Etrangers ; De Xérès] [Vins ; étrangers ; de xérès] [Vins ; Etrangers, De Teres]","[Vin ; d'Espagne ; de Xérès] [Vin ; d'Espagne ; de Xires] [Vin ; d'Espagne ; de xirés] [Vin ; d'Espagne ; de xirès] [Vin ; d'Espagne ; de Xirès] [Vin ; d'Espagne ; de Xirez] [Vin , de Xirès] [Vin ; de Cherés] [Vin ; de Chères] [Vin ; de Cheris] [Vin ; de Xeres] [Vin ; de Xérès] [Vin ; de Xires] [Vin ; de Xirès] [Vin de chère] [Vin de Cherés] [Vin de Xeres] [Vin de Xérès] [vin de xirés] [vin des xirés] [Vins ; étrangers ; de Cerère] [Vins ; Etrangers ; De Xérés] [Vins ; Etrangers ; De Xérès] [Vins ; étrangers ; de xérès] [Vins ; Etrangers, De Teres]",no,
vin de Wermut,[0],ambiguous,"[Vins ; Etrangers, De Wermute]","[Vins ; Etrangers, De Wermute]",no,
vin de Vougeot,[0],ambiguous,[Vin ; de Bourgogne ; de Nongeot] [Vin ; de Bourgogne ; de Nougeot] [Vin ; de Bourgogne ; de Vougeot] [Vin ; de Nougeot],[Vin ; de Bourgogne ; de Nongeot] [Vin ; de Bourgogne ; de Nougeot] [Vin ; de Bourgogne ; de Vougeot] [Vin ; de Nougeot],no,
vin de ville et de haut,[0],ambiguous,[Vins ; de ville et de haut],[Vins ; de ville et de haut],no,
vin de ville de Bordeaux,[0],ambiguous,[Vin de ville de Bordeaux],[Vin de ville de Bordeaux],no,
vin de ville,[0],ambiguous,[Vin ; de ville] [vin de ville] [Vin de ville] [Vin ; Idem ; de ville] [Vin ; vin de ville],[Vin ; de ville] [vin de ville] [Vin de ville] [Vin ; Idem ; de ville] [Vin ; vin de ville],no,
vin de Vienne,[0],ambiguous,[Vin ; de Vienne],[Vin ; de Vienne],no,
vin de velle,[0],ambiguous,[Vin de velle],[Vin de velle],no,
vin de Touraine,[0],ambiguous,[Vins ; De France ; De Touraine] [Vin ; de Tourrain],[Vins ; De France ; De Touraine] [Vin ; de Tourrain],no,
vin de Tonnerre,[0],ambiguous,"[Vin ; de Bourgogne , de Tonnerre] [Vin ; de Bourgogne ; de Tonnerre] [Vin; de Bourgogne; de Tonnerre] [Vin ; de Tonnerre]","[Vin ; de Bourgogne , de Tonnerre] [Vin ; de Bourgogne ; de Tonnerre] [Vin; de Bourgogne; de Tonnerre] [Vin ; de Tonnerre]",no,
vin de Tokay,[0],ambiguous,[Vin ; de tokai] [vin de Tockay] [Vin; de Tokay] [Vins ; Etrangers ; De Tokay],[Vin ; de tokai] [vin de Tockay] [Vin; de Tokay] [Vins ; Etrangers ; De Tokay],no,
vin de Tinto,[0],ambiguous,"[Vin ; d'Espagne ; de Tinto] [Vin ; d'Espagne ; teinto] [Vin ; d'Espagne ; tinte] [Vin ; d'Espagne ; Tinte] [Vin ; d'Espagne ; tinto] [Vin ; d'Espagne ; Tinto] [Vin ; de tinte] [Vin ; de Tinto] [Vin de TINTO] [Vins ; Etrangers ; De Tinto] [Vins ; étrangers ; de tinto] [Vins ; Etrangers, De Tinto]","[Vin ; d'Espagne ; de Tinto] [Vin ; d'Espagne ; teinto] [Vin ; d'Espagne ; tinte] [Vin ; d'Espagne ; Tinte] [Vin ; d'Espagne ; tinto] [Vin ; d'Espagne ; Tinto] [Vin ; de tinte] [Vin ; de Tinto] [Vin de TINTO] [Vins ; Etrangers ; De Tinto] [Vins ; étrangers ; de tinto] [Vins ; Etrangers, De Tinto]",no,
vin de Thiaucourt,[0],ambiguous,[vin de Theaucour],[vin de Theaucour],no,
vin de Tezac,[0],ambiguous,[Vin ; de Tezac],[Vin ; de Tezac],no,
vin de Ténérife,[0],ambiguous,[Vins ; Etrangers ; De Ténérife],[Vins ; Etrangers ; De Ténérife],no,
vin de teinte,[0],ambiguous,[Vin ; de teinte],[Vin ; de teinte],no,
vin de Tavel,[0],ambiguous,[Vins ; Etrangers ; De Tavel],[Vins ; Etrangers ; De Tavel],no,
vin de Syracuse,[0],ambiguous,"[Vin ; de siracusse] [Vin ; de Siracusse] [Vin ; de Siracuze] [vin de siracuse] [vin de Siracuse] [Vin de siracuse] [Vins ; Etrangers, De Siracuse]","[Vin ; de siracusse] [Vin ; de Siracusse] [Vin ; de Siracuze] [vin de siracuse] [vin de Siracuse] [Vin de siracuse] [Vins ; Etrangers, De Siracuse]",no,
vin de Suisse,[0],ambiguous,[Vin ; de suisse] [Vin ; de Suisse] [Vin; de Suisse] [Vins ; Etrangers ; De suisse],[Vin ; de suisse] [Vin ; de Suisse] [Vin; de Suisse] [Vins ; Etrangers ; De suisse],no,
vin de Ste. Foy,[0],ambiguous,[Vin ; de Sainte Foy] [Vin ; de Ste foi] [Vin ; de Ste. Foy] [Vin de sainte Foi] [Vin de Sainte Foy],[Vin ; de Sainte Foy] [Vin ; de Ste foi] [Vin ; de Ste. Foy] [Vin de sainte Foi] [Vin de Sainte Foy],no,
vin de St. Seau,[0],ambiguous,[Vin ; de S .Seau],[Vin ; de S .Seau],no,
vin de St. Laurent,[0],ambiguous,[Vin ; de St Laurent] [vin de St. Laurent],[Vin ; de St Laurent] [vin de St. Laurent],no,
vin de Savoie,[0],ambiguous,[Vin ; de savoye] [Vin ; de Savoye],[Vin ; de savoye] [Vin ; de Savoye],no,
vin de Savigny,[0],ambiguous,[Vin ; de Bourgogne ; de Suvigny],[Vin ; de Bourgogne ; de Suvigny],no,
vin de Saintonge,[0],ambiguous,[Vins ; De France ; De Saintonge] [Vin ; de saintonge] [Vin ; de Saintonge] [Vin ; de saintonges] [Vin ; de Saintonges] [Vin de Saintange] [Vin de Sainte onge] [Vin de Saintonge] [Vin de Saintonges] [Vin; de Saintonges] [Vins de Saintonge],[Vins ; De France ; De Saintonge] [Vin ; de saintonge] [Vin ; de Saintonge] [Vin ; de saintonges] [Vin ; de Saintonges] [Vin de Saintange] [Vin de Sainte onge] [Vin de Saintonge] [Vin de Saintonges] [Vin; de Saintonges] [Vins de Saintonge],no,
vin de Saint-Jean d'Angély,[0],ambiguous,[Vin de Saint-Jean dangely] [Vin de Saint-Jean Dangely],[Vin de Saint-Jean dangely] [Vin de Saint-Jean Dangely],no,
vin de Saint-Jean,[0],ambiguous,[Vin ; de S Jean] [Vin ; de Saint Jean] [Vin ; de St Jean] [Vin ; de St. Jean] [Vin de Saint Jean] [Vin de Saint-Jean],[Vin ; de S Jean] [Vin ; de Saint Jean] [Vin ; de St Jean] [Vin ; de St. Jean] [Vin de Saint Jean] [Vin de Saint-Jean],no,
vin de Ruys,[0],ambiguous,[Vin ; de Bourgogne ; de Ruys],[Vin ; de Bourgogne ; de Ruys],no,
vin de Rully,[0],ambiguous,[Vin ; de Bourgogne ; de Rully] [Vin ; de Rullys],[Vin ; de Bourgogne ; de Rully] [Vin ; de Rullys],no,
vin de Rouys,[0],ambiguous,[Vin ; de Rouys],[Vin ; de Rouys],no,
vin de Rots,[0],ambiguous,[Vin de Rots],[Vin de Rots],no,
vin de Rota,[0],ambiguous,"[Vin ; d'Espagne ; de Rota] [Vin ; de Rota] [Vin ; de Rotta] [Vins ; Etrangers ; De Rota] [Vins ; étrangers ; de Rota] [Vins ; Etrangers, De Rota] [Vin; Idem; de Rota]","[Vin ; d'Espagne ; de Rota] [Vin ; de Rota] [Vin ; de Rotta] [Vins ; Etrangers ; De Rota] [Vins ; étrangers ; de Rota] [Vins ; Etrangers, De Rota] [Vin; Idem; de Rota]",no,
vin de Rome,[0],ambiguous,[Vin ; de Rom],[Vin ; de Rom],no,
vin de Rolas,[0],ambiguous,[Vin d'Espagne ; de Rolas],[Vin d'Espagne ; de Rolas],no,
vin de Rochefort,[0],ambiguous,[Vin ; de Rochefort] [Vin de Rochefort],[Vin ; de Rochefort] [Vin de Rochefort],no,
vin de rivière,[0],ambiguous,[Vin ; de champagne ; de riviere] [Vin ; de Champagne ; de riviere] [Vin ; de Champagne ; de Riviere] [Vin ; de Champagne ; De Riviere] [Vin ; de champagne ; de Rivière] [Vin ; de Champagne ; de rivière] [Vin ; de Champagne ; de Rivière] [Vin; de Champagne; de Riviere] [Vin ; de riviere] [Vin de Rivierre] [Vin ; Idem ; de rivierre],[Vin ; de champagne ; de riviere] [Vin ; de Champagne ; de riviere] [Vin ; de Champagne ; de Riviere] [Vin ; de Champagne ; De Riviere] [Vin ; de champagne ; de Rivière] [Vin ; de Champagne ; de rivière] [Vin ; de Champagne ; de Rivière] [Vin; de Champagne; de Riviere] [Vin ; de riviere] [Vin de Rivierre] [Vin ; Idem ; de rivierre],no,
vin de Rivesaltes,[0],ambiguous,[Vin de Rivesas (Rivesalte)],[Vin de Rivesas (Rivesalte)],no,
vin de Rivesac,[0],ambiguous,[Vin ; de Rivesac],[Vin ; de Rivesac],no,
vin de Ricey,[0],ambiguous,[Vin ; de Champagne ; de Ricey],[Vin ; de Champagne ; de Ricey],no,
vin de Rezac,[0],ambiguous,[Vin de Rezac],[Vin de Rezac],no,
