item,group,status,beforeItems,afterItems,obsolete,imprimatur
toile fine de lin,[Toiles de lin et de chanvre],ambiguous,,[Toile ; de lin ; fin] [Toile ; de lin ; fine] [Toile de lin fine] [Toiles ; de lin fine] [Toille ; de lin ; fine] [Toilles ; de lin ; fines] [Toile ; fine ; de lin] [Toile; fine de lin] [Toille ; fine ; de lin],no,
toile de chanvre à voile,[Toiles de lin et de chanvre],ambiguous,,[Toile ; de chanvre ; à voile] [Toile de chanvre à voile] [Toile de chanvre à voiles] [Toiles ; De chanvre ; A voile] [Toiles ; de chanvre ; à voile] [Toiles ; De chanvre ; Avoile] [Toiles ; de chanvre à voile] [Toiles de chanvre à voile],no,
toile de chanvre grosse,[Toiles de lin et de chanvre],ambiguous,,[Toiles ; de chanvre ; grosse],no,
toile de chanvre d'étoupes,[Toiles de lin et de chanvre],ambiguous,,[Toile ; étoupe ; de chanvre] [Toile etoupe de chanvre] [Toile de chanvre d'étoupe] [Toile ; d'etoupe ; de chanvre] [Toile ; d'Etoupe ; de chanvre] [Toile ; d'étoupe ; de chanvre] [Toile ; d'étoupes ; de chanvre] [Toile d'étoupe de chanvre] [Toile; d'étoupe; de chanvre] [Toiles ; d'étoupes ; de chanvre] [Toille d'etoupe de chanvre] [Toilles des toupes de chanvre] [toile d'etouppes et de chanvre],no,
toile de chanvre coutil,[Toiles de lin et de chanvre],ambiguous,,[Toile ; de chanvre ; loutil] [Toile de chanvre coutil],no,
toile de Cambrai et de lin fin,[Toiles de lin et de chanvre],ambiguous,,[Toile ; de lin ; fine de fambrai],no,
toile étroite de lin,[Toiles de lin et de chanvre],ambiguous,,[Toiles de lin étroite] [Toille de lin etroite] [Toille de lin étroite],no,
toile de lin royale,[Toiles de lin et de chanvre],ambiguous,[Toile ; de lin ; Royale] [Toile ; de Lin ; Royale] [Toile de lin ; Royalle],[Toile ; royale de lin] [Toille royale de lin] [Toile; royale lin] [Toile ; de lin ; Royale] [Toile ; de Lin ; Royale] [Toile de lin ; Royalle],no,
étoffe de coton éternelle,[Coton de toute espèce],ambiguous,[Etoffes ; de coton ; eternelle],[Etoffes ; de coton ; eternelle],no,
étoffe de coton et de laine,[Coton de toute espèce],ambiguous,[Etoffes ; de coton et de laine ; diverses] [Etoffes ; de coton et laine] [etoffes de cotton et laine] [Etoffe ; de laine et coton] [///Objets manufacturés///Etoffes en coton et en laine],[Etoffes ; de coton et laine] [etoffes de cotton et laine] [Etoffe ; de laine et coton] [///Objets manufacturés///Etoffes en coton et en laine],no,
étoffe de coton et de fil,[Coton de toute espèce],ambiguous,[Etoffe coton et fil] [Etoffe de cotton et fil] [Etoffes ; De coton et fil] [Etoffes ; de coton et fils ; diverses] [Etoffes ; de fil et coton] [Etoffes de fil et coton] [etoffes de fil et cotton] [Etoffe ; fil et coton] [Etoffe fil et coton] [Etoffes ; fil et coton] [Tissus de fil et coton mélangés] [Toile ; et etoffes ; de coton],[etoffes de fil et cotton / aune] [Etoffe coton et fil] [Etoffe de cotton et fil] [Etoffes ; De coton et fil] [Etoffes ; de coton et fils ; diverses] [Etoffes ; de fil et coton] [Etoffes de fil et coton] [etoffes de fil et cotton] [Etoffe ; fil et coton] [Etoffe fil et coton] [Etoffes ; fil et coton],no,
étoffe de coton et chapeaux,[Coton de toute espèce],ambiguous,[Etoffes ; de coton et chapeaux],[Etoffes ; de coton et chapeaux],no,
étoffe de coton et bonneterie,[Coton de toute espèce],ambiguous,[Etoffes ; de coton et bonneterie],[Etoffes ; de coton et bonneterie],no,
étoffe de coton en drap,[Coton de toute espèce],ambiguous,[Etoffe de coton en drap] [Etoffes ; de coton ; en drap] [Etoffes de coton (en drap)],[Etoffe de coton en drap] [Etoffes ; de coton ; en drap] [Etoffes de coton (en drap)],no,
étoffe de coton,[Coton de toute espèce],ambiguous,[Cotonades ; Etoffes] [Cotonades ; étoffes] [Cotonnade ; Etoffes] [Cotonnades ; Etoffes] [Cotonnades ; étoffes idem] [Etoffes coton;] [Etoffes coton; Velours] [Etoffe ; de coton] [Etoffe de coton] [Etoffe de Coton] [Étoffe de coton] [Etoffes ; de coton] [Etoffes ; De coton] [Etoffes de camelot] [Etoffes de coton] [Etoffe ; de coton diverses] [Etoffe de coton diverses] [Etoffes ; de coton ; diverses] [Etoffes de coton diverses] [Etoffe divers ; de coton] [Etoffes ; diverses ; de coton] [Etoffes diverses de coton] [Etoffe fil en coton] [Etoffes sur coton] [///Objets manufacturés///Etoffes de coton],[Cotonades ; Etoffes] [Cotonades ; étoffes] [Cotonnade ; Etoffes] [Cotonnades ; Etoffes] [Cotonnades ; étoffes idem] [Etoffes coton;] [Etoffes coton; Velours] [Etoffe ; de coton] [Etoffe de coton] [Etoffe de Coton] [Étoffe de coton] [Etoffes ; de coton] [Etoffes ; De coton] [Etoffes de camelot] [Etoffes de coton] [Etoffe ; de coton diverses] [Etoffe de coton diverses] [Etoffes ; de coton ; diverses] [Etoffes de coton diverses] [Etoffe divers ; de coton] [Etoffes ; diverses ; de coton] [Etoffes diverses de coton] [Etoffe fil en coton] [Etoffes sur coton] [///Objets manufacturés///Etoffes de coton],no,
velours de coton,[Coton de toute espèce],ambiguous,[Etoffes ; de coton ; en velour] [Etoffes ; de coton ; en velours] [Etoffe ; de coton ; velour] [Etoffe ; de coton ; velours] [Etoffes ; de coton ; velour] [Etoffes ; de coton ; velours] [Etoffes; De coton; velours; retour] [Velour ; de coton] [Velour de coton] [velour de cotton] [Velour; de coton] [Velours ; de coton] [Velours de coton] [Velours de cotton],[Etoffes ; de coton ; en velour] [Etoffes ; de coton ; en velours] [Etoffe ; de coton ; velour] [Etoffe ; de coton ; velours] [Etoffes ; de coton ; velour] [Etoffes ; de coton ; velours] [Etoffes; De coton; velours; retour] [Velour ; de coton] [Velour de coton] [velour de cotton] [Velour; de coton] [Velours ; de coton] [Velours de coton] [Velours de cotton],no,
tricots de coton et tricots de fil,[Coton de toute espèce],ambiguous,[Bonneterie ; fil et coton ; tricot],[Bonneterie ; fil et coton ; tricot],no,
tricots de coton,[Coton de toute espèce],ambiguous,[Bonneterie ; de coton ; au tricot] [Bonneterie ; de coton ; tricot],[Bonneterie ; de coton ; au tricot] [Bonneterie ; de coton ; tricot],no,
toile indienne de coton,[Coton de toute espèce],ambiguous,[Toille ; indienne ; de coton],[Toille ; indienne ; de coton],no,
toile de coton piquée,[Coton de toute espèce],ambiguous,[Toile ; de coton ; piquée] [toille de coton picquée],[Toile ; de coton ; piquée] [toille de coton picquée],no,
toile de coton persiste,[Coton de toute espèce],ambiguous,[Toile ; de coton ; persiste],[Toile ; de coton ; persiste],no,
toile de coton peinte,[Coton de toute espèce],ambiguous,[Toille ; coton ; peinte] [Toile ; de coton ; peinte] [toile de coton peinte] [Toile de coton peinte] [Toile de coton pinte] [Toiles ; de coton ; peinte] [Toiles de coton ; peintes] [Toiles de coton peinte] [Toiles de coton peintes] [Toille ; de coton ; peinte],[Toille ; coton ; peinte] [Toile ; de coton ; peinte] [toile de coton peinte] [Toile de coton peinte] [Toile de coton pinte] [Toiles ; de coton ; peinte] [Toiles de coton ; peintes] [Toiles de coton peinte] [Toiles de coton peintes] [Toille ; de coton ; peinte],no,
toile de coton mousselines Nankin et des Indes,[Coton de toute espèce],ambiguous,"[///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes]","[///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes]",no,
toile de coton mousseline,[Coton de toute espèce],ambiguous,[Toille ; coton ; mousseline] [Toile ; de coton ; en mousseline] [Toile de coton en mousseline] [Toiles de coton en mousseline] [Toile ; de coton ; mousseline] [Toiles ; de coton ; mousseline] [Toiles ; De coton ; Mousseline],[Toille ; coton ; mousseline] [Toile ; de coton ; en mousseline] [Toile de coton en mousseline] [Toiles de coton en mousseline] [Toile ; de coton ; mousseline] [Toiles ; de coton ; mousseline] [Toiles ; De coton ; Mousseline],no,
toile de coton façon de Nankin,[Coton de toute espèce],ambiguous,[Toile ; de coton ; façon ; de Nankin],[Toile ; de coton ; façon ; de Nankin],no,
toile de coton et de fil,[Coton de toute espèce],ambiguous,[///Objets manufacturés///Toile de fil et coton] [///Objets manufacturés///Toiles de fil et coton] [Toiles ; cotonade ; fil et coton] [Toile ; de fil et coton] [Toile de fil et coton] [Toiles ; de fil et coton] [Toiles de fil et coton] [Toile ; de fil et coton ; diverses] [Toiles ; De fil et coton ; Diverses] [Toiles de fil et coton diverses] [Toiles de fil et de coton] [Toiles diverses ; fil et coton] [Toile ; fil et coton] [toile ; fil et cotton] [Toile ; fil et cotton] [Toile : fil et coton] [Toile fil et coton] [Toile; fil et coton] [Toiles ; fil et coton] [Toille ; fil et coton] [Toille fil et cotton] [Toilles ; fil et coton] [Toile ; fil et coton ; diverse] [Toiles ; fil et coton ; diverses] [Toiles ; mêlées de fil et coton] [Toiles mélées de fil et coton] [Toiles mêlées de fil et coton] [Toilerie ; toiles mélées de fil et coton],[Toile de fil en coton] [Toiles de fil en coton] [///Objets manufacturés///Toile de fil et coton] [///Objets manufacturés///Toiles de fil et coton] [Toiles ; cotonade ; fil et coton] [Toile ; de fil et coton] [Toile de fil et coton] [Toiles ; de fil et coton] [Toiles de fil et coton] [Toile ; de fil et coton ; diverses] [Toiles ; De fil et coton ; Diverses] [Toiles de fil et coton diverses] [Toiles de fil et de coton] [Toiles diverses ; fil et coton] [Toile ; fil et coton] [toile ; fil et cotton] [Toile ; fil et cotton] [Toile : fil et coton] [Toile fil et coton] [Toile; fil et coton] [Toiles ; fil et coton] [Toille ; fil et coton] [Toille fil et cotton] [Toilles ; fil et coton] [Toile ; fil et coton ; diverse] [Toiles ; fil et coton ; diverses] [Toiles ; mêlées de fil et coton] [Toiles mélées de fil et coton] [Toiles mêlées de fil et coton] [Toilerie ; toiles mélées de fil et coton],no,
toile de coton bisinette,[Coton de toute espèce],ambiguous,[Toile ; de coton ; bisinette],[Toile ; de coton ; bisinette],no,
toile de coton basin,[Coton de toute espèce],ambiguous,[Toile ; de coton ; bazin] [Toiles ; de coton ; bazin] [Toiles ; De coton ; Bazin],[Toile ; de coton ; bazin] [Toiles ; de coton ; bazin] [Toiles ; De coton ; Bazin],no,
toile de coton antoine,[Coton de toute espèce],ambiguous,[Toiles ; de coton ; antoine],[Toiles ; de coton ; antoine],no,
toile de coton ???,[Coton de toute espèce],ambiguous,[Toile ; de coton ; ?] [Toile ; de coton ; ...] [Toile ; de coton ; ***] [Toile ; de coton ; F...],[Toile ; de coton ; ?] [Toile ; de coton ; ...] [Toile ; de coton ; ***] [Toile ; de coton ; F...],no,
toile de coton,[Coton de toute espèce],ambiguous,"[Cotonnades en toile et nankin] [Cotonades ; Toile de coton, étrangères diverses] [///Objets manufacturés///Toile de coton] [///Objets manufacturés///Toiles de coton] [Toile ; coton] [Toile coton] [Toiles ; coton] [Toie ; de coton] [toile ; de coton] [Toile ; de coton] [Toile ; de Coton] [Toile ; De coton] [toile ; de cotton] [Toile ; de cotton] [toile de coton] [Toile de coton] [Toile de Coton] [toile de cotton] [Toile de cotton] [Toile de Cotton] [Toile; de coton] [Toile; De coton] [Toiles ; de coton] [Toiles de coton] [Toiles de Fotton] [Toiles de halle de Languenan] [Toiles; De coton] [Toille ; de coton] [Toille ; de cotton] [Toille ; de Cotton] [toille de coton] [Toille de coton] [TOILLE de Coton] [Toille de cotton] [Toille de Cotton] [Toille Decoton] [Toilles de cotton] [Toile ; de coton ; divers] [Toile ; de coton ; diverse] [Toile ; de coton ; diverses] [Toile de coton diverses] [Toile de Coton diverses] [Toiles ; de coton ; diverses] [Toiles ; De coton ; Diverses] [Toiles ; De coton diverses] [Toiles de coton ; diverses] [Toiles de coton diverses] [Toiles de coton, diverses] [Toile de coton en fil] [Toile de coton et nankin] [Toiles de coton et nankin] [Toile ; De fil de coton] [Toiles ; De fil de coton ; Diverses] [Toiles ; De fil de coton diverses] [Toile ; fil de coton] [Toile fil en coton] [Toiles mêlées diverses ; de coton] [Toile ; tout coton]","[Cotonnades en toile et nankin] [Cotonades ; Toile de coton, étrangères diverses] [///Objets manufacturés///Toile de coton] [///Objets manufacturés///Toiles de coton] [Toile ; coton] [Toile coton] [Toiles ; coton] [Toie ; de coton] [toile ; de coton] [Toile ; de coton] [Toile ; de Coton] [Toile ; De coton] [toile ; de cotton] [Toile ; de cotton] [toile de coton] [Toile de coton] [Toile de Coton] [toile de cotton] [Toile de cotton] [Toile de Cotton] [Toile; de coton] [Toile; De coton] [Toiles ; de coton] [Toiles de coton] [Toiles de Fotton] [Toiles de halle de Languenan] [Toiles; De coton] [Toille ; de coton] [Toille ; de cotton] [Toille ; de Cotton] [toille de coton] [Toille de coton] [TOILLE de Coton] [Toille de cotton] [Toille de Cotton] [Toille Decoton] [Toilles de cotton] [Toile ; de coton ; divers] [Toile ; de coton ; diverse] [Toile ; de coton ; diverses] [Toile de coton diverses] [Toile de Coton diverses] [Toiles ; de coton ; diverses] [Toiles ; De coton ; Diverses] [Toiles ; De coton diverses] [Toiles de coton ; diverses] [Toiles de coton diverses] [Toiles de coton, diverses] [Toiles mêlées diverses ; de coton] [Toile ; tout coton]",no,
toile cotonnade,[Coton de toute espèce],ambiguous,[Toiles ; cotonade] [Toille cotonade],[Toiles ; cotonade] [Toille cotonade],no,
siamoise de coton et de fil,[Coton de toute espèce],ambiguous,[etoffes de fil et cotton dite sciamoises] [Siamoise ; fil et coton] [Siamoises fil et coton] [Toiles ; de fil ; en coton ; siamoise] [Toiles ; de fil et coton ; siamoise] [Toiles ; De fil et coton ; Siamoise] [Toiles de fil et coton ; siamoise] [Toiles de fil et coton siamoise] [toile de fil et de coton dite Sciamoise] [Toile de fil et coton en siamoise] [Toile de fil et coton ; siamoise] [Toile de fil et Coton Siamoise] [Tooile ; en siamoise ; fil et coton] [Toile ; fil et coton ; en siamoise] [Toile ; fil et coton ; siamoise] [Toiles ; fil et coton ; siamoise] [Toiles fil et coton ; siamoise] [Toile ; siamoise ; fil et coton] [Toile ; Siamoise ; fil et coton] [Toile siamoise fil et coton] [Toiles ; siamoise ; fil et coton] [Toiles ; siamoise fil et coton] [Toiles siamoise fil et coton] [Toille ; siamoise ; fil et coton] [Toille siamoise fil et coton] [Toilles ; siamoises ; fil et coton],[Toile siamoise fil en coton] [etoffes de fil et cotton dite sciamoises] [Siamoise ; fil et coton] [Siamoises fil et coton] [Toiles ; de fil ; en coton ; siamoise] [Toiles ; de fil et coton ; siamoise] [Toiles ; De fil et coton ; Siamoise] [Toiles de fil et coton ; siamoise] [Toiles de fil et coton siamoise] [toile de fil et de coton dite Sciamoise] [Toile de fil et coton en siamoise] [Toile de fil et coton ; siamoise] [Toile de fil et Coton Siamoise] [Tooile ; en siamoise ; fil et coton] [Toile ; fil et coton ; en siamoise] [Toile ; fil et coton ; siamoise] [Toiles ; fil et coton ; siamoise] [Toiles fil et coton ; siamoise] [Toile ; siamoise ; fil et coton] [Toile ; Siamoise ; fil et coton] [Toile siamoise fil et coton] [Toiles ; siamoise ; fil et coton] [Toiles ; siamoise fil et coton] [Toiles siamoise fil et coton] [Toille ; siamoise ; fil et coton] [Toille siamoise fil et coton] [Toilles ; siamoises ; fil et coton],no,
satinette de coton,[Coton de toute espèce],ambiguous,[Etoffes ; de coton ; satinette],[Etoffes ; de coton ; satinette],no,
mousselines et Nankin et toile de coton,[Coton de toute espèce],ambiguous,"[///Objets manufacturés///Toiles de coton, mousseline et nankin] [///Objets manufacturés///Toiles en coton, mousseline et nankin]","[///Objets manufacturés///Toiles de coton, mousseline et nankin] [///Objets manufacturés///Toiles en coton, mousseline et nankin]",no,
mouchoirs des Indes de coton,[Coton de toute espèce],ambiguous,[Mouchoir ; Des Indes ; De coton],[Mouchoir ; Des Indes ; De coton],no,
