item,group,status,beforeItems,afterItems,obsolete,imprimatur
écaille de tortue,[Hors Amérique du Nord],ambiguous,[Denrées coloniales ; Ecaille de tortue] [...caille de Tortue] [Eacaille de tortue] [Ecaille ; de tortue] [Ecaille ; de Tortue] [Ecaille ; de tortuë] [Ecaille ; de Tortuë] [ecaille ; de tortüe] [Ecaille ; de tortüe] [Ecaille ; de Tortüe] [Ecaille de Tortu] [ecaille de tortue] [Ecaille de tortue] [Ecaille de Tortue] [Ecaille de tortüe] [Ecaille de tortues] [Ecaille de Tortues] [Ecaille de torture] [Ecaille se Tortüe] [Ecaille tortue] [Ecailles ; de tortue] [Ecailles ; de tortüe] [Ecailles ; de torüe] [Ecailles de tortue] [Ecailles de Tortue] [Ecailles de tortues] [ecailles tortues],[Denrées coloniales ; Ecaille de tortue] [...caille de Tortue] [Eacaille de tortue] [Ecaille ; de tortue] [Ecaille ; de Tortue] [Ecaille ; de tortuë] [Ecaille ; de Tortuë] [ecaille ; de tortüe] [Ecaille ; de tortüe] [Ecaille ; de Tortüe] [Ecaille de Tortu] [ecaille de tortue] [Ecaille de tortue] [Ecaille de Tortue] [Ecaille de tortüe] [Ecaille de tortues] [Ecaille de Tortues] [Ecaille de torture] [Ecaille se Tortüe] [Ecaille tortue] [Ecailles ; de tortue] [Ecailles ; de tortüe] [Ecailles ; de torüe] [Ecailles de tortue] [Ecailles de Tortue] [Ecailles de tortues] [ecailles tortues],no,
écaille de caret,[Hors Amérique du Nord],ambiguous,[Ecaille ; de Caret] [Ecaille ; de carret] [Ecaille de caret] [Ecaille de carret] [Ecaille de carres],[Ecaille ; de Caret] [Ecaille ; de carret] [Ecaille de caret] [Ecaille de carret] [Ecaille de carres],no,
écaille de cahouanne,[Hors Amérique du Nord],ambiguous,[Ecaille ; de Cabouanne] [Ecaille ; de cahoüane] [Ecaille ; de cahouanne] [Ecaille ; de Cahouanne] [Ecaille ; de cahoüanne] [Ecaille de cahouane] [Ecaille de Cahouane] [Ecaille de cahouanne] [Ecaille de Cahouanne] [Ecailles ; de cahouanne] [Ecailles ; de cahoüanne] [Ecailles de cahouanne],[Ecaille ; de Cabouanne] [Ecaille ; de cahoüane] [Ecaille ; de cahouanne] [Ecaille ; de Cahouanne] [Ecaille ; de cahoüanne] [Ecaille de cahouane] [Ecaille de Cahouane] [Ecaille de cahouanne] [Ecaille de Cahouanne] [Ecailles ; de cahouanne] [Ecailles ; de cahoüanne] [Ecailles de cahouanne],no,
écaille,[Hors Amérique du Nord],ambiguous,[Ecaille] [Ecailles] [Ecaille diverses] [Ecailles diverses],[Ecaille] [Ecailles] [Ecaille diverses] [Ecailles diverses],no,
vin ordinaire divers,[Hors Amérique du Nord],ambiguous,[Vins ordinaires divers],[Vins ordinaires divers],no,
vin ordinaire,[Hors Amérique du Nord],ambiguous,[Vins divers ordinaires] [vin ; ordinaire] [Vin ; ordinaire] [Vin ordinaire] [Vin ordinaires] [Vin; ordinaire] [Vin; Ordinaire] [Vins ordinaires] [Vin ; petit] [Vin petit],[Vins divers ordinaires] [vin ; ordinaire] [Vin ; ordinaire] [Vin ordinaire] [Vin ordinaires] [Vin; ordinaire] [Vin; Ordinaire] [Vins ordinaires] [Vin ; petit] [Vin petit],no,
vin divers,[Hors Amérique du Nord],ambiguous,[1///Subsistances///Vins divers] [Vin ; divers] [Vin divers] [Vins ; divers] [Vins divers] [Vins; Divers],[1///Subsistances///Vins divers] [Vin ; divers] [Vin divers] [Vins ; divers] [Vins divers] [Vins; Divers],no,
vin des Canaries,[Hors Amérique du Nord],ambiguous,[Vin ; de canarie] [Vin ; de Canarie] [Vin ; de Canarier] [Vin ; de canaries] [Vin ; de Canaries] [Vin ; de canary] [vin de canarie] [Vin de canarie] [Vin de Canarie] [Vin des Canaries] [Vin; de Canarie],[Vin ; de canarie] [Vin ; de Canarie] [Vin ; de Canarier] [Vin ; de canaries] [Vin ; de Canaries] [Vin ; de canary] [vin de canarie] [Vin de canarie] [Vin de Canarie] [Vin des Canaries] [Vin; de Canarie],no,
vin de palme,[Hors Amérique du Nord],ambiguous,[Vin ; de palme] [Vin ; de Palme],[Vin ; de palme] [Vin ; de Palme],no,
vin de liqueurs,[Hors Amérique du Nord],ambiguous,[1///Subsistances///Vin de liqueurs] [1///Subsistances///Vins de liqueur] [1///Subsistances///Vins de liqueurs] [vin ; de liquens] [Vin ; de liqueur] [Vin ; de Liqueur] [Vin ; de liqueurs] [vin de liqueur] [Vin de liqueur] [Vin de Liqueur] [vin de liqueurs] [Vin de liqueurs] [Vin de Liqueurs] [Vin; de liqueur] [Vin; De liqueurs] [Vins ; de liqueur] [Vins ; de liqueurs] [Vins de liqueur] [Vins de liqueurs] [Vin de liqueur divers] [Vins ; de liqueur ; divers] [Vins ; De liqueur ; Divers] [Vins ; de liqueurs ; divers] [Vins ; De liqueurs divers] [Vins ; De liqueurs ; Diverses] [Vins divers de liqueurs],[1///Subsistances///Vin de liqueurs] [1///Subsistances///Vins de liqueur] [1///Subsistances///Vins de liqueurs] [vin ; de liquens] [Vin ; de liqueur] [Vin ; de Liqueur] [Vin ; de liqueurs] [vin de liqueur] [Vin de liqueur] [Vin de Liqueur] [vin de liqueurs] [Vin de liqueurs] [Vin de Liqueurs] [Vin; de liqueur] [Vin; De liqueurs] [Vins ; de liqueur] [Vins ; de liqueurs] [Vins de liqueur] [Vins de liqueurs] [Vin de liqueur divers] [Vins ; de liqueur ; divers] [Vins ; De liqueur ; Divers] [Vins ; de liqueurs ; divers] [Vins ; De liqueurs divers] [Vins ; De liqueurs ; Diverses] [Vins divers de liqueurs] [Boissons ; vins de liqueurs],no,
vin de Provence,[Hors Amérique du Nord],ambiguous,[Vins ; de France ; de Provence] [Vins ; De France ; De provence] [Vins ; De France ; De Provence] [Vin ; de provence] [Vin ; de Provence] [Vin de Provence] [Vin; de Provence] [Vins de Provence],[Vins ; de France ; de Provence] [Vins ; De France ; De provence] [Vins ; De France ; De Provence] [Vin ; de provence] [Vin ; de Provence] [Vin de Provence] [Vin; de Provence] [Vins de Provence],no,
vin de Hongrie,[Hors Amérique du Nord],ambiguous,[Vin ; d'hongrie] [Vin ; d'Hongrie] [Vin ; de Hongrie] [vin d'Hongrie] [Vin d'Hongrie],[Vin ; d'hongrie] [Vin ; d'Hongrie] [Vin ; de Hongrie] [vin d'Hongrie] [Vin d'Hongrie],no,
vin d'orange,[Hors Amérique du Nord],ambiguous,[Vin d'orange],[Vin d'orange],no,
vin,[Hors Amérique du Nord],ambiguous,[1///Subsistances///Vins] [vin] [Vins] [Vin] [Vins ; à la valeur] [Vin ; de port en port] [Vin ; de Port en port] [Vins de toute sorte],[1///Subsistances///Vins] [vin] [Vins] [Vin] [Vins ; à la valeur] [Vin ; de port en port] [Vin ; de Port en port] [Vins de toute sorte],no,
vanille,[Hors Amérique du Nord],ambiguous,[Drogues ; Médécinales ; Vanille] [Drogues ; medicinales ; vanille] [Vainille] [vanille] [Vanille] [Vannille],[Drogues ; Médécinales ; Vanille] [Drogues ; medicinales ; vanille] [Vainille] [vanille] [Vanille] [Vannille],no,
térébenthine commune,[Hors Amérique du Nord],ambiguous,[Terebentine ; commune] [Thérébentine ; commune],[Terebentine ; commune] [Thérébentine ; commune],no,
térébenthine,[Hors Amérique du Nord],ambiguous,[Drogueries ; pour peinture et teinture ; thérébenthine] [Drogue ; pour la peinture et la teinture ; térébenthine] [Drogue ; pour la peinture et la teinture ; Thérébentine] [Drogues ; pour la peinture et la teinture ; térébenthine] [Drogues ; Pour la peinture ; Térébanthine] [Drogues ; Pour la peinture ; Terebenthine] [Drogues ; thérébenthine] [Drogues ; therebentine] [Drogues terebentine] [Terbenthine] [Terebanthine] [terebantine] [Terebantine] [Térébantine] [terebenthine] [Terebenthine] [Térebenthine] [Térébenthine] [Terebentine] [Térébentine] [Terre Bentine] [therebantine] [Therebantine] [Therebanttine] [Therebenthine] [Thérébenthine] [therebentine] [Therebentine] [ThéreBentine] [Thérébentine] [Therebentines] [therebentinne] [Théreses de taffetas],[Drogueries ; pour peinture et teinture ; thérébenthine] [Drogue ; pour la peinture et la teinture ; térébenthine] [Drogue ; pour la peinture et la teinture ; Thérébentine] [Drogues ; pour la peinture et la teinture ; térébenthine] [Drogues ; Pour la peinture ; Térébanthine] [Drogues ; Pour la peinture ; Terebenthine] [Drogues ; thérébenthine] [Drogues ; therebentine] [Drogues terebentine] [Terbenthine] [Terebanthine] [terebantine] [Terebantine] [Térébantine] [terebenthine] [Terebenthine] [Térebenthine] [Térébenthine] [Terebentine] [Térébentine] [Terre Bentine] [therebantine] [Therebantine] [Therebanttine] [Therebenthine] [Thérébenthine] [therebentine] [Therebentine] [ThéreBentine] [Thérébentine] [Therebentines] [therebentinne] [Théreses de taffetas],no,
toile platier de Guinée,[Hors Amérique du Nord],ambiguous,[Toile Platier de GUIN...E],[Toile Platier de GUIN...E],no,
toile peinte,[Hors Amérique du Nord],ambiguous,[Toiles mêlées diverses ; peinte] [Toiles ; meslées ; Peintes] [Toiles mêlée ; peinte] [Toiles mêlées ; Peintes] [Toile ; peinte] [Toile ; Peinte] [Toile ; peintes] [toile peinte] [Toile peinte] [Toile Peinte] [Toile pinte] [Toile; peinte] [Toiles ; peinte] [Toiles ; peintes] [Toiles peinte] [Toiles peintes] [Toille ; peinte] [Toille peinte] [toille peintes] [Toille peintes] [Toille pinte] [Toille pintes] [Toilles ; peinte] [Toilles peintes] [Toilles Pintes] [Toillle Pinte] [Toilles peintes diverses],[Toiles mêlées diverses ; peinte] [Toiles ; meslées ; Peintes] [Toiles mêlée ; peinte] [Toiles mêlées ; Peintes] [Toile ; peinte] [Toile ; Peinte] [Toile ; peintes] [toile peinte] [Toile peinte] [Toile Peinte] [Toile pinte] [Toile; peinte] [Toiles ; peinte] [Toiles ; peintes] [Toiles peinte] [Toiles peintes] [Toille ; peinte] [Toille peinte] [toille peintes] [Toille peintes] [Toille pinte] [Toille pintes] [Toilles ; peinte] [Toilles peintes] [Toilles Pintes] [Toillle Pinte] [Toilles peintes diverses],no,
toile de voile,[Hors Amérique du Nord],ambiguous,[Toile ; de voile] [Toile de Voile] [Toiles ; de voile] [Toille de voille],[Toile ; de voile] [Toile de Voile] [Toiles ; de voile] [Toille de voille],no,
toile de paille,[Hors Amérique du Nord],ambiguous,[Toile de paille] [Toile de Paille] [toille de Paille],[Toile de paille] [Toile de Paille] [toille de Paille],no,
toile de coton mousselines Nankin et des Indes,[Hors Amérique du Nord],ambiguous,"[///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes]","[///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes]",no,
toile de coton,[Hors Amérique du Nord],ambiguous,"[Cotonnades en toile et nankin] [Cotonades ; Toile de coton, étrangères diverses] [///Objets manufacturés///Toile de coton] [///Objets manufacturés///Toiles de coton] [Toile ; coton] [Toile coton] [Toiles ; coton] [Toie ; de coton] [toile ; de coton] [Toile ; de coton] [Toile ; de Coton] [Toile ; De coton] [toile ; de cotton] [Toile ; de cotton] [toile de coton] [Toile de coton] [Toile de Coton] [toile de cotton] [Toile de cotton] [Toile de Cotton] [Toile; de coton] [Toile; De coton] [Toiles ; de coton] [Toiles de coton] [Toiles de Fotton] [Toiles de halle de Languenan] [Toiles; De coton] [Toille ; de coton] [Toille ; de cotton] [Toille ; de Cotton] [toille de coton] [Toille de coton] [TOILLE de Coton] [Toille de cotton] [Toille de Cotton] [Toille Decoton] [Toilles de cotton] [Toile ; de coton ; divers] [Toile ; de coton ; diverse] [Toile ; de coton ; diverses] [Toile de coton diverses] [Toile de Coton diverses] [Toiles ; de coton ; diverses] [Toiles ; De coton ; Diverses] [Toiles ; De coton diverses] [Toiles de coton ; diverses] [Toiles de coton diverses] [Toiles de coton, diverses] [Toile de coton en fil] [Toile de coton et nankin] [Toiles de coton et nankin] [Toile ; De fil de coton] [Toiles ; De fil de coton ; Diverses] [Toiles ; De fil de coton diverses] [Toile ; fil de coton] [Toile fil en coton] [Toiles mêlées diverses ; de coton] [Toile ; tout coton]","[Cotonnades en toile et nankin] [Cotonades ; Toile de coton, étrangères diverses] [///Objets manufacturés///Toile de coton] [///Objets manufacturés///Toiles de coton] [Toile ; coton] [Toile coton] [Toiles ; coton] [Toie ; de coton] [toile ; de coton] [Toile ; de coton] [Toile ; de Coton] [Toile ; De coton] [toile ; de cotton] [Toile ; de cotton] [toile de coton] [Toile de coton] [Toile de Coton] [toile de cotton] [Toile de cotton] [Toile de Cotton] [Toile; de coton] [Toile; De coton] [Toiles ; de coton] [Toiles de coton] [Toiles de Fotton] [Toiles de halle de Languenan] [Toiles; De coton] [Toille ; de coton] [Toille ; de cotton] [Toille ; de Cotton] [toille de coton] [Toille de coton] [TOILLE de Coton] [Toille de cotton] [Toille de Cotton] [Toille Decoton] [Toilles de cotton] [Toile ; de coton ; divers] [Toile ; de coton ; diverse] [Toile ; de coton ; diverses] [Toile de coton diverses] [Toile de Coton diverses] [Toiles ; de coton ; diverses] [Toiles ; De coton ; Diverses] [Toiles ; De coton diverses] [Toiles de coton ; diverses] [Toiles de coton diverses] [Toiles de coton, diverses] [Toiles mêlées diverses ; de coton] [Toile ; tout coton]",no,
toile de Bretagne crée large,[Hors Amérique du Nord],ambiguous,[Toile ; de Bretagne ; crée ; large] [Toile ; de bretagne ; crée large] [Toile ; de Bretagne ; crée large] [Toile ; de Bretagne ; Crée large] [Toile ; de Bretagne ;crée ; largé] [Toile de Bretagne crée large] [Toiles ; de Bretagne ; crée ; large] [Toile ; de Bretagne ; crée-large],[Toile ; de Bretagne ; crée ; large] [Toile ; de bretagne ; crée large] [Toile ; de Bretagne ; crée large] [Toile ; de Bretagne ; Crée large] [Toile ; de Bretagne ;crée ; largé] [Toile de Bretagne crée large] [Toiles ; de Bretagne ; crée ; large] [Toile ; de Bretagne ; crée-large],no,
toile de Beaufort,[Hors Amérique du Nord],ambiguous,[Toille de Beaufort],[Toille de Beaufort],no,
toile commune,[Hors Amérique du Nord],ambiguous,[Toile ; commune] [Toile ; Commune] [Toile commune] [Toile comune] [Toile; commune] [Toiles ; commune] [Toiles commune] [Toiles communes] [Toille ; commune] [Toille commune] [Toilles communes] [Toile ; ordinaire] [Toile; ordinaire] [Toille ; ordinaire],[Toile ; commune] [Toile ; Commune] [Toile commune] [Toile comune] [Toile; commune] [Toiles ; commune] [Toiles commune] [Toiles communes] [Toille ; commune] [Toille commune] [Toilles communes] [Toile ; ordinaire] [Toile; ordinaire] [Toille ; ordinaire],no,
toile blanche,[Hors Amérique du Nord],ambiguous,[Toile ; blanc] [toile ; blanche] [Toile ; blanche] [Toile ; Blanche] [Toile ; blanches] [toile blanche] [Toile blanche] [Toile Blanche] [Toile blanches] [Toile Blanches] [Toiles ; blanche] [Toiles blanche] [toiles blanches] [Toiles blanches] [Toille ; blanche] [toille blanche] [Toille blanche] [Toille Blanche] [Toilles blanche] [Toilles Blanches] [Toiles ; mêlées ; Blanches] [Toiles ; meslées ; Blanches] [Toiles mêlée ; blanches] [Toiles mêlées ; blanches],[Toile ; blanc] [toile ; blanche] [Toile ; blanche] [Toile ; Blanche] [Toile ; blanches] [toile blanche] [Toile blanche] [Toile Blanche] [Toile blanches] [Toile Blanches] [Toiles ; blanche] [Toiles blanche] [toiles blanches] [Toiles blanches] [Toille ; blanche] [toille blanche] [Toille blanche] [Toille Blanche] [Toilles blanche] [Toilles Blanches] [Toiles ; mêlées ; Blanches] [Toiles ; meslées ; Blanches] [Toiles mêlée ; blanches] [Toiles mêlées ; blanches],no,
thé,[Hors Amérique du Nord],ambiguous,[Marchandises des Indes ; Thés] [2///Subsistances///Thé] [the] [The] [thé] [Thé] [Thés] [Thè] [Thé divers] [Thés divers],[Marchandises des Indes ; Thés] [2///Subsistances///Thé] [the] [The] [thé] [Thé] [Thés] [Thè] [Thé divers] [Thés divers],no,
tapis de Guinée,[Hors Amérique du Nord],ambiguous,[tapis de guinée] [Tapis de Guinée],[tapis de guinée] [Tapis de Guinée],no,
tamarin,[Hors Amérique du Nord],ambiguous,[Drogueries ; médecinales ; tamarin] [Drogueries ; médécinales ; tamarin] [Drogueries médicinales tamarin] [Drogues ; Medecinales en plantes ; Tamarin] [Drogues ; Médecinales en plantes ; Tamarin] [Drogues ; médecinales ; tamarin] [Drogues ; médécinales ; tamarin] [Drogues ; Médécinales ; Tamarin] [Drogues ; medicinales ; tamarin] [Drogues; Médicinales; Tamarin] [Tamarain] [tamarin] [Tamarin] [tamarins] [Tamarins] [Tamrin],[Drogueries ; médecinales ; tamarin] [Drogueries ; médécinales ; tamarin] [Drogueries médicinales tamarin] [Drogues ; Medecinales en plantes ; Tamarin] [Drogues ; Médecinales en plantes ; Tamarin] [Drogues ; médecinales ; tamarin] [Drogues ; médécinales ; tamarin] [Drogues ; Médécinales ; Tamarin] [Drogues ; medicinales ; tamarin] [Drogues; Médicinales; Tamarin] [Tamarain] [tamarin] [Tamarin] [tamarins] [Tamarins] [Tamrin],no,
tafia,[Hors Amérique du Nord],ambiguous,[Denrées coloniales : Taffia] [Denrées des colonies tafia] [Liqueur ; en taffiats] [Liqueurs ; taffia] [Liqueurs ; Taffia] [Liqueurs ; Taffin] [Tafffia] [taffia] [Taffia] [Taffias] [Taffin] [Taffis] [Tafia] [Tafias],[Denrées coloniales : Taffia] [Denrées des colonies tafia] [Liqueur ; en taffiats] [Liqueurs ; taffia] [Liqueurs ; Taffia] [Liqueurs ; Taffin] [Tafffia] [taffia] [Taffia] [Taffias] [Taffin] [Taffis] [Tafia] [Tafias],no,
tabac râpé,[Hors Amérique du Nord],ambiguous,[Tabac ; rapé] [Tabac ; Rapé] [Tabac rapé] [Tabac râpé] [Tabac rappé],[Tabac ; rapé] [Tabac ; Rapé] [Tabac rapé] [Tabac râpé] [Tabac rappé],no,
tabac filé,[Hors Amérique du Nord],ambiguous,[Tabac ; filé] [Tabac ; fillé] [Tabac Fil lé] [Tabac File] [tabac filé] [Tabac filé] [Tabac Filé] [Tabac filée] [Tabac fillé] [Tabac Fillé],[Tabac ; filé] [Tabac ; fillé] [Tabac Fil lé] [Tabac File] [tabac filé] [Tabac filé] [Tabac Filé] [Tabac filée] [Tabac fillé] [Tabac Fillé],no,
tabac fabriqué,[Hors Amérique du Nord],ambiguous,[Tabac ; fabriqué] [tabac fabriqué] [Tabac fabriqué],[Tabac ; fabriqué] [tabac fabriqué] [Tabac fabriqué],no,
tabac en poudre,[Hors Amérique du Nord],ambiguous,[Tabac ; en poudre] [tabac en poudre] [Tabac en poudre] [Tabac en Poudre] [Tabac en poudre commun] [Tabac en Pouse] [Tabac; en poudre] [Tabacq en poudre],[Tabac ; en poudre] [tabac en poudre] [Tabac en poudre] [Tabac en Poudre] [Tabac en poudre commun] [Tabac en Pouse] [Tabac; en poudre] [Tabacq en poudre],no,
tabac en manoque,[Hors Amérique du Nord],ambiguous,[Tabac ; en manoc] [Tabac en manoque] [Tabac en Manoque] [Tabac en maroc] [taTabac en manoque],[Tabac ; en manoc] [Tabac en manoque] [Tabac en Manoque] [Tabac en maroc] [taTabac en manoque],no,
tabac en filé,[Hors Amérique du Nord],ambiguous,[Tabac en Filée],[Tabac en Filée],no,
tabac en cordes,[Hors Amérique du Nord],ambiguous,[Tabac ; en corde] [Tabac ; en cordes] [tabac en corde] [Tabac en corde] [Tabac en Corde] [Tabac en cordes],[Tabac ; en corde] [Tabac ; en cordes] [tabac en corde] [Tabac en corde] [Tabac en Corde] [Tabac en cordes],no,
tabac en carotte,[Hors Amérique du Nord],ambiguous,[Tabac ; en carotes] [Tabac ; en carotte] [Tabac ; en carottes] [Tabac en carote] [Tabac en carotes] [Tabac en carotte] [tabac en carottes] [Tabac en carottes] [Tabac en Carottes] [Tabac en carrottes],[Tabac ; en carrotes] [Tabac ; en carrottes] [Tabac ; en carotes] [Tabac ; en carotte] [Tabac ; en carottes] [Tabac en carote] [Tabac en carotes] [Tabac en carotte] [tabac en carottes] [Tabac en carottes] [Tabac en Carottes] [Tabac en carrottes],no,
tabac en andouille,[Hors Amérique du Nord],ambiguous,[Tabac en andouille] [Tabac en andouilles] [Tabac en endouille],[Tabac en andouille] [Tabac en andouilles] [Tabac en endouille],no,
tabac du Brésil,[Hors Amérique du Nord],ambiguous,[Tabac ; de Bresil] [Tabac ; de brezil] [Tabac ; de Brezil] [Tabac ; du Brésil] [Tabac de Bresil] [Tabac de BRESIL] [Tabac de brezil] [Tabac de Brezil] [Tabac du BR...SIL] [Tabac du Bresil] [Tabac du brésil] [Tabac du Brezil] [Tabac; de Brazil] [Tabacp de Brésil],[Tabac ; de Bresil] [Tabac ; de brezil] [Tabac ; de Brezil] [Tabac ; du Brésil] [Tabac de Bresil] [Tabac de BRESIL] [Tabac de brezil] [Tabac de Brezil] [Tabac du BR...SIL] [Tabac du Bresil] [Tabac du brésil] [Tabac du Brezil] [Tabac; de Brazil] [Tabacp de Brésil],no,
tabac de la Havane,[Hors Amérique du Nord],ambiguous,[tabac de la havane] [Tabac de la havanne],[tabac de la havane] [Tabac de la havanne],no,
tabac de St. Domingue,[Hors Amérique du Nord],ambiguous,[Tabac ; de Saint Domingue] [Tabac ; de St. Domingue] [Tabac de saint Domingue] [Tabac de Saint Domingue] [Tabac de virginie],[Tabac ; de Saint Domingue] [Tabac ; de St. Domingue] [Tabac de saint Domingue] [Tabac de Saint Domingue] [Tabac de virginie],no,
tabac d'Espagne,[Hors Amérique du Nord],ambiguous,[Tabac ; d'Espagne] [tabac d'Espagne] [Tabac d'Espagne] [Tabac; d'Espagne],[Tabac ; d'Espagne] [tabac d'Espagne] [Tabac d'Espagne] [Tabac; d'Espagne],no,
tabac commun en feuilles,[Hors Amérique du Nord],ambiguous,[Tabac ; en feüilles ; ordinaires],[Tabac ; en feüilles ; ordinaires],no,
tabac commun,[Hors Amérique du Nord],ambiguous,[Tabac ; commun] [Tabac commun],[Tabac ; commun] [Tabac commun],no,
tabac,[Hors Amérique du Nord],ambiguous,[Denrées coloniales : Tabac] [2///Matières première///Tabacs] [2///Matières premières///Tabacs] [tabac] [Tabac] [Tabas] [Tabacs],[Denrées coloniales : Tabac] [2///Matières première///Tabacs] [2///Matières premières///Tabacs] [tabac] [Tabac] [Tabas] [Tabacs],no,
