line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1756,,,Allemagne,Exports,Acier,,,1957.5,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
2,Objet Général,1756,,,Espagne,Exports,Acier,,,26304,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
3,Objet Général,1756,,,Flandre,Exports,Acier,,,21,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
4,Objet Général,1756,,,Isles,Exports,Acier,,,3396,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
5,Objet Général,1756,,,Italie,Exports,Acier,,,584,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
6,Objet Général,1756,,,Levant,Exports,Acier,,,8033,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
7,Objet Général,1756,,,Portugal,Exports,Acier,,,1434.5,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
8,Objet Général,1756,,,Savoye,Exports,Acier,,,321,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
9,Objet Général,1756,,,Suisse,Exports,Acier,,,27,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,42078,,,,Pascale Gouttenegre,,,,,,,,,,,,
10,Objet Général,1756,,,Allemagne,Exports,Agarie,,,40,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,40,,,,Pascale Gouttenegre,,,,,,,,,,,,
11,Objet Général,1756,,,Allemagne,Exports,Agneaux,,,348,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_2e_partie_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",2,348,,,,Pascale Gouttenegre,,,,,,,,,,,,
