line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1771,,,Espagne,Exports,Acier,,,5015,0,14330,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,31985,,,,Milewski,,,,,,,,,,,,
2,Objet Général,1771,,,Levant,Exports,Acier,,,1867,0,5336,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,31985,,,,Milewski,,,,,,,,,,,,
3,Objet Général,1771,,,Isles,Exports,Acier,,,10078,0,24292,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,31985,,,,Milewski,,,,,,,,,,,,
4,Objet Général,1771,,,Guinée,Exports,Acier,,,7082,0,12220,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,31985,,,,Milewski,,,,,,,,,,,,
5,Objet Général,1771,,,Indes,Exports,Acier,,,7943,0,20133,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,31985,,,,Milewski,,,,,,,,,,,,
6,Objet Général,1771,,,Isles,Exports,Acons demontés,,,4800,0,12,en nombre,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,,,,,Milewski,,,,,,,,,,,,
7,Objet Général,1771,,,Allemagne,Exports,Agneaux,,,2673,0,395,en nombre,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,,,,,Milewski,,,,,,,,,,,,
8,Objet Général,1771,,,Allemagne,Exports,Agremens,,,15507,0,,,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,,,,,Milewski,,,,,,,,,,,,
9,Objet Général,1771,,,Levant,Exports,Aloës,,,1284,0,856,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,,,,,Milewski,,,,,,,,,,,,
10,Objet Général,1771,,,Italie,Exports,Alun,,,1145,0,5725,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
11,Objet Général,1771,,,Naples,Exports,Alun,,,4970,0,24850,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
12,Objet Général,1771,,,Genes,Exports,Alun,,,1111,0,5555,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
14,Objet Général,1771,,,Levant,Exports,Alun,,,19484,0,99420,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
15,Objet Général,1771,,,Nord,Exports,Alun,,,7285,0,27140,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
16,Objet Général,1771,,,Suisse,Exports,Alun,,,14127,0,47090,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,3,48122,,,,Milewski,,,,,,,,,,,,
17,Objet Général,1771,,,Allemagne,Exports,Amandes,,,1805,0,3610,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,5,183542,,,,Milewski,,le nom de la marchandise est caché,,,,,,,,,,
18,Objet Général,1771,,,Angleterre,Exports,Amandes,,,1063,0,42520,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,5,183542,,,,Milewski,,le prix semble faux,,,,,,,,,,
19,Objet Général,1771,,,Hollande,Exports,Amandes,,,6175,0,30875,livres,,sources/Objet Général/IIHS-122E_Exports_1771.csv,IIHS-122E,5,183542,,,,Milewski,,,,,,,,,,,,
