line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1773,,,Angleterre,Exports,Acier,,,14355,0,41015,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,78999,,,,David Cassagnes,,,,,,,,,,,,,
2,Objet Général,1773,,,Espagne,Exports,Acier,,,15163,0,43325,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,78999,,,,David Cassagnes,,,,,,,,,,,,,
3,Objet Général,1773,,,Indes,Exports,Acier,,,5589,0,13953,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,78999,,,,David Cassagnes,,,,,,,,,,,,,
4,Objet Général,1773,,,Isles,Exports,Acier,,,16242,0,36696,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,78999,,,,David Cassagnes,,,,,,,,,,,,,
5,Objet Général,1773,,,Levant,Exports,Acier,,,27650,0,79000,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,78999,,,,David Cassagnes,,,,,,,,,,,,,
6,Objet Général,1773,,,Isles,Exports,Acons démontés,,,5600,0,14,en nombre,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,5600,,,,David Cassagnes,,,,,,,,,,,,,
7,Objet Général,1773,,,Italie,Exports,Agaric,,,2100,0,1200,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,2100,,,,David Cassagnes,,,,,,,,,,,,,
8,Objet Général,1773,,,Allemagne,Exports,Agneaux,,,2082,0,326,en nombre,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,4314,,,,David Cassagnes,,,,,,,,,,,,,
9,Objet Général,1773,,,Savoye,Exports,Agneaux,,,2232,0,1116,en nombre,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,4314,,,,David Cassagnes,,,,,,,,,,,,,
10,Objet Général,1773,,,Allemagne,Exports,Agrements,,,6302,0,,,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,13892,,,,David Cassagnes,,". Par ailleurs, les agréments désignent des accessoires féminins tels que rubans, etc.",,,,,,,,,,,
11,Objet Général,1773,,,Flandre,Exports,Agrements,,,7590,0,151.75,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,13892,,,,David Cassagnes,,,,,,,,,,,,,
12,Objet Général,1773,,,Isles,Exports,Aiguilles,,,1000,0,200,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,1000,,,,David Cassagnes,,,,,,,,,,,,,
13,Objet Général,1773,,,Guinée,Exports,Alleaux,,,2616,0,109,pièces,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,2616,,,,David Cassagnes,,"Très probablement une erreur du copiste, il s'agit selon toute vraisemblance d'alloës (plante ou bois utilisé comme médicament ou comme parfum).",,,,,,,,,,,
14,Objet Général,1773,,,Espagne,Exports,Alun,,,1881,0,9405,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
15,Objet Général,1773,,,Gènes,Exports,Alun,,,7705,0,38525,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
16,Objet Général,1773,,,Italie,Exports,Alun,,,4860,0,24300,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
17,Objet Général,1773,,,Levant,Exports,Alun,,,15600,0,78000,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
18,Objet Général,1773,,,Naples,Exports,Alun,,,5012,0,25060,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
19,Objet Général,1773,,,Nord,Exports,Alun,,,2265,0,11325,livres,,sources/Objet Général/IIHS-122F_Exports_1773.csv,IIHS-122F,3,43562,,,,David Cassagnes,,,,,,,,,,,,,
