line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1767,,,Espagne,Exports,Acier,,,8780,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,20591,,,,Annick Davis,,,,,,,,,,,
2,Objet Général,1767,,,Italie,Exports,Acier,,,2910,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,20591,,,,Annick Davis,,,,,,,,,,,
3,Objet Général,1767,,,Levant,Exports,Acier,,,1715,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,20591,,,,Annick Davis,,,,,,,,,,,
4,Objet Général,1767,,,Isles,Exports,Acier,,,7186,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,20591,,,,Annick Davis,,,,,,,,,,,
5,Objet Général,1767,,,Isles,Exports,Acons demontés,,,2400,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,2400,,,,Annick Davis,,,,,,,,,,,
6,Objet Général,1767,,,Allemagne,Exports,Agneaux,,,1350,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,2640,,,,Annick Davis,,,,,,,,,,,
7,Objet Général,1767,,,Savoye,Exports,Agneaux,,,1290,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,2640,,,,Annick Davis,,,,,,,,,,,
8,Objet Général,1767,,,Isles,Exports,Agrémens ; de soye,,,4080,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,4080,,,,Annick Davis,,,,,,,,,,,
9,Objet Général,1767,,,Allemagne,Exports,Aiguilles,,,2250,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,2250,,,,Annick Davis,,,,,,,,,,,
10,Objet Général,1767,,,Allemagne,Exports,Ajustement,,,13606,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,13606,,,,Annick Davis,,,,,,,,,,,
11,Objet Général,1767,,,Isles,Exports,Alembics,,,39047,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,39047,,,,Annick Davis,,,,,,,,,,,
12,Objet Général,1767,,,Danemark,Exports,Alun,,,4860,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
13,Objet Général,1767,,,Espagne,Exports,Alun,,,5033,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
14,Objet Général,1767,,,Italie,Exports,Alun,,,3492,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
15,Objet Général,1767,,,Naples,Exports,Alun,,,1962,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
16,Objet Général,1767,,,Genes,Exports,Alun,,,2618,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
17,Objet Général,1767,,,Venise,Exports,Alun,,,10538,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,3,49254,,,,Annick Davis,,,,,,,,,,,
18,Objet Général,1767,,,Levant,Exports,Alun,,,13124,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,49254,,,,Annick Davis,,,,,,,,,,,
19,Objet Général,1767,,,Savoye,Exports,Alun,,,5579,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,49254,,,,Annick Davis,,,,,,,,,,,
20,Objet Général,1767,,,Suisse,Exports,Alun,,,2048,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,49254,,,,Annick Davis,,,,,,,,,,,
21,Objet Général,1767,,,Genes,Exports,Amadou,,,1277,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,1277,,,,Annick Davis,,,,,,,,,,,
22,Objet Général,1767,,,Allemagne,Exports,Amandes,,,1724,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
23,Objet Général,1767,,,Angleterre,Exports,Amandes,,,6279,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
24,Objet Général,1767,,,Hollande,Exports,Amandes,,,70681,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
25,Objet Général,1767,,,Italie,Exports,Amandes,,,21326,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
26,Objet Général,1767,,,Naples,Exports,Amandes,,,2836,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
27,Objet Général,1767,,,Genes,Exports,Amandes,,,36796,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
28,Objet Général,1767,,,Venise,Exports,Amandes,,,25654,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
29,Objet Général,1767,,,Levant,Exports,Amandes,,,48141,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
30,Objet Général,1767,,,Nord,Exports,Amandes,,,70542,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
31,Objet Général,1767,,,Savoye,Exports,Amandes,,,22007,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
32,Objet Général,1767,,,Suède,Exports,Amandes,,,9520,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
33,Objet Général,1767,,,Suisse,Exports,Amandes,,,1032,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
34,Objet Général,1767,,,Isles,Exports,Amandes,,,30271,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,346809,,,,Annick Davis,,,,,,,,,,,
35,Objet Général,1767,,,Angleterre,Exports,Amidon,,,18578,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
36,Objet Général,1767,,,Espagne,Exports,Amidon,,,3926,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
37,Objet Général,1767,,,Flandre,Exports,Amidon,,,109478,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
38,Objet Général,1767,,,Geneve,Exports,Amidon,,,14700,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
39,Objet Général,1767,,,Portugal,Exports,Amidon,,,15430,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
40,Objet Général,1767,,,Isles,Exports,Amidon,,,3920,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,166032,,,,Annick Davis,,,,,,,,,,,
41,Objet Général,1767,,,Hollande,Exports,Anchois,,,3140,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,4347,,,,Annick Davis,,,,,,,,,,,
42,Objet Général,1767,,,Isles,Exports,Anchois,,,1207,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,4347,,,,Annick Davis,,,,,,,,,,,
43,Objet Général,1767,,,Italie,Exports,Anis,,,1099,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,3562,,,,Annick Davis,,,,,,,,,,,
44,Objet Général,1767,,,Savoye,Exports,Anis,,,2463,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,3562,,,,Annick Davis,,,,,,,,,,,
45,Objet Général,1767,,,Flandre,Exports,Arbres ; à planter,,,1062,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,4,1062,,,,Annick Davis,,,,,,,,,,,
46,Objet Général,1767,,,Allemagne,Exports,Ardoises,,,4075,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,5,36762,,,,Annick Davis,,,,,,,,,,,
47,Objet Général,1767,,,Espagne,Exports,Ardoises,,,1812,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,5,36762,,,,Annick Davis,,,,,,,,,,,
48,Objet Général,1767,,,Flandre,Exports,Ardoises,,,10025,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,5,36762,,,,Annick Davis,,,,,,,,,,,
49,Objet Général,1767,,,Isles,Exports,Ardoises,,,20850,0,,,,sources/Objet Général/IIHS-122A_Exports_1767.csv,IIHS-122A,5,36762,,,,Annick Davis,,,,,,,,,,,
