line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1774,,,Allemagne,Imports,Acier,,,52506,0,153896,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
2,Objet Général,1774,,,Danemark,Imports,Acier,,,2777,0,5791,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
3,Objet Général,1774,,,Flandre,Imports,Acier,,,10076,0,28790,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
4,Objet Général,1774,,,Hollande,Imports,Acier,,,219501,0,623829,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
5,Objet Général,1774,,,Italie,Imports,Acier,,,4375,0,12500,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
6,Objet Général,1774,,,Genes,Imports,Acier,,,6492,0,18550,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
7,Objet Général,1774,,,Venise,Imports,Acier,,,12768,0,36480,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
8,Objet Général,1774,,,Nord,Imports,Acier,,,16021,0,45782,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
9,Objet Général,1774,,,Russie,Imports,Acier,,,4830,0,13800,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
10,Objet Général,1774,,,Suede,Imports,Acier,,,142711,0,359206,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
11,Objet Général,1774,,,Suisse,Imports,Acier,,,18620,0,41435,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,490677,,,,Fatima Zahra,,,,,,,,,,,
12,Objet Général,1774,,,Hollande,Imports,Agaric,,,1068,0,588,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,,,,,Fatima Zahra,,,,,,,,,,,
13,Objet Général,1774,,,Savoye,Imports,Agneaux,,,3754,0,788,en nombre,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,,,,,Fatima Zahra,,,,,,,,,,,
14,Objet Général,1774,,,Allemagne,Imports,Aiguilles,,,200417,0,87112,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,219629,,,,Fatima Zahra,,,,,,,,,,,
15,Objet Général,1774,,,Flandre,Imports,Aiguilles,,,19212,0,3848,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,219629,,,,Fatima Zahra,,,,,,,,,,,
16,Objet Général,1774,,,Espagne,Imports,Ails,,,4550,0,2275,????,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,6722,,,,Fatima Zahra,,,,,,,,,,,
17,Objet Général,1774,,,Genes,Imports,Ails,,,2172,0,43450,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,6722,,,,Fatima Zahra,,,,,,,,,,,
18,Objet Général,1774,,,Hollande,Imports,Aloes,,,3265,0,3036,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,5085,,,,Fatima Zahra,,,,,,,,,,,
19,Objet Général,1774,,,Savoye,Imports,Aloes,,,1820,0,9100,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,5085,,,,Fatima Zahra,,,,,,,,,,,
20,Objet Général,1774,,,Allemagne,Imports,Alun,,,7229,0,26014,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,565858,,,,Fatima Zahra,,,,,,,,,,,
21,Objet Général,1774,,,Angleterre,Imports,Alun,,,214646,0,1121358,livres,,sources/Objet Général/IIHS-122G_Imports_1774.csv,IIHS-122G,3,565858,,,,Fatima Zahra,,,,,,,,,,,
