Objet du commerce de la France avec la Savoye et le Piemont en 1750,,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M85,1750,44,Ails,Montpellier,100,5,,,,,,,,5,,
Jérémy Hervelin,Fonds Gournay - M85,1750,44,Amadou,Lyon,110,33,,,,,,,,33,,
Jérémy Hervelin,Fonds Gournay - M85,1750,44,Anchois,Montpellier,500,175,,,,,,,,175,,
Jérémy Hervelin,Fonds Gournay - M85,1750,45,Asperges,Lyon,520,104,,,,,,,,104,,
Jérémy Hervelin,Fonds Gournay - M85,1750,45,Balais ; de jongs,Lyon,300,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M85,1750,45,Bazannes,Lyon,2,2,,,,,,,,2,,
Jérémy Hervelin,Fonds Gournay - M85,1750,45,Berceaux ; d'enfant,Lyon, 1/2,25,,,,,,,,25,,
Jérémy Hervelin,Fonds Gournay - M85,1750,45,Beufs ; en vie,Lyon,1 491,178 920,,,,,,,,178 920,,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Beure,Lyon,31 882,9 564,12,,,,,,,9 564,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bled ; froment,Lyon,89,2 670,,,,,,,,6 025,,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bled ; méteil,Lyon,23,575,,,,,,,,6 025,,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bled ; seigle,Lyon,139,2 780,,,,,,,,6 025,,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bois ; fustel,Lyon,170,17,,,,,,,,17,,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bourre ; à batier,Lyon,7 375,663,15,,,,,,,674,5,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bourre ; à batier,Marseille,35,10,10,,,,,,,674,5,
Jérémy Hervelin,Fonds Gournay - M85,1750,46,Bouteilles ; de verre,Lyon,31,75,12,,,,,,,75,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,47,Boutons ; de fil,Lyon,107,214,,,,,,,,214,,
Jérémy Hervelin,Fonds Gournay - M85,1750,47,Brustes ; à tisserand,Lyon,2 872,2 154,,,,,,,,2 154,,
Jérémy Hervelin,Fonds Gournay - M85,1750,47,Cendre,Lyon,70,52,10,,,,,,,52,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,47,Chaire ; salée,Lyon,625,312,10,,,,,,,312,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,47,Champignon,Lyon,527,790,10,,,,,,,790,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chandelle ; moitié cire,Lyon,75,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chanvre ; crû,Lyon,2 335,700,10,4 336,10,,,,,4 351,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chanvre ; crû,Marseille,20 200,3 636,10,4 336,10,,,,,4 351,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chanvre ; peigne,Lyon,30,15,,,,,,,,4 351,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chataigne,Lyon,9,270,,,,,,,,270,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chevaux,Lyon,1,80,,,,,,,,775,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chevaux,Lyon,23,575,,,,,,,,775,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chevaux,Marseille,1,120,,,,,,,,775,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Cheveux,Lyon,25,500,,,,,,,,500,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chevres,Lyon,2,16,,,,,,,,16,,
Jérémy Hervelin,Fonds Gournay - M85,1750,48,Chocolat,Lyon,437,874,,,,,,,,874,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Citrons,Lyon,100,20,,,,,,,,188,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Citrons,Montpellier,16 800,168,,,,,,,,188,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Clous ; de fer,Lyon,160,48,,,,,,,,48,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Cocons ; de soye,Lyon,5 832,5 832,,,,,,,,5 832,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Colle ; forte,Lyon,5 204,2 081,12,,,,,,,2 081,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Confitures,Lyon,1 110,1 110,,,,,,,,1 110,,
Jérémy Hervelin,Fonds Gournay - M85,1750,49,Cordages,Marseille,12,3,12,,,,,,,3,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Cordes ; à violons,Lyon,60,600,,,,,,,,600,,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Cornes ; melées,Lyon,700,42,,,,,,,,42,,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Coton ; filé,Lyon,13 400,20,100,,,,,,,20,100,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Crasse ; de cire,Lyon,200,50,,,,,,,,118,,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Crasse ; de suif,Lyon,680,68,,,,,,,,118,,
Jérémy Hervelin,Fonds Gournay - M85,1750,50,Crin,Lyon,1 635,1 226,5,,,,,,,1 226,5,
