Objet du commerce de la France avec la Suede en 1750,,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Acier,La Rochelle,100,5 300,,,,,,,,70 789,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Acier,Nantes,82 720,20 680,,,,,,,,70 789,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Acier,Rennes,1 131,28 275,,,,,,,,70 789,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Acier,Roüen,55 115,16 534,10,,,,,,,70 789,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Alun,Bordeaux,13 570,2 035,10,,,,,,,17 248,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Alun,Nantes,9 000,1 800,,,,,,,,17 248,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Alun,Roüen,61 667,12 333,8,,,,,,,17 248,8,
Jérémy Hervelin,Fonds Gournay - M88,1750,140,Alun,Roüen,18,1 080,,,,,,,,17 248,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Amidon,Bordeaux,11 081,1 662,3,,,,,,,1 662,3,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Anspects,La Rochelle,120,30,,,,,,,,86,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Anspects,Roüen,188,56,8,,,,,,,86,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Avirons,Nantes,4,80,,,,,,,,188,,
Jérémy Hervelin,Fonds Gournay - M87,1750,140,Avirons,Roüen,3,108,,,,,,,,188,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Azur,Bordeaux,1 690,1 014,,,,,,,,2 544,18,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Azur,Roüen,2 187,1 530,18,,,,,,,2 544,18,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Barres ; d'anspects,Nantes,86,86,,,,,,,,421,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Barres ; de sapin,Nantes,335,335,,,,,,,,421,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bierre,Roüen,1,36,,,,,,,,746,,
Jérémy Hervelin,Fonds Gournay - M88,1750,141,Bierre,Roüen,15,710,,,,,,,,746,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bled ; froment,Bordeaux,114,1 140,,,,,,,,30 780,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bled ; seigle,Bordeaux,4 910,29 640,,,,,,,,30 780,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bois ; de construction,Roüen,,138,,,,,,,,1 654,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bois ; ouvré,Nantes,,176,,,,,,,,1 654,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bois ; tord,Rennes,134,1 340,,,,,,,,1 654,,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bourdille,Rennes,346,553,12,,,,,,,553,12,
Jérémy Hervelin,Fonds Gournay - M87,1750,141,Bourdillons,Rennes,3 573,3 215,14,,,,,,,3 215,14,
Jérémy Hervelin,Fonds Gournay - M87,1750,142,Bray ; sec,La Rochelle,57,1 140,,,,,,,,127 013,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,142,Bray ; sec,Nantes,983,21 626,,,,,,,,127 013,10,
