"Objet du commerce de la France avec le Portugal, les Isles Madere, Terceres et Acores en 1750",,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M87,1750,327,Chanvre,Marseille,163 600,29 448,,,,,,,,29 448,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Chocolat,Roüen,55,192,10,,,,,,,192,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Citrons,Amiens,4 280,214,,,,,,,,36 956,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Citrons,Nantes,8,200,,,,,,,,36 956,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Citrons,Roüen,150,3 000,,,,,,,,36 956,,
Jérémy Hervelin,Fonds Gournay - M88,1750,328,Citrons,Roüen,670 840,33 542,,,,,,,,36 956,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Confitures,Roüen,450,585,,,,,,,,585,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Coton ; en laine,Roüen,1 400,2 100,,,,,,,,2 100,,
Jérémy Hervelin,Fonds Gournay - M87,1750,328,Cornes ; de mouton,Marseille,75 500,3 775,,,,,,,,3 775,,
Jérémy Hervelin,Fonds Gournay - M87,1750,329,Cuirs ; de beuf en poil,Roüen,5 057,151 710,,,,,,,,151 710,,
Jérémy Hervelin,Fonds Gournay - M87,1750,329,Dents ; d'éléphant,Marseille,272,544,,,,,,,,544,,
Jérémy Hervelin,Fonds Gournay - M87,1750,330,Drogueries,Marseille,600,600,,,,,,,,600,,
Jérémy Hervelin,Fonds Gournay - M87,1750,330,Eau ; de senteur,Roüen,30,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M87,1750,330,Ecorce ; de citron,Roüen,1 495,1 868,15,,,,,,,1 868,15,
Jérémy Hervelin,Fonds Gournay - M87,1750,332,Figues,Rennes,54,108,,,,,,,,6 120,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,332,Figues,Roüen,30 062,6 012,8,,,,,,,6 120,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Graine ; de chapelets,Nantes,202,80,16,,,,,,,80,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Grenade,Roüen,50,10,,,,,,,,10,,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Herbes ; d'orseille,Marseille,52 600,52 600,,,,,,,,52 600,,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Huile ; d'olive,Amiens,12 586,6 922,,,,,,,,62 399,11,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Huile ; d'olive,Bayonne,88 330,44 165,,,,,,,,62 399,11,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Huile ; d'olive,Rennes,175,131,5,,,,,,,62 399,11,
Jérémy Hervelin,Fonds Gournay - M87,1750,333,Huile ; d'olive,Roüen,22 362,11 181,,,,,,,,62 399,11,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Jambons,Amiens,1 836,918,,,,,,,,2 850,,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Jambons,Roüen,2 415,1 932,,,,,,,,2 850,,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Ipécacuana,Roüen,290,3 480,,,,,,,,3 480,,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Laine ; d'agnelin,Roüen,4 300,8 600,,,,,,,,295 683,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Laine ; de Portugal,Roüen,53 827,134 567,10,,,,,,,295 683,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Laine ; de Segovie,Marseille,1 260,2 016,,,,,,,,295 683,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,334,Laine ; de Vigogne,Roüen,10 750,150 500,,,,,,,,295 683,10,
Jérémy Hervelin,Fonds Gournay - M87,1750,335,Liége,Amiens,4 600,5 750,,,,,,,,5 775,,
Jérémy Hervelin,Fonds Gournay - M87,1750,335,Liége,Rennes,1,25,,,,,,,,5 775,,
Jérémy Hervelin,Fonds Gournay - M87,1750,336,Olives,Roüen,630,378,,,,,,,,378,,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; aigres,Nantes,2,30,,30,,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Amiens,23 380,1 402,16,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Nantes,217,4 340,,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Rennes,97,1 940,,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Rennes,300,30,,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Roüen,300,6 000,,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Oranges ; douces,Roüen,819 620,40 981,,54 693,16,,,,,54 723,16,
Jérémy Hervelin,Fonds Gournay - M87,1750,337,Orangers,Roüen,,8,,,,,,,,8,,
Jérémy Hervelin,Fonds Gournay - M87,1750,338,Pastilles,Roüen,14,35,,,,,,,,35,,
Jérémy Hervelin,Fonds Gournay - M87,1750,338,Peaux ; de lapin,Roüen,435,522,,,,,,,,522,,
Jérémy Hervelin,Fonds Gournay - M87,1750,339,Poivre,Bayonne,13 200,15 180,,,,,,,,15 180,,
Jérémy Hervelin,Fonds Gournay - M87,1750,340,Raisins ; secs,Rennes,7,140,,,,,,,,212,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,340,Raisins ; secs,Roüen,362,72,8,,,,,,,212,8,
Jérémy Hervelin,Fonds Gournay - M87,1750,340,Salsepareille,Marseille,5 800,11 600,,,,,,,,12 440,,
Jérémy Hervelin,Fonds Gournay - M87,1750,340,Salsepareille,Roüen,240,840,,,,,,,,12 440,,
Jérémy Hervelin,Fonds Gournay - M87,1750,341,Soye ; crüe,Marseille,3 300,39 600,,,,,,,,39 600,,
Jérémy Hervelin,Fonds Gournay - M87,1750,341,Sucre ; blanc,Marseille,86,34 400,,,,,,,,35 600,,
Jérémy Hervelin,Fonds Gournay - M87,1750,341,Sucre ; blanc,Roüen,1 200,1 200,,,,,,,,35 600,,
Jérémy Hervelin,Fonds Gournay - M87,1750,342,Sumac,Amiens,671 975,50 398,,,,,,,,51 648,2,
Jérémy Hervelin,Fonds Gournay - M87,1750,342,Sumac,Roüen,10 000,1 250,,,,,,,,51 648,2,
Jérémy Hervelin,Fonds Gournay - M87,1750,342,Tabac,Marseille,36 000,72 000,,,,,,,,72 000,,
Jérémy Hervelin,Fonds Gournay - M87,1750,342,Toile ; blanche,Marseille,3,240,,,,,,,,240,,
Jérémy Hervelin,Fonds Gournay - M87,1750,344,Vermillon,Roüen,,57,,,,,,,,57,,
Jérémy Hervelin,Fonds Gournay - M87,1750,344,Vin ; d'Alicante,Roüen,18,54,,54,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,344,Vin ; de Canaries,Roüen,1,540,,567,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,344,Vin ; de Canaries,Roüen,9,27,,567,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de liqueur,Roüen,7,3 132,,3 330,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de liqueur,Roüen,66,198,,3 330,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Madere,Roüen,4,1 224,,1 276,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Madere,Roüen,26,52,,1 276,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; muscat,Marseille,15,750,,750,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; ordinaire,Roüen,1,245,,245,,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Portugal,Amiens,17,89,5,2 076,5,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Portugal,Nantes,35,70,,2 076,5,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Portugal,Roüen,8,1 890,,2 076,5,,,,,8 298,5,
Jérémy Hervelin,Fonds Gournay - M87,1750,345,Vin ; de Portugal,Roüen,18,27,,2 076,5,,,,,8 298,5,
