Objet du commerce de la France avec l'Italie en 1750,,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Acier,Marseille,94 886,33 210,2,,,,,,,33 210,2,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Agaric,Marseille,803,803,,,,,,,,803,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Ajamis,Marseille,55,495,,,,,,,,495,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Ails,Marseille,7,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Alumettes,Marseille,194,38,16,,,,,,,38,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Alun,Marseille,968 075,116 169,,,,,,,,116 169,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Amadou,Marseille,4 668,3 267,10,,,,,,,3 267,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Amandes,Marseille,22 210,4 442,,,,,,,,4 442,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Ambre ; jaune,Marseille,605,605,,,,,,,,605,,
Jérémy Hervelin,Fonds Gournay - M85,1750,65,Ameçons ; cassées,Marseille,100,20,,,,,,,,20,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Amidon,Marseille,1 145,229,,,,,,,,229,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Anchois,Marseille,7,77,,,,,,,,77,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Ancres ; de fer,Marseille,81 250,16 250,,,,,,,,16 250,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Anis,Marseille,500,100,,,,,,,,100,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Antimoine,Marseille,1 200,240,,,,,,,,240,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Arcenic,Marseille,3 600,1 080,,,,,,,,1 080,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Ardoises,Marseille,50,300,,,,,,,,300,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Argent ; monnoyé,Lyon,1 400,67 200,,,,,,,,67 200,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Argent ; vif,Marseille,5 500,22 000,,,,,,,,22 000,,
Jérémy Hervelin,Fonds Gournay - M85,1750,66,Arquifou,Marseille,229 783,34 467,9,,,,,,,34 467,9,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Aul,Marseille,400,56,,,,,,,,56,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Avirons,Marseille,3 392,11 872,,,,,,,,11 912,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Avirons,Montpellier,40,40,,,,,,,,11 912,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Aurcsats,Marseille,60,8 400,,,,,,,,8 400,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Balais ; de palmes,Marseille,2 964,2 667,12,,,,,,,2 667,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Baleine ; coupée,Marseille,900,4 050,,,,,,,,4 050,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Barils ; vuides,Marseille,420,525,,,,,,,,525,,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Barres : de cabestant,Marseille,1 357,339,5,,,,,,,381,5,
Jérémy Hervelin,Fonds Gournay - M85,1750,67,Barres ; pous édifiées,Marseille,7,42,,,,,,,,381,5,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de coton,Marseille,29,580,,80 630,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de coton,Marseille,15 998,79 990,,80 630,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de coton,Marseille,10,60,,80 630,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de fil,Marseille,308,5 544,,89 539,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de fil,Marseille,16 799,83 995,,89 539,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de filozelle,Marseille,190,2 850,,2 850,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bas ; de soye,Marseille,230,9 200,,9 200,,,,,,182 219,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bergamottes,Marseille,16,800,,,,,,,,825,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Bergamottes,Roüen,250,25,,,,,,,,825,,
Jérémy Hervelin,Fonds Gournay - M85,1750,68,Beure,Marseille,6 333,2 533,4,,,,,,,2 533,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bijouterie,Marseille,250,25 000,,,,,,,,25 000,,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bled,Marseille,36 722,918 050,,,,,,,,918 050,,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; à bats,Marseille,10,100,,100,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; de Brezil,Marseille,12 500,3 125,,3 125,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; à bruler,Marseille,28 627 100,286 271,,287 189,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; à bruler,Montpellier,153 000,918,,287 189,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; de campesche,Marseille,527 060,79 059,,79 059,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; de construction,Marseille,8,240,,240,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; pour cribles,Marseille,199,3 986,16,3 986,16,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; fustel,Marseille,223 381,15 636,13,18 941,15,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; fustel,Montpellier,11 017,3 305,2,18 941,15,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; ouvré,Marseille,330,66,,66,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bois ; de roze,Marseille,480,240,,240,,,,,,392 947,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,69,Bonnets ; de laine,Marseille,230,3 450,,,,,,,,3 450,,
Jérémy Hervelin,Fonds Gournay - M85,1750,70,Boucassin,Marseille,60,240,,,,,,,,240,,
Jérémy Hervelin,Fonds Gournay - M85,1750,70,Bourde,Marseille,240 600,19 248,,,,,,,,19 248,,
