Objet du commerce de la France avec le Nord qui comprend les villes Anséatiques en 1750,,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Bayonne,7 470,2 054,4,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Bordeaux,4 770,1 431,,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,La Rochelle,1 280,448,,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Marseille,29 000,10 150,,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Nantes,1 928,482,,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Rennes,220,5 500,,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Acier,Roüen,76 306,22 891,16,,,,,,,42 957,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Aiguiles,Roüen,12,48,,,,,,,,48,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Alaisnes,Nantes,160,640,,,,,,,,640,,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Alun,Marseille,7 200,864,,,,,,,,24 059,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Alun,Nantes,2 880,576,,,,,,,,24 059,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Alun,Roüen,113 097,22 619,10,,,,,,,24 059,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Ambre ; jaune,Roüen,462,462,10,,,,,,,1 422,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,254,Ambre ; moulu,Bordeaux,320,960,,,,,,,,1 422,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Amidon,Bayonne,23 125,5 781,5,,,,,,,50 225,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Amidon,Bordeaux,138 925,29 174,5,,,,,,,50 225,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Amidon,La Rochelle,32 130,6 426,,,,,,,,50 225,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Amidon,Nantes,28 831,5 766,4,,,,,,,50 225,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Amidon,Roüen,15 390,3 078,,,,,,,,50 225,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Ancres ; de fer,Marseille,51 870,10 374,,,,,,,,10 374,,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Anspects,La Rochelle,6,18,,,,,,,,18,,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Antimoine ; cru,Roüen,2 862,715,12,,,,,,,715,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Arcenic,Bordeaux,1 275,318,15,,,,,,,2 373,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Arcenic,Roüen,6 850,2 055,,,,,,,,2 373,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Argent ; vif,Marseille,4 650,18 600,,,,,,,,18 600,,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Avirons,Nantes,1,20,,,,,,,,284,,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Avirons,Roüen,88,264,,,,,,,,284,,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Azur,Bordeaux,320,192,,,,,,,,50 723,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Azur,La Rochelle,2 580,1 548,,,,,,,,50 723,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,255,Azur,Nantes,61 229,48 983,4,,,,,,,50 723,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Baleine ; coupée,Bordeaux,440,1 430,,5 173,,,,,,8 060,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Baleine ; coupée,Marseille,788,3 743,,5 173,,,,,,8 060,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Baleine ; en canon,Roüen,962,2 887,10,2 887,10,,,,,8 060,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bariques ; vieilles,Nantes,200,200,,,,,,,,200,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Barres ; d'anspects,Nantes,504,504,,,,,,,,504,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bazin,Bayonne,1 731,31 158,,,,,,,,166 908,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bazin,Roüen,4 517,135 525,,,,,,,,166 908,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bazin,Roüen,75,225,,,,,,,,166 908,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Beuf ; fumé,Nantes,2 572,900,4,,,,,,,1 950,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Beuf ; salé,Marseille,3 000,1 050,,,,,,,,1 950,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Beurre,La Rochelle,950,427,10,,,,,,,467,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Beurre,Nantes,80,40,,,,,,,,467,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bierre,Bordeaux,7,20,,,,,,,,332,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bierre,La Rochelle,8,200,,,,,,,,332,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bierre,Nantes,7,25,,,,,,,,332,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bierre,Roüen,,87,10,,,,,,,332,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Bigues,Marseille,293,586,,,,,,,,586,,
Jérémy Hervelin,Fonds Gournay - M85,1750,256,Billons,Marseille,120,5 400,,,,,,,,5 400,,
Jérémy Hervelin,Fonds Gournay - M85,1750,257,Blanc ; de baleine,Marseille,125,375,,,,,,,,375,,
Jérémy Hervelin,Fonds Gournay - M85,1750,257,Bled ; froment,Bordeaux,1 826,18 260,,301 925,,,,,,394 481,,
Jérémy Hervelin,Fonds Gournay - M85,1750,257,Bled ; froment,Marseille,11 341,283 525,,301 925,,,,,,394 481,,
Jérémy Hervelin,Fonds Gournay - M85,1750,257,Bled ; froment,Nantes,14,140,,301 925,,,,,,394 481,,
