Objet du commerce de la France avec l'Angleterre en 1750,,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M86,1750,292,Bray,Nantes,100,2 200,,,,,,,,2 200,,
Jérémy Hervelin,Fonds Gournay - M86,1750,292,Caffé ; de Moka,Rennes,225 000,675 000,,,,,,,,675 000,,
Jérémy Hervelin,Fonds Gournay - M86,1750,293,Canons ; de fer,Marseille,24,3 600,,,,,,,,43 200,,
Jérémy Hervelin,Fonds Gournay - M86,1750,293,Canons ; de fer,Rennes,198,39 600,,,,,,,,43 200,,
Jérémy Hervelin,Fonds Gournay - M86,1750,293,Chair ; salée,Amiens,68,23,16,,,,,,,73,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,293,Chair ; salée,Roüen,125,50,,,,,,,,73,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Bayonne,500,2 250,,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Bordeaux,129 343,62 084,12,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,La Rochelle,25,368,15,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,La Rochelle,32 886,14 798,14,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Nantes,150,1 800,,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Nantes,47 978,19 191,4,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Rennes,2 754,1 239,6,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Chandelle,Roüen,5 745,2 585,5,,,,,,,104 317,,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Amiens,4 350,26 100,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Amiens,192,576,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Bordeaux,177,53 100,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Caën,416,2 496,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,La Rochelle,154,46 200,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,La Rochelle,5 386,20 197,10,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Marseille,200 000,5 000,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Montpellier,44,264,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,294,Charbon ; de terre,Nantes,1 183,11 830,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Charbon ; de terre,Rennes,3 340,20 040,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Charbon ; de terre,Rennes,1 711,17 110,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Charbon ; de terre,Rennes,676,27 040,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Charbon ; de terre,Roüen,47 733,286 401,,,,,,,,516 354,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Chevaux,Amiens,240,72 000,,,,,,,,72 000,,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Chiens,Amiens,541,3 246,,,,,,,,3 246,,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Chocolat,Amiens,10,31,10,,,,,,,31,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Cire ; jaune,Bordeaux,65,104,,,,,,,,14 963,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Cire ; jaune,Caën,1 365,2 730,,,,,,,,14 963,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Cire ; jaune,Nantes,503,804,16,,,,,,,14 963,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,295,Cire ; jaune,Roüen,5 662,11 325,,,,,,,,14 963,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Cochenille,Roüen,460,9 200,,,,,,,,9 200,,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Colle ; forte,Roüen,562,281,5,,,,,,,281,5,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Cornes ; de beuf,Roüen,1 100,165,,,,,,,,19 559,17,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Cornes ; de lanterne,Roüen,8 395,12 593,5,,,,,,,19 559,17,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Cornes ; de mouton,Marseille,11 700,585,,,,,,,,19 559,17,
Jérémy Hervelin,Fonds Gournay - M86,1750,296,Cornes ; de platte,Roüen,20 722,6 216,12,,,,,,,19 559,17,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Couperose,Marseille,48 000,5 280,,,,,,,,5 720,12,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Couperose,Roüen,3 525,440,12,,,,,,,5 720,12,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Couvertures ; de laine,Amiens,103,2 472,,,,,,,,2 972,,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Couvertures ; de laine,Marseille,250,500,,,,,,,,2 972,,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Crayons,Amiens,,258,,,,,,,,258,,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Crin,Nantes,1 180,590,,,,,,,,10 947,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Crin,Roüen,25 894,10 357,16,,,,,,,10 947,16,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Cuirs ; de beuf ; en poil,Nantes,7 152,143 040,,,,,,,,233 352,,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Cuirs ; de beuf ; en poil,Rennes,512,10 752,,,,,,,,233 352,,
Jérémy Hervelin,Fonds Gournay - M86,1750,297,Cuirs ; de beuf ; en poil,Roüen,2 652,76 560,,,,,,,,233 352,,
Jérémy Hervelin,Fonds Gournay - M86,1750,298,Cuivre ; vieux,Amiens,25,18,15,,,,,,,18,15,
Jérémy Hervelin,Fonds Gournay - M86,1750,298,Dents ; d'éléphant,Roüen,9 717,29 151,,,,,,,,29 151,,
Jérémy Hervelin,Fonds Gournay - M86,1750,299,Doüelles,Roüen,228,45,12,,,,,,,45,12,
Jérémy Hervelin,Fonds Gournay - M86,1750,299,Drap ; de glaster,La Rochelle,800,120 000,,,,,,,,120 000,,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Ergots ; d'Elbeuf,Roüen,,157,10,,,,,,,157,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; en bloc,Amiens,291,291,,300 648,12,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; en bloc,Bordeaux,11 160,11 160,,300 648,12,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; en bloc,Caën,2 061,2 885,8,300 648,12,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; en bloc,Marseille,57 000,57 000,,300 648,12,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; en bloc,Roüen,176 394,229 312,4,300 648,12,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,302,Etaim ; ouvré,Rennes,25,37,10,37,10,,,,,300 686,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Amiens,91,2 184,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Bordeaux,100,2 880,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Bordeaux,342 800,54 848,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Marseille,25 500,2 550,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Nantes,40,8 800,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Nantes,265,5 300,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Rennes,150,3 000,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Rennes,45,90,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Rennes,100,2 500,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Rennes,776 800,116 520,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Farine,Roüen,2 986,179 160,,,,,,,,377 832,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Fer ; en barres,Rennes,12 000,1 560,,2 977,10,,,,,4 766,13,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Fer ; en barres,Roüen,9 450,1 417,10,2 977,10,,,,,4 766,13,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Fer ; de fonte,Roüen,7 780,778,,778,,,,,,4 766,13,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Fer ; en lames,Amiens,7 900,1 011,3,1 011,3,,,,,4 766,13,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Fer ; vieux,Amiens,10,5,,5,,,,,,4 766,13,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Feves,Nantes,2,160,,,,,,,,619,,
Jérémy Hervelin,Fonds Gournay - M86,1750,303,Feves,Roüen,17,459,,,,,,,,619,,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Forces ; à drapier,Roüen,202,4 040,,,,,,,,6 190,,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Forces ; à drapier,Roüen,1 075,2 150,,,,,,,,6 190,,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,Amiens,4 003,640,9,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,Caën,200,60,,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,La Rochelle,540,972,,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,La Rochelle,10 456,4 705,4,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,Nantes,23 141,6 942,6,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Fromage ; commun,Rennes,960,288,,,,,,,,13 607,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,304,Futailles ; vuides,Caën,45,91,,,,,,,,91,,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Galins,Roüen,400,160,,,,,,,,160,,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Gaudron,Marseille,5 000,750,,,,,,,,750,,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Graine ; de jardin,Roüen,150,165,,,,,,,,11 664,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Graine ; de lin,Roüen,475,11 400,,,,,,,,11 664,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Graine ; de mittes,Amiens,380,95,,,,,,,,11 664,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,305,Graine ; de moutarde,La Rochelle,60,4,10,,,,,,,11 664,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Harangs ; fumés,Marseille,1 258,30 192,,,,,,,,30 192,,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Houblon,Amiens,462,231,,,,,,,,231,,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Huile ; de poisson,Caën,35 100,7 020,,,,,,,,7 560,,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Huile ; de vitriol,Roüen,270,540,,,,,,,,7 560,,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Huitres ; fraiches,Amiens,8,128,,,,,,,,16 353,,
Jérémy Hervelin,Fonds Gournay - M86,1750,306,Huitres ; fraiches,Roüen,324 500,16 225,,,,,,,,16 353,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Jambons,Roüen,1 900,1 520,,,,,,,,1 520,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; d'Agnelin,Roüen,1 687,2 531,5,2 531,5,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; de Carmenie,Roüen,10 875,130 500,,130 500,,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; d'Ecosse,Roüen,4 820,9 640,,9 640,,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; filée,Amiens,441,992,5,10 496,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; filée,Caën,270,2 164,,10 496,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; filée,Nantes,1 589,3 972,10,10 496,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; filée,Roüen,842,3 368,,10 496,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; peignée,Caën,13,16,5,36 938,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; peignée,Nantes,17 115,25 672,10,36 938,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; peignée,Roüen,5 625,11 250,,36 938,15,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; surge,Marseille,12 745,5 098,,5 098,,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Laine ; en toison,Nantes,4 652,5 117,4,5 117,4,,,,,200 321,,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,La Rochelle,20,1 025,,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,La Rochelle,,125,,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,Marseille,800,320,,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,Nantes,62,2 493,6,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,Rennes,5,150,,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,307,Langues ; salées,Roüen,625,250,,,,,,,,4 363,6,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Marseille,20 000,6 000,,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Nantes,1,60,,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Nantes,206,5 162,10,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Nantes,16,208,,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Nantes,11 318,1 697,14,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lard,Roüen,16 735,5 020,10,,,,,,,18 148,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Legumes,Marseille,12 000,1 800,,,,,,,,1 800,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Libraire,Roüen,100,200,,,,,,,,200,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Lin,Rennes,50,30,,,,,,,,30,,
Jérémy Hervelin,Fonds Gournay - M86,1750,308,Maquereaux ; frais,Amiens,351,140,8,,,,,,,140,8,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Marchandises ; mêlées,Amiens,,2 473,10,,,,,,,2 643,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Marchandises ; mêlées,Caën,,170,,,,,,,,2 643,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Mats,Roüen,52,18 200,,,,,,,,75 565,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Mats,Roüen,299,52 325,,,,,,,,75 565,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Mats,Roüen,140,5 040,,,,,,,,75 565,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Meules ; à taillander,Amiens,798,5 586,,,,,,,,21 349,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Meules ; à taillander,Caën,18,63,,,,,,,,21 349,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Meules ; à taillander,La Rochelle,40,100,,,,,,,,21 349,,
Jérémy Hervelin,Fonds Gournay - M86,1750,309,Meules ; à taillander,Roüen,1 300,15 600,,,,,,,,21 349,,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Moël ; de beuf,Nantes,467,168,2,,,,,,,168,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Morilles,Roüen,,10,,,,,,,,10,,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Morüe ; seche,Amiens,50,12,10,,,,,,,3 637,4,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Morüe ; seche,Caën,4 149,1 244,14,,,,,,,3 637,4,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Morüe ; seche,Nantes,3,660,,,,,,,,3 637,4,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Morüe ; seche,Rennes,4 300,1 720,,,,,,,,3 637,4,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Moulins ; à caffé,Roüen,125,312,1,,,,,,,312,1,
Jérémy Hervelin,Fonds Gournay - M86,1750,310,Nattes,Nantes,100,25,,,,,,,,25,,
Jérémy Hervelin,Fonds Gournay - M86,1750,311,Orge ; mondée,Amiens,375,112,10,,,,,,,112,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,311,Os ; de beuf,Roüen,3 100,310,,,,,,,,310,,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Pain ; d'épice,Amiens,44,33,,,,,,,,33,,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Papier ; à écrire,Amiens,1,16,,,,,,,,16,,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Paumelle,Rennes,1 962,5 886,,,,,,,,5 886,,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Peaux ; d'agneau,Nantes,15,4,10,,,,,,,1 075,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Peaux ; de chevre ; en poil,Roüen,32,480,,,,,,,,1 075,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Peaux ; de lapin,Marseille,150,375,,,,,,,,1 075,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Peaux ; de veau ; en poil,Roüen,12,216,,,,,,,,1 075,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,312,Pierres ; à éguiser,Roüen,2,8,,,,,,,,8,,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Pipes ; à fumer,Caën,340,1 021,10,,,,,,,1 171,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Pipes ; à fumer,Roüen,50,150,,,,,,,,1 171,10,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Planches ; de sapon,Amiens,10 361,12 951,5,,,,,,,71 401,5,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Planches ; de sapon,Marseille,100,900,,,,,,,,71 401,5,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Planches ; de sapon,Roüen,57 550,57 550,,,,,,,,71 401,5,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plocq,Rennes,590,147,10,,,,,,,2 901,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plocq,Rennes,2 088,313,4,,,,,,,2 901,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plocq,Roüen,16 275,2 441,5,,,,,,,2 901,19,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plomb ; en saumon,Amiens,16 762,2 849,10,,,,,,,832 968,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plomb ; en saumon,Bordeaux,19 195,3 839,,,,,,,,832 968,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plomb ; en saumon,Caën,12 750,2 550,,,,,,,,832 968,2,
Jérémy Hervelin,Fonds Gournay - M86,1750,313,Plomb ; en saumon,La Rochelle,288 184,64 841,8,,,,,,,832 968,2,
