"Objet du commerce de la France avec l'Espagne, les Canaries et les Indes Occidentalles en 1750",,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Bas ; de fil,Narbonne,74,74,,14 074,,,,,,15 386,,
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Bas ; de laine,Narbonne,656,1 312,,1 312,,,,,,15 386,,
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Basse ; de violle,Narbonne,1,50,,,,,,,,50,,
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Batteau ; de pecheur,Narbonne,1,100,,,,,,,,100,,
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Baume ; de copahu,Marseille,50,200,,,,,,,,666,,
Jérémy Hervelin,Fonds Gournay - M85,1750,116,Baume ; du Perou,Roüen,116,466,,,,,,,,666,,
Jérémy Hervelin,Fonds Gournay - M85,1750,117,Bazannes ; tannées,Bayonne,41,246,,,,,,,,618,,
Jérémy Hervelin,Fonds Gournay - M85,1750,117,Bazannes ; tannées,Narbonne,496,372,,,,,,,,618,,
Jérémy Hervelin,Fonds Gournay - M85,1750,117,Beccassines,Narbonne,3,3,,,,,,,,3,,
Jérémy Hervelin,Fonds Gournay - M85,1750,117,Beure,Bayonne,7 254,3 264,6,,,,,,,3 264,6,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bled ; froment,Marseille,1 017,25 425,,,,,,,,25 425,,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Boëtes ; de bois,Nantes,180,72,,,,,,,,72,,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de Brezil,Marseille,78 580,19 645,,40 086,5,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de Brezil,Roüen,45 425,20 441,5,40 086,5,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; à brûler,Marseille,734 300,6 608,14,6 939,18,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; à brûler,Montpellier,55 200,331,4,6 939,18,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de campêche,Marseille,22 550,3 382,10,10 335,,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de campêche,Roüen,23 175,6 952,10,10 335,,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de fernambourg,Roüen,14 700,6 615,,6 615,,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de noyer,Nantes,4,20,,20,,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bois ; de roze,Marseille,2 500,1 500,,1 500,,,,,,65 496,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bonnets ; de laine,Marseille,73,1 606,,,,,,,,1 609,,
Jérémy Hervelin,Fonds Gournay - M85,1750,118,Bonnets ; de laine,Narbonne,5,3,,,,,,,,1 609,,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bouchons ; de liege,Marseille,400,1 200,,,,,,,,5 208,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bouchons ; de liege,Narbonne,230,3 450,,,,,,,,5 208,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bouchons ; de liege,Narbonne,3 721,558,3,,,,,,,5 208,3,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bourde,Marseille,8 120 550,649 644,,,,,,,,669 420,,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bourde,Montpellier,329 600,19 776,,,,,,,,669 420,,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bourre,Marseille,350,105,,,,,,,,105,,
Jérémy Hervelin,Fonds Gournay - M85,1750,119,Bouteilles ; de verre,Bayonne,2 194,4 836,9,,,,,,,4 836,9,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Boutons ; de fil blanc,Narbonne,80,120,,,,,,,,121,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Boutons ; à pierres ; fausses,Narbonne,12,1,4,,,,,,,121,4,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Bray ; sec,Amiens,800,56,,,,,,,,6 626,,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Bray ; sec,Marseille,43 800,6 570,,,,,,,,6 626,,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Brun ; rouge,Marseille,588 700,14 717,10,,,,,,,14 717,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Cabas ; de palmes,Marseille,4,12,,,,,,,,823,,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Cabas ; de palmes,Montpellier,50,100,,,,,,,,823,,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Cabas ; de palmes,Narbonne,79,711,,,,,,,,823,,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Cacao,Marseille,112 913,146 786,18,,,,,,,147 336,18,
Jérémy Hervelin,Fonds Gournay - M85,1750,120,Cacao,Roüen,440,550,,,,,,,,147 336,18,
Jérémy Hervelin,Fonds Gournay - M85,1750,121,Caffé ; des Isles,Marseille,12 800,19 200,,,,,,,,19 200,,
Jérémy Hervelin,Fonds Gournay - M85,1750,121,Canards,Narbonne,15,9,,,,,,,,9,,
Jérémy Hervelin,Fonds Gournay - M85,1750,122,Canons ; de fusil,Narbonne,25,375,,,,,,,,375,,
Jérémy Hervelin,Fonds Gournay - M85,1750,122,Capres,Marseille,28 800,6 336,,,,,,,,6 336,,
Jérémy Hervelin,Fonds Gournay - M85,1750,123,Chair ; salée,Montpellier,250,62,10,,,,,,,62,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,123,Chandelle,Marseille,1 200,540,,,,,,,,540,,
Jérémy Hervelin,Fonds Gournay - M85,1750,123,Chanvre ; cru,Bayonne,600,150,,,,,,,,555,8,
Jérémy Hervelin,Fonds Gournay - M85,1750,123,Chanvre ; cru,Marseille,250,50,,,,,,,,555,8,
Jérémy Hervelin,Fonds Gournay - M85,1750,123,Chanvre ; cru,Narbonne,1 777,355,8,,,,,,,555,8,
Jérémy Hervelin,Fonds Gournay - M85,1750,124,Chapeaux ; de paille,Narbonne,3,27,,,,,,,,27,,
Jérémy Hervelin,Fonds Gournay - M85,1750,124,Charbon ; de bois,Marseille,5 850,117,,237,15,,,,,482,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,124,Charbon ; de bois,Montpellier,6 900,120,15,237,15,,,,,482,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,124,Charbon ; de terre,Bayonne,350,245,,245,,,,,,482,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chaux,Narbonne,15 000,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chevaux,Narbonne,11,825,,,,,,,,825,,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Cheveux,Bayonne,3,18,,,,,,,,4 482,,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Cheveux,Marseille,126,3 780,,,,,,,,4 482,,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Cheveux,Narbonne,57,684,,,,,,,,4 482,,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chocolat,Bayonne,153,183,12,,,,,,,4 386,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chocolat,Marseille,884,3 094,,,,,,,,4 386,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chocolat,Narbonne,84,126,,,,,,,,4 386,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chocolat,Rennes,50,175,,,,,,,,4 386,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,125,Chocolat,Roüen,202,808,,,,,,,,4 386,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Amiens,12 875,643,15,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Bordeaux,48,1 920,,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Caën,900,45,,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Marseille,27,405,,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Nantes,48,720,,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Narbonne,26 675,266,15,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Rennes,18,216,,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Rennes,2,37,10,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Citrons,Roüen,1 054,52,14,,,,,,,4 306,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Cizeaux,Narbonne,112,56,,,,,,,,56,,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Clous ; de fer,Bayonne,29 500,6 637,10,,,,,,,6 737,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,126,Clous ; de fer,Marseille,400,100,,,,,,,,6 737,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cochenille,Bayonne,3 498,66 462,,,,,,,,4 040 678,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cochenille,Marseille,247 079,3 459 106,,,,,,,,4 040 678,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cochenille,Roüen,25 755,515 110,,,,,,,,4 040 678,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cochons,Narbonne,7,252,,,,,,,,252,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Coloquinte,Marseille,956,1 434,,,,,,,,1 434,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Confitures,Marseille,115,115,,,,,,,,515,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Confitures,Narbonne,350,350,,,,,,,,515,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Confitures,Roüen,50,50,,,,,,,,515,,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Corail ; brut,Marseille,22 435,44 870,,,,,,,,44 870,19,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Corail ; brut,Narbonne,,0,19,,,,,,,44 870,19,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cordages ; d'Auf,Montpellier,134 825,8 426,11,,,,,,,24 914,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cordages ; de chanvre,Marseille,5 400,1 620,,,,,,,,24 914,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,127,Cordages ; d'espars,Marseille,2 124,14 868,,,,,,,,24 914,11,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Cornes ; de mouton,Marseille,100 613,5 030,13,,,,,,,5 030,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Coton ; filé,Marseille,145,217,10,,,,,,,217,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Couffes ; à boulanger,Marseille,24,720,,,,,,,,720,,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Couffins ; d'espars,Marseille,54,162,,,,,,,,162,,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Couperose,Marseille,3 700,407,,,,,,,,407,,
Jérémy Hervelin,Fonds Gournay - M85,1750,128,Courdouans,Marseille,300,375,,,,,,,,375,,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Couvertures ; fil et coton,Marseille,8 500,17 000,,,,,,,,17 000,,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Crasse ; de cire,Narbonne,500,300,,,,,,,,860,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Crasse ; d'huile,Narbonne,4 485,560,12,,,,,,,860,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Crème ; de tartre,Marseille,10 770,4 846,10,,,,,,,4 846,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Crin ; brut,Narbonne,8,4,,,,,,,,4,,
Jérémy Hervelin,Fonds Gournay - M85,1750,129,Croix ; à pierres ; fausses,Narbonne,,56,2,,,,,,,56,2,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuirs ; de beuf ; en poil,Bayonne,749,16 478,,514 238,,,,,,515 570,,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuirs ; de beuf ; en poil,Marseille,2 130,29 820,,514 238,,,,,,515 570,,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuirs ; de beuf ; en poil,Roüen,15 496,64 880,,514 238,,,,,,515 570,,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuirs ; de beuf ; tannés,Bayonne,102,3 060,,514 238,,,,,,515 570,,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuirs ; de vache ; en poil,Bayonne,111,1 332,,1 332,,,,,,515 570,,
Jérémy Hervelin,Fonds Gournay - M85,1750,130,Cuivre ; vieux,Narbonne,1 340,30,,,,,,,,30,,
Jérémy Hervelin,Fonds Gournay - M85,1750,131,Dattes,Marseille,1 340,268,,,,,,,,268,,
Jérémy Hervelin,Fonds Gournay - M85,1750,131,Dentelles ; commune,Narbonne,80,160,,,,,,,,240,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,131,Dentelles ; commune,Narbonne,2,80,12,,,,,,,240,12,
Jérémy Hervelin,Fonds Gournay - M85,1750,131,Doüelles ; à tonneaux,La Rochelle,5 000,1 000,,,,,,,,20 650,,
Jérémy Hervelin,Fonds Gournay - M85,1750,131,Doüelles ; à tonneaux,Marseille,3 930,19 650,,,,,,,,20 650,,
Jérémy Hervelin,Fonds Gournay - M85,1750,132,Drapeaux ; vieux,Roüen,3 450,172,10,,,,,,,172,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,133,Draperie ; petite,Narbonne,,302,10,,,,,,,302,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,133,Eau ; de fleur d'orange,Narbonne,90,27,,27,,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M86,1750,133,Eau ; de la Reine d'Hongrie,Marseille,2 430,1 822,10,1 872,10,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,133,Eau ; de la Reine d'Hongrie,Narbonne,100,50,,1 872,10,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Amiens,11 292,67 752,,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Marseille,2 500,375,,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Montpellier,,1 692,4,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Narbonne,16,49,10,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Narbonne,620,77,10,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Roüen,19,5 472,,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Eau ; de vie,Roüen,24,48,,75 466,4,,,,,77 368,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Ecaille ; de tortüe,Roüen,325,3 900,,,,,,,,3 900,,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Ecorce ; de grenade,Marseille,200,10,,,,,,,,10,,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Escayolles,Marseille,30 950,4 642,10,,,,,,,4 642,10,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Espardilles,Narbonne,1,3,,,,,,,,3,,
Jérémy Hervelin,Fonds Gournay - M85,1750,134,Espars,Marseille,404,16 160,,,,,,,,16 160,,
Jérémy Hervelin,Fonds Gournay - M85,1750,135,Estrasse ; de soye,Marseille,300,75,,,,,,,,75,,
Jérémy Hervelin,Fonds Gournay - M85,1750,136,Etoffe ; filozelle ; meslée,Narbonne,6,42,,,,,,,,150 442,,
Jérémy Hervelin,Fonds Gournay - M85,1750,136,Etoffe ; de soye,Marseille,3 760,150 400,,,,,,,,150 442,,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Eventails ; de palmes,Narbonne,14,16,16,,,,,,,16,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,Amiens,6 375,796,17,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,Bayonne,2 001 950,280 273,,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,Bordeaux,1 805 219,270 842,17,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,Caën,20 450,3 067,10,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,La Rochelle,228 075,34 211,5,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,137,Fer ; en barres,Marseille,7 800,1 131,,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en barres,Nantes,6,845,,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en barres,Nantes,1 136 590,147 756,14,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en barres,Rennes,452 350,58 805,10,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en barres,Roüen,25 125,3 768,15,801 498,8,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en cercles,Marseille,5 000,1 250,,1 250,,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; coulé,Bordeaux,4 325,173,,173,,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en feüillards,Bayonne,5 000,750,,2 254,7,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en feüillards,Nantes,3 800,760,,2 254,7,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en feüillards,Rennes,4 137,744,7,2 254,7,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en feüilles,Bordeaux,5 350,963,,963,,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; ouvré,Bordeaux,322,896,18,896,18,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,138,Fer ; en verges,Narbonne,4 800,600,,600,,,,,,807 635,13,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Caën,275,55,,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Marseille,89 332,8 933,4,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Montpellier,28 350,1 417,10,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Narbonne,1 718,128,17,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Rennes,16,192,,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Figues,Roüen,23 420,3 513,,,,,,,,14 239,14,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Fil ; de chanvre,Marseille,200,800,,800,,,,,,1 269,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Fil ; à voile,Montpellier,566,39,12,469,16,,,,,1 269,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Fil ; à voile,Narbonne,217,130,4,469,16,,,,,1 269,16,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Filets ; d'espars,Marseille,6 121,244 840,,,,,,,,258 140,,
Jérémy Hervelin,Fonds Gournay - M85,1750,139,Filets ; d'espars,Marseille,266,13 300,,,,,,,,258 140,,
Jérémy Hervelin,Fonds Gournay - M85,1750,140,Filozelle,Marseille,336,1 344,,,,,,,,1 344,,
Jérémy Hervelin,Fonds Gournay - M85,1750,140,Fondettes ; de corail,Marseille,1 525,1 143,15,,,,,,,1 143,15,
Jérémy Hervelin,Fonds Gournay - M85,1750,140,Fraisset ; de Vermillon,Marseille,200,300,,,,,,,,300,,
Jérémy Hervelin,Fonds Gournay - M85,1750,140,Fromage ; commun,Bayonne,5 700,1 938,,,,,,,,28 196,,
