"Objet du commerce de la France avec les Isles Françoises de l'Amerique, le Canada et Terre-neuve, et Guinée pour les sorties seulement, en 1750",,,,,,,,,,,,,,,,,
Data entry by,Source,Year,Sheet,Marchandises,Direction,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Leur Valeur (sub-total 3),deniers,Total,deniers ,Remarks
Jérémy Hervelin,Fonds Gournay - M84,1750,181,Barbe ; de baleine,La Rochelle,280,560,,,,,,,,560,,
Jérémy Hervelin,Fonds Gournay - M84,1750,181,Baume ; de Copabu,Nantes,32,64,,,,,,,,64,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Blanc ; de baleine,La Rochelle,300,600,,,,,,,,600,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Bordeaux,979,19 580,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Flandre,24,480,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Flandre,5 500,1 925,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,La Rochelle,9,45,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,La Rochelle,140,2 100,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,La Rochelle,160,400,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Nantes,277,5 588,15,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Nantes,95,665,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Accajou,Roüen,1 400,280,,31 063,15,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; à brûler,La Rochelle,4 000,48 000,,48 000,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; de campêche,La Rochelle,183 000,36 600,,57 000,18,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; de campêche,Marseille,59 090,8 863,10,57 000,18,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; de campêche,Nantes,56 337,11 267,8,57 000,18,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; de campêche,Roüen,600,270,,57 000,18,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,184,Bois ; d'Ebenne,Nantes,1 658,829,,829,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Bordeaux,86 195,4 309,15,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Flandre,5 500,715,,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,La Rochelle,412,1 030,,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,La Rochelle,4 000,200,,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Marseille,13 122,1 312,4,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Nantes,195 225,9 761,5,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Nantes,10,470,5,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de gayac,Roüen,2 250,337,10,18 135,19,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; Jaune,Bordeaux,5 005,500,10,500,10,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; des Isles,Nantes,1 400,6 300,,6 300,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; marbré,Nantes,,1 062,9,1 062,9,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de roze,Nantes,2 055,1 233,,1 233,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; de siramonbas,La Rochelle,500,150,,150,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,185,Bois ; vert,Nantes,540,270,,270,,,,,,164 545,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Bordeaux,136 662,54 664,16,54 664,16,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Flandre,27 910,25 119,,25 119,,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,La Rochelle,27 240,12 258,,12 258,,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Marseille,353 528,459 586,8,459 586,8,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Nantes,2 729,2 046,15,86 215,5,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Nantes,168 337,84 168,10,86 215,5,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Rennes,2 512,1 381,12,1 381,12,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Cacao,Roüen,27 158,29 873,16,29 873,16,,,,,669 098,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Bordeaux,4 139 270,3 104 452,10,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Flandre,91 628,114 535,,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,La Rochelle,295 920,207 144,,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Marseille,877 731,658 298,5,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Nantes,1 695 418,1 356 334,8,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Rennes,61 486,49 188,16,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; des Isles,Roüen,1 911 470,2 389 337,10,7 879 290,9,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,188,Caffé ; en parchemin,Marseille,13 143,7 885,16,7 885,16,,,,,7 887 176,,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Camphre,Marseille,7 758,38 790,,,,,,,,38 790,,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Canefice,Bordeaux,33 594,11 757,18,,,,,,,129 341,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Canefice,Flandre,2 245,673,10,,,,,,,129 341,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Canefice,Marseille,118 239,35 470,14,,,,,,,129 341,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Canefice,Nantes,34 029,8 507,5,,,,,,,129 341,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Canefice,Roüen,91 165,72 932,8,,,,,,,129 341,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Capilaire ; en herbe,La Rochelle,8 980,8 980,,,,,,,,13 758,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,189,Capilaire ; en herbe,Roüen,3 823,4 778,15,,,,,,,13 758,15,
Jérémy Hervelin,Fonds Gournay - M84,1750,190,Cerneaux,Roüen,1,45,,,,,,,,45,,
Jérémy Hervelin,Fonds Gournay - M84,1750,192,Charbon ; de terre,La Rochelle,4,1 200,,,,,,,,1 200,,
Jérémy Hervelin,Fonds Gournay - M84,1750,193,Chocolat,Nantes,87,87,,,,,,,,87,,
Jérémy Hervelin,Fonds Gournay - M84,1750,194,Citrons ; confits,La Rochelle,235,211,10,,,,,,,2 748,,
Jérémy Hervelin,Fonds Gournay - M84,1750,194,Citrons ; confits,Nantes,3 206,1 603,,,,,,,,2 748,,
Jérémy Hervelin,Fonds Gournay - M84,1750,194,Citrons ; confits,Roüen,778,933,12,,,,,,,2 748,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,Bordeaux,35 407,35 407,,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,Flandre,290,377,,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,La Rochelle,5 210,5 210,,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,Marseille,4 193,4 193,,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,Nantes,16 998,16 998,,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Confitures,Roüen,7 808,9 369,12,,,,,,,71 554,12,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coquillages,Nantes,344,516,,,,,,,,516,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coton ; en laine,Bordeaux,185 453,296 724,16,,,,,,,3 625 540,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coton ; en laine,Flandre,17 270,13 816,,,,,,,,3 625 540,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coton ; en laine,La Rochelle,59 757,110 550,9,,,,,,,3 625 540,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coton ; en laine,Nantes,498 349,622 936,5,,,,,,,3 625 540,,
Jérémy Hervelin,Fonds Gournay - M84,1750,195,Coton ; en laine,Roüen,1 032 605,2 581 512,10,,,,,,,3 625 540,,
