dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
ammoniakzout,pond,bergen,4,export,,sel armoniac,ammonia salt,5,5,
ammoniakzout,pond,brussel,26,transit,,sel armoniac,ammonia salt,5,5,
ammoniakzout,pond,nieuwpoort,182,import,,sel armoniac,ammonia salt,5,5,
ammoniakzout,pond,charleroi,33,export,,sel armoniac,ammonia salt,5,5,
anijsolie,gulden,namen,14,import,,huile d'anis,anise oil,4,4,
ansjovis,ton,stphillipe,995.83331,import,,anchoix,anchovy,0,0a,
ansjovis,ton,gent,2.1666667,import,,anchoix,anchovy,0,0a,
ansjovis,ton,brugge,128,import,,anchoix,anchovy,0,0a,
ansjovis,ton,bergen,8,import,,anchoix,anchovy,0,0a,
ansjovis,ton,kortrijk,20,import,,anchoix,anchovy,0,0a,
ansjovis,ton,charleroi,1,export,,anchoix,anchovy,0,0a,
ansjovis,ton,marche,1,export,,anchoix,anchovy,0,0a,
ansjovis,ton,charleroi,2,import,,anchoix,anchovy,0,0a,
ansjovis,ton,nieuwpoort,36.166668,import,,anchoix,anchovy,0,0a,
ansjovis,ton,tienen,9.25,export,,anchoix,anchovy,0,0a,
ansjovis,ton,namen,1,import,,anchoix,anchovy,0,0a,
ansjovis,ton,sintniklaas,.125,export,,anchoix,anchovy,0,0a,
ansjovis,ton,brussel,.66666669,import,,anchoix,anchovy,0,0a,
ansjovis,ton,bergen,1,export,,anchoix,anchovy,0,0a,
ansjovis,ton,sintniklaas,64.875,import,,anchoix,anchovy,0,0a,
ansjovis,ton,antwerpen,84.458336,export,,anchoix,anchovy,0,0a,
ansjovis,ton,brussel,24.5,export,,anchoix,anchovy,0,0a,
ansjovis,ton,herve,.5,import,,anchoix,anchovy,0,0a,
ansjovis,ton,brussel,8,transit,,anchoix,anchovy,0,0a,
ansjovis,ton,gent,2,export,,anchoix,anchovy,0,0a,
ansjovis,ton,turnhout,2.5,export,,anchoix,anchovy,0,0a,
ansjovis,ton,ieper,11.5,import,,anchoix,anchovy,0,0a,
ansjovis,ton,oostende,224.66667,import,,anchoix,anchovy,0,0a,
antimonium,pond,stphillipe,2311,import,,antimoine,antimony,5,5,
antimonium,pond,bergen,25,import,,antimoine,antimony,5,5,
antimonium,pond,doornik,104,import,,antimoine,antimony,5,5,
appelen en peren (gedroogd),pond,tienen,3152,import,,poires et pommes seches,dried apples and pears,0,0a,
appelen en peren (gewone),zak,doornik,46,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,tienen,642.5,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,nieuwpoort,7.25,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,brussel,1,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,brugge,.25,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,kortrijk,476.375,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,chimay,4,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,namen,2141.125,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,brugge,.5,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,oostende,3,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,antwerpen,6.25,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,marche,2,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,namen,8.5,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,sintniklaas,72.75,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,ieper,30.5,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,antwerpen,5.25,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,sintniklaas,38.875,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,marche,57,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,charleroi,24.25,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,luxemburg,40.75,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,herve,137,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,namen,59.5,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,herve,2.75,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,turnhout,56.625,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,nieuwpoort,33.5,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,luxemburg,16,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,doornik,4.6666665,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,charleroi,16,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,bergen,40.541668,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,herve,224.25,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,gent,19,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,luxemburg,35,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,kortrijk,5,export,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,ieper,60,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,bergen,22.375,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,ieper,13,transit,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,brussel,2,import,,poires et pommes communes,regular apples and pears,,,
appelen en peren (gewone),zak,chimay,97.75,import,,poires et pommes communes,regular apples and pears,,,
arsenicum,pond,tienen,25,import,,arsenic,arsenic,5,5,
arsenicum,pond,luxemburg,484,transit,,arsenic,arsenic,5,5,
arsenicum,pond,brussel,26,transit,,arsenic,arsenic,5,5,
arsenicum,pond,stphillipe,1097,import,,arsenic,arsenic,5,5,
as van stro e.a.,gulden,brugge,57,export,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,chimay,31,export,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,chimay,9,transit,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,marche,1081,transit,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,antwerpen,10,import,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,sintniklaas,8,import,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,doornik,25,export,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,kortrijk,14,export,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,tienen,55,import,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,charleroi,10,export,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,stvith,175,transit,,cendres de toute espèce,straw ash,2,2,
as van stro e.a.,gulden,turnhout,476,import,,cendres de toute espèce,straw ash,2,2,
asperges,bos,nieuwpoort,4,import,,asperges et scorsionnaires,asparragus,0,0a,
asperges,bos,ieper,10,import,,asperges et scorsionnaires,asparragus,0,0a,
asperges,bos,brussel,15,import,,asperges et scorsionnaires,asparragus,0,0a,
asperges,bos,herve,114,import,,asperges et scorsionnaires,asparragus,0,0a,
baai (geverfd),el,turnhout,1,import,baize,baye teinte,dyed baize,6,6b,
baai (geverfd),el,brugge,14.5,import,baize,baye teinte,dyed baize,6,6b,
baai (geverfd),el,sintniklaas,7808.5,import,baize,baye teinte,dyed baize,6,6b,
baai (geverfd),el,gent,401,import,baize,baye teinte,dyed baize,6,6b,
baai (geverfd),el,antwerpen,1961.5,import,baize,baye teinte,dyed baize,6,6b,
baai (geverfd),el,turnhout,22.5,export,baize,baye teinte,dyed baize,6,6b,
baai (wit),stuk,brussel,1.5,export,baize,baye blanche,white baize,6,6b,
baai (wit),el,brussel,519,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,gent,89,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,brugge,103268,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,brugge,334.5,export,baize,baye blanche,white baize,6,6b,
baai (wit),el,sintniklaas,9093.25,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,ieper,40,export,baize,baye blanche,white baize,6,6b,
baai (wit),el,antwerpen,21769,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,nieuwpoort,82,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,turnhout,2,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,oostende,12493.5,import,baize,baye blanche,white baize,6,6b,
baai (wit),el,stphillipe,192,import,baize,baye blanche,white baize,6,6b,
bajonetten,aantal,herve,1,import,,bayonettes,bayonets,9,9,
bajonetten,aantal,tienen,2568,import,,bayonettes,bayonets,9,9,
bajonetten,aantal,namen,1,export,,bayonettes,bayonets,9,9,
bajonetten,aantal,namen,84,import,,bayonettes,bayonets,9,9,
bakstenen e.a. gelijkaardige,aantal,namen,700,transit,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,charleroi,18300,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,bergen,2000,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,gent,9500,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,ieper,283100,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,chimay,1100,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,sintniklaas,21800,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,tienen,22525,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,gent,127401,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,doornik,64400,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,brugge,12650,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,kortrijk,43875,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,chimay,400,transit,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,antwerpen,51000,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,namen,80650,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,sintniklaas,191450,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,brugge,24435,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,namen,33500,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,luxemburg,4100,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,doornik,16500,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,ieper,526000,transit,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,marche,19900,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,charleroi,4400,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,ieper,416300,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,stvith,125,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,herve,200,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,kortrijk,90000,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,luxemburg,1000,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,turnhout,39533,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,antwerpen,22675,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,tienen,2450,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,stphillipe,541840,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,oostende,10000,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,nieuwpoort,540900,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,chimay,39000,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,marche,3360,import,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,bergen,35000,export,,briques et briquettes,bricks and briquettes,6,6,
bakstenen e.a. gelijkaardige,aantal,turnhout,22400,import,,briques et briquettes,bricks and briquettes,6,6,
baleinen (gezaagd),pond,chimay,3.25,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,doornik,140,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,herve,277,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,luxemburg,14.5,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,brugge,2404,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,sintniklaas,1445,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,brugge,40,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,ieper,250,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,nieuwpoort,2025,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,stvith,75,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,antwerpen,49,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,charleroi,11,transit,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,brussel,24.5,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,stphillipe,20701,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,antwerpen,1922,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,ieper,1,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,gent,10452,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,marche,74.5,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,namen,19.25,transit,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,doornik,3,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,stvith,33,transit,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,luxemburg,40.75,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,charleroi,22,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,namen,3.5,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,brussel,50,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,turnhout,184.25,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,bergen,22,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,kortrijk,10,export,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,oostende,110,import,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
baleinen (gezaagd),pond,luxemburg,1312,transit,,baleines sciées ou coupées,sawed baleen,2,2,baleines coupées
