numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
101,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Grains menus grains,Bayonne,34400,Livres,"0,06",2064,0,,
102,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,Allemagne et la Pologne,81250,Livres,"0,2",16250,0,,
103,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,La Hollande,130200,Livres,"0,2",26040,0,,
104,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,Etats de l'empereur ou Allemagne et Flandre,41075,Livres,"0,2",8215,0,,
105,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,Dannemarck et Norvège,3750,Livres,"0,2",750,0,,
106,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Legumes feves,Bayonne,34200,Livres,"0,1",3420,0,,
107,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Legumes haricots,Bayonne,94600,Livres,"0,13",12298,0,,
108,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Marchandises à la valeur,Bayonne,,,,751,0,,En valeur
109,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Isles de France,Mercerie,Bayonne,261,Livres,,530,,,Pas de prix unitaire
110,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Mouchoirs fil et coton,Bayonne,"3,5",Douzaines,,100,,,Pas de prix unitaire
111,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Ouvrages divers,Bayonne,,,,458,0,,En valeur
112,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Ouvrages divers,Espagne,,,,480,0,,En valeur
113,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Papiers divers,Pays de labour,,,,120,0,,En valeur
114,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Papiers divers,Espagne,,,,290,0,,En valeur
115,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bigorre,Parfumerie poudre,Bayonne,350,Livres,"0,4",140,0,,
116,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bigorre,Peaux diverses,Bayonne,,,,288,0,,En valeur
117,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bigorre,Peaux diverses,Espagne,,,,240,0,,En valeur
118,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Peaux de mouton chamoisées,Bayonne,,,,288,0,,En valeur
119,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Peaux de mouton chamoisées,Espagne,2091,Douzaines,18,37638,0,,
120,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Plumes d'oye,Bayonne,2253,Livres,1,2253,0,,
121,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Poissons divers frais,Bayonne,,,,400,0,,En valeur
122,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Quincaillerie de fer,Pays de labour,1400,Livres,"0,3",420,0,,
123,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Quincaillerie de fer,Pays de labour,53096,Livres,"0,3",15928,"-0,8",,
124,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Navarre,Suifs divers,Bayonne,,,,471,0,,En valeur
125,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Toile de lin blanche,Bayonne,90,Aunes,3,270,0,45,
126,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Normandie,Verrerie,Bayonne,632,Nombre,"0,32",202,"-0,24",,
127,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Bayonne,,Bariques,66,2838,2838,,"52,25 muids et 2?"
128,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Espagne,,Bariques,66,14784,14784,,272 muids et 64 ?
129,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Allemagne et la Pologne,,Bariques,66,629541,629541,,"11591,5 muids et 123 ?"
130,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,La Hollande,,Bariques,66,18381,18381,,338+1/3 muids et 35 ?
131,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Dannemarck et Norvège,,Bariques,66,26862,26862,,
132,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Etats du roi de Prusse,,Bariques,66,5280,5280,,"97,5 muids et 20?"
133,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bearn ,Vin,Pays de labour,,Bariques,66,3036,3036,,"55,5 muids"
134,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,6,1789,Bayonne,Saint Esprit,Bordeaux,Vin,Bayonne,,Bariques,110,440,440,,3+1/3 muids et 40?
135,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Amadou,Espagne,335,Livres,"0,3",100,"-0,5",,
136,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux agneaux,Espagne,97,Nombre,2,194,0,,
137,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux bœufs,Espagne,18,Nombre,80,1440,0,,
138,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux brebis,Espagne,97,Nombre,6,582,0,,
139,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux chevres,Espagne,233,Nombre,7,1631,0,,
140,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux moutons,Espagne,1189,Nombre,12,14268,0,,
141,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux porcs,Espagne,1256,Nombre,25,31400,0,,
142,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bigorre,Bestiaux porcs,Espagne,167,Nombre,28,3676,-1000,,Erreur de calcul
143,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Gascogne,Bestiaux porcs,Espagne,90,Nombre,30,2700,0,,
144,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux vaches,Espagne,16,Nombre,50,800,0,,
145,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bestiaux veaux,Espagne,4,Nombre,30,120,0,,
146,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bêtes de somme anes,Espagne,67,Nombre,20,1340,0,,
147,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bêtes de somme cheveaux,Espagne,217,Nombre,90,19530,0,,
148,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bêtes de somme mules et mulets,Espagne,1272,Nombre,140,178080,0,,
149,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Gascogne,Bêtes de somme mules et mulets,Espagne,26,Nombre,140,3640,0,,
150,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bigorre,Bêtes de somme mules et mulets,Espagne,189,Nombre,130,24570,0,,
151,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Poitou,Bêtes de somme mules et mulets,Espagne,46,Nombre,200,9200,0,,
152,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Saintonge,Bêtes de somme mules et mulets,Espagne,133,Nombre,200,26600,0,,
153,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Colonie française,Bois des isles divers,Espagne,,,,585,0,,En valeur
154,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Colonie française,Bois de campeche,Espagne,6843,Livres,"0,7",4790,"-0,1",,
155,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Colonie française,Bois de sainte marthe,Espagne,3730,Livres,"0,7",2611,0,,
156,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bonneterie de coton bas,Espagne,343,Pièces,"2,25",772,"0,25","53,5",
157,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bonneterie de laine bas,Espagne,10902,Pièces,"2,5",27255,0,2055,
158,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Nismes,Bonneterie de soye bas,Espagne,363,Pièces,9,3267,0,44,
159,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Bourre,Espagne,1273,Livres,"0,2",254,"-0,6",,
160,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Chair salée ,Espagne,255190,Livres,"0,32",81660,"-0,8",,
161,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Lyon,Chapeaux poil et laine,Espagne,90,Douzaines,,3642,,1330,Pas de prix unitaire
162,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Cire jaune,Espagne,3310,Livres,"1,5",4965,0,,
163,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn ,Couvertures de laine,Espagne,695,Nombre,9,6255,0,4440,
164,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn,Cuirs de vaches tannés,Espagne,49,Nombre,15,735,0,683,
165,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Bearn ,Cuivre en batterie ,Espagne,376,Nombre,"1,5",565,1,,
166,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Languedoc,Coton filé,Espagne,15,Livres,9,135,0,,
167,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Amiens,Drap de Sedan,Espagne,2,Pièces,300,600,0,50,
168,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Champagne,Draperie,Espagne,225,Livres,8,1800,0,,
169,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Auvergne,Draperie,Espagne,1449,Livres,10,14490,0,,
170,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,8,1789,Bayonne,Oleron,Languedoc,Draperie,Espagne,10,Pièces,200,2000,0,,
