filepath,nb_line,diff_nb_line,sources,source_types
sources/Local/AD44_C706_Nantes_Exports_1756.csv,295,295,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1757.csv,237,237,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1778.csv,921,921,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1779.csv,508,508,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1730.csv,377,377,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1731.csv,367,367,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1732.csv,309,309,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1734.csv,394,394,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1735.csv,342,342,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1736.csv,400,400,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1737.csv,476,476,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1738.csv,450,450,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1739.csv,429,429,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1740.csv,412,412,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1741.csv,496,496,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1742.csv,545,545,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1743.csv,541,541,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1744.csv,481,481,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1745.csv,314,314,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Imports_1746.csv,333,333,AD44 C706,Local
sources/Local/AD44_C706_Rennes_Exports_1714.csv,908,908,AD44 C706,Local
sources/Local/AD44_C706_Rennes_Exports_1747.csv,521,521,AD44 C706,Local
sources/Local/AD44_C706_Rennes_Imports_1714.csv,772,772,AD44 C706,Local
sources/Local/AD44_C706_Rennes_Imports_1747.csv,261,261,AD44 C706,Local
sources/Local/AD44_C716-15_Nantes_Exports_1754.csv,672,672,AD44 C716 n°15,Local
sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,652,652,AD44 C716 n°2,Local
sources/Local/AD44_C716-30_Nantes_Exports_1758.csv,163,163,AD44 C716 n°30,Local
sources/Local/AD44_C716-34_Nantes_Exports_1759.csv,116,116,AD44 C716 n°34,Local
sources/Local/AD44_C716_Nantes_Exports_1746.csv,459,459,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1750.csv,598,598,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1755.csv,575,575,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1760.csv,176,176,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1762.csv,242,242,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1763.csv,922,922,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Exports_1764.csv,1195,1195,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1749.csv,531,531,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1750.csv,596,596,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1755.csv,534,534,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1756.csv,292,292,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1758.csv,141,141,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1759.csv,140,140,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1760.csv,191,191,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1761.csv,316,316,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1762.csv,267,267,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1763.csv,533,533,AD44 C716,Local
sources/Local/AD44_C716_Nantes_Imports_1764.csv,549,549,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1749.csv,592,592,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1750.csv,473,473,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1751.csv,505,505,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1753.csv,527,527,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1754.csv,546,546,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1755.csv,371,371,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1756.csv,264,264,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1757.csv,304,304,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1758.csv,301,301,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1759.csv,193,193,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1760.csv,260,260,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1761.csv,329,329,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1762.csv,253,253,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1763.csv,590,590,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Exports_1764.csv,465,465,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1749.csv,377,377,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1750.csv,277,277,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1752.csv,287,287,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1754.csv,266,266,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1755.csv,246,246,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1756.csv,248,248,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1757.csv,271,271,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1758.csv,216,216,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1759.csv,200,200,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1760.csv,169,169,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1761.csv,271,271,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1762.csv,193,193,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1763.csv,191,191,AD44 C716,Local
sources/Local/AD44_C716_Rennes_Imports_1764.csv,288,288,AD44 C716,Local
sources/Local/AD44_C717-14_Nantes_Exports_1768.csv,700,700,AD44 C717 n°14,Local
sources/Local/AD44_C717_Nantes_Exports_1761.csv,250,250,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1765.csv,899,899,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1766.csv,750,750,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1767.csv,713,713,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1769.csv,596,596,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1770.csv,556,556,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1771.csv,634,634,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1772.csv,568,568,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1774.csv,479,479,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1776.csv,711,711,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Exports_1778.csv,922,922,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1765.csv,416,416,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1766.csv,380,380,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1767.csv,371,371,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1769.csv,347,347,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1770.csv,324,324,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1771.csv,322,322,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1772.csv,366,366,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1774.csv,309,309,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1775.csv,313,313,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1776.csv,391,391,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1778.csv,588,588,AD44 C717,Local
sources/Local/AD44_C717_Nantes_Imports_1779.csv,316,316,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1765.csv,383,383,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1766.csv,368,368,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1767.csv,306,306,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1768.csv,366,366,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1769.csv,395,395,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1771.csv,301,301,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1772.csv,450,450,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1773.csv,383,383,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1774.csv,419,419,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1775.csv,546,546,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1776.csv,627,627,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1778.csv,494,494,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1779.csv,405,405,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Exports_1780.csv,452,452,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1765.csv,256,256,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1766.csv,201,201,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1767.csv,197,197,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1768.csv,180,180,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1769.csv,226,226,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1771.csv,194,194,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1772.csv,245,245,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1773.csv,239,239,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1774.csv,209,209,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1775.csv,275,275,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1776.csv,306,306,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1778.csv,231,231,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1779.csv,213,213,AD44 C717,Local
sources/Local/AD44_C717_Rennes_Imports_1780.csv,223,223,AD44 C717,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1746.csv,290,290,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1747.csv,307,307,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1748.csv,330,330,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,161,161,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1750.csv,232,232,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1751.csv,273,273,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1752.csv,288,288,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,404,404,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1754.csv,464,464,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1755.csv,404,404,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1756.csv,309,309,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1757.csv,466,466,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1758.csv,383,383,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1759.csv,336,336,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1760.csv,354,354,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1761.csv,425,425,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1762.csv,406,406,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1763.csv,496,496,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,458,458,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1749.csv,147,147,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1750.csv,163,163,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1751.csv,207,207,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1752.csv,175,175,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1753.csv,218,218,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1754.csv,208,208,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1755.csv,230,230,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1756.csv,233,233,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1757.csv,249,249,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,209,209,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1759.csv,204,204,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1760.csv,162,162,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1761.csv,217,217,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1762.csv,199,199,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1763.csv,219,219,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,199,199,AD64 2 ETP 104,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1760.csv,21,21,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1763.csv,15,15,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1765.csv,399,399,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1766.csv,316,316,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1767.csv,291,291,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1768.csv,278,278,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,267,267,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1770.csv,238,238,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1771.csv,282,282,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1772.csv,342,342,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1773.csv,297,297,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1774.csv,268,268,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1776.csv,325,325,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1778.csv,360,360,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1779.csv,295,295,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Exports_1780.csv,293,293,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1760.csv,27,27,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1765.csv,207,207,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1766.csv,192,192,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1767.csv,180,180,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1768.csv,162,162,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1769.csv,193,193,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1770.csv,154,154,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1771.csv,198,198,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1772.csv,239,239,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1773.csv,197,197,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1774.csv,197,197,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1775.csv,240,240,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1776.csv,254,254,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1777.csv,235,235,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1778.csv,250,250,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1779.csv,223,223,AD64 2 ETP 105,Local
sources/Local/AD64_2_ETP_105_Bayonne_Imports_1780.csv,226,226,AD64 2 ETP 105,Local
sources/Local/AD76_7F97_via_Dardel_Exports.csv,4848,4848,AD76 7F97 - via Dardel,Local
sources/Local/AD76_7F97_via_Dardel_Imports.csv,2713,2713,AD76 7F97 - via Dardel,Local
sources/Local/ANOM_Col_F_2B_13_Colonies_Exports_1788.csv,222,222,ANOM Col F 2B 13 (tableaux 37 et 38),Local
sources/Local/ANOM_Col_F_2B_13_Colonies_Imports_1788.csv,148,148,ANOM Col F 2B 13 (tableaux 37 et 38),Local
sources/Local/ANOM_Col_F_2B_14_Colonies_Exports_1787.csv,216,216,ANOM Col F 2B 14 (tableau 25),Local
sources/Local/ANOM_Col_F_2B_14_Colonies_Imports_1787.csv,158,158,ANOM Col F 2B 14 (tableau 25),Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1725.csv,385,385,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,394,394,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1727.csv,460,460,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,486,486,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1729.csv,460,460,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1730.csv,430,430,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1731.csv,410,410,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1732.csv,406,406,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1733.csv,436,436,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,377,377,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1736.csv,312,312,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1737.csv,327,327,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1738.csv,352,352,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1739.csv,1182,1182,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1740.csv,1407,1407,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1741.csv,1487,1487,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1743.csv,1613,1613,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1749.csv,1239,1239,Archives de la CCI de Marseille - I 21,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1744.csv,1167,1167,Archives de la CCI de Marseille - I 22,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1745.csv,1256,1256,Archives de la CCI de Marseille - I 22,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1746.csv,1288,1288,Archives de la CCI de Marseille - I 22,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1747.csv,1164,1164,Archives de la CCI de Marseille - I 22,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1750.csv,1351,1351,Archives de la CCI de Marseille - I 22,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1751.csv,1270,1270,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1752.csv,1147,1147,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1755.csv,1178,1178,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1756.csv,1398,1398,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1759.csv,1225,1225,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1760.csv,1363,1363,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1761.csv,1454,1454,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1762.csv,1402,1402,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1764.csv,1748,1748,Archives de la CCI de Marseille - I 23,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1765.csv,68,68,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1766.csv,1573,1573,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1767.csv,1637,1637,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1768.csv,1505,1505,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1769.csv,1416,1416,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1770.csv,1537,1537,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1774.csv,1435,1435,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1775.csv,1037,1037,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1776.csv,1000,1000,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1778.csv,833,833,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1779.csv,820,820,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,836,836,Archives de la CCI de Marseille - I 24,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1763.csv,1663,1663,Archives de la CCI de Marseille - I 25,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1765.csv,1634,1634,Archives de la CCI de Marseille - I 25,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1772.csv,1523,1523,Archives de la CCI de Marseille - I 25,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1773.csv,1461,1461,Archives de la CCI de Marseille - I 25,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1777.csv,808,808,Archives de la CCI de Marseille - I 25,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1725.csv,405,405,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1726.csv,372,372,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1727.csv,373,373,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1728.csv,350,350,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1729.csv,317,317,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1730.csv,337,337,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1731.csv,354,354,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1732.csv,331,331,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1733.csv,345,345,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1735.csv,324,324,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1736.csv,318,318,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1737.csv,505,505,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1738.csv,454,454,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1739.csv,959,959,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1740.csv,1021,1021,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1741.csv,1083,1083,Archives de la CCI de Marseille - I 29,Local
sources/Local/Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1742.csv,1000,1000,Archives de la CCI de Marseille - I 29,Local
