new sourcepath,nb line bdd_centrale,old source.s,source type.s,nb old sourcepath.s,old sourcepath.s,columns removed
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1739,959,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1739.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1740,1021,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1741,1083,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1741.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1742,1000,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1742.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1743,1061,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1743.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1744,834,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1744.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1745,904,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1745.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1758,1038,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1758.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1746,874,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1746.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1747,777,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1747.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1748,965,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1748.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1750,982,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1750.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1751,912,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1751.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1752,849,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1752.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1753,917,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1753.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1754,934,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1754.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1755,911,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1755.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1756,942,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1756.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1757,1004,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1757.csv,
Archives_de_la_CCI_de_Marseille_I_30_Marseille_Imports_1759,1281,Archives de la CCI de Marseille - I 30,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille - Imports - 1759.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1761,1363,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1761.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1762,1360,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1762.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1763,1532,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1763.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1764,1487,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1764.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1765,1357,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1765.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1766,1428,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1766.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1767,1330,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1767.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1768,1266,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1765.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1769,1189,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1769.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1770,1158,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1770.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1771,1225,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1771.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1772,1239,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1772.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1773,1235,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1773.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1774,1198,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1774.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1775,822,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1775.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1776,821,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1776.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1777,719,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1777.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1778,632,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Entrées - 1778.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1779,735,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1779.csv,
Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1780,765,Archives de la CCI de Marseille - I 31,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille - Imports - 1780.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767,92,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Caen/Caen - Sorties 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1769,62,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Caen/Caen - Sorties 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1774,82,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Caen/Caen - Sorties 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1767,1218,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769,1042,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1774,842,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Imports_1767,758,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Imports_1769,723,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Imports_1774,692,Archives de la CCI de Rouen Carton VIII 110,Local,1,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1730,105,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1732,114,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1738,105,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771,62,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1776,67,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1730,123,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732,128,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1738,128,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1771,124,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1776,103,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Caen/Caen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1730,748,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1732,717,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738,1254,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771,1200,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1776,964,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Imports_1730,710,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Imports_1732,719,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Imports_1738,883,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Imports_1771,901,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Imports_1776,698,Archives de la CCI de Rouen Carton VIII,Local,1,Local/Rouen/Rouen - 1730-1776 (-).csv,
BM_Lyon_ms_1490_Lyon_Grenoble_et_Valence_Exports_1752,407,BM Lyon ms 1490,Local,1,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",
AN_F12_1835_Angleterre_Exports_1783,38,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Angleterre 1783.csv,
AN_F12_1835_Angleterre_Exports_1784,101,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Angleterre 1784.csv,
AN_F12_1835_Angleterre_Imports_1783,23,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Angleterre 1783.csv,
AN_F12_1835_Angleterre_Imports_1784,29,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Angleterre 1784.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Exports_1782,34,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Exports_1783,44,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Exports_1784,32,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Exports_1786,33,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Imports_1782,4,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Imports_1783,10,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Imports_1784,7,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Etats-Unis_d_Amerique_Imports_1786,28,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Etats-Unis 1782 1783 1784 1786.csv,
AN_F12_1835_Russie_Exports_1785,23,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Russie 1785.csv,
AN_F12_1835_Russie_Imports_1785,15,AN F12 1835,National partenaires manquants,1,National partenaires manquants/Russie 1785.csv,
AN_F12_250_Exports_1787,3473,AN F12 250,National partenaires manquants,1,National partenaires manquants/F_12_250_1787/1787.csv,
AN_F12_250_Imports_1787,2546,AN F12 250,National partenaires manquants,1,National partenaires manquants/F_12_250_1787/1787.csv,
BM_Rouen_Montbret_155-1_Allemagne_Exports_1752,396,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Allemagne_Imports_1752,237,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Angleterre_Exports_1752,261,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Angleterre_Imports_1752,111,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Danemark_Exports_1752,89,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Danemark_Imports_1752,43,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Espagne_Exports_1752,583,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Espagne_Imports_1752,257,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Flandres_Exports_1752,430,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Flandres_Imports_1752,267,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Hollande_Exports_1752,335,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Hollande_Imports_1752,591,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Italie_Exports_1752,616,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Italie_Imports_1752,421,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Levant_Exports_1752,186,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Levant_Imports_1752,160,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Nord_Exports_1752,218,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Nord_Imports_1752,220,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Portugal_Exports_1752,192,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Portugal_Imports_1752,60,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Russie_Exports_1752,38,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Russie_Imports_1752,35,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Suede_Exports_1752,78,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Suede_Imports_1752,38,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Suisse_Exports_1752,295,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
BM_Rouen_Montbret_155-1_Suisse_Imports_1752,153,"BM Rouen, Fonds Montbret, 155-1",National partenaires manquants,1,National partenaires manquants/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Levant_Imports_1771,189,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,National partenaires manquants,1,National partenaires manquants/Levant - importations - 1771.csv,
ANOM_Col_F_2B_13_Colonies_Exports_1788,6439,ANOM Col F 2B 13 (tableau 26);ANOM Col F 2B 13 (tableau 22);ANOM Col F 2B 13 (tableau 20);ANOM Col F 2B 13 (tableau 19);ANOM Col F 2B 13;ANOM Col F 2B 13 (tableau 21);ANOM Col F 2B 13 (tableau 23);ANOM Col F 2B 13 (tableau 24);ANOM Col F 2B 13 (tableau 25);ANOM Col F 2B 13 (tableau 27),National toutes directions partenaires manquants,9,National toutes directions partenaires manquants/Colonies/1788 - La Rochelle - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Saint-Malo - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Bordeaux - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Lille - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Bayonne - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Petits Ports - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Le Havre - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1788 - Marseille - Exports colonies.csv,
ANOM_Col_F_2B_14_Colonies_Exports_1787,812,ANOM Col F 2B 14 (tableau 16),National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/Colonies/1787 - Bordeaux - Exports colonies.csv,
ANOM_Col_F_2B_14_Colonies_Exports_1789,4793,ANOM Col F 2B 14 (tableau 25);ANOM Col F 2B 14 (tableau 23);ANOM Col F 2B 14 (tableau 19);ANOM Col F 2B 14 (tableau 17);ANOM Col F 2B 14 (tableau 20);ANOM Col F 2B 14 (tableau 18);ANOM Col F 2B 14 (tableau 24);ANOM Col F 2B 14 (tableau 21);ANOM Col F 2B 14 (tableau 22),National toutes directions partenaires manquants,9,National toutes directions partenaires manquants/Colonies/1789 - Nantes - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Marseille - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Petits Ports - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Bayonne - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Saint-Malo - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Le Havre - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - La Rochelle - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Bordeaux - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1789 - Dunkerque - Exports colonies.csv,
AN_F12_1666_Amiens_Exports_1789,168,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Auch_Exports_1789,179,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Bayonne_Exports_1789,991,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Bayonne.csv,
AN_F12_1666_Besancon_Exports_1789,1167,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Besançon.csv,
AN_F12_1666_Bordeaux_Exports_1789,747,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Caen_Exports_1789,121,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Chalons_Exports_1789,1057,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Chalons.csv,
AN_F12_1666_Charleville_Exports_1789,671,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Charleville.csv,
AN_F12_1666_Grenoble_Exports_1789,914,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Grenoble.csv,
AN_F12_1666_La_Rochelle_Exports_1789,370,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - La Rochelle.csv,
AN_F12_1666_Lille_Exports_1789,1217,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Lorient_Exports_1789,137,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Lorient.csv,
AN_F12_1666_Marseille_Exports_1789,1939,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Montpellier_Exports_1789,836,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Montpellier.csv,
AN_F12_1666_Nantes_Exports_1789,36,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Narbonne_Exports_1789,227,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Narbonne.csv,
