item,group,status,beforeItems,afterItems,obsolete,imprimatur
eau de vie de genièvre,eau ; de vie,rewire,,[Eau ; de vie ; de Genièvre] [Eau ; de vie ; de genievre] [Eau ; de vie ; de genièvre] [Eau ; de vie ; genievre] [Eaux ; de vie ; de genièvre et de grain] [Eaux de vie ; de grain de genièvre] [eau de vie de genièvre] [Eau de vie de genièvre] [Eau de vie de genievre] [Eau de vie de Genièvre] [Eau-de-vie de genièvre] [Eau ; de vie ; de Genievre],no,
eau de vie de Rochefort,eau ; de vie,rewire,,[Eau de vie Rochefort] [Eau de vie de Rochefort],no,
eau de Rochefort,eau ; de vie,rewire,,[Eau de Rochefort],no,
eau de vie de Rez,eau ; de vie,rewire,,[Eau de vie de Rez] [Eau de vie de Ré] [Eau de vie de Réz] [Eau de vie de rez] [Eaux de vie de Ré],no,
eau de vie de Marennes,eau ; de vie,rewire,,[Eau de vie de Marennes],no,
eau de vie de Cognac,eau ; de vie,rewire,,[Eau de vie de cognac] [Eau de vie de coignac] [Eau de vie de Cognac],no,
eau de vie de Charente,eau ; de vie,rewire,,[Eau de vie Charante] [Eau de vie charente] [Eau de vie de Charante] [Eau de vie de Charente] [Eau de vie de charante] [Eau de vie de charente] [Eau de vie de charrante] [Eau de vie de la Charente] [Eaux de vie de charante] [L'eau de vie de charante],no,
eau de vie d'oléron,eau ; de vie,rewire,,[Eau de vie d'oleron] [Eau de vie d'oléron],no,
eau de vie d'Espagne,eau ; de vie,rewire,,[Eau ; de vie ; d'Espagne] [Eau de vie d'Espagne] [Eau de vie espagnol],no,
eau-de-vie d'Hendaye,eau ; de vie,rewire,,[Eau ; de vie ; d'Andaye] [Eau ; de vie ; d'audaye] [Eau de Vie d'andage] [Eau de vie ; d'andaye] [Eau de vie d'Andaye] [Eau de vie d'Audage] [Eau de vie d'andaye] [Eaux ; de vie ; d'Andaye] [Eau de vie d'Andaie] [Eau-de-vie d'Andaye] [Eaux de vie d'Andaye] [Eau de vie d'endaye] [Eau ; de vie ; d'andaye] [Eau de vie d'Audaye] [Eau de vie d'handaye] [Eau de vie d'audaye] [Eau de vie d'Endaye],no,
eau de vie,eau ; de vie,rewire,,[Eaau de vie] [Eau ; de vie] [Eau De Vie] [Eau de Vie] [Eau de vie] [Eau de vies] [Eau-de-vie] [Eaux ; de vie] [Eaux de vie] [Eaux-de-vie] [eau de vie] [Eau de vie de France] [Eau de vie ;] [1///Subsistances///Eaux-de-vie] [1///Subsistances///Eaux de vie],no,
eau ; sans pareille,eau ; sans pareille,rewire,[Eau ; sans pareille] [Eau sans pareille],,yes,
eau sans pareille,eau ; sans pareille,rewire,,[Eau ; sans pareille] [Eau sans pareille],no,
eau ; octaze,eau ; octaze,rewire,[Eau ; octaze],,yes,
eau octaze,eau ; octaze,rewire,,[Eau ; octaze],no,
eau ; ocgeniente,eau ; ocgeniente,rewire,[Eau ; ocgeniente],,yes,
eau ocgeniente,eau ; ocgeniente,rewire,,[Eau ; ocgeniente],no,
eau ; ferrée,eau ; ferrée,rewire,[Eau ; ferrée],,yes,
eau ferrée,eau ; ferrée,rewire,,[Eau ; ferrée],no,
eau ; divine,eau ; divine,rewire,[Eau ; divine],,yes,
eau divine,eau ; divine,rewire,,[Eau ; divine],no,
eau ; distillée,eau ; distillée,rewire,[Eau ; distillée] [Eau ; distilée],,yes,
eau distillée,eau ; distillée,rewire,,[Eau ; distillée] [Eau ; distilée] [Médicaments composés ; Eaux distillées],no,
eau ; de tartre,eau ; de tartre,rewire,[Eau ; de tartre],,yes,
eau de tartre,eau ; de tartre,rewire,,[Eau ; de tartre],no,
dragonne ; d'épée,dragonnes,rewire,[Dragonnes d'epées],,yes,
dragonne d'épée,dragonnes,rewire,,[Dragonnes d'epées],no,
dossier ; de chaise,dossiers ; de chaises,rewire,[Dossiers ; de chaises] [Dossiers de chaises],,yes,
dossier de chaise,dossiers ; de chaises,rewire,,[Dossiers ; de chaises] [Dossiers de chaises],no,
dospin ; en pierre,dospin ; en pierre,rewire,[Dospin ; en pierre],,yes,
dospin en pierre,dospin ; en pierre,rewire,,[Dospin ; en pierre],no,
dorure ; fausse,dorure,rewire,[Dorure ; ? ; en faux] [Dorure ; fausse] [Dorure fausse] [Dorures ; fausses] [Dorures fausses] [Doruze fausse],,yes,
dorure fausse,dorure,rewire,,[Dorure ; ? ; en faux] [Dorure ; fausse] [Dorure fausse] [Dorures ; fausses] [Dorures fausses] [Doruze fausse],no,
dictamus,dictamus,rewire,[Dictam] [Dictamus],,yes,
dictame,dictamus,rewire,,[Dictam] [Dictamus] [dictam],no,
dé ; à jouer,dés,rewire,[Des à joüer] [Dez ; à joüer],,yes,
dé ; à coudre,dés,rewire,[Dez ; à coudre] [Dez a coudre] [Dez à coudre] [Déz a coudre] [dez ; a coudre],,yes,
dé ; de laiton,dés,rewire,[Des de leton] [Dez ; de leton] [Dez de leton],,yes,
dé ; de fer,dés,rewire,[Dez ; de fer],,yes,
dé,dés,rewire,[Dez],[Dez],no,
dé à jouer,dés,rewire,,[Des à joüer] [Dez ; à joüer] [Dez à joüer] [Des a jouer] [Dez a jouer],no,
dé à coudre,dés,rewire,,[Dez ; à coudre] [Dez a coudre] [Dez à coudre] [Déz a coudre] [dez ; a coudre],no,
dé de laiton,dés,rewire,,[Des de leton] [Dez ; de leton] [Dez de leton],no,
dé de fer,dés,rewire,,[Dez ; de fer] [Dez de fer],no,
damas ; à frange ; d'argent,étoffe ; de soie,rewire,[Damas ; à frange d'argent],,yes,
damas,étoffe ; de soie,rewire,[Damas] [damas],[Damas] [damas],no,
crépon,étoffe ; de soie,rewire,[Crefpon] [Crespon] [Crépon] [crefpon],[Crefpon] [Crespon] [Crépon] [crefpon],no,
damas à frange d'argent,étoffe ; de soie,rewire,,[Damas ; à frange d'argent],no,
cul ; d'artichaut,artichauts,rewire,[Culs ; d'artichaux] [Culs d'artichaux],,yes,
culs d'artichaut,artichauts,rewire,,[Culs ; d'artichaux] [Culs d'artichaux],no,
culotte ; de peau,culottes,rewire,[Culotte ; de peau] [Culottes ; de peau] [Culottes de peaux] [culotte ; de peau] [culottes de peaux],,yes,
culotte,culottes,rewire,[Culotte] [Culottes],,yes,
culottes de peau,culottes,rewire,,[Culotte ; de peau] [Culottes ; de peau] [Culottes de peaux] [culotte ; de peau] [culottes de peaux] [Culotes de peau] [Culotte de peau] [Culottes de peau] [Culotes de peaux],no,
culottes,culottes,rewire,,[Culotte] [Culottes] [Culotes],no,
cuivre ; vieux et en mitraille,cuivre ; vieux,rewire,[Cuivre ; Vieux et en mitraille] [Cuivre ; vieux Et en mitraille] [Cuivre ; vieux et en mitraille] [Cuivres : Vieux et en mitraille],,yes,
cuivre ; vieux,cuivre ; vieux,rewire,[Cuivre ; vieux] [Cuivre Vieux] [Cuivre vieux] [Cuivre;vieux] [cuivre ; vieux] [cuivre vieux],,yes,
cuivre en mitraille et vieux,cuivre ; vieux,rewire,,[Cuivre ; Vieux et en mitraille] [Cuivre ; vieux Et en mitraille] [Cuivre ; vieux et en mitraille] [Cuivres : Vieux et en mitraille],no,
cuivre vieux,cuivre ; vieux,rewire,,[Cuivre ; vieux] [Cuivre Vieux] [Cuivre vieux] [Cuivre;vieux] [cuivre ; vieux] [cuivre vieux] [Cuivre; vieux],no,
robinet ; de cuivre,robinets ; de cuivre,rewire,[Cuivre ; en robinets] [Robinets ; de cuivre],,yes,
robinet de cuivre,robinets ; de cuivre,rewire,,[Cuivre ; en robinets] [Robinets ; de cuivre],no,
hôpitaux ; de cuivre,hôpitaux ; de cuivre,rewire,[Cuivre ; en hopitaux] [Cuivre ; en hôpitaux] [Hopitaux ; de cuivre] [hopitaux de cuivre],,yes,
hôpitaux de cuivre,hôpitaux ; de cuivre,rewire,,[Cuivre ; en hopitaux] [Cuivre ; en hôpitaux] [Hopitaux ; de cuivre] [hopitaux de cuivre],no,
cuivre ; de fourrure,cuivre ; crû,rewire,[Cuivre ; de fourure],,yes,
cuivre de fourrure,cuivre ; crû,rewire,,[Cuivre ; de fourure],no,
"cuivre, bronze et laiton","cuivre, bronze et laiton",rewire,"[Cuivre, bronze et laiton] [Cuivre,bronze et laiton]",,yes,
cuivre et bronze et laiton,"cuivre, bronze et laiton",rewire,,"[Cuivre, bronze et laiton] [Cuivre,bronze et laiton]",no,
cuisse ; d'oie,cuisses,rewire,[Cuisse ; d'oye] [Cuisse d'Hoye] [Cuisse d'oye] [Cuisser d'oye] [Cuisses ; d'oie] [Cuisses ; d'oye] [Cuisses d'oye] [Cuisses d'oyes] [Cuisses d'oys] [Cuisses doye],,yes,
cuisse,cuisses,rewire,[Cuisses],,yes,
cuisses d'oie,cuisses,rewire,,[Cuisse ; d'oye] [Cuisse d'Hoye] [Cuisse d'oye] [Cuisser d'oye] [Cuisses ; d'oie] [Cuisses ; d'oye] [Cuisses d'oye] [Cuisses d'oyes] [Cuisses d'oys] [Cuisses doye] [Cuises d'oyes],no,
cuisses,cuisses,rewire,,[Cuisses],no,
cuir ; salé ; divers,cuirs ; salés,rewire,[Cuirs ; Salés divers] [Cuirs ; salez],,yes,
cuirs salés,cuirs ; salés,rewire,,[Cuirs ; Salés divers] [Cuirs ; salez],no,
cuir ; en retail,cuirs ; en retail,rewire,[Cuirs ; En retail],,yes,
cuirs en retail,cuirs ; en retail,rewire,,[Cuirs ; En retail],no,
cuir ; en grain,cuirs ; en grains,rewire,[Cuirs ; en grain] [Cuirs ; en grains],,yes,
cuirs en grain,cuirs ; en grains,rewire,,[Cuirs ; en grain] [Cuirs ; en grains],no,
cuir ; de vache ; apprêté,cuirs ; apprêtés,rewire,[Cuirs ; Apprêtés ; De vaches] [Cuirs ; Aprêtés de vaches],,yes,
cuir ; de bœuf ; apprêté,cuirs ; apprêtés,rewire,[Cuirs ; A prêter ; De bœufs] [Cuirs ; Apprêtés ; De bœufs] [Cuirs ; de beuf ; aprestée] [Cuirs ; de beuf ; aprestés] [Cuirs ; de beuf ; represtés] [Cuirs ; de bœuf ; apprêtés] [Cuirs ; de bœuf ; aprêtés],,yes,
cuirs de vache apprêtés,cuirs ; apprêtés,rewire,,[Cuirs ; Apprêtés ; De vaches] [Cuirs ; Aprêtés de vaches],no,
cuirs de bœuf apprêtés,cuirs ; apprêtés,rewire,,"[Cuirs ; A prêter ; De bœufs] [Cuirs ; Apprêtés ; De bœufs] [Cuirs ; de beuf ; aprestée] [Cuirs ; de beuf ; aprestés] [Cuirs ; de beuf ; represtés] [Cuirs ; de bœuf ; apprêtés] [Cuirs ; de bœuf ; aprêtés] [Cuirs ; de bœuf ; apretées] [Cuirs de bœufs aprêtés] [Cuirs de bœufs apprêtés] [Cuirs de bœuf apretez] [Cuirs ; de bœuf apretés] [Cuirs apprêtés, de bœufs] [Cuirs de beuf aprêtés] [Cuirs ; de bœuf ; apretés] [Cuirs de bœuf apretés] [Cuirs de bœuf aprêtés]",no,
cuillère ; de fer,cuillères,rewire,[Cuillieres ; de fer] [Cuillieres de fer] [Cuillières de fer] [Cuillères de fer] [Cullieres ; de fer] [Fer ; cullière] [Fer ; en cuillieres] [Fer ; en cuillères] [Fer en cuilleres] [Fer en cuillières],,yes,
cuillère ; de bois,cuillères,rewire,[Cuilleres de bois] [Cuillieres ; de bois] [Cuillieres de bois] [Cuillières ; de bois] [Cuillères ; de bois] [cuilleres de bois],,yes,
fer cullière,cuillères,rewire,,[Fer ; cullière],no,
cuillères de fer,cuillères,rewire,,[Cuillieres ; de fer] [Cuillieres de fer] [Cuillières de fer] [Cuillères de fer] [Cullieres ; de fer] [Fer ; en cuillieres] [Fer ; en cuillères] [Fer en cuilleres] [Fer en cuillières] [Cuilliers ; de fer],no,
cuillère de bois,cuillères,rewire,,[Cuilleres de bois] [Cuillieres ; de bois] [Cuillieres de bois] [Cuillières ; de bois] [Cuillères ; de bois] [cuilleres de bois] [Cuillières de bois],no,
croix ; à pierre ; fausse,croix,rewire,[Croix ; de pierres fausses] [Croix ; à pierres ; fausses],,yes,
croix ; de grès,croix,rewire,[Croix ; de grèna],,yes,
croix ; de cuivre,croix,rewire,[Croix ; de cuivre],,yes,
croix à pierres fausses,croix,rewire,,[Croix ; de pierres fausses] [Croix ; à pierres ; fausses],no,
croix de grès,croix,rewire,,[Croix ; de grèna],no,
croix de cuivre,croix,rewire,,[Croix ; de cuivre],no,
cristal ; taillé,cristal,rewire,[Cristal ; taillé] [Cristal taillé] [Crsital ; taillé],,yes,
cristal ; d'office,cristal,rewire,[Cristaux ; d'office] [Cristaux d'office] [cristaux ; d'office],,yes,
cristal ; brut,cristal,rewire,[Cristal ; brut] [Cristal mineral] [Cristal minéral] [cristal minéral],,yes,
cristal,cristal,rewire,[Cristal] [Cristaux] [Cristeaux] [Critaux] [cristal],[Cristal] [Cristaux] [Cristeaux] [Critaux] [cristal],no,
cristal taillé,cristal,rewire,,[Cristal ; taillé] [Cristal taillé] [Crsital ; taillé],no,
cristal d'office,cristal,rewire,,[Cristaux ; d'office] [Cristaux d'office] [cristaux ; d'office],no,
cristal minéral,cristal,rewire,,[Cristal mineral] [Cristal minéral] [cristal minéral],no,
cristal brut,cristal,rewire,,[Cristal ; brut],no,
crin ; plat,crin,rewire,[Crin ; plan] [Crin ; plat],,yes,
crin ; frisé,crin,rewire,[Crin ; frisé] [Crin ; frizé] [Crin frisé] [Crin frizé] [Crin; frisé] [crin;frisé],,yes,
crin ; de cheval ; griporé,crin,rewire,[Crin ; de cheval ; griporé],,yes,
crin ; de cheval ; brut,crin,rewire,[Crin ; de cheval ; brut],,yes,
crin ; de cheval,crin,rewire,[Crain de cheval] [Crin ; de cheval] [Crin de Cheval] [Crin de cheval] [Crins ; de cheval] [crin ; de cheval] [crin de cheval],,yes,
crin ; brut,crin,rewire,[Crin ; brut] [Crin brut],,yes,
crin,crin,rewire,[Crain] [Crin] [crin],[Crain] [Crin] [crin],no,
crin plat,crin,rewire,,[Crin ; plat] [Crin plats],no,
crin plan,crin,rewire,,[Crin ; plan],no,
crin frisé,crin,rewire,,[Crin ; frisé] [Crin ; frizé] [Crin frisé] [Crin frizé] [Crin; frisé] [crin;frisé] [Crin frise],no,
crin de cheval griporé,crin,rewire,,[Crin ; de cheval ; griporé],no,
crin brut de cheval,crin,rewire,,[Crin ; de cheval ; brut],no,
crin de cheval,crin,rewire,,[Crain de cheval] [Crin ; de cheval] [Crin de Cheval] [Crin de cheval] [Crins ; de cheval] [crin ; de cheval] [crin de cheval],no,
crin brut,crin,rewire,,[Crin ; brut] [Crin brut],no,
crible,cribles,rewire,[Crible] [Cribles] [cribles],,yes,
cribles,cribles,rewire,,[Crible] [Cribles] [cribles],no,
crayon,crayons,rewire,[Crayon] [Crayons] [crayon] [Drogues ; pour peinture et teinture ; crayons],,yes,
crayons,crayons,rewire,,[Crayon] [Crayons] [crayon] [Drogues ; pour peinture et teinture ; crayons],no,
cravate,cravates,rewire,[Cravatterie] [Cravattes],,yes,
cravates,cravates,rewire,,[Cravatterie] [Cravattes],no,
crapaudine ; de fer,crapaudines,rewire,[Crapaudines ; de fer],,yes,
crapaudine,crapaudines,rewire,[Crapaudines],,yes,
crapaudines de fer,crapaudines,rewire,,[Crapaudines ; de fer],no,
crapaudines,crapaudines,rewire,,[Crapaudines],no,
couteau ; à tanneur,couteau,rewire,[Couteaux ; à tanneurs],,yes,
couteau ; de chasse,couteau,rewire,[Couteaux ; de chasse],,yes,
couteaux à tanneur,couteau,rewire,,[Couteaux ; à tanneurs],no,
couteaux de chasse,couteau,rewire,,[Couteaux ; de chasse],no,
coussin ; à faire dentelle,coussins ; à faire dentelle,rewire,[Coussins ; à faire dentelle] [coussins à faire dentelle],,yes,
coussin à faire dentelle,coussins ; à faire dentelle,rewire,,[Coussins ; à faire dentelle] [coussins à faire dentelle],no,
courbe ; de bois,courbes ; de bois,rewire,[Courbes ; de bois],,yes,
courbes de bois,courbes ; de bois,rewire,,[Courbes ; de bois],no,
couffin ; d'osier,couffins ; d'osier,rewire,[Couffins ; d'opier] [Couffins ; d'osier],,yes,
couffins d'osier,couffins ; d'osier,rewire,,[Couffins ; d'opier] [Couffins ; d'osier],no,
costus ; doux,costus ; doux,rewire,[Cosius ; doux] [Costus doux],,yes,
costus doux,costus ; doux,rewire,,[Cosius ; doux] [Costus doux] [Cotus doux] [Costux doux],no,
corset ; de toile,corsets ; de toile,rewire,[Corcets de toile],,yes,
corsets de toile,corsets ; de toile,rewire,,[Corcets de toile],no,
corset,corsets,rewire,[Corcets],,yes,
corsets,corsets,rewire,,[Corcets],no,
corps ; piqué,corps ; piqués,rewire,[Corps ; piqués],,yes,
corps piqué,corps ; piqués,rewire,,[Corps ; piqués],no,
corps ; de jupe,corps ; de jupe,rewire,[Corps ; de jupe] [Corps ; de jupes] [Corps de jupes] [corps de juppe],,yes,
corps de jupe,corps ; de jupe,rewire,,[Corps ; de jupe] [Corps ; de jupes] [Corps de jupes] [corps de juppe],no,
cornichon,cornichons,rewire,[Cornichons],,yes,
cornichons,cornichons,rewire,,[Cornichons] [Cornichon] [Fruits en cornichons] [Fruits cornichons],no,
corne ; à lanterne,cornes,rewire,[Corne ; a lanterne] [Corne ; à lanterne] [Corne A Lanterne] [Corne a Lanterne] [Corne a lanterne] [Corne à Lanterne] [Corne à lanterne] [Corne à lanternes] [Corner A Lanterne] [Cornes ; A lanterne] [Cornes ; A lenterne] [Cornes ; a lanterne] [Cornes ; a lanternes] [Cornes ; à Lanterne] [Cornes ; à lanterne] [Cornes ; à lanternes] [Cornes ; à lauterue] [Cornes ; à lenterne] [Cornes A Lanterne] [Cornes a Lanterne] [Cornes a lanterne] [Cornes a lanternes] [Cornes à Lanterne] [Crones a Lanterne] [Crones a Lanternes] [Crones à Lanterne] [corne a lanterne] [cornes a lanterne] [corue a Lanterne],,yes,
corne ; mêlée,cornes,rewire,[Cornes ; melées] [Cornes ; meslées],,yes,
corne ; diverse,cornes,rewire,[Cornes ; Diverses] [Cornes ; diverses] [Cornes diverses],,yes,
corne ; de mouton,cornes,rewire,[Corne de mouton] [Cornes ; De moutons] [Cornes ; de Mouton] [Cornes ; de mouton] [Cornes ; de moutons] [Cornes de mouton] [cornes de mouton] [cornes de moutons],,yes,
corne ; de lanterne,cornes,rewire,[Cornes ; de lanterne],,yes,
corne ; de cerf,cornes,rewire,[Corne ; de cerf] [Corne de cerf] [Cornes ; De cerf] [Cornes ; De cerfs] [Cornes ; de cerf] [Cornes de cerf] [corne de cerf] [cornes de cerf],,yes,
corne ; de bœuf,cornes,rewire,[Corne ; de beuf] [Corne ; de bœuf] [Cornes ; De bœuf] [Cornes ; De bœufs] [Cornes ; de Boeuf] [Cornes ; de beuf] [Cornes ; de beufs] [Cornes ; de boeuf] [Cornes ; de bœuf] [Cornes ; de bœufs] [Cornes de Beuf] [Cornes de Bœuf] [Cornes de beuf] [Crones de beuf] [cornes de beuf],,yes,
corne ; ?,cornes,rewire,[Cornes ; ...] [Cornes ; de ...],,yes,
cornes à lanternes,cornes,rewire,,[Corne ; a lanterne] [Corne ; à lanterne] [Corne A Lanterne] [Corne a Lanterne] [Corne a lanterne] [Corne à Lanterne] [Corne à lanterne] [Corne à lanternes] [Corner A Lanterne] [Cornes ; A lanterne] [Cornes ; A lenterne] [Cornes ; a lanterne] [Cornes ; a lanternes] [Cornes ; à Lanterne] [Cornes ; à lanterne] [Cornes ; à lanternes] [Cornes ; à lauterue] [Cornes ; à lenterne] [Cornes A Lanterne] [Cornes a Lanterne] [Cornes a lanterne] [Cornes a lanternes] [Cornes à Lanterne] [Crones a Lanterne] [Crones a Lanternes] [Crones à Lanterne] [corne a lanterne] [cornes a lanterne] [corue a Lanterne] [Cordnes a lanternes] [Cornes à lanternes] [Cornes à lanterne] [cornes appretés pour lanternes],no,
cornes,cornes,rewire,,[Cornes ; melées] [Cornes ; meslées] [Cornes ; Diverses] [Cornes ; diverses] [Cornes diverses] [Cornes ; ...] [Cornes ; de ...] [Cornes de divers bestiaux],no,
cornes de mouton,cornes,rewire,,[Corne de mouton] [Cornes ; De moutons] [Cornes ; de Mouton] [Cornes ; de mouton] [Cornes ; de moutons] [Cornes de mouton] [cornes de mouton] [cornes de moutons],no,
cornes de lanterne,cornes,rewire,,[Cornes ; de lanterne],no,
cornes de cerf,cornes,rewire,,[Corne ; de cerf] [Corne de cerf] [Cornes ; De cerf] [Cornes ; De cerfs] [Cornes ; de cerf] [Cornes de cerf] [corne de cerf] [cornes de cerf],no,
cornes de bœuf,cornes,rewire,,[Corne ; de beuf] [Corne ; de bœuf] [Cornes ; De bœuf] [Cornes ; De bœufs] [Cornes ; de Boeuf] [Cornes ; de beuf] [Cornes ; de beufs] [Cornes ; de boeuf] [Cornes ; de bœuf] [Cornes ; de bœufs] [Cornes de Beuf] [Cornes de Bœuf] [Cornes de beuf] [Crones de beuf] [cornes de beuf] [Cornes ; de bufs] [Cornes de bœuf] [Cornes ; de buf],no,
cornaline,cornalines,rewire,[Cornalines] [Cornatines],,yes,
cornalines,cornalines,rewire,,[Cornalines] [Cornatines],no,
cordon ; de soie,cordons,rewire,[Cordons ; de soye] [Cordons de soie],,yes,
cordon ; de montre,cordons,rewire,[Cordons ; de montre] [Cordons de montres],,yes,
cordon ; de fleuret,cordons,rewire,[Cordons ; de fleures] [Cordons ; de fleurs] [Cordons ; de fleuret],,yes,
cordon ; de fil,cordons,rewire,[Cordons ; de fil],,yes,
cordon ; d'or et d'argent,cordons,rewire,[Cordons ; d'or et d'argent] [Cordons ; or d'argent] [Cordons ; or et argent],,yes,
cordon ; d'or,cordons,rewire,[Cordons ; d'or],,yes,
cordon ; d'argent,cordons,rewire,[Cordons ; d'argent],,yes,
cordons de soie,cordons,rewire,,[Cordons ; de soye] [Cordons de soie] [Cordons de soye],no,
cordons de montres,cordons,rewire,,[Cordons ; de montre] [Cordons de montres],no,
cordons de fleuret,cordons,rewire,,[Cordons ; de fleures] [Cordons ; de fleurs] [Cordons ; de fleuret],no,
cordons de fil,cordons,rewire,,[Cordons ; de fil],no,
cordons d'argent et d'or,cordons,rewire,,[Cordons ; or et argent] [Cordons or et argent],no,
cordons dorure d'argent et d'or,cordons,rewire,,[Cordons ; or d'argent] [Cordons ; dorure ; or et argt],no,
cordons d'or et d'argent,cordons,rewire,,[Cordons ; d'or et d'argent],no,
cordons d'or,cordons,rewire,,[Cordons ; d'or],no,
cordons d'argent,cordons,rewire,,[Cordons ; d'argent],no,
cordonnet ; de poil,cordonnets ; de poil,rewire,[Cordonnet ; de poil] [Cordonnets de poil],,yes,
cordonnet de poil,cordonnets ; de poil,rewire,,[Cordonnet ; de poil] [Cordonnets de poil],no,
coquille ; de nacre,coquilles ; écaille de tortue et nacre de perle,rewire,[Coquille ; de nacre] [Coquilles ; de Nacres] [Coquilles ; de nacre] [Coquilles ; de nacres] [Coquilles de Mocres] [Coquilles de nacre] [Coquilles de nacres],,yes,
coquille ; de mer,coquilles ; écaille de tortue et nacre de perle,rewire,[Coquille ; de mer] [Coquilles ; de mer] [Coquilles de mer] [coquilles de mer],,yes,
coquille ; de Mocres,coquilles ; écaille de tortue et nacre de perle,rewire,,,yes,
coquilles de nacre,coquilles ; écaille de tortue et nacre de perle,rewire,,[Coquille ; de nacre] [Coquilles ; de Nacres] [Coquilles ; de nacre] [Coquilles ; de nacres] [Coquilles de Mocres] [Coquilles de nacre] [Coquilles de nacres],no,
coquilles de mer,coquilles ; écaille de tortue et nacre de perle,rewire,,[Coquille ; de mer] [Coquilles ; de mer] [Coquilles de mer] [coquilles de mer],no,
coq ; d'Inde,coqs ; d'inde,rewire,[Cocqs ; d'inde] [Cocqs d'indes] [Coqs ; d'Inde] [Coqs ; d'Indes],,yes,
coqs d'Inde,coqs ; d'inde,rewire,,[Cocqs ; d'inde] [Cocqs d'indes] [Coqs ; d'Inde] [Coqs ; d'Indes],no,
conserve ; de fleure d'orange,conserve ; de fleures d'orange,rewire,[Conscrues ; de fleures d'orange],,yes,
conserve de fleure d'orange,conserve ; de fleures d'orange,rewire,,[Conscrues ; de fleures d'orange],no,
conserve ; de rose,conserve ; de rose,rewire,[Conserve de roze] [concerve de roze] [conserve de rose] [conserve de roze],,yes,
conserve de rose,conserve ; de rose,rewire,,[Conserve de roze] [concerve de roze] [conserve de rose] [conserve de roze],no,
congre,congres,rewire,[Congre] [Congres],,yes,
congres,congres,rewire,,[Congre] [Congres] [Poissons ; de mer ; congres] [Poisson ; De mer salés ou marinés ; Congre],no,
composition ; de verre,composition ; de verre,rewire,[Composition ; de verre] [Verre ; de composition] [Verres ; de composition],,yes,
composition de verre,composition ; de verre,rewire,,[Composition ; de verre] [Verre ; de composition] [Verres ; de composition],no,
composition ; de chimie,composition ; de chimie,rewire,[Composition ; de chimie],,yes,
composition de chimie,composition ; de chimie,rewire,,[Composition ; de chimie],no,
compas ; de mer,instruments de marine,rewire,[Compas ; de mer] [Compas de mer],,yes,
compas ; de cuivre,instruments de marine,rewire,[Compas ; de cuivre] [Compas de cuivre],,yes,
compas,instruments de marine,rewire,[Compas],[Compas],no,
compas de mer,instruments de marine,rewire,,[Compas ; de mer] [Compas de mer],no,
compas de cuivre,instruments de marine,rewire,,[Compas ; de cuivre] [Compas de cuivre],no,
commode ; de bois,commodes ; de bois,rewire,[Commodes ; de bois] [Comodes de bois],,yes,
commode de bois,commodes ; de bois,rewire,,[Commodes ; de bois] [Comodes de bois],no,
commode,commodes,rewire,[Commode] [Commodes] [Comode] [Comodes] [communes] [comodes],,yes,
commodes,commodes,rewire,,[Commode] [Commodes] [Comode] [Comodes] [communes] [comodes],no,
comestible ; divers,comestibles,rewire,[Comestibles ; divers] [Comestibles divers],,yes,
comestible,comestibles,rewire,[Comestibles],,yes,
comestibles,comestibles,rewire,,[Comestibles ; divers] [Comestibles divers] [Comestibles],no,
collier ; de perle ; fausse,bijoux,rewire,[Colier ; de Perles ; fausses] [Coliers ; de Perles ; fausses] [Coliers ; de perles ; fausses] [Coliers ; de perles fausses] [Collier ; de Perles ; fausses] [Collier ; de perles ; fausses] [Colliers ; de Perles ; fausses] [Colliers ; de perles fausses] [Colliers de perles fausses],,yes,
collier ; de perle,bijoux,rewire,[Coliers ; de perles] [Colliers ; de perles],,yes,
collier ; de jais,bijoux,rewire,[Coliers ; de jaix] [Colliers ; de jais],,yes,
colliers de perles fausses,bijoux,rewire,,[Colier ; de Perles ; fausses] [Coliers ; de Perles ; fausses] [Coliers ; de perles ; fausses] [Coliers ; de perles fausses] [Collier ; de Perles ; fausses] [Collier ; de perles ; fausses] [Colliers ; de Perles ; fausses] [Colliers ; de perles fausses] [Colliers de perles fausses] [Coliers de perles fausses],no,
colliers de perles,bijoux,rewire,,[Coliers ; de perles] [Colliers ; de perles],no,
colliers de jais,bijoux,rewire,,[Coliers ; de jaix] [Colliers ; de jais],no,
collier ; de cheval,harnachement,rewire,[Colier ; de chevaux] [Coliers ; de cheval] [Colliers ; de cheval] [Colliers de cheval],,yes,
colliers de chevaux,harnachement,rewire,,[Colier ; de chevaux] [Coliers ; de cheval] [Colliers ; de cheval] [Colliers de cheval],no,
coffre ; vieux,boîtes,rewire,[Coffre ; vieux],,yes,
coffre ; fort,boîtes,rewire,[Coffre ; fort] [Coffres ; forts],,yes,
coffre ; de chirurgie,boîtes,rewire,[Coffre ; de chirurgie] [Coffre de chirurgie] [Coffres ; de chirurgie] [Coffres de Chirurgie] [Coffres de chirurgie],,yes,
coffre ; de bois,boîtes,rewire,[Coffres ; de bois] [Coffres de bois],,yes,
cabaret ; verni,boîtes,rewire,[Cabaret verny] [Cabaretes vernie] [Cabarets ; vernis] [Cabarets de sapin peints] [Cabarets vernis] [cabarets vernis],,yes,
cabaret,boîtes,rewire,[Cabaret] [Cabarets],,yes,
