line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Tableau des quantités,1819,,,Monde,Imports,Chevaux ; entiers,,,,0,210,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,74019,1,
2,Tableau des quantités,1819,,,Monde,Imports,Chevaux ; hongres,,,,0,4086,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,74019,2,
3,Tableau des quantités,1819,,,Monde,Imports,Chevaux ; jumens,,,,0,190,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,74019,3,
4,Tableau des quantités,1819,,,Monde,Imports,Chevaux ; poulains,,,,0,2856,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,15708,,
5,Tableau des quantités,1819,,,Monde,Imports,Mules et Mulets ; adultes,,,,0,528,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,11055,1,
6,Tableau des quantités,1819,,,Monde,Imports,Mules et Mulets ; avec dents de lait,,,,0,426,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,11055,2,
7,Tableau des quantités,1819,,,Monde,Imports,Moutons ; mérinos et métis ; Béliers,,,,0,260,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,46997.94,1,
8,Tableau des quantités,1819,,,Monde,Imports,Moutons ; mérinos et métis ; Brebis et moutons,,,,0,1126,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,46997.94,2,
9,Tableau des quantités,1819,,,Monde,Imports,Moutons ; communs,,,,0,169522,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,46997.94,3,
10,Tableau des quantités,1819,,,Monde,Imports,Moutons ; agneaux ; mérinos et métis,,,,0,371,en nombre,,sources/Tableau des quantites/AN_F12_251_Imports_1819.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,3024.23,1,
