year,marchandises,value,quantit,quantity_unit,total,grammesargent_markbanco
1755,Fer,0,0,livres de bateau,9218470,8.2487316
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,9218470,8.2487316
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",62635,287311.75,livres de hambourg,9218470,8.2487316
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",6815,37606.969,livres de hambourg,9218470,8.2487316
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",57545,1378476.1,livres de hambourg,9218470,8.2487316
1755,Galle,7370,18418.572,livres de hambourg,9218470,8.2487316
1755,Gingembre,14090,59840.273,livres de hambourg,9218470,8.2487316
1755,Gomme,76965,97606.445,livres de hambourg,9218470,8.2487316
1755,Goudron ; de Suède,0,0,last,9218470,8.2487316
1755,Huile ; d'olive ; blanc ; de Gènes,1885,6809.251,livres de hambourg,9218470,8.2487316
1755,Huile ; de baleine,25,.81253546,tonneaux,9218470,8.2487316
1755,Indigo,276000,40293.441,livres de hambourg,9218470,8.2487316
1755,Marchandises non classifiées,362319,,,9218470,8.2487316
1755,Minium,100,829.20282,livres de hambourg,9218470,8.2487316
1755,Oxyde ; de plomb,0,0,livres de hambourg,9218470,8.2487316
1755,Plombs,150,4.383286,livres de hambourg,9218470,8.2487316
1755,Poivre ; blanc-noir,350,345.95944,livres de hambourg,9218470,8.2487316
1755,Potasse,1400,12753.374,livres de hambourg,9218470,8.2487316
1755,Riz,0,0,livres de hambourg,9218470,8.2487316
1755,Safran ; orange,2750,187.22528,livres de hambourg,9218470,8.2487316
1755,Savon,10695,49395.359,livres de hambourg,9218470,8.2487316
1755,Sucre ; cru blanc ; du Brésil,5561915,19818012,livres de hambourg,9218470,8.2487316
1755,Suif ; pour faire du savon,0,0,livres de hambourg,9218470,8.2487316
1755,Sumac,345,6724.4346,livres de hambourg,9218470,8.2487316
1755,Tabac ; de Virginie,31945,190719.95,livres de hambourg,9218470,8.2487316
1755,Tartre,1180,7162.7065,livres de hambourg,9218470,8.2487316
1755,Thé ; boue,20200,19197.434,livres de hambourg,9218470,8.2487316
1755,Térébenthine,4386,68631.516,livres de hambourg,9218470,8.2487316
1755,Vert-de-gris,8070,7254.9038,livres de hambourg,9218470,8.2487316
1755,Vin ; de France,743919,30261.045,oxhoft,9218470,8.2487316
1755,Vinaigre,13435,766.71753,tierce,9218470,8.2487316
1755,Vitriol ; blanc,0,0,livres de hambourg,9218470,8.2487316
1756,Alun,1000,7124.9429,livres de hambourg,6550392,8.0131378
1756,Beurre,3900,66.591537,tonneaux,6550392,8.0131378
1756,Blanc ; de baleine,0,0,livres de hambourg,6550392,8.0131378
1756,Bois ; de Pernambouc,0,0,livres de hambourg,6550392,8.0131378
1756,Bois ; de teinture,75,,,6550392,8.0131378
1756,Bougie ; de suif,0,0,livres de hambourg,6550392,8.0131378
1756,Cacao,2400,7751.938,livres de hambourg,6550392,8.0131378
1756,Café,1304970,2037026.4,livres de hambourg,6550392,8.0131378
1756,Cochenille,0,0,livres de hambourg,6550392,8.0131378
1756,Coton ; autre et de Méditerranée,0,0,livres de hambourg,6550392,8.0131378
1756,Coton ; autre et de Méditerranée,11050,27329.465,livres de hambourg,6550392,8.0131378
1756,Eau ; de vie,221630,118650.68,quartiers,6550392,8.0131378
1756,Fer,0,0,livres de bateau,6550392,8.0131378
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",38655,189173.72,livres de hambourg,6550392,8.0131378
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",40131,801786.13,livres de hambourg,6550392,8.0131378
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",9777,66494.828,livres de hambourg,6550392,8.0131378
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",250,1625.8259,livres de hambourg,6550392,8.0131378
1756,Galle,15660,36098.129,livres de hambourg,6550392,8.0131378
1756,Gingembre,83380,330730.16,livres de hambourg,6550392,8.0131378
1756,Gomme,17900,23344.498,livres de hambourg,6550392,8.0131378
1756,Goudron ; de Suède,0,0,last,6550392,8.0131378
1756,Huile ; d'olive ; blanc ; de Gènes,5232,20344.945,livres de hambourg,6550392,8.0131378
1756,Huile ; de baleine,0,0,tonneaux,6550392,8.0131378
1756,Indigo,283650,36008.93,livres de hambourg,6550392,8.0131378
1756,Marchandises non classifiées,257081,,,6550392,8.0131378
1756,Minium,2400,20048.115,livres de hambourg,6550392,8.0131378
1756,Oxyde ; de plomb,0,0,livres de hambourg,6550392,8.0131378
1756,Plombs,0,0,livres de hambourg,6550392,8.0131378
1756,Poivre ; blanc-noir,6400,6225.353,livres de hambourg,6550392,8.0131378
1756,Potasse,0,0,livres de hambourg,6550392,8.0131378
1756,Riz,0,0,livres de hambourg,6550392,8.0131378
1756,Safran ; orange,300,21.218809,livres de hambourg,6550392,8.0131378
1756,Savon,11170,54613.531,livres de hambourg,6550392,8.0131378
1756,Sucre ; cru blanc ; du Brésil,3624856,11546081,livres de hambourg,6550392,8.0131378
1756,Suif ; pour faire du savon,0,0,livres de hambourg,6550392,8.0131378
1756,Sumac,0,0,livres de hambourg,6550392,8.0131378
1756,Tabac ; de Virginie,45946,218063.59,livres de hambourg,6550392,8.0131378
1756,Tartre,700,4420.7461,livres de hambourg,6550392,8.0131378
1756,Thé ; boue,27575,27760.998,livres de hambourg,6550392,8.0131378
1756,Térébenthine,3175,48071.102,livres de hambourg,6550392,8.0131378
1756,Vert-de-gris,19200,19583.844,livres de hambourg,6550392,8.0131378
1756,Vin ; de France,505614,23330.287,oxhoft,6550392,8.0131378
1756,Vinaigre,6115,382.28308,tierce,6550392,8.0131378
1756,Vitriol ; blanc,200,714.28571,livres de hambourg,6550392,8.0131378
1757,Alun,,,,,7.7825241
1757,Beurre,,,,,7.7825241
1757,Blanc ; de baleine,,,,,7.7825241
1757,Bois ; de Pernambouc,,,,,7.7825241
1757,Bougie ; de suif,,,,,7.7825241
1757,Cacao,,,,,7.7825241
1757,Café,,,,,7.7825241
1757,Cochenille,,,,,7.7825241
1757,Coton ; autre et de Méditerranée,,,,,7.7825241
1757,Coton ; autre et de Méditerranée,,,,,7.7825241
1757,Eau ; de vie,,,,,7.7825241
1757,Fer,,,,,7.7825241
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.7825241
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.7825241
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.7825241
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.7825241
1757,Galle,,,,,7.7825241
1757,Gingembre,,,,,7.7825241
1757,Gomme,,,,,7.7825241
1757,Goudron ; de Suède,,,,,7.7825241
1757,Huile ; d'olive ; blanc ; de Gènes,,,,,7.7825241
1757,Huile ; de baleine,,,,,7.7825241
1757,Indigo,,,,,7.7825241
1757,Marchandises non classifiées,0,,,,7.7825241
1757,Minium,,,,,7.7825241
1757,Oxyde ; de plomb,,,,,7.7825241
1757,Plombs,,,,,7.7825241
1757,Poivre ; blanc-noir,,,,,7.7825241
1757,Potasse,,,,,7.7825241
1757,Riz,,,,,7.7825241
1757,Safran ; orange,,,,,7.7825241
1757,Savon,,,,,7.7825241
1757,Sucre ; cru blanc ; du Brésil,,,,,7.7825241
1757,Suif ; pour faire du savon,,,,,7.7825241
1757,Sumac,,,,,7.7825241
1757,Tabac ; de Virginie,,,,,7.7825241
1757,Tartre,,,,,7.7825241
1757,Thé ; boue,,,,,7.7825241
1757,Térébenthine,,,,,7.7825241
1757,Vert-de-gris,,,,,7.7825241
1757,Vin ; de France,,,,,7.7825241
1757,Vinaigre,,,,,7.7825241
1757,Vitriol ; blanc,,,,,7.7825241
1758,Alun,,,,,7.6084065
1758,Beurre,,,,,7.6084065
1758,Blanc ; de baleine,,,,,7.6084065
1758,Bois ; de Pernambouc,,,,,7.6084065
1758,Bougie ; de suif,,,,,7.6084065
1758,Cacao,,,,,7.6084065
1758,Café,,,,,7.6084065
1758,Cochenille,,,,,7.6084065
1758,Coton ; autre et de Méditerranée,,,,,7.6084065
1758,Coton ; autre et de Méditerranée,,,,,7.6084065
1758,Eau ; de vie,,,,,7.6084065
1758,Fer,,,,,7.6084065
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.6084065
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.6084065
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.6084065
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.6084065
1758,Galle,,,,,7.6084065
1758,Gingembre,,,,,7.6084065
1758,Gomme,,,,,7.6084065
1758,Goudron ; de Suède,,,,,7.6084065
1758,Huile ; d'olive ; blanc ; de Gènes,,,,,7.6084065
1758,Huile ; de baleine,,,,,7.6084065
1758,Indigo,,,,,7.6084065
1758,Marchandises non classifiées,0,,,,7.6084065
1758,Minium,,,,,7.6084065
1758,Oxyde ; de plomb,,,,,7.6084065
1758,Plombs,,,,,7.6084065
1758,Poivre ; blanc-noir,,,,,7.6084065
1758,Potasse,,,,,7.6084065
1758,Riz,,,,,7.6084065
1758,Safran ; orange,,,,,7.6084065
1758,Savon,,,,,7.6084065
1758,Sucre ; cru blanc ; du Brésil,,,,,7.6084065
1758,Suif ; pour faire du savon,,,,,7.6084065
1758,Sumac,,,,,7.6084065
1758,Tabac ; de Virginie,,,,,7.6084065
1758,Tartre,,,,,7.6084065
1758,Thé ; boue,,,,,7.6084065
1758,Térébenthine,,,,,7.6084065
1758,Vert-de-gris,,,,,7.6084065
1758,Vin ; de France,,,,,7.6084065
1758,Vinaigre,,,,,7.6084065
1758,Vitriol ; blanc,,,,,7.6084065
1759,Alun,,,,,7.3843722
1759,Beurre,,,,,7.3843722
1759,Blanc ; de baleine,,,,,7.3843722
1759,Bois ; de Pernambouc,,,,,7.3843722
1759,Bougie ; de suif,,,,,7.3843722
1759,Cacao,,,,,7.3843722
1759,Café,,,,,7.3843722
1759,Cochenille,,,,,7.3843722
1759,Coton ; autre et de Méditerranée,,,,,7.3843722
1759,Coton ; autre et de Méditerranée,,,,,7.3843722
1759,Eau ; de vie,,,,,7.3843722
1759,Fer,,,,,7.3843722
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.3843722
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.3843722
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.3843722
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.3843722
1759,Galle,,,,,7.3843722
1759,Gingembre,,,,,7.3843722
1759,Gomme,,,,,7.3843722
1759,Goudron ; de Suède,,,,,7.3843722
1759,Huile ; d'olive ; blanc ; de Gènes,,,,,7.3843722
1759,Huile ; de baleine,,,,,7.3843722
1759,Indigo,,,,,7.3843722
1759,Marchandises non classifiées,0,,,,7.3843722
1759,Minium,,,,,7.3843722
1759,Oxyde ; de plomb,,,,,7.3843722
1759,Plombs,,,,,7.3843722
1759,Poivre ; blanc-noir,,,,,7.3843722
1759,Potasse,,,,,7.3843722
1759,Riz,,,,,7.3843722
1759,Safran ; orange,,,,,7.3843722
1759,Savon,,,,,7.3843722
1759,Sucre ; cru blanc ; du Brésil,,,,,7.3843722
1759,Suif ; pour faire du savon,,,,,7.3843722
1759,Sumac,,,,,7.3843722
1759,Tabac ; de Virginie,,,,,7.3843722
1759,Tartre,,,,,7.3843722
1759,Thé ; boue,,,,,7.3843722
1759,Térébenthine,,,,,7.3843722
1759,Vert-de-gris,,,,,7.3843722
1759,Vin ; de France,,,,,7.3843722
1759,Vinaigre,,,,,7.3843722
1759,Vitriol ; blanc,,,,,7.3843722
1760,Alun,900,3928.0835,livres de hambourg,1533832,8.0102787
1760,Beurre,0,0,tonneaux,1533832,8.0102787
1760,Blanc ; de baleine,0,0,livres de hambourg,1533832,8.0102787
1760,Bois ; de Pernambouc,0,0,livres de hambourg,1533832,8.0102787
1760,Bougie ; de suif,0,0,livres de hambourg,1533832,8.0102787
1760,Cacao,0,0,livres de hambourg,1533832,8.0102787
1760,Café,30100,54011.215,livres de hambourg,1533832,8.0102787
1760,Cochenille,0,0,livres de hambourg,1533832,8.0102787
1760,Coton ; autre et de Méditerranée,0,0,livres de hambourg,1533832,8.0102787
1760,Coton ; autre et de Méditerranée,0,0,livres de hambourg,1533832,8.0102787
1760,Eau ; de vie,182060,80977.18,quartiers,1533832,8.0102787
1760,Fer,450,19.818562,livres de bateau,1533832,8.0102787
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,1533832,8.0102787
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,1533832,8.0102787
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",46800,182889.03,livres de hambourg,1533832,8.0102787
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",52455,989117.5,livres de hambourg,1533832,8.0102787
1760,Galle,2090,3665.1128,livres de hambourg,1533832,8.0102787
1760,Gingembre,200,966.55933,livres de hambourg,1533832,8.0102787
1760,Gomme,0,0,livres de hambourg,1533832,8.0102787
1760,Goudron ; de Suède,0,0,last,1533832,8.0102787
1760,Huile ; d'olive ; blanc ; de Gènes,10211,37822.793,livres de hambourg,1533832,8.0102787
1760,Huile ; de baleine,6000,163.44058,tonneaux,1533832,8.0102787
1760,Indigo,15900,2443.4238,livres de hambourg,1533832,8.0102787
1760,Marchandises non classifiées,167396,,,1533832,8.0102787
1760,Minium,0,0,livres de hambourg,1533832,8.0102787
1760,Oxyde ; de plomb,800,3034.7173,livres de hambourg,1533832,8.0102787
1760,Plombs,0,0,livres de hambourg,1533832,8.0102787
1760,Poivre ; blanc-noir,0,0,livres de hambourg,1533832,8.0102787
1760,Potasse,6100,45392.859,livres de hambourg,1533832,8.0102787
1760,Riz,0,0,livres de hambourg,1533832,8.0102787
1760,Safran ; orange,0,0,livres de hambourg,1533832,8.0102787
1760,Savon,4400,20747.266,livres de hambourg,1533832,8.0102787
1760,Sucre ; cru blanc ; du Brésil,22780,57698.352,livres de hambourg,1533832,8.0102787
1760,Suif ; pour faire du savon,1520,32.405849,livres de hambourg,1533832,8.0102787
1760,Sumac,0,0,livres de hambourg,1533832,8.0102787
1760,Tabac ; de Virginie,37762,112833.96,livres de hambourg,1533832,8.0102787
1760,Tartre,5475,23239.732,livres de hambourg,1533832,8.0102787
1760,Thé ; boue,0,0,livres de hambourg,1533832,8.0102787
1760,Térébenthine,6975,105835.77,livres de hambourg,1533832,8.0102787
1760,Vert-de-gris,2175,2413.9006,livres de hambourg,1533832,8.0102787
1760,Vin ; de France,927298,32103.668,oxhoft,1533832,8.0102787
1760,Vinaigre,3985,152.95934,tierce,1533832,8.0102787
1760,Vitriol ; blanc,0,0,livres de hambourg,1533832,8.0102787
1761,Alun,,,,,8.29599
1761,Beurre,,,,,8.29599
1761,Blanc ; de baleine,,,,,8.29599
1761,Bois ; de Pernambouc,,,,,8.29599
1761,Bougie ; de suif,,,,,8.29599
1761,Cacao,,,,,8.29599
1761,Café,,,,,8.29599
1761,Cochenille,,,,,8.29599
1761,Coton ; autre et de Méditerranée,,,,,8.29599
1761,Coton ; autre et de Méditerranée,,,,,8.29599
1761,Eau ; de vie,,,,,8.29599
1761,Fer,,,,,8.29599
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.29599
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.29599
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.29599
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.29599
1761,Galle,,,,,8.29599
1761,Gingembre,,,,,8.29599
1761,Gomme,,,,,8.29599
1761,Goudron ; de Suède,,,,,8.29599
1761,Huile ; d'olive ; blanc ; de Gènes,,,,,8.29599
1761,Huile ; de baleine,,,,,8.29599
1761,Indigo,,,,,8.29599
1761,Marchandises non classifiées,0,,,,8.29599
1761,Minium,,,,,8.29599
1761,Oxyde ; de plomb,,,,,8.29599
1761,Plombs,,,,,8.29599
1761,Poivre ; blanc-noir,,,,,8.29599
1761,Potasse,,,,,8.29599
1761,Riz,,,,,8.29599
1761,Safran ; orange,,,,,8.29599
1761,Savon,,,,,8.29599
1761,Sucre ; cru blanc ; du Brésil,,,,,8.29599
1761,Suif ; pour faire du savon,,,,,8.29599
1761,Sumac,,,,,8.29599
1761,Tabac ; de Virginie,,,,,8.29599
1761,Tartre,,,,,8.29599
1761,Thé ; boue,,,,,8.29599
1761,Térébenthine,,,,,8.29599
1761,Vert-de-gris,,,,,8.29599
1761,Vin ; de France,,,,,8.29599
1761,Vinaigre,,,,,8.29599
1761,Vitriol ; blanc,,,,,8.29599
1762,Alun,1260,5801.2119,livres de hambourg,2092783,8.2700071
1762,Beurre,35700,506.44232,tonneaux,2092783,8.2700071
1762,Blanc ; de baleine,0,0,livres de hambourg,2092783,8.2700071
1762,Bois ; de Pernambouc,0,0,livres de hambourg,2092783,8.2700071
1762,Bougie ; de suif,0,0,livres de hambourg,2092783,8.2700071
1762,Cacao,0,0,livres de hambourg,2092783,8.2700071
1762,Café,8050,15456,livres de hambourg,2092783,8.2700071
1762,Cochenille,0,0,livres de hambourg,2092783,8.2700071
1762,Coton ; autre et de Méditerranée,0,0,livres de hambourg,2092783,8.2700071
1762,Coton ; autre et de Méditerranée,0,0,livres de hambourg,2092783,8.2700071
1762,Eau ; de vie,326165,166526.05,quartiers,2092783,8.2700071
1762,Fer,0,0,livres de bateau,2092783,8.2700071
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",43467,695018.19,livres de hambourg,2092783,8.2700071
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",5700,43638.074,livres de hambourg,2092783,8.2700071
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,2092783,8.2700071
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",115155,473156.97,livres de hambourg,2092783,8.2700071
1762,Galle,0,0,livres de hambourg,2092783,8.2700071
1762,Gingembre,450,1674.3716,livres de hambourg,2092783,8.2700071
1762,Gomme,400,1244.4363,livres de hambourg,2092783,8.2700071
1762,Goudron ; de Suède,0,0,last,2092783,8.2700071
1762,Huile ; d'olive ; blanc ; de Gènes,25568,92717.57,livres de hambourg,2092783,8.2700071
1762,Huile ; de baleine,0,0,tonneaux,2092783,8.2700071
1762,Indigo,54775,8885.1582,livres de hambourg,2092783,8.2700071
1762,Marchandises non classifiées,243646,,,2092783,8.2700071
1762,Minium,0,0,livres de hambourg,2092783,8.2700071
1762,Oxyde ; de plomb,0,0,livres de hambourg,2092783,8.2700071
1762,Plombs,50,1.7659701,livres de hambourg,2092783,8.2700071
1762,Poivre ; blanc-noir,1200,1415.0396,livres de hambourg,2092783,8.2700071
1762,Potasse,0,0,livres de hambourg,2092783,8.2700071
1762,Riz,21050,209430.03,livres de hambourg,2092783,8.2700071
1762,Safran ; orange,3000,286.47958,livres de hambourg,2092783,8.2700071
1762,Savon,12480,62495.793,livres de hambourg,2092783,8.2700071
1762,Sucre ; cru blanc ; du Brésil,61000,154503.92,livres de hambourg,2092783,8.2700071
1762,Suif ; pour faire du savon,1460,21.541298,livres de hambourg,2092783,8.2700071
1762,Sumac,0,0,livres de hambourg,2092783,8.2700071
1762,Tabac ; de Virginie,80887,444911.53,livres de hambourg,2092783,8.2700071
1762,Tartre,6565,31681.197,livres de hambourg,2092783,8.2700071
1762,Thé ; boue,800,512.99146,livres de hambourg,2092783,8.2700071
1762,Térébenthine,6180,93729.383,livres de hambourg,2092783,8.2700071
1762,Vert-de-gris,4850,4671.0664,livres de hambourg,2092783,8.2700071
1762,Vin ; de France,1022310,43477.75,oxhoft,2092783,8.2700071
1762,Vinaigre,10615,513.96863,tierce,2092783,8.2700071
1762,Vitriol ; blanc,0,0,livres de hambourg,2092783,8.2700071
1763,Alun,4250,19374.324,livres de hambourg,3522028,8.2396479
1763,Beurre,47400,596.97968,tonneaux,3522028,8.2396479
1763,Blanc ; de baleine,0,0,livres de hambourg,3522028,8.2396479
1763,Bois ; de Pernambouc,0,0,livres de hambourg,3522028,8.2396479
1763,Bois ; de teinture,23310,,,3522028,8.2396479
1763,Bougie ; de suif,100,1.7160275,livres de hambourg,3522028,8.2396479
1763,Cacao,0,0,livres de hambourg,3522028,8.2396479
1763,Café,467868,916639.38,livres de hambourg,3522028,8.2396479
1763,Cochenille,0,0,livres de hambourg,3522028,8.2396479
1763,Coton ; autre et de Méditerranée,0,0,livres de hambourg,3522028,8.2396479
1763,Coton ; autre et de Méditerranée,2000,3259.3279,livres de hambourg,3522028,8.2396479
1763,Eau ; de vie,147105,69529.016,quartiers,3522028,8.2396479
1763,Fer,0,0,livres de bateau,3522028,8.2396479
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",60160,274846.72,livres de hambourg,3522028,8.2396479
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",175,1143.2164,livres de hambourg,3522028,8.2396479
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",4525,29266.596,livres de hambourg,3522028,8.2396479
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",61724,988048.31,livres de hambourg,3522028,8.2396479
1763,Galle,110,121.19984,livres de hambourg,3522028,8.2396479
1763,Gingembre,0,0,livres de hambourg,3522028,8.2396479
1763,Gomme,0,0,livres de hambourg,3522028,8.2396479
1763,Goudron ; de Suède,0,0,last,3522028,8.2396479
1763,Huile ; d'olive ; blanc ; de Gènes,15406,60264.375,livres de hambourg,3522028,8.2396479
1763,Huile ; de baleine,0,0,tonneaux,3522028,8.2396479
1763,Indigo,246625,40005.516,livres de hambourg,3522028,8.2396479
1763,Marchandises non classifiées,198938.484375,,,3522028,8.2396479
1763,Minium,0,0,livres de hambourg,3522028,8.2396479
1763,Oxyde ; de plomb,0,0,livres de hambourg,3522028,8.2396479
1763,Plombs,0,0,livres de hambourg,3522028,8.2396479
1763,Poivre ; blanc-noir,150,171.20845,livres de hambourg,3522028,8.2396479
1763,Potasse,0,0,livres de hambourg,3522028,8.2396479
1763,Riz,15000,169659.13,livres de hambourg,3522028,8.2396479
1763,Safran ; orange,1250,114.96632,livres de hambourg,3522028,8.2396479
1763,Savon,16350,86299.938,livres de hambourg,3522028,8.2396479
1763,Sucre ; cru blanc ; du Brésil,1428866.5,4768029,livres de hambourg,3522028,8.2396479
1763,Suif ; pour faire du savon,0,0,livres de hambourg,3522028,8.2396479
1763,Sumac,0,0,livres de hambourg,3522028,8.2396479
1763,Tabac ; de Virginie,51425,294102.22,livres de hambourg,3522028,8.2396479
1763,Tartre,2565,13507.745,livres de hambourg,3522028,8.2396479
1763,Thé ; boue,0,0,livres de hambourg,3522028,8.2396479
1763,Térébenthine,5675,90154.492,livres de hambourg,3522028,8.2396479
1763,Vert-de-gris,5525,5168.4067,livres de hambourg,3522028,8.2396479
1763,Vin ; de France,702240,25744.531,oxhoft,3522028,8.2396479
1763,Vinaigre,13285,636.03778,tierce,3522028,8.2396479
1763,Vitriol ; blanc,0,0,livres de hambourg,3522028,8.2396479
1764,Alun,,,,,8.4697361
1764,Beurre,,,,,8.4697361
1764,Blanc ; de baleine,,,,,8.4697361
1764,Bois ; de Pernambouc,,,,,8.4697361
1764,Bougie ; de suif,,,,,8.4697361
1764,Cacao,,,,,8.4697361
1764,Café,,,,,8.4697361
1764,Cochenille,,,,,8.4697361
1764,Coton ; autre et de Méditerranée,,,,,8.4697361
1764,Coton ; autre et de Méditerranée,,,,,8.4697361
1764,Eau ; de vie,,,,,8.4697361
1764,Fer,,,,,8.4697361
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4697361
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4697361
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4697361
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4697361
1764,Galle,,,,,8.4697361
1764,Gingembre,,,,,8.4697361
1764,Gomme,,,,,8.4697361
1764,Goudron ; de Suède,,,,,8.4697361
1764,Huile ; d'olive ; blanc ; de Gènes,,,,,8.4697361
1764,Huile ; de baleine,,,,,8.4697361
1764,Indigo,,,,,8.4697361
1764,Marchandises non classifiées,0,,,,8.4697361
1764,Minium,,,,,8.4697361
1764,Oxyde ; de plomb,,,,,8.4697361
1764,Plombs,,,,,8.4697361
1764,Poivre ; blanc-noir,,,,,8.4697361
1764,Potasse,,,,,8.4697361
1764,Riz,,,,,8.4697361
1764,Safran ; orange,,,,,8.4697361
1764,Savon,,,,,8.4697361
1764,Sucre ; cru blanc ; du Brésil,,,,,8.4697361
1764,Suif ; pour faire du savon,,,,,8.4697361
1764,Sumac,,,,,8.4697361
1764,Tabac ; de Virginie,,,,,8.4697361
1764,Tartre,,,,,8.4697361
1764,Thé ; boue,,,,,8.4697361
1764,Térébenthine,,,,,8.4697361
1764,Vert-de-gris,,,,,8.4697361
1764,Vin ; de France,,,,,8.4697361
1764,Vinaigre,,,,,8.4697361
1764,Vitriol ; blanc,,,,,8.4697361
1765,Alun,,,,,8.36868
1765,Beurre,,,,,8.36868
1765,Blanc ; de baleine,,,,,8.36868
1765,Bois ; de Pernambouc,,,,,8.36868
1765,Bougie ; de suif,,,,,8.36868
1765,Cacao,,,,,8.36868
1765,Café,,,,,8.36868
1765,Cochenille,,,,,8.36868
1765,Coton ; autre et de Méditerranée,,,,,8.36868
1765,Coton ; autre et de Méditerranée,,,,,8.36868
1765,Eau ; de vie,,,,,8.36868
1765,Fer,,,,,8.36868
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.36868
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.36868
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.36868
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.36868
1765,Galle,,,,,8.36868
1765,Gingembre,,,,,8.36868
1765,Gomme,,,,,8.36868
1765,Goudron ; de Suède,,,,,8.36868
1765,Huile ; d'olive ; blanc ; de Gènes,,,,,8.36868
1765,Huile ; de baleine,,,,,8.36868
1765,Indigo,,,,,8.36868
1765,Marchandises non classifiées,0,,,,8.36868
1765,Minium,,,,,8.36868
1765,Oxyde ; de plomb,,,,,8.36868
1765,Plombs,,,,,8.36868
1765,Poivre ; blanc-noir,,,,,8.36868
1765,Potasse,,,,,8.36868
1765,Riz,,,,,8.36868
1765,Safran ; orange,,,,,8.36868
1765,Savon,,,,,8.36868
1765,Sucre ; cru blanc ; du Brésil,,,,,8.36868
1765,Suif ; pour faire du savon,,,,,8.36868
1765,Sumac,,,,,8.36868
1765,Tabac ; de Virginie,,,,,8.36868
1765,Tartre,,,,,8.36868
1765,Thé ; boue,,,,,8.36868
1765,Térébenthine,,,,,8.36868
1765,Vert-de-gris,,,,,8.36868
1765,Vin ; de France,,,,,8.36868
1765,Vinaigre,,,,,8.36868
1765,Vitriol ; blanc,,,,,8.36868
1766,Alun,,,,,7.994586
1766,Beurre,,,,,7.994586
1766,Blanc ; de baleine,,,,,7.994586
1766,Bois ; de Pernambouc,,,,,7.994586
1766,Bougie ; de suif,,,,,7.994586
1766,Cacao,,,,,7.994586
1766,Café,,,,,7.994586
1766,Cochenille,,,,,7.994586
1766,Coton ; autre et de Méditerranée,,,,,7.994586
1766,Coton ; autre et de Méditerranée,,,,,7.994586
1766,Eau ; de vie,,,,,7.994586
1766,Fer,,,,,7.994586
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.994586
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.994586
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.994586
