obsolete,orthographic_pierre,simplification,imprimatur,Suggestion de simplification,status,beforeItems,afterItems
no,brai sec,,,[bray ; sec] [brai ; sec],ambiguous,,[Bray; sec] [Bray ; Sec] [Bray; Sec] [Bray ;sec] [Bray secq] [Bray ; sec] [Brai-sec] [Bray ; séc] [Brais ; sec] [Bray séc] [Braye sec] [Brayses] [Bré sec] [Brai sec] [Bray Sec] [Bray sec]
no,brai sec en galipot,,,,new,,
no,brai sec et résines,,,,new,,
no,brancards et leurs escales,,,,new,,
no,branches de buis,,,,new,,
no,brandebourg de soie,,,,new,,
no,brins à tours,,,,new,,
no,bris d'espars,,,[bris d'espar] [épart ; bris],ambiguous,,[Bris ; d'espars] [Bris d'espaes] [Bris d'espars]
no,brosserie à goudronner,,,,new,,
no,brosserie commune,,,,new,,
no,brosserie diverse,,,,new,,
no,brosserie ou poutries,,,[brosserie],ambiguous,,[Brosserie ou poutries]
no,brosses à goudron,,,[brosse ; à goudron],ambiguous,,[Brosses ; a gaudron]
no,brosses à goudronner,,,[brosse ; à goudron] [brosse ; à goudronner],ambiguous,,[Brosses a gaudronner] [brosses à gaudronner] [Broses a Gaudronne] [Brose a gaudroune]
no,brouettes outillées,,,,new,,
no,bruimes d'espars,,,,new,,
no,brûle-café de fer,,,,new,,
no,brun rouge,,,[drogue ; pour la peinture et la teinture ; brun rouge],ambiguous,,[brun ; rouge] [Brun Rouge] [Brun; Rougs] [brun rouge] [Brun ; rouge] [Brun rouge]
no,buffets d'acajou,,,,new,,
no,buffles en chamois,,,,new,,
no,buis ouvré,,,,new,,
no,burat d'Auvergne,,,,new,,
no,burat de laine,,,,new,,
no,bureau d'acajou,,,,new,,
no,bois divers planches,planches de bois,Elisa Tirindelli,,new,,
no,bois en planches,planches de bois,Guillaume Daudin,bois ; en planche,rewire,,[Bois ; En planches] [Bois ; en planches] [Bois en planches]
no,bois planches,planches de bois,Elisa Tirindelli,bois ; planche,rewire,,[Bois ; planches]
no,busquière d'argent,,,"[""""""""""""""""""""""""""""""""""""""""""""""""]",ambiguous,,[Busquiers ; d'argent]
no,caafé entré par Bordeaux et Le Havre,,,,new,,
no,cabans ou capotes,,,,new,,
no,cabarets à café,,,,new,,
no,cabarets garnis,,,,new,,
no,cabriolets velours de Prusse,,,,new,,
no,cacao de Caracas,,,,new,,
no,cacao du Maranhão,,,,new,,
no,cachou maron,,,,new,,
no,cadenas de fer,,,,new,,
no,cadenas petits,,,,new,,
no,cadis de Montauban,,,,new,,
no,cadis rouge,,,,new,,
no,cadres de miroirs,,,,new,,
no,cadres petits avec leurs verres,,,,new,,
no,café d'Amérique,,,,new,,
no,café de Bourbon,,,,new,,
no,café des Îles,,,,new,,
no,café en Bourbon,,,,new,,
no,café en parchemin,,,,new,,
no,café ordinaire étranger,,,,new,,
no,cafetières d'étain,,,,new,,
no,caffart carpette et ligatures aune,,,,new,,
no,cages de poules,,,,new,,
no,caisse à finance,,,,new,,
no,caisse de sapin,,,,existing,,
no,cal d'artichaut,,,,new,,
no,Caliatour moulu,,,[bois ; de caliatour ; moulu],ambiguous,,[Colliatour;moulu]
no,callemande aune,,,,new,,
no,callemande d'Amiens,,,,new,,
no,callemande de laine,,,,new,,
no,callemande de Lille,,,,new,,
no,callemande des prises,,,,new,,
no,calotte hollandaise,,,,new,,
no,calpo baljainum,,,,existing,,
no,camelot à peu de soie,,,[camelot ; à peu de soie] [camelot ; a peu de soie],ambiguous,,[Camelot ; a peu de soye] [Camelot a peu de soye] [Camelot à peu de osye] [Camelot à peu de soye] [Camelot ; à peu de soye]
no,camelot au six de soie,,,,new,,
no,camelot aune,,,,new,,
no,camelot avec soie,,,[camelot ; de soie],ambiguous,,[camelot ; avec soye] [Camelot avec soye]
no,camelot d'Angleterre,,,,new,,
no,camelot d'angora,,,,new,,
no,camelot d'Auvergne,,,[camelot ; poil et soie] [camelot ; d'Auvergne],ambiguous,,[Camelot ; d'Auvergne] [Camelot ; d'auvergne] [Camelotsd'auvergne] [Camelot d'auvergne]
no,camelot de Bruxelles,,,[camelot ; de Bruxelles] [camelot ; poil et soie],ambiguous,,[Camelot ; de Bruxelle] [Camelot ; de Bruxelles] [camelot de bruxelles]
no,camelot de Hollande,,,[camelot ; poil et soie] [camelot ; de Hollande],ambiguous,,[Camelot ; d'hollande] [Camelot ; d'Hollande]
no,camelot de Lille,,,[camelot ; des isles] [camelot ; de Lille],ambiguous,,[Camelot de Lisle] [Camellot de l'Isle] [Camelot de Lille]
no,camelot de poil,,,[camelot ; poil et soie],ambiguous,,[Camelot de poil] [Camelot ; de poil]
no,camelot de soie,,,[camelot ; de soie] [camelot ; poil et soie],ambiguous,,[Camelot ; de soye] [Camellot de soye] [Camelot de soye]
no,camelot des Indes,,,[camelot ; des Indes],ambiguous,,[Camelot ; des Indes]
no,camelot écarlate,,,[camelot ; des Indes] [camelot ; d'écarlatte],ambiguous,,[Camelot ; ecarlatte] [Camelots écarlatte] [Camelots ecarlatte] [Camelot Ecarlate] [Camelot écarlatte]
no,camelot en soie,,,[camelot ; de soie] [camelot ; des Indes],ambiguous,,[Camelot ; en soye] [Camelots en soye]
no,camelot jaspé,,,,new,,
no,camelot laine et poil,,,,new,,
no,camelot laine et soie,,,[camelot ; laine et soie],ambiguous,,[Camelot ; laine et soye] [Campelot laine et soye] [Camelot laine et soye]
no,camelot mi-soie,,,[camelot ; des Indes] [camelot ; mi soie],ambiguous,,[Camelot ; my soye] [Camelot ; mi-soye] [Camelot mi-soye] [Camelot my soye]
no,camelot poil et soie,,,[camelot ; poil et soie],ambiguous,,[Camelot ; poil et soye] [Camelot poil et soye]
no,camelot pur soie,,,[camelot ; de soie],ambiguous,,[Camelot pur soye]
no,camelot soie et laine,,,[camelot ; soie et laine] [camelot ; laine et soie] [camelot; écarlate],ambiguous,,[Camelot; écarlatte] [Camelots soye et laine] [Camelot ; soye et laine] [Camelot Soye et Laine] [Camelot soye et laine]
no,camelot soie et poil,,,[camelot ; poil et soie],ambiguous,,[Camelot ; soye et poil]
no,camelot sur soie,,,[camelot ; de soie],ambiguous,,[Camelot sur soye]
no,camion à garnir voiture,,,,new,,
no,camisoles de laine,,,,new,,
no,camomille puante,,,,existing,,
no,camphre brut,,,,new,,
no,canapé de canne,,,,new,,
no,canefice ou casse,,,[drogue ; médicinale ; canéfice],ambiguous,,[Canefice ou casse]
no,canefice raffiné,,,,new,,
no,canevas à 15 sols l'aune,,,[canevas],ambiguous,[cannevas à 15 sols l'aune],[cannevas à 15 sols l'aune]
no,canevettes de grès,,,[canevette ; de grès] [cannette ; de grès],ambiguous,,[Canevettes de grer] [Cannevette de gaz] [Cannevettes de gaz] [Canevettes de Grey] [Cannevettes de gray] [Cannevettes de gréz] [Cannevettes de Grez] [Canevettes de 6 flacons]
no,canevettes ou caisse de 6 flcons pour la traite,,,,new,,
no,canevettes vides,,,,new,,
no,bois scié en planches,planches de bois,Elisa Tirindelli,[bois ; scié en planche],ambiguous,,[bois scié en planches] [Bois ; scié en planches]
no,cannelle giroflée,,,[épicerie ; cannelle ; gerofflée] [épicerie ; cannelle],ambiguous,,[Canelle ; gerofflée] [Canelle gerofflé]
no,cannelle ocyrez,,,[cannette ; de grès],ambiguous,,[Canelles ocyrez]
no,cannelle sauvage,,,,new,,
no,cannes à pêcher,,,,new,,
no,cannes bambous,,,[canne ; bambou] [caume ; bambou],ambiguous,,[Cannes ; bambous] [Cannes ; bambou] [Caumes ; bambous]
no,cannes de bambous,,,,new,,
no,bois sciés en planches,planches de bois,Elisa Tirindelli,[bois ; scié en planche],ambiguous,,[Bois sciés en planches]
no,cannes de jonc,,,[canne ; de jonc] [caume ; de jonc],ambiguous,,[Cannes ; de jonc] [Caumes ; de jonc] [Cannes ; de joncs] [cannes ; de Jongs] [cannes de joncs] [cannes de jongs]
no,cannes de jonc ou roseau,,,,new,,
no,cannes de roseau,,,,new,,
no,cannettes d'étain,,,[épicerie ; cannelle] [cannette ; d'étain],ambiguous,,[Cannettes d'Etaim] [Canettes ; d'etain] [Cannettes d'Etaing] [Cannettes ; d'etain] [Canettes d'etain] [Canneles detein] [Canettes d'Estain] [Canettes d'Etain]
no,cannettes de faïence,,,,new,,
no,cannettes de grès,,,[cannette ; de grès] [canette ; de grès],ambiguous,,[Cannetes de gaz] [Cannettes de gaz] [Cannelles de grez] [cannettes de grez] [Canettes ; de grez] [Cannettes de grez] [Cannette de grez] [Cannettes de Gray] [Cannette ; de gray] [Canette ; de grey] [Canettes de Gré] [Canetes de Gray] [Cannettes ; de gray] [Cannettes ; de grès] [Cannettes de gres] [Cannettes ; de gres] [Cannetes de gres] [Cannettes de grès] [Canettes de grès] [Canettes ; de grès] [Canettes de gréz] [Cannettes; de grais] [Cannettes de grais] [Cannettes de Grez] [Cannettes de gréz] [Cannettes ; de grez] [Canettes de gres] [Canettes de grés] [Canettes de Gréz] [Canettes de grez] [Canettes de grais] [Cannette de grais] [Canettes de gray] [Canette de Gray] [Cannettes de gréez] [Canettes de Gray] [Canette de gré]
no,cannettes de terre,,,[canette ; de terre] [cannette ; de grès] [cannette ; de terre] [canette ; de grès],ambiguous,,[Canettes ; de terre] [Canette ; de terre] [Canettes de Terres] [Canettes de Terre] [Canettes de terre] [Cannette de terre] [Cannettes de Terre] [Canette de Terre]
no,cannettes en grès,,,[cannette ; de grès],ambiguous,,[Cannettes en grez] [Cannettes en grais]
no,cannettes ocyrez,,,[canette ; de grès],ambiguous,,[Canettes ocyrez]
no,canons calibre de toute sorte,,,,new,,
no,canons de 2 livres de balles,,,,new,,
no,canons de 4 livres de balles,,,,new,,
no,canons de divers calibre,,,,new,,
no,canons de fer,,,[canon ; de fer],ambiguous,,[Cannons de fer] [canons de fer] [canon de fer] [Canons ; de fer] [cannons de fer] [Canon ; de fer] [Canon de Fer] [Canon de fer] [Canons de fer] [Canons de Fer]
no,canons de fer avec leurs affûts,,,,new,,
no,canons de fer de 18 à 24 livres de balles,,,[canon ; de fer],ambiguous,,[canons de fer de 18 à 24 livres de balles]
no,canons de fer de 3 à 4 livres de balles,,,,new,,
no,canons de fer de 6 livres,,,,new,,
no,canons de fer de 8 de balles,,,,new,,
no,canons de fer vieux,,,,new,,
no,canons de feu,,,[canon ; de fer],ambiguous,,[Canons ; de feu] [Canon de feu] [Canon de Feu]
no,canons de vieux mousquets,,,,new,,
no,canons en fer,,,[canon ; de fer],ambiguous,,[Canons en fer] [Canon en fer]
no,canons et boulets de fer,,,[canon et boulet de fer] [canon et boulet ; de fer],ambiguous,,[Canons et boulets ; de fer] [Canons et Boulets de Fer] [Canon et boulets de fer] [Canons et boulets de fer] [Canon et boullets de fert]
no,canons fer,,,[canon ; de fer],ambiguous,,[canons fer]
no,canons fonte de fer,,,,new,,
no,canot neuf,,,[canon ; de fer],ambiguous,,[Canot neuf]
no,cantharides ou mouches d'Espagne,,,,new,,
no,capillaire en herbes,,,[capilaire ; en herbe],ambiguous,,[Capilaire ; en herbe] [Capilaire en herbe] [capilaire en herbe]
no,capotes de drap,,,,new,,
no,capotes de gros drap,,,,new,,
no,capotes de marrègue,,,,new,,
no,câpres communes,,,,new,,
no,câpres cornichons et olives,,,,new,,
no,câpres d'Espagne,,,,new,,
no,câpres fines,,,,new,,
no,câpres grosses,,,,new,,
no,câpres marinées,,,,new,,
no,câpres non marinées,,,,new,,
no,carabé jaune,,,,new,,
no,caractères à imprimer,,,[caractère ; à imprimer] [caractère d'imprimerie],ambiguous,,[caractères à imprimer] [Carracteres à imprimer] [Carractere à imprimer] [Caracteres ; a imprimer] [Caracteres ; à imprimer] [Caractères à imprimer] [Carracteres à imprimerie] [Caractères ; à imprimer]
no,caractères à imprimerie,,,,new,,
no,caractères d'imprimerie,,,[caractère d'imprimerie],ambiguous,,[Caracteres d'impremerie] [Carractères ; d'imprimerie] [Carracteres d'Imp.rie] [Caracteres d'imprimerie] [Caractères ; d'imprimerie] [Carracteres d'imprimerie] [Caractères d'imprimerie]
no,planches en bois,planches de bois,Elisa Tirindelli,,new,,
no,cards à carder,,,,new,,
no,carisé blanc aune,,,,new,,
no,carisé teint aune,,,,new,,
no,carisel ou creseau,,,,new,,
no,carpes de stockfish,,,,new,,
no,carreaux à dentelle,,,[carreau ; à dentelle] [carreau ; noir],ambiguous,,[Carreaux à dentelle] [Carreaux ; à dentelle]
no,carreaux à faire dentelle,,,[carreau ; à dentelle],ambiguous,,[Carreaux ; à faire dentelle]
no,carreaux de brique,,,[carreau ; de brique],ambiguous,,[Carreaux ; de brique] [Carreaux de briques] [Carreaux de brique]
no,carreaux de faïence,,,[carreau ; de faïence],ambiguous,,[carreaux de fayence] [Carreaux ; de fayence] [Carreaux ; de fayance] [Carreaux de Fayance] [Carreaux de fayence] [Carreaux de Fayence] [Carreaux de fayance]
no,carreaux de pierre à paver,,,[carreau ; de pierre à paver] [carreau ; de terre à paver],ambiguous,,[Carreaux de pierre a pave] [Carreaux de pierre a paver] [Carreaux de pierre à paver]
no,carreaux de pierre de Bidache,,,,new,,
no,carreaux de sol en terre cuite Astrakhan,,,,new,,
no,carreaux de terre,,,[carreau ; de terre] [carreau ; de lorre],ambiguous,,[carreaux ; de terre] [Carreaux ; De lorre] [Carzeaux de terre] [Carreau ; de terre] [carreaux de terre] [Carreaux de terres] [Carreaux ; de terre] [Carreaux de Terre] [Carreaux de terre]
no,carreaux de terre à paver,,,[carreau ; de terre à paver],ambiguous,,[carreaux de terre à paver] [Carreaux de Terre a paver] [Carreaux de terre à paver]
no,carreaux des prises,,,,new,,
no,carreaux moulage de Brie,,,[carreau ; meulage de Brie] [carreau ; moulage ; de Brie],ambiguous,,[Carreaux ; meulage de brie] [Carreaux ; meulage de Brie] [Carreaux ; moulage ; de Brie]
no,carreaux moulage de France,,,[carreau ; moulage ; de France] [carreau ; meulage de France],ambiguous,,[Carreaux ; meulage de France] [Carreaux ; moulage de France] [Careaux ; moulage ; de France] [Carreaux ; moulage ; de France]
no,carreaux noirs,,,[carreau ; noir],ambiguous,,[Carreaux ; noir]
no,carreaux pierre de Bidache,,,,new,,
no,carte marine,,,,new,,
no,cartes de géographie,,,[carte ; de géographie] [carte ; géographique],ambiguous,,[Cartes ; de géografie] [Cartes ; de géographie] [Cartes de géographie]
no,cartes géographique,,,[carte ; géographique],ambiguous,,[Carte ; géographique]
no,cartes géographiques,,,[carte ; géographique],ambiguous,,[Cartes ; geographiques] [Cartes : géographiques] [Cartes ; géographiques] [Cartes ; géographique] [Cartes géographiques]
no,carton peint,,,,new,,
no,casques à nègre,,,,new,,
no,cassia fistula,,,[drogue ; médicinale ; cassia lignea],ambiguous,,[Cassiafistula]
no,cassia lignea,,,[drogue ; médicinale ; cassia lignea],ambiguous,[cassia lignea] [Cassiafistula] [cassia lignes] [Cassis lignes] [Cassia lignex] [Cassiatignea] [Cassia ; Lignea] [Cassia ; lignea] [Cassialignes] [Cassia lignes] [Cassia-lignea] [Cassialignea] [Cassalignea] [Casssea linea] [Cassialinea] [Cassea linea] [cassialinea] [Cassia linea] [Cassia Lignea] [Cassia lignea],[cassia lignea] [cassia lignes] [Cassis lignes] [Cassia lignex] [Cassiatignea] [Cassia ; Lignea] [Cassia ; lignea] [Cassialignes] [Cassia lignes] [Cavia liquea] [Cassia-lignea] [Cassa lignea] [Cassialignea] [Cassalignea] [Casssea linea] [Cassialinea] [Cassea linea] [cassialinea] [Cassia linea] [Cassia Lignea] [Cassia lignea]
no,cassonade des Îles,,,,new,,
no,cauris divers,,,[cauris],ambiguous,,[Cauris ; diverses]
no,cauris pour la traite,,,,new,,
no,planches de bois blanc,planches de bois blanc,Guillaume Daudin,planche ; de bois blanc,rewire,,[planches de bois blanc]
no,causse en corde,,,,new,,
no,caves à flacons,,,,new,,
no,caves avec flacons,,,,new,,
no,caves avec leurs flacons,,,,new,,
no,caves de ??? flacons,,,,new,,
no,caves de 12 flacons,,,,new,,
no,caves de 6 flacons,,,,new,,
no,caves de 6 flacons pour mettre eau-de-vie,,,,new,,
no,caves de 9 flacons,,,,new,,
no,caves de flacons,,,,new,,
no,caves et canevettes de 6 flacons,,,,new,,
no,caves et flacons,,,,new,,
no,caves et leurs flacons,,,,new,,
no,caves garnies de 10 flacons,,,,new,,
no,caves garnies de 12 flacons,,,,new,,
no,caves garnies de 15 flacons,,,,new,,
no,caves garnies de 29 flacons,,,,new,,
no,caves garnies de 6 flacons,,,,new,,
no,caves garnies de 7 flacons,,,,new,,
no,caves garnies de 8 flacons,,,,new,,
no,caves garnies de 9 flacons,,,,new,,
no,caves garnies de flacon,,,,new,,
no,caves garnies de flacons,,,,new,,
no,caves garnies de flacons de cristal,,,,new,,
no,caves non garnies de flacons,,,,new,,
no,ceintures de coton,,,,new,,
no,ceintures de laine,,,,new,,
no,ceintures de laine et fil,,,,new,,
no,ceinturons de laine,,,,new,,
no,cendre à houille,,,[cendre ; de houille],ambiguous,,[Cendre à Houille]
no,cendre à orfèvre,,,[cendre ; à orfèvre],ambiguous,,[Cendre à orphevre]
no,cendre barille en pierre,,,,new,,
no,cendre bleue,,,[cendre ; bleu] [cendre ; bleue],ambiguous,,[Cendre ; bleus] [cendre ; bleue] [Cendre blue] [Cendre ; bleu] [Cendre ; bleüe] [Cendre Bleues] [Cendre ; bleue] [Cendre bleue]
no,cendre calcinée,,,,new,,
no,bois de passementerie en planches et poutrelles,planches de bois de passementerie et poutrelles de bois de passementerie,Elisa Tirindelli,bois ; de passementerie ; en planche et poutrelle,rewire,,[Bois ; de passementerie ; en planches et poutrelles]
no,cendre d'Egypte,,,,new,,
no,cendre d'orfèvre,,,[cendre ; à orfèvre],ambiguous,,[Cendres ; D'orfevre] [Cendre ; d'orfevre] [Cendre ; d'horphèvre] [Cendre ; d'orphevre] [Cendres ; d'orfevre] [Cendres d'orphevre] [Cendre d'orphevre]
no,cendre de grigonia,,,,new,,
no,cendre de houille,,,[cendre ; de houille],ambiguous,,[cendres d'houille] [Cendres ; De bouille] [Cendres ; De houille] [Cendre ; de chouille] [Cendre ; de bouille] [Cendre ; de houille] [Cendre ; de hoüille]
no,cendre de plomb,,,[cendre ; de plomb],ambiguous,[Cendre de Plom],[Cendres de plomb] [Cendres ; de plomb] [Cendre ; de Plomb] [Cendre de Plom] [Cendre ; de plomb]
no,cendre de potasse,,,[cendre ; potasse],ambiguous,,[Cendres ; De Potasse] [Cendre ; de potasse]
no,cendre de soude,,,[cendre ; de soude],ambiguous,,[Cendres ; De soude] [Cendre ; de soude]
no,cendre de tabac,,,,new,,
no,cendre de tourbe,,,[cendre ; de tourbe] [cendre ; des tourbe],ambiguous,,[cendres des tourbes] [Cendres ; de tourbe]
no,cendre dite potasse,,,[cendre ; potasse],ambiguous,,[cendres dites potasse]
no,cendre dite soudes,,,[cendre ; de soude],ambiguous,,[Cendres dites soude] [Cendres dite soude] [Cendres ; Dite Sonde] [Cendres ; Dite soude]
no,cendre du Levant,,,,new,,
no,cendre gravelée,,,[cendre ; gravelée],ambiguous,,[Cendres ; Gravelées] [Cendres ; Gravelée] [cendre ; gravelée] [Cendre ; gravelées] [Cendre ; gravelee] [Cendres ; gravelées] [Cendres ; gravelée] [Cendre;gravelée] [cendre gravelée] [Cendre gravelée] [Cendre Gravelé] [Cendre Gravelée] [Cendre granele] [Cendre gravelé] [Cendre gravelées]
no,cendre gravelée dite vedasse,,,,new,,
no,cendre gravelée potasse vedasse etc.,,,,new,,
no,cendre gravelins,,,[cendre ; gravelin] [cendre ; gravelée],ambiguous,,[Cendre ; gravelins] [Cendres gravelins]
no,cendre gravelle,,,[cendre ; gravelée],ambiguous,,[Cendre gravelle] [Cendre gravellé]
no,cendre houille,,,[cendre ; de houille],ambiguous,,[cendre ; houille]
no,cendre poland,,,,new,,
no,cendre polasse,,,[cendre ; potasse],ambiguous,,[cendre ; Potasse]
no,cendre potasse,,,[cendre ; potasse] [cendre ; de houille],ambiguous,,[Cendres ; Potasse] [cendre ; potasse] [Cendre ; polasse] [Cendres; Potasse] [Cendra ; potasse] [Cendres ; potasse] [Cendre ; potasse] [Cendres potasses] [Cendre Potasse] [Cendre Potase] [Cendre potasse] [Cendres potasse]
no,cendre potasse etc.,,,[cendre ; potasse],ambiguous,,[Cendre ; potasse ; etc.]
no,cendre potasse vedasse etc.,,,,new,,
no,cendre pour verrerie,,,,new,,
no,cendre salicor,,,,new,,
no,cendre salins,,,,new,,
no,cendre soudes,,,[cendre ; de soude] [cendre ; soude],ambiguous,,"[Cendres, soude] [Cendre ; soude] [Cendres ; soude] [Cendre soude] [Cendres soude]"
no,cendre vedasse,,,[cendre ; vedasse],ambiguous,,[Cendres ; Vedasse] [cendre ; sedassé] [Cendres ; vedasse] [Cendre ; vedasse] [Cendre vedane] [Cendre vedasse]
no,censes de bâtiments,,,,new,,
no,cercles à barils,,,[cercle ; à baril],ambiguous,,[Cercle ; à barils] [cercle à barrils] [cercles à barrils] [cercles à barils]
no,cercles à bobillons,,,,new,,
no,cercles à relier,,,,new,,
no,cercles à tamis,,,[cercle ; à tamis],ambiguous,,[Cercle ; à tamis] [Cercles ; à tamis] [Cercles ; a tamis] [cercles à tamis]
no,cercles à tamis dits standrepen,,,,new,,
no,cercles à tonneaux,,,[cercle ; à tamis] [cercle ; à tonneau],ambiguous,,[Cercles à à tonneaux] [Cerdes à tonneaux] [Cercles ; à tanneaux] [Cercles ; à tonneaux] [Cercles à thonneaux] [Cercles à tonneaux] [Cerles ; à tonneaux] [Cercles a tonneau] [Cercles a tonneaux] [cercles à tonneaux] [Cercles à Tonneaux] [Cerles à Tonneaux]
no,planches de bois des Îles,planches de bois des Indes,Elisa Tirindelli,,new,,
no,planches de bois des Indes,planches de bois des Indes,Guillaume Daudin,planche ; de bois ; des Indes,rewire,,[Planches ; de bois des Indes]
no,bois en planches du Nord,planches de bois du Nord,Elisa Tirindelli,,new,,
no,bois de construction en planches,planches de bois pour construction,Guillaume Daudin,,new,,
no,planches de bois verni,planches de bois verni,Elisa Tirindelli,,new,,
no,cercles de demitte,,,,new,,
no,cercles de fer,,,[cercle et feuillard ; en fer],ambiguous,,[Cercles ; de fer] [cerelede en Fer] [cercles de fer] [cerelen de Fer] [Cercles de Fer] [Cercles de fer]
no,cercles de fer pour tonneaux,,,[cercle et feuillard ; en fer],ambiguous,,[Cercles de fer pour tonneaux]
no,cercles de tonneaux,,,[cercle ; à tonneau],ambiguous,,[Cercles de tonneaux] [Cercle de tonneaux] [Cercles de Tonneaux]
