item,group,status,beforeItems,afterItems,obsolete,imprimatur
suif à chandelle,[4],ambiguous,,[Suif ; à faire Chandelle] [suif à faire chandelles] [Suif; Chandelles],no,
suif fondu,[4],ambiguous,,[Suif ; fondu] [Suifs fondu] [Suif fondu] [Suif fondue] [Suif; Fondu],no,
suif en poil,[4],ambiguous,,[Suif ; en poil],no,
suif en pain,[4],ambiguous,,[Suif ; En pain] [Suif ; en pain] [Suif en pain] [Suif en pains],no,
suif en branche,[4],ambiguous,,[Suif ; en branche],no,
huile à brûler,[4],ambiguous,,[Huile ; A bruler] [Huile ; à bruler] [Huile ; à brûler] [Huile a Bruler] [Huile à bruler] [Huiles ; A bruler] [Huile a bruler],no,
huile succin,[4],ambiguous,,[Huile ; succin] [Huile ; succint] [Huile ; sucein],no,
huile stale,[4],ambiguous,,[Huile ; stale],no,
huile fine,[4],ambiguous,,[Huile ; fine] [Huile fine],no,
huile diverse,[4],ambiguous,,[Huile ; diverse] [Huile ; diverses] [Huile diverse] [Huiles ; Diverses] [Huiles diverses] [Huiles ; diverses] [Huiles; Diverses],no,
huile de vialle,[4],ambiguous,,[Huile ; de vialles],no,
huile de tamarin,[4],ambiguous,,[Huile ; de tamarin] [huile de tamarin],no,
huile de storax,[4],ambiguous,,[Huile ; de storax] [Huile ; deftorax] [huile de storax],no,
huile de spermaceti,[4],ambiguous,,[Huile ; de spermacati] [Huile ; de spermacety] [Huile ; de spermanty] [Huile de spermacety],no,
huile de souffre,[4],ambiguous,,[Huile ; de souffre],no,
huile de soldat,[4],ambiguous,,[Huile de soldat],no,
huile de senteur,[4],ambiguous,,[Huile ; de Senteur] [Huile ; de senteur] [Huile de senteur] [Huille de Senteur] [Huille de senteur] [Huilles de senteur] [huile de senteur] [huille de senteur],no,
huile de scorpion,[4],ambiguous,,[Huile ; de scorpion] [Huile de scorpion] [Huille ; de scorpion],no,
huile de saxafrax,[4],ambiguous,,[Huile ; de saxafrax],no,
huile de rose,[4],ambiguous,,[Huile ; de roze] [Huile de rose],no,
huile de rhue,[4],ambiguous,,[Huile ; de rhue],no,
huile rabette,[4],ambiguous,,[huile rabette],no,
huile de rabette,[4],ambiguous,,[Huile ; de rabelle] [Huile ; de rabette] [Huile de Rabelle] [Huile de rabelles] [Huile de rabette] [Huile derabette] [Huille ; de rabette] [Huille de rabette] [huile de rabette] [huille de Rabette] [huille de Rabotte] [huilr de rabette] [Huile ; de Rabette] [Huile de Rabette],no,
huile de crabette,[4],ambiguous,,[Huile ; de crabette],no,
huile de poisson et de lin,[4],ambiguous,,[Huile ; de poisson et de lin],no,
pied d'huile de poisson,[4],ambiguous,,[Huile ; pied d'huile ; de poisson],no,
huile de poisson,[4],ambiguous,,[Epiceries ; huile ; de poisson] [Huile ; De poisson] [Huile ; de poisson] [Huile ; de poissons] [Huile de Poisson] [Huile de poison] [Huile de poisson] [Huile de poissons] [Huile s de poison] [Huiles ; De poisson] [Huiles de poisson] [Huiles de poissons] [Huille ; de Poisson] [Huille ; de poisson] [Huille de Poisson] [Huille de poisson] [huile de Poisson] [huile de poisson] [huile de poissons] [huille ; de poisson] [huille de Poisson] [huille de poison] [huille de poisson] [huilles de poisson] [huilles de Poils Cru] [2///Matières premières///Huile de poisson] [Huilles de poisson] [Huiles; De poisson] [Huile ; de poisson ; divers] [Huile; De poisson] [2///Matières premières///Huile de poissons],no,
huile de plante,[4],ambiguous,,[Huile ; de plantes],no,
huile de pin,[4],ambiguous,,[Huile ; de pin],no,
huile de palme,[4],ambiguous,,[Huile ; de palmes] [Huile de palme] [Huille ; de palme] [Huille de palme] [huile de palmes] [huille de palme] [huille de palmes] [Huile ; de palme],no,
huile de noix,[4],ambiguous,,[Epiceries ; huile ; de noix] [Huile ; De noix] [Huile ; de noix] [Huile de Noix] [Huile de noix] [Huiles ; DE noix] [Huiles ; De noix] [Huiles de noix] [Huille ; de noix] [Huille de Noix] [Huille de noix] [huile ; de noix] [huile de Noix],no,
huile de muscade,[4],ambiguous,,[Huile ; de muscade] [Huile ; de muscades] [Huile ; de museades] [huile de muscade] [huille de muscade] [Huile de muscade],no,
huile de morue,[4],ambiguous,,[Huile ; de morue] [Huile ; de morüe] [Huile de Morue] [Huile de Moruë] [Huile de morue] [Huile de moruë] [Huile de morüe] [Huile démordue] [Huille de Morue] [Huille de morue] [Huille de moruë] [huile de Morüe] [huile de morue] [huile de morüe] [Huiles; De morue],no,
huile de morne,[4],ambiguous,,[Huiles ; De morne],no,
huile de maïs,[4],ambiguous,,[Huile ; de maïs],no,
huile de laine,[4],ambiguous,,[Huille de laine],no,
huile à lin,[4],ambiguous,,[Huile ; A lin],no,
huile de lin,[4],ambiguous,,[Huile ; De lin] [Huile ; de lin] [Huile de Lain] [Huile de Lin] [Huile de lin] [Huiles ; De lin] [Huille ; de lin] [Huille de Lin] [Huille de lin] [Huilles de lin] [Hulille ; de lin] [huile de Lin] [huile de lin] [huille de Lin] [huille de lin] [Huile; De lin] [Huiles; De lin] [Epicerie ; huile de lin] [Huile; de lin],no,
huile de lavande,[4],ambiguous,,[Huile ; de lavande] [huile de lavende],no,
huile de laurier,[4],ambiguous,,[Huile ; De Laurier] [Huile ; de laurier] [Huile ; de lauriés] [Huile de Laurier] [Huile de laurier] [Huille ; de laurier] [Huille de Laurier] [Huille de laurier] [huile de laurier] [Huiles ; de graine ; de laurier],no,
huile de jayet,[4],ambiguous,,[Huiles ; De jayet],no,
huile de jasmin,[4],ambiguous,,[Huile ; de jasmin] [Huile de Jasmin] [Huile de jasmin] [Huiles; De jasmin],no,
huile de hareng,[4],ambiguous,,[Huile ; de harengs],no,
huile de graisse de poisson,[4],ambiguous,,[Huile ; de graisse ; de poisson],no,
huile de graisse,[4],ambiguous,,[Huile ; de graisse],no,
huile de graine et de noix,[4],ambiguous,,[Huile de graine et de noix] [Huiles de graines et de noix],no,
huile de graine de navette et de chanvre,[4],ambiguous,,[Huile ; de graines de navette et de chanvre],no,
huile de graine de navette,[4],ambiguous,,[Huile ; De graine de navette],no,
huile de graine,[4],ambiguous,,[Huile ; De graine] [Huile ; de Graine] [Huile ; de graine] [Huile ; de graines] [Huile de Graine] [Huile de graine] [Huile de graines] [Huiles ; De graine] [Huiles de graines] [Huille ; de Graine] [Huille de graine] [huile de Graine] [huile de graine] [huille de graine] [Huile de graines et autres] [Huiles de graines et autres] [2///Matières premières///Huile de graine] [Huiles diverses ; de graines] [Huiles ; de graine ; de graine] [Huile ; de graines ; diverses] [Huille ; de graine] [2///Matières première///Huile de graine] [Huile de grains],no,
huile de grain,[4],ambiguous,,[Huile de Grain] [Huile de grain] [Huile ; de grain] [2///Matières premières///Huile de grains],no,
huile de girofle,[4],ambiguous,,[huile de cloux de girofle] [Huile ; de geroffle] [Huile ; de giroffle] [Huile ; de gérofle] [Huile de girofle] [huille de girofle] [Huille ; de geroffle] [Huiles; De girofle] [huile de géroffle] [Huile ; de gerofle] [Huile ; de géroffle] [Huile ; de Geroffle] [Huile ; de girofle] [Huile ; de Giroffle],no,
huile de genièvre,[4],ambiguous,,[Huile ; de genievre] [Huile ; de genièvre] [Huiles de genièvre] [Huille de genievre] [Huile de genievre] [Huile de genièvre],no,
huile de gayac,[4],ambiguous,,[Huile ; de gayac],no,
huile de flanelle,[4],ambiguous,,[Huile ; de flanelle],no,
huile de farde,[4],ambiguous,,[Huile ; de farde],no,
huile de faine et de noix,[4],ambiguous,,[Huile de faine et de noix] [Huiles de faine et de noix],no,
huile de dégras,[4],ambiguous,,[Huile ; de dégras],no,
huile de cumin,[4],ambiguous,,[Huile ; de cumin],no,
huile de corne de cerf,[4],ambiguous,,[Huile ; de corne de cerf],no,
huile de copahu,[4],ambiguous,,[Huile ; de Copahu] [Huile ; de capahu] [Huile ; de copabu] [Huile ; de copahu] [Huile ; de copalin] [Huile de Copahu] [Huille ; copahu] [Huille ; de Copahu] [Huille ; de copahu] [Huille de Capahu Ou Copahu] [Huilles ; de capahu] [huile de copahu],no,
huile de chanvre,[4],ambiguous,,[Huile ; de chanvre] [Huile ; de chenevir] [Huile de chanvre] [Huille ; de chanvre] [Huile de chenevis] [Huile de chenevi],no,
huile de carde,[4],ambiguous,,[Huile ; de Cardes] [Huile ; de carde] [Huille ; de carde],no,
huile de carabe,[4],ambiguous,,[Huile ; de Carabe] [Huile ; de carabé] [Huile ; de carbes] [Huile ; de carobé] [Huille ; de Carabé],no,
huile de cannelle,[4],ambiguous,,[Huile ; de canelle] [Huile ; de cannelle] [huile de cannelle],no,
huile de cacao,[4],ambiguous,,[Huile ; de cacao] [Huille ; de cacao],no,
huile de baume,[4],ambiguous,,[Huile ; de baume],no,
huile de baleine,[4],ambiguous,,[Huile ; De baleine] [Huile ; de baleine] [Huile de Baleine] [Huile de baleine] [Huiles ; De Baleine] [Huiles ; De baleine] [Huille ; de Baleine] [Huille ; de baleine] [Huille de baleine] [huile de Baleine] [huile de baleine] [Huile de balaine] [Huiles; De baleine] [Huile; De baleine],no,
huile de Salmus,[4],ambiguous,,[Huile ; de Salmus],no,
huile d'ours,[4],ambiguous,,[Huile d'Ours],no,
huile d'olive importée en grande partie à Marseille,[4],ambiguous,,[Huile ; d'olive ; importée en grande partie à Marseille],no,
huile d'olive commune,[4],ambiguous,,[Huiles d'olive commune] [Huile d'olive ; comune] [Huille ; d'olive ; commune] [Huile d'olive ; commune] [Huille d'olive ; commune] [Huille ; d' olive commune],no,
huile marc d'olive ou amurca,[4],ambiguous,,[Huiles (marc d'olive ou amurca)],no,
huile d'olive pour fabrique,[4],ambiguous,,[Huile d'olive pour fabrique] [Huile d'olive pour fabriques] [Huile d'olive pour fabriqué] [Huiles d'olive pour fabrique] [Huiles d'olive pour fabriques] [2///Matières premières///Huiles d'Olive pour fabriques] [2///Matières premières///Huile d'olive pour fabriques],no,
huile pour fabrique,[4],ambiguous,,[Huiles d'olive et autres pour fabriques],no,
huile d'olive à manger,[4],ambiguous,,[Huile d'olive à manger],no,
huile d'olive,[4],ambiguous,,[Epiceries ; huile ; d'olives] [Huile ; D'olive] [Huile ; d'Olive] [Huile ; d'olive] [Huile ; d'olivea] [Huile ; d'olives] [Huile ; d'ollive] [Huile ; d'ollives] [Huile d'Olive] [Huile d'olive] [Huile d'olives] [Huile d'ollive] [Huiles ; D'olive] [Huiles d'olive] [Huille ; d'Olive] [Huille ; d'olive] [Huille ; d'ollive] [Huille Olive] [Huille d'Olive] [Huille d'holive] [Huille d'olive] [Huille d'olives] [Huille d'ollive] [Huille dolive] [Huille; d'olive] [Huilles d'olive] [Huilles d'olives] [huile ; d'olive] [huile d'olive] [huile d'olives] [huille ; d'olive] [huille d'olive] [huille d'ollive] [Huiles; D'olive] [Huille ; d olive] [Huiles ; d'olive] [Huile; D'olive] [Huille ; dolive] [Huiles diverses ; d'olive] [Huille d'oville] [Huile; d'olive] [Epicerie ; huile d'olive],no,
"huile d'oeillette, de pavot et de noix",[4],ambiguous,,"[Huiles d'oeillette, de nois, de pavots] [Huiles d'oeillette, de noix, de pavots]",no,
huile d'oeillette et de pavot,[4],ambiguous,,[Huiles d'oeillette ou de pavot],no,
huile d'aspic,[4],ambiguous,,[Huile ; d'Aspic] [Huile ; d'arpic] [Huile ; d'aspic] [Huile ; d'aspie] [Huile d'Aspic] [Huile d'aspic] [Huile d'aspies] [Huilled' aspic] [huille d'aspic],no,
huile d'anis,[4],ambiguous,,[Huile ; d'anis] [Huile ; d'anise] [Huile ; d'asnis] [Huile Danis] [Huile d'anis] [Huille ; d'anis] [huile d'anis] [huile d'anise] [huille d'anis],no,
huile d'ambre,[4],ambiguous,,[Huile ; d'ambre],no,
huile d'amande douce,[4],ambiguous,,[Drogues ; Médécinales ; Huile d'amande douce] [Huile d'amande douce] [huile d'amande douce] [Drogues ; medicinales ; huile ; d'amandes ; douce] [Huile ; d'amandes ; douce],no,
huile d'amande,[4],ambiguous,,[Huile ; d'amande] [Huile ; d'amandes] [huile d'amande] [huille d'amande] [Drogues ; melées ; Huile d'ammande] [Huiles; D'amande],no,
huile d'absinthe,[4],ambiguous,,[Huile ; d'absinte],no,
huile de loup marin,[4],ambiguous,,[Huile ; de loup marin] [Huile de Loup Marin] [Huile de Loup marain] [Huile de loup marin],no,
pied d'huile,[4],ambiguous,,[Huile ; pied d'huile],no,
huile en dignar,[4],ambiguous,,[Huile ; en dignar],no,
huile en crasse ou degnes ???,[4],ambiguous,,[Huiles ; En crasse ou Degnes ****],no,
huile de loifon,[4],ambiguous,,[Huile ; De loifon],no,
huile d'enc,[4],ambiguous,,[huille d'enc],no,
huile commune,[4],ambiguous,,[Huile ; commune] [Huille ; commune],no,
huile à ???,[4],ambiguous,,[Huile ; à ?],no,
graisse de porc,[4],ambiguous,,[Graisse ; de porc] [Graisse de Porc] [Graisse de porc] [Graisse ; de trippe] [Graisse de porcs],no,
graisse de poisson,[4],ambiguous,,[Graisse de Poisson],no,
graisse d'ours,[4],ambiguous,,[Graisse ; d'ours] [graises d'Ours],no,
huile de graine et de lin,[4],ambiguous,,[Epiceries ; huile ; de lin et de graines],no,
drogue médicinale huile de benjoin,[4],ambiguous,,[Huile ; de benjoin],no,
degras de peau,[4],ambiguous,,[Degras ; de peau] [Degras ; de peaux] [Degras de peau] [Degras de peaux] [Dégras de peau] [Dégras de peaux],no,
dégras,[4] [???],ambiguous,,[Degrau] [Dégrau] [Degras] [Dégras] [Degra...],no,
cire à cacheter,[4],ambiguous,,[Cire ; A cacheter] [Cire ; a cacheter] [Cire ; à Cachetter] [Cire ; à cacheter] [Cire ; à cachetter] [Cire ; à cachettes] [Cire ; à cochetter] [Cire a cachetter] [Cire à cachettes] [Cire à cacheter] [Cire a cacheter] [Cires à cacheter],no,
cire verte,[4],ambiguous,,[Cire ; verte] [Cire Verte] [cire verte],no,
cire blanche et jaune,[4],ambiguous,,[Cire blanche et jaune] [Cire jaune et blanche] [Cires blanche et jaune] [Cires blanches et jaunes] [Cires jaune et blanche] [Circes blanche et jaune] [2///Matières première///Cires jaune et blanche] [2///Matières premières///Cires jaune et blanche] [2///Matières premières///Circes blanche et jaune] [2///Matières premières///Cires blanche et jaune] [2///Matières premières///Cires blanches et jaunes],no,
cire brute jaune,[4],ambiguous,,[Cire jaune brute],no,
cire jaune,[4],ambiguous,,[CIre Jeaune] [Cire ; Jaune] [Cire ; jaune] [Cire ; jeaune] [Cire ; jeaunne] [Cire Jaune] [Cire Jeaune] [Cire jEaune] [Cire jaune] [Cire jeaune] [Cire jeaunne] [Cires ; Jaune] [Cires jaunes] [cire jaune] [Cires; Jaune] [Cire; Jaune] [Cire jaune;],no,
cire en pain,[4],ambiguous,,[Cire ; en pain] [Cire en pain],no,
grains de cire,[4],ambiguous,,[Cire ; En grains] [Cire ; en grain] [Cire ; en grains] [Cire en grain],no,
grabeau de cire,[4] [2],ambiguous,,[Grabeau ; de cire] [grabeau de cire] [Cire ; en grabeau],no,
flambeaux de cire,[4],ambiguous,,[Cire ; en flambeaux],no,
cire en crasse,[4],ambiguous,,[Cire ; Crasse],no,
bougie de cire,[4],ambiguous,,[Cire ; En bougie] [Cire ; en bougie] [Cire ; en bougies] [Cires ; En bougie] [Cire en bougie] [Cire en bougies] [Cire; En bougie] [Cires en bougie],no,
cire diverse,[4],ambiguous,,[Cire ; Diverses] [Cire ; diverse] [Cires; Diverses],no,
cire de bougie,[4],ambiguous,,[Cire ; cierges] [Cire ; de bougie],no,
cire d'Espagne,[4],ambiguous,,[Cire ; d'Espagne] [Cire ;d'Espagne] [Cire d'Espagne] [cire d'Espagne] [Cire; D'Espagne],no,
cire blanche et jaune fondue et en bougie,[4],ambiguous,,[Cires jaune et blanche fondue et en bougies],no,
cire blanche ouvré,[4],ambiguous,,[Cire ; blanche ; ouvré] [Cire ; blanche ; ouvrée] [Cire blanche ouvré] [Cire blanche ouvrée],no,
cire blanche,[4],ambiguous,,[Cire ; Blanche] [Cire ; Blanches] [Cire ; blanche] [Cire Blanche] [Cire blanche] [cire blanche] [Cire; blanche],no,
œillet,[2],ambiguous,[Œillet] [Œillets],[Œillet] [Œillets],no,
écaille,[2],ambiguous,[Ecaille] [Ecailles],[Ecaille diverses] [Ecailles diverses] [Ecaille] [Ecailles],no,
zédoaria,[2],ambiguous,[Zadoaria] [Zedoaire] [Zedoria] [Zédonia] [Zédoria],[Zadoaria] [Zedoaire] [Zedoria] [Zédonia] [Zédoria],no,
zain,[2],ambiguous,[Zain],[Zain],no,
végétal,[2],ambiguous,[Vegetal] [Végetal] [Végétal],[Vegetal] [Végetal] [Végétal],no,
vaude,[2],ambiguous,[Vaude] [Vaudes] [vaude],[Vaude] [Vaudes] [vaude],no,
turbit,[2],ambiguous,[Turbil] [Turbis] [Turbit] [turbit],[Turbil] [Turbis] [Turbit] [turbit],no,
tourbe,[2],ambiguous,[Tourbe] [Tourbes] [tourbes],[Tourbe] [Tourbes] [tourbes],no,
tondelle,[2],ambiguous,[Tondelle],[Tondelle],no,
tin canarie,[2],ambiguous,,[tin canarie],no,
terrerie,[2],ambiguous,[Terrerie],[Terrerie],no,
terre,[2],ambiguous,[Terre] [Terres],[Terre] [Terres] [Terres ; diverses] [Terres de toutes sortes] [Terres diverses] [Terre ; diverse],no,
terrasse,[2],ambiguous,[Terrasse],[Terrasse],no,
stafisagre,[2],ambiguous,,[Stafisnagre] [Stafisagre] [Stafisaigre] [Stafis ; aigre] [Stafisaigne],no,
squine,[2],ambiguous,[Squine],[Squine] [squine] [Drogues ; médécinales ; squine] [Drogueries médicinales squine],no,
spicanardi,[2],ambiguous,[Spicanardi] [Spicanardy] [spicanardy],[Spicanardi] [Spicanardy] [spicanardy] [Spicanard],no,
spicaceltica,[2],ambiguous,[Spicacellica] [Spicaceltica] [Spicaceltina],[Spicacellica] [Spicaceltica] [Spicaceltina] [Spicacettica],no,
soucis,[2],ambiguous,[Soucis],[Soucis] [Soucy],no,
soie,[2],ambiguous,[Soie ; diverse] [Soye ; Diverses] [Soye ; diverse] [Soyes ; Diverses] [Soyes ; diverses],[Soie ; diverse] [Soye ; Diverses] [Soye ; diverse] [Soyes ; Diverses] [Soyes ; diverses] [Soie diverse] [1///Matières premières///Soie] [Soye;] [Soies] [1///Matières première///Soie] [Soya] [Soie] [Soye] [Soies diverses],no,
simarouba,[2],ambiguous,[Simacouba] [Simaroba] [Simaroubas] [Sinacoubas],[Drogues ; Médecinales en plantes ; Simarouba],no,
serpentine,[2],ambiguous,[Serpentine],[Serpentine],no,
semencine,[2],ambiguous,[Semencine] [semencine],[Semencine] [semencine] [Semenime],no,
sauge,[2],ambiguous,[Sauge] [saude],[Sauge] [saude],no,
sapin,[2],ambiguous,[Sapin] [Sapins],[Sapin] [Sapins],no,
santal,[2],ambiguous,[Santal] [sandal],[Santal] [sandal] [Sandal],no,
salpêtre,[2],ambiguous,[Salpestre] [Salpetre] [Salpètre] [Salpétre] [Salpêtre] [Selpetre] [Selpêtre] [salpetre] [salpétre] [salpêtre] [selpetre] [selpêtre],[Salpestre] [Salpetre] [Salpètre] [Salpétre] [Salpêtre] [Selpetre] [Selpêtre] [salpetre] [salpétre] [salpêtre] [selpetre] [selpêtre],no,
sagne,[2],ambiguous,[Sagne] [sagne],[Sagne] [sagne],no,
saffle,[2],ambiguous,[Saffle] [Saffles] [Safflé],[Saffle] [Saffles] [Safflé] [saffre] [Saffre],no,
sablier,[2],ambiguous,[Sabliers],[Sabliers],no,
sable,[2],ambiguous,[Sable] [sable],[Sable] [sable],no,
résine,[2],ambiguous,[Raisine] [Rasine] [Resine] [Résine],[Raisine] [Rasine] [Resine] [Résine] [Rezine],no,
rotin,[2],ambiguous,[Rotin] [Rotins] [Rottin] [Rottins],[Rotin] [Rotins] [Rottin] [Rottins],no,
roseau,[2],ambiguous,[Roseau] [Roseaux] [Royeaux] [Rozeau] [Rozeaux] [roseau] [roseaux] [rozeaux],[Roseau] [Roseaux] [Royeaux] [Rozeau] [Rozeaux] [roseau] [roseaux] [rozeaux],no,
rodon,[2],ambiguous,[Rodon],[Rodon],no,
rocaille,[2],ambiguous,[Rocaille] [Rocailles],[Rocaille] [Rocailles],no,
redon,[2],ambiguous,[Redon],[Redon],no,
ramure,[2],ambiguous,[Ramures],[Ramures],no,
quercitron,[2],ambiguous,[Quercitron],[Quercitron],no,
quenouille,[2],ambiguous,[Quenouilles] [Quenoüilles],[Quenouilles] [Quenoüilles],no,
plume,[2],ambiguous,[Plumes] [plumes communes] [Plumes ; Diverses] [Plumes ; diverses] [Plumes de toute sorte] [Plumes de toutes sortes] [plumes mortes],[Plumes] [plumes communes] [Plumes ; Diverses] [Plumes ; diverses] [Plumes de toute sorte] [Plumes de toutes sortes] [plumes mortes],no,
ploc,[2],ambiguous,[Ploc] [Plock] [Plocq] [Plocs] [Ploq] [plocq],[Ploc] [Plock] [Plocq] [Plocs] [Ploq] [plocq],no,
plançon,[2],ambiguous,[Plançon] [Plançons],[Plançon] [Plançons],no,
planchenier,[2],ambiguous,[planchenier],[planchenier],no,
pierre,[2],ambiguous,[Malachite] [Pierres] [pierres] [Pierres de Öland] [Pierres ; Diverses] [Pierres ; diverses] [Pierres diverses],[Malachite] [Pierres] [pierres] [Pierres de Öland] [Pierres ; Diverses] [Pierres ; diverses] [Pierres diverses] [Ouvrages en pierre] [Pierres; Diverses] [Ouvrages en pierres] [Pierres ; diverse],no,
perche,[2],ambiguous,[Perche] [Perches],[Perche] [Perches],no,
pelleterie,[2],ambiguous,[Ouvrages ; De peaux] [Ouvrages ; de peaux] [Ouvrages de peau] [Ouvrages de peaux] [Ouvrages ; de pelleterie] [ouvrages de pelleteries],[Pelleterie] [Pelleteries] [Pelletrie] [Pelletries] [pelleterie] [pelletrie] [Pelleterie ; diverse] [Ouvrages ; De peaux] [Ouvrages ; de peaux] [Ouvrages de peau] [Ouvrages de peaux] [Ouvrages ; de pelleterie] [Pelleterie mèlées] [Peaux ; Peleterie] [Peaux ; Palleterie de peaux ; Diverses] [Peaux Pelleteries] [Peaux et pelleterie ; pelleterie ; diverses] [Pelleterie diverse] [Pelleteries mêlées] [Peleterie] [Peaux pelleteries ouvrées] [Peaux ; Pelleterie] [Pelleteries de toutes sortes] [Peaux ; pelleterie] [Peaux pelleterie] [Peaux pelletries] [Pelletterie diverse] [Peaux Pelleterie] [Peaux Pellettris],no,
pavé,[2],ambiguous,[Pavés],[Pavés],no,
pavot,[2],ambiguous,[Pavots],[Pavots],no,
palme,[2],ambiguous,[Palmes] [palmes],[Palmes] [palmes],no,
paille,[2],ambiguous,[Paille] [Pailles] [paille] [Paille Diverse],[Paille] [Pailles] [paille] [Paille Diverse],no,
osier,[2],ambiguous,[Osier] [Ozier] [ozier] [oziers d'en dessous de 7 paumes] [oziers de 10 à 11 paumes] [oziers de 12 à 14 paumes] [oziers de 7 à 9 paumes] [oziers en dessous de 10 paumes],[Osier] [Ozier] [ozier] [Oziers],no,
orobes,[2],ambiguous,[Orobes],[Orobes],no,
oreillon,[2],ambiguous,[Oreillons],[Oreillons],no,
orcanette,[2],ambiguous,[Orcanette] [Orcanettes],[Orcanette] [Orcanettes],no,
opoponax,[2],ambiguous,[Opoponax] [Opponax] [Oppoponax] [opopanax] [opoponas] [opoponax],[Opoponax] [Opponax] [Oppoponax] [opopanax] [opoponas] [opoponax],no,
ocre et brun rouge,[2],ambiguous,[Ocres et brun rouge],[Ocres et brun rouge],no,
noyau,[2],ambiguous,[Noyaux],[Noyaux],no,
nattron,[2],ambiguous,[Natrons] [Nattrons],[Natrons] [Nattrons],no,
nacre,[2],ambiguous,[Nacre] [nacis] [nacre] [Nacre ; En coquille] [Nacre ; en coquille] [Naire ; en coquilles],[Nacre] [nacre],no,
myrrhe,[2],ambiguous,[Mirche] [Mirrbe] [Mirrge] [Mirrhe] [Myrrhe] [mhirre] [mirre] [mirrhe],[Mirche] [Mirrbe] [Mirrge] [Mirrhe] [Myrrhe] [mhirre] [mirre] [mirrhe] [Drogues ; odorantes ; mirre],no,
muscade et macis,[2],ambiguous,[Muscade et macis],[Muscade et macis],no,
musc,[2],ambiguous,[Musc] [musc],[Musc] [musc] [Drogues ; Odorantes ; Musc] [Drogues ; Odorantes ; Muse] [Drogues ; odorantes ; musc] [Drogues ; muse],no,
mousse,[2],ambiguous,[Mousse],[Mousse] [Drogues; Médicinales; Mousse],no,
moulon,[2],ambiguous,[Moulons],[Moulons],no,
mirke,[2],ambiguous,[Mirke],[Mirke],no,
matériau,[2],ambiguous,[Matériaux],[Matériaux],no,
massicot,[2],ambiguous,[Masicot] [Masicots] [Massicol] [Massicos] [Massicot] [Massicots] [Massisot] [masicot] [masiscot] [massicot],[Masicot] [Masicots] [Massicol] [Massicos] [Massicot] [Massicots] [Massisot] [masicot] [masiscot] [massicot],no,
marcassite,[2],ambiguous,[Marcacitte] [Marcassite] [Marcassites] [Marcassitte],[Marcacitte] [Marcassite] [Marcassites] [Marcassitte],no,
marbre,[2],ambiguous,[Marbre] [Marbres] [marbre],[Marbre] [Marbres] [marbre] [///Industrie étrangère///Marbres] [Marbre;] [///Industrie Etrangère///Marbres],no,
manganèse,[2],ambiguous,[Maganaise] [Manganèse],[Maganaise] [Manganèse],no,
madrier,[2],ambiguous,[Madriers],[Madriers],no,
lycopode,[2],ambiguous,[Licopodes],[Licopodes],no,
lin,[2],ambiguous,[Lin] [Lin ; de toutes sortes] [P.N. lin] [lin] [Lin ; ...] [Lin ; commun] [Lin de Marienborg] [Lin de Pologne] [Lin ; en bottes] [Lin ; en gerbe] [Lin ; en gerbes] [Lin ; en masse] [Lin ; en masses] [Lin en Masses] [Lin en masse] [Lin massé] [Lin ; en motte] [Lin ; en paille] [Lin ; en pelotte] [Lin ; en pelottes] [Lin ordinaire] [Lin polonais] [Lin preussien] [Lin russe] [lin verd non battu] [Sorte de lin],[Lin] [Lin ; de toutes sortes] [lin] [1///Matières premières///Lin],no,
limaille de fer,[2],ambiguous,[Limaille de fer],[Limaille de fer],no,
limaille,[2],ambiguous,[Limaille],[Limaille],no,
lavande,[2],ambiguous,[Lavance],[Lavance],no,
lauze,[2],ambiguous,[Lauze] [Lauzes] [Loze] [Lozes],[Lauze] [Lauzes] [Loze] [Lozes],no,
laine,[2],ambiguous,"[agnelines et crottelins] [Lain] [Laine] [Laines] [Laisne] [Laine ; en ...] [Laines communes, ordinaires, lavées et en suint] [Laine ; diverse] [Laine ; diverses] [Laines ; de toutes sortes] [Laines ; diverses] [Laines diverses] [Laine ; en masses] [Sorte de laine]",[Laine] [Laines] [Laisne] [Laine ; diverse] [Laine ; diverses] [Laines ; de toutes sortes] [Laines ; diverses] [Laines diverses] [Laines divers] [1///Matières première///Laine] [Laine diverses] [laine] [1///Matières premières///Laine],no,
labdanum,[2],ambiguous,[Labdanum],[Labdanum],no,
jonquine,[2],ambiguous,[Jonquine] [Jouquine],[Jonquine] [Jouquine] [jonquine],no,
jonc et roseau,[2],ambiguous,[Joncs et roseaux],[Joncs et roseaux],no,
jonc,[2],ambiguous,[Ionce] [Iongs] [Jonc] [Joncs] [Jones] [Jongs] [jonc] [joncs],[Ionce] [Iongs] [Jonc] [Joncs] [Jones] [Jongs] [jonc] [joncs],no,
jalap,[2],ambiguous,[Jalap] [Jalaps] [Jalop] [jalap] [jalappe] [jalops],[Jalap] [Jalaps] [Jalop] [jalap] [jalappe] [jalops] [Drogues ; Médécinales ; Jalap] [Drogues ; médecinales ; jalap] [Drogues ; médicinales ; jalap] [Drogues ; médécinales ; jalap] [Drogues; Médicinales; Jalap] [Drogues ; medicinales ; jalap] [Drogues ; Medecinales en plantes ; Jalop] [Drogueries médicinales jalap],no,
