,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,Total,,,,,,,
AIX-EN-PROVENCE,2,2,3,0,4,2,3,3,0,1,2,1,2,1,0,0,1,1,2,0,0,2,1,2,1,3,1,1,0,2,2,6,4,4,4,1,4,2,0,2,3,1,1,0,3,3,1,2,14,4,3,1,1,0,1,1,2,1,2,2,1,3,2,1,0,1,0,0,0,2,3,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,1,2,3,2,2,3,0,1,1,1,0,1,3,2,1,0,1,5,1,3,1,2,3,1,3,9,5,1,0,2,0,0,2,0,4,3,5,4,4,1,52,273,1661,AIX-EN-PROVENCE,2,,,,
ALENCON,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,6,3,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,1,0,2,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,3,1,1,0,4,0,0,0,0,1,0,0,0,2,4,75,1662,AIX-EN-PROVENCE,2,,,,
AMIENS,0,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,4,2,0,1,1,0,3,1,1,1,3,8,15,2,1,2,2,2,1,2,1,0,2,0,0,1,4,1,1,3,1,1,3,0,1,1,0,0,1,0,1,0,0,6,1,3,3,1,4,5,2,2,6,3,3,4,7,3,4,7,9,5,5,4,3,4,3,7,7,5,1,4,7,4,4,5,2,3,10,3,1,5,4,10,7,14,8,8,3,9,11,7,4,340,1663,AIX-EN-PROVENCE,3,,,,
AUCH,4,4,2,0,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,3,1,2,2,0,2,0,0,0,0,0,0,0,3,1,2,2,2,2,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,4,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0,3,1,4,4,1,2,3,0,0,2,4,105,1664,AIX-EN-PROVENCE,0,,,,
BASTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,11,6,14,5,18,2,0,4,0,0,1,1,1,1,0,2,0,1,0,0,102,1665,AIX-EN-PROVENCE,4,,,,
BESANCON,0,0,0,0,0,0,0,4,2,2,0,0,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,3,1,1,1,1,0,0,0,1,1,0,5,3,1,2,1,2,4,5,1,5,2,0,2,0,3,2,2,1,1,1,5,3,2,3,3,0,0,1,1,1,1,5,1,2,4,7,2,1,1,1,3,1,1,1,2,5,3,1,1,0,2,0,5,2,0,1,1,2,4,3,7,6,7,2,2,3,2,1,3,1,1,3,5,2,2,0,2,1,4,7,9,226,1666,AIX-EN-PROVENCE,2,,,,
BORDEAUX,5,1,3,11,5,1,0,1,1,1,5,2,1,1,9,0,0,1,1,1,5,1,0,0,1,1,0,1,1,1,0,6,1,2,2,1,1,0,4,4,1,2,0,1,2,2,10,5,7,3,6,1,3,0,2,2,0,2,2,1,0,1,2,0,5,0,1,1,0,2,2,0,2,3,0,1,0,5,1,2,5,2,5,6,4,3,2,3,1,7,9,1,6,4,3,2,2,0,0,1,2,0,1,3,3,2,1,3,3,3,11,6,29,5,6,2,6,2,2,1,3,8,9,11,9,6,6,5,4,380,1667,AIX-EN-PROVENCE,3,,,,
BOURGES,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,1,1,6,1,4,2,3,1,0,0,0,1,3,1,0,1,0,1,1,0,2,0,0,1,2,1,0,0,0,0,1,1,1,2,2,0,1,1,0,1,0,0,1,2,3,3,0,1,2,0,0,3,0,2,0,1,0,3,2,4,4,4,1,4,5,0,2,2,3,1,2,2,5,0,1,5,1,1,0,4,1,3,6,143,1668,AIX-EN-PROVENCE,3,,,,
CAEN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,1,2,0,14,2,1,4,8,2,5,1,2,2,2,0,0,0,1,1,2,0,0,0,0,2,0,1,0,0,1,0,1,1,3,1,2,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,2,0,0,0,4,1,0,1,0,1,2,2,0,2,3,2,6,2,1,5,5,4,4,4,6,145,1669,AIX-EN-PROVENCE,0,,,,
