numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
927,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; or et argent,Portugal,14800,,,,,,29564517,,3211217,,,,,,,,,
927,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Huile ; de vitriol,Italie,80400,,,,,,16277686,,217895,,,,,,,,,
928,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; or et argent,Savoye,57760,,,,,,29564517,,3211217,,,,,,,,,
928,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Huile ; de vitriol,Savoye,42800,,,,,,16277686,,217895,,,,,,,,,
929,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; or et argent,Suisse,28400,,,,,,29564517,,3211217,,,,,,,,,
929,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Huitres,Angleterre,,,,,,,13734,,,,,,,,,,,
930,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Allemagne,14069223,,,,,,29564517,,20797856,21007566,,,,,,,,
930,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jais,Espagne,,,,,,,6608,,,,,,,,,,,
931,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Angleterre,23490,,,,,,29564517,,20797856,21007566,,,,,,,,
931,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jalap,Espagne,59612,,,,,,72201,,,,,,,,,,,
932,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Danemark,16840,,,,,,29564517,,20797856,21007566,,,,,,,,
932,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jalap,Hollande,1609,,,,,,72201,,,,,,,,,,,
933,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Espagne,1865155,,,,,,29564517,,20797856,21007566,,,,,,,,
933,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jalap,Genes,10980,,,,,,72201,,,,,,,,,,,
934,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Flandre,538322,,,,,,29564517,,20797856,21007566,,,,,,,,
934,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jambons,Allemagne,3771,,,,,,13096,,,,,,,,,,,
935,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Hollande,209747,,,,,,29564517,,20797856,21007566,,,,,,,,
935,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jambons,Espagne,2491,,,,,,13096,,,,,,,,,,,
936,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Italie,2101140,,,,,,29564517,,20797856,21007566,,,,,,,,
936,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jambons,Hollande,2982,,,,,,13096,,,,,,,,,,,
937,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Naples,379400,,,,,,29564517,,20797856,21007566,,,,,,,,
937,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jambons,Nord,3852,,,,,,13096,,,,,,,,,,,
938,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Genes,65867,,,,,,29564517,,20797856,21007566,,,,,,,,
938,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Jaune de Naples,Naples,,,,,,,4941,,,,,,,,,,,
939,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Venise,4700,,,,,,29564517,,20797856,21007566,,,,,,,,
939,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,48,Inde fine,Hollande,,,,,,,5866,,,,,,,,,,,
940,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Levant,213740,,,,,,29564517,,20797856,21007566,,,,,,,,
940,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Indigo,Espagne,55330,,,,,,8759542,,,,,,,,,,,
941,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Nord,9367,,,,,,29564517,,20797856,21007566,,,,,,,,
941,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Indigo,Flandre,42989,,,,,,8759542,,,,,,,,,,,
942,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Portugal,167275,,,,,,29564517,,20797856,21007566,,,,,,,,
942,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Indigo,Hollande,3938,,,,,,8759542,,,,,,,,,,,
943,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Russie,11310,,,,,,29564517,,20797856,21007566,,,,,,,,
943,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Indigo,Italie,11740,,,,,,8759542,,,,,,,,,,,
944,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Savoye,285586,,,,,,29564517,,20797856,21007566,,,,,,,,
944,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Indigo,Isles,8645545,,,,,,8759542,,,,,,,,,,,
945,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Suisse,381249,,,,,,29564517,,20797856,21007566,,,,,,,,
945,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Instruments de musique,Allemagne,74462,,,,,,77462,,,,,,,,,,,
946,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Isles,443513,,,,,,29564517,,20797856,21007566,,,,,,,,
946,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Instruments de musique,Angleterre,3000,,,,,,77462,,,,,,,,,,,
947,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; diverses,Guinée,11932,,,,,,29564517,,20797856,21007566,,,,,,,,
947,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Joncs à faire chaises,Flandre,,,,,,,5784,,,,,,,,,,,
948,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; bours,Angleterre,5000,,,,,,29564517,,61600,21007566,,,,,,,,
948,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jonquine,Espagne,,No value for Espagne,,,,,,,,,,,,,,,,
949,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; bours,Espagne,6600,,,,,,29564517,,61600,21007566,,,,,,,,
949,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Ipecacuanna,Hollande,1140,,,,,,7151,,,,,,,,,,,
950,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; bours,Levant,50000,,,,,,29564517,,61600,21007566,,,,,,,,
950,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Ipecacuanna,Genes,3380,,,,,,7151,,,,,,,,,,,
951,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,34,Etoffe ; de soye ; crepe,Allemagne,1850,,,,,,29564517,,,21007566,,,,,,,,
951,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Ipecacuanna,Portugal,2631,,,,,,7151,,,,,,,,,,,
952,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; satin,Espagne,60000,,,,,,29564517,,117720,21007566,,,,,,,,
952,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Iris,Italie,,,,,,,13991,,,,,,,,,,,
953,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; satin,Levant,38200,,,,,,29564517,,117720,21007566,,,,,,,,
953,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de citrons,Espagne,14400,,,,,,147723,,81285,,,,,,,,,
954,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; satin,Savoye,10000,,,,,,29564517,,117720,21007566,,,,,,,,
954,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de citrons,Italie,1200,,,,,,147723,,81285,,,,,,,,,
955,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; satin,Guinée,9520,,,,,,29564517,,117720,21007566,,,,,,,,
955,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de citrons,Naples,65685,,,,,,147723,,81285,,,,,,,,,
956,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; velour,Angleterre,5000,,,,,,29564517,,28540,21007566,,,,,,,,
956,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de reglisse,Espagne,7141,,,,,,147723,,66438,,,,,,,,,
957,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; velour,Italie,2800,,,,,,29564517,,28540,21007566,,,,,,,,
957,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de reglisse,Italie,41837,,,,,,147723,,66438,,,,,,,,,
958,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; velour,Genes,4000,,,,,,29564517,,28540,21007566,,,,,,,,
958,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de reglisse,Naples,15300,,,,,,147723,,66438,,,,,,,,,
959,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; velour,Isles,14016,,,,,,29564517,,28540,21007566,,,,,,,,
959,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Jus ; de reglisse,Genes,2160,,,,,,147723,,66438,,,,,,,,,
960,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; de soye ; velour,Guinée,2724,,,,,,29564517,,28540,21007566,,,,,,,,
960,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Lacque ; platte,Venise,,,,,,,1800,,,,,,,,,,,
961,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Allemagne,467375,,,,,,29564517,,664852,2984547,,,,,,,,
961,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'agnelin,Nord,12425,,,,,,20893664,,,,,,,,,,,
962,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Espagne,1575,,,,,,29564517,,664852,2984547,,,,,,,,
962,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'allemagne,Hollande,1125,,,,,,20893664,,981504,,,,,,,,,
963,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Flandre,4302,,,,,,29564517,,664852,2984547,,,,,,,,
963,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'allemagne,Nord,980379,,,,,,20893664,,981504,,,,,,,,,
964,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Hollande,10575,,,,,,29564517,,664852,2984547,,,,,,,,
964,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; de Carmenie,Hollande,6030,,,,,,20893664,,,,,,,,,,,
965,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Italie,29900,,,,,,29564517,,664852,2984547,,,,,,,,
965,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; de chevrons,Espagne,15600,,,,,,20893664,,236223,,,,,,,,,
966,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Portugal,19775,,,,,,29564517,,664852,2984547,,,,,,,,
966,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; de chevrons,Levant,220623,,,,,,20893664,,236223,,,,,,,,,
967,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Savoye,46275,,,,,,29564517,,664852,2984547,,,,,,,,
967,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; commune,Espagne,3168,,,,,,20893664,,,,,,,,,,,
968,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; misoye,Suisse,85075,,,,,,29564517,,664852,2984547,,,,,,,,
968,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'Espagne,Espagne,9615560,,,,,,20893664,,9644260,,,,,,,,,
969,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Allemagne,154667,,,,,,29564517,,227663,2984547,,,,,,,,
969,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'Espagne,Hollande,23625,,,,,,20893664,,9644260,,,,,,,,,
970,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Espagne,12442,,,,,,29564517,,227663,2984547,,,,,,,,
970,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; d'Espagne,Portugal,5075,,,,,,20893664,,9644260,,,,,,,,,
971,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Flandre,7552,,,,,,29564517,,227663,2984547,,,,,,,,
971,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; filée,Angleterre,9196,,,,,,20893664,,16816,,,,,,,,,
972,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Hollande,1370,,,,,,29564517,,227663,2984547,,,,,,,,
972,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,49,Laine ; filée,Hollande,7620,,,,,,20893664,,16816,,,,,,,,,
973,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Italie,33555,,,,,,29564517,,227663,2984547,,,,,,,,
973,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Espagne,2624,,,,,,20893664,,2060277,,,,,,,,,
974,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Genes,1200,,,,,,29564517,,227663,2984547,,,,,,,,
974,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Flandre,2625,,,,,,20893664,,2060277,,,,,,,,,
975,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Nord,2412,,,,,,29564517,,227663,2984547,,,,,,,,
975,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Italie,468465,,,,,,20893664,,2060277,,,,,,,,,
976,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Savoye,7165,,,,,,29564517,,227663,2984547,,,,,,,,
976,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Naples,756098,,,,,,20893664,,2060277,,,,,,,,,
977,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; àpea,Suisse,7300,,,,,,29564517,,227663,2984547,,,,,,,,
977,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Genes,35227,,,,,,20893664,,2060277,,,,,,,,,
978,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Allemagne,56161,,,,,,29564517,,397875,2984547,,,,,,,,
978,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Levant,780010,,,,,,20893664,,2060277,,,,,,,,,
979,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Espagne,27440,,,,,,29564517,,397875,2984547,,,,,,,,
979,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Portugal,13503,,,,,,20893664,,2060277,,,,,,,,,
980,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Flandre,132772,,,,,,29564517,,397875,2984547,,,,,,,,
980,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; lavée,Savoye,1725,,,,,,20893664,,2060277,,,,,,,,,
981,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Hollande,126880,,,,,,29564517,,397875,2984547,,,,,,,,
981,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; du Nord,Nord,97875,,,,,,20893664,,,,,,,,,,,
982,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Nord,5020,,,,,,29564517,,397875,2984547,,,,,,,,
982,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; peignée,Allemagne,3466,,,,,,20893664,,34030,,,,,,,,,
983,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Portugal,45115,,,,,,29564517,,397875,2984547,,,,,,,,
983,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; peignée,Angleterre,30564,,,,,,20893664,,34030,,,,,,,,,
984,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Savoye,2300,,,,,,29564517,,397875,2984547,,,,,,,,
984,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; peluche?,Savoye,32250,,,,,,20893664,,35540,,,,,,,,,
985,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; au quart,Suisse,2187,,,,,,29564517,,397875,2984547,,,,,,,,
985,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; peluche?,Suisse,3290,,,,,,20893664,,35540,,,,,,,,,
986,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; grisette,Espagne,2688,,,,,,29564517,,6208,2984547,,,,,,,,
986,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; de Portugal,Portugal,281130,,,,,,20893664,,,,,,,,,,,
987,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; grisette,Levant,1892,,,,,,29564517,,6208,2984547,,,,,,,,
987,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; de Segovie,Espagne,533868,,,,,,20893664,,,,,,,,,,,
988,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; grisette,Suisse,1628,,,,,,29564517,,6208,2984547,,,,,,,,
988,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; en suin ???,Angleterre,6682,,,,,,20893664,,163029,,,,,,,,,
989,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Allemagne,87732,,,,,,29564517,,163428,2984547,,,,,,,,
989,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; en suin ???,Espagne,150092,,,,,,20893664,,163029,,,,,,,,,
990,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Espagne,1785,,,,,,29564517,,163428,2984547,,,,,,,,
990,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; en suin ???,Hollande,6255,,,,,,20893664,,163029,,,,,,,,,
991,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Hollande,6356,,,,,,29564517,,163428,2984547,,,,,,,,
991,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; surge,Espagne,1103953,,,,,,20893664,,6707977,,,,,,,,,
992,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Italie,46950,,,,,,29564517,,163428,2984547,,,,,,,,
992,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; surge,Italie,26852,,,,,,20893664,,6707977,,,,,,,,,
993,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Portugal,15610,,,,,,29564517,,163428,2984547,,,,,,,,
993,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; surge,Genes,60585,,,,,,20893664,,6707977,,,,,,,,,
994,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,35,Etoffe ; meslées de soye ; panne,Suisse,4995,,,,,,29564517,,163428,2984547,,,,,,,,
994,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; surge,Levant,5516587,,,,,,20893664,,6707977,,,,,,,,,
995,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Allemagne,445989,,,,,,29564517,,1500235,2984547,,,,,,,,
995,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Laine ; de vigogne,Espagne,79512,,,,,,20893664,,,,,,,,,,,
996,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Espagne,642293,,,,,,29564517,,1500235,2984547,,,,,,,,
996,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Langues salées,Angleterre,,,,,,,2796,,,,,,,,,,,
997,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Flandre,212646,,,,,,29564517,,1500235,2984547,,,,,,,,
997,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Lard,Angleterre,25975,,,,,,43975,,,,,,,,,,,
998,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Hollande,1990,,,,,,29564517,,1500235,2984547,,,,,,,,
998,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Lard,Genes,18000,,,,,,43975,,,,,,,,,,,
999,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Italie,82452,,,,,,29564517,,1500235,2984547,,,,,,,,
999,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Lattes,Allemagne,,,,,,,3508,,,,,,,,,,,
1000,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Portugal,78570,,,,,,29564517,,1500235,2984547,,,,,,,,
1000,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Allemagne,47052,,,,,,311283,,,,,,,,,,,
1001,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Savoye,1170,,,,,,29564517,,1500235,2984547,,,,,,,,
1001,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Angleterre,33180,,,,,,311283,,,,,,,,,,,
1002,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; peluche,Suisse,35125,,,,,,29564517,,1500235,2984547,,,,,,,,
1002,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Espagne,5330,,,,,,311283,,,,,,,,,,,
1003,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; trippe de velour,Allemagne,13660,,,,,,29564517,,24286,2984547,,,,,,,,
1003,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Hollande,123625,,,,,,311283,,,,,,,,,,,
1004,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; trippe de velour,Espagne,1400,,,,,,29564517,,24286,2984547,,,,,,,,
1004,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Italie,5120,,,,,,311283,,,,,,,,,,,
1005,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; trippe de velour,Levant,2016,,,,,,29564517,,24286,2984547,,,,,,,,
1005,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Naples,16021,,,,,,311283,,,,,,,,,,,
1006,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; trippe de velour,Portugal,4382,,,,,,29564517,,24286,2984547,,,,,,,,
1006,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Genes,22755,,,,,,311283,,,,,,,,,,,
1007,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; trippe de velour,Suisse,2828,,,,,,29564517,,24286,2984547,,,,,,,,
1007,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,50,Legumes,Levant,27068,,,,,,311283,,,,,,,,,,,
1008,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; meslées de soye ; velour d'otruche?,Allemagne,,No value for Allemagne,,,,,29564517,,,,,,,,,,,
1008,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Legumes,Nord,13356,,,,,,311283,,,,,,,,,,,
1009,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Allemagne,5310,,,,,,29564517,,260148,351928,,,,,,,,
1009,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Legumes,Savoye,17776,,,,,,311283,,,,,,,,,,,
1010,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Espagne,123979,,,,,,29564517,,260148,351928,,,,,,,,
1010,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Léton ; ouvré,Hollande,1232,,,,,,2867,,,,,,,,,,,
1011,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Italie,5170,,,,,,29564517,,260148,351928,,,,,,,,
1011,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Léton ; ouvré,Nord,1635,,,,,,2867,,,,,,,,,,,
1012,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Naples,1670,,,,,,29564517,,260148,351928,,,,,,,,
1012,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Librairie,Hollande,70548,,,,,,166778,,,,,,,,,,,
1013,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Genes,1125,,,,,,29564517,,260148,351928,,,,,,,,
1013,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Librairie,Italie,16430,,,,,,166778,,,,,,,,,,,
1014,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Levant,1200,,,,,,29564517,,260148,351928,,,,,,,,
1014,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Librairie,Naples,11990,,,,,,166778,,,,,,,,,,,
1015,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,36,Etoffe ; de coton ; cotonne,Savoye,6605,,,,,,29564517,,260148,351928,,,,,,,,
1015,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,51,Librairie,Genes,9440,,,,,,166778,,,,,,,,,,,
