numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,bas de soye,Rennes,pour l'Angleterre,8,douzaines de paires,110,0,-880,
2,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,beurre,Rennes,pour l'Angleterre,11530,livres,"0,55",0,"-6341,5",
3,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,caffé des Isles,Rennes,pour l'Angleterre,15451,livres,"0,7625",0,"-11781,39",
4,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,chaises de paille,Rennes,pour l'Angleterre,688,en nombre,1,0,-688,
5,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,chandelle,Rennes,pour l'Angleterre,3151,livres,"0,55",0,"-1733,05",
6,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,cuirs de beuf tannés,Rennes,pour l'Angleterre,20260,livres,"0,45",0,-9117,
7,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,eau de vie,Rennes,pour l'Angleterre,"2,25",barriques,150,0,"-337,5",
8,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,eau de vie,Rennes,pour l'Angleterre,"2058,5",veltes,"5,5",0,"-11321,75",
9,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,epicerie fine,Rennes,pour l'Angleterre,47,livres,10,0,-470,
10,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,filain,Rennes,pour l'Angleterre,1100,livres,"0,3",0,-330,
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,fruit sec,Rennes,pour l'Angleterre,34440,livres,"0,3",0,-10332,
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,huile d'olive,Rennes,pour l'Angleterre,2098,pots,3,0,-6294,
13,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1772.csv,Local,Exports,1,1772,mercerie,Rennes,pour l'Angleterre,,,0,1258,1258,valeur de 1258 L cy
