numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,charbon de terre,Rennes,d'Angleterre,"40,00",tonneaux,"30,00000",0,-1200,
2,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,bois d'Espars,Rennes,de Danemark,"58,00",en nombre,"1,00000",0,-58,
3,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,bray gras,Rennes,de Danemark,"1 187,00",barils,"28,00000",0,-33236,
4,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,cabillauds,Rennes,de Danemark,"60,00",barils,"25,00000",0,-1500,
5,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,huille de poisson,Rennes,de Danemark,"1,50",barique,"160,00000",0,-240,
6,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,morue seche,Rennes,de Danemark,"11 610,00",livres,"0,40000",0,-4644,
7,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,planches de sapin,Rennes,de Danemark,"75 133,00",en nombre,"1,00000",0,-75133,
8,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,rogue de stocfiche,Rennes,de Danemark,"1 528,00",barils,"50,00000",0,-76400,
9,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,1,1779,amandes,Rennes,d'Espagne,"965,00",livres,"0,30000",0,"-289,5",
10,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,avirons,Rennes,d'Espagne,"1 750,00",en nombre,"2,50000",0,-4375,
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,citrons et oranges,Rennes,d'Espagne,"63 000,00",en nombre,"0,05000",0,-3150,
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,fer en barres,Rennes,d'Espagne,"292 210,00",livres,"0,20000",0,-58442,
13,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,figues,Rennes,d'Espagne,"62 900,00",livres,"0,15000",0,-9435,
14,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,grenades,Rennes,d'Espagne,"30,00",livres,"0,30000",0,-9,
15,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,jalap,Rennes,d'Espagne,"4 243,00",livres,"2,00000",0,-8486,
16,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,marchandises meslées,Rennes,d'Espagne,,,"0,00000",10,10,valeur de 10 L
17,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,patates,Rennes,d'Espagne,"140,00",en nombre,"0,00417",0,"-0,58",
18,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,quinquina,Rennes,d'Espagne,"2 143,00",livres,"4,00000",0,-8572,
19,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,raisins secs,Rennes,d'Espagne,"213 175,00",livres,"0,30000",0,"-63952,5",
20,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,vin de Malaga,Rennes,d'Espagne,"13,25",tonneaux,"700,00000",0,-9275,
21,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,charbon de terre,Rennes,de Flandre,"840,00",razières,"0,00000",0,0,120 L le tonneau
22,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,cornes en feuilles,Rennes,de Flandre,"2 300,00",livres,"3,00000",0,-6900,
23,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,cuivre en planches,Rennes,de Flandre,"240,00",livres,"1,40000",0,-336,
24,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,plomb laminé,Rennes,de Flandre,"95 000,00",livres,"0,35000",0,-33250,
25,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,plomb en saumon,Rennes,de Flandre,"65 000,00",livres,"0,20000",0,-13000,
26,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,acier,Rennes,d'Hollande,"97,00",barils,"52,50000",0,"-5092,5",
27,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1779.csv,Local,Imports,2,1779,acier,Rennes,d'Hollande,"6 860,00",livres,"0,35000",0,-2401,
