numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,fruits secs,Rennes,pour l'Angleterre,"43 110,00",livres,"0,30000",0,-12933,
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,huile d'olive,Rennes,pour l'Angleterre,"1 040,00",pots,"2,00000",0,-2080,
13,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,marchandises meslées,Rennes,pour l'Angleterre,,,"0,00000",196,196,valeur de 196 L cy
14,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,mélasse,Rennes,pour l'Angleterre,"6 432,00",livres,"0,09600",0,"-617,47",9 L 12 S L%
15,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,mercerie,Rennes,pour l'Angleterre,,,"0,00000",2410,2410,valeur de 2410 L cy
16,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,miel,Rennes,pour l'Angleterre,"17 990,00",livres,"0,17500",0,"-3148,25",
17,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,papier blanc,Rennes,pour l'Angleterre,"114,00",rames,"8,00000",0,-912,
18,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,peaux de veau corroyées,Rennes,pour l'Angleterre,"7,00",douzaines,"36,00000",0,-252,
19,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,raisins secs,Rennes,pour l'Angleterre,"1 000,00",livres,"0,20000",0,-200,
20,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,savon,Rennes,pour l'Angleterre,"547,00",demi caisses,"45,00000",0,-24615,
21,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,souffre,Rennes,pour l'Angleterre,"2 406,00",livres,"0,10000",0,"-240,6",
22,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,sucre terré,Rennes,pour l'Angleterre,"127 039,00",livres,"0,42000",0,"-53356,38",42 L %
23,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,suif,Rennes,pour l'Angleterre,"10 859,00",livres,"0,45000",0,"-4886,55",
24,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,taffia,Rennes,pour l'Angleterre,"380,00",veltes,"3,00000",0,-1140,
25,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,thé,Rennes,pour l'Angleterre,"475 961,00",livres,"2,25000",0,"-1070912,25",
26,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile de batiste,Rennes,pour l'Angleterre,"180,00",aunes,"6,00000",0,-1080,
27,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile cirée,Rennes,pour l'Angleterre,"3 870,00",aunes,"1,25000",0,"-4837,5",
28,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile de halle,Rennes,pour l'Angleterre,"27 256,00",aunes,"0,95000",0,"-25893,2",
29,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile Languenan,Rennes,pour l'Angleterre,"253,00",aunes,"0,90000",0,"-227,7",
30,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile serpilliere,Rennes,pour l'Angleterre,"3 887,00",aunes,"0,50000",0,"-1943,5",
31,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,toile siamoise,Rennes,pour l'Angleterre,"1 800,00",aunes,"1,75000",0,-3150,
32,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vaches,Rennes,pour l'Angleterre,"24,00",en nombre,"45,00000",0,-1080,
33,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vin d'Aubagne,Rennes,pour l'Angleterre,"6,00",bariques,"50,00000",0,-300,
34,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vin de Bordeaux,Rennes,pour l'Angleterre,"86,00",bariques,"100,00000",0,-8600,
35,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vin d'Espagne,Rennes,pour l'Angleterre,"180,00",pots,"1,50000",0,-270,
36,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vin de la Rochelle,Rennes,pour l'Angleterre,"7,00",bariques,"30,00000",0,-210,
37,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vinaigre,Rennes,pour l'Angleterre,"19,00",quarts,"15,00000",0,-285,
38,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,vinaigre,Rennes,pour l'Angleterre,"56,00",barils,"10,00000",0,-560,
39,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,miel,Rennes,pour le Danemark,"148 600,00",livres,"0,17500",0,-26005,
40,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,sel,Rennes,pour le Danemark,"57,00",muids,"160,00000",0,-9120,
41,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,acier,Rennes,pour l'Espagne,"10 000,00",livres,"0,35000",0,-3500,
42,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,bas de fil,Rennes,pour l'Espagne,"61,50",douzaines,"24,00000",0,-1476,
43,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,bas de fil,Rennes,pour l'Espagne,"174,00",paires,"2,00000",0,-348,
44,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,beurre,Rennes,pour l'Espagne,"28 774,00",livres,"0,55000",0,"-15825,7",
45,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,bougie,Rennes,pour l'Espagne,"200,00",livres,"2,40000",0,-480,
46,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,caffé,Rennes,pour l'Espagne,"4 479,00",livres,"0,55000",0,"-2463,45",
47,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,2,1773,cercles de bois,Rennes,pour l'Espagne,"442,00",paquets,"2,50000",0,-1105,
48,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,chemises bretonnes,Rennes,pour l'Espagne,"3 082,00",en nombre,"2,00000",0,-6164,
49,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,chemises garnies,Rennes,pour l'Espagne,"7 262,00",en nombre,"10,00000",0,-72620,
50,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,cire brute,Rennes,pour l'Espagne,"402,00",livres,"1,75000",0,"-703,5",
51,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,confitures,Rennes,pour l'Espagne,"670,00",livres,"1,00000",0,-670,
52,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,couvertures de laine,Rennes,pour l'Espagne,"146,00",en nombre,"12,00000",0,-1752,
53,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,cuirs de boeuf tanés,Rennes,pour l'Espagne,"26 980,00",en nombre,"36,00000",0,-971280,
54,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,cuirs de genisse coroyées,Rennes,pour l'Espagne,"2 768,00",en nombre,"18,00000",0,-49824,
55,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,graisse,Rennes,pour l'Espagne,"28 897,00",livres,"0,45000",0,"-13003,65",
56,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,manchettes,Rennes,pour l'Espagne,"12,00",paires,"6,00000",0,-72,
57,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,marchandises meslées,Rennes,pour l'Espagne,,,"0,00000",303,303,valeur de 303 L
58,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,papier batard commun,Rennes,pour l'Espagne,"5 076,00",rames,"4,00000",0,-20304,
59,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,papier batard fin,Rennes,pour l'Espagne,"240,00",rames,"8,00000",0,-1920,
60,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,papier gêne fin commun,Rennes,pour l'Espagne,"168,00",rames,"7,00000",0,-1176,
61,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,peaux de veau corroyées,Rennes,pour l'Espagne,"310,50",douzaines,"36,00000",0,-11178,
62,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,porc salé,Rennes,pour l'Espagne,"3 554,00",livres,"0,25000",0,"-888,5",
63,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile diverses,Rennes,pour l'Espagne,"111 567,00",aunes,"1,00000",0,-111567,
64,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne etroite,Rennes,pour l'Espagne,"366 769,00",aunes,"1,50000",0,"-550153,5",
65,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne etroite,Rennes,pour l'Espagne,"264 100,00",pièces,"9,00000",0,-2376900,
66,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne large,Rennes,pour l'Espagne,"69 020,00",aunes,"2,50000",0,-172550,
67,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne large,Rennes,pour l'Espagne,"177,00",balles,"500,00000",0,-88500,
68,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne large,Rennes,pour l'Espagne,"49 370,00",pièces,"12,00000",0,-592440,
69,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne à carreaux,Rennes,pour l'Espagne,"16 097,00",aunes,"1,00000",0,-16097,
70,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne de couleur,Rennes,pour l'Espagne,"4 062,00",aunes,"1,00000",0,-4062,
71,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne crée large,Rennes,pour l'Espagne,"275 555,00",aunes,"1,50000",0,"-413332,5",
72,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne gracienne,Rennes,pour l'Espagne,"1 742 600,00",aunes,"1,40000",0,-2439640,
73,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne entre large,Rennes,pour l'Espagne,"4 800,00",aunes,"1,25000",0,-6000,
74,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne de halle,Rennes,pour l'Espagne,"1 930,00",aunes,"0,95000",0,"-1833,5",???
75,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne d'Hollande,Rennes,pour l'Espagne,"132,00",aunes,"3,50000",0,-462,???
76,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne de ménage,Rennes,pour l'Espagne,"344,00",aunes,"2,00000",0,-688,
77,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne d'Olonne,Rennes,pour l'Espagne,"1 590,00",aunes,"1,25000",0,"-1987,5",
78,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne ouvré,Rennes,pour l'Espagne,"88,00",aunes,"2,50000",0,-220,
79,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne rosconne,Rennes,pour l'Espagne,"22 400,00",aunes,"1,05000",0,-23520,
80,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne rousse,Rennes,pour l'Espagne,"2 277,00",aunes,"1,50000",0,"-3415,5",
81,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Bretagne à voile,Rennes,pour l'Espagne,"3 629,00",aunes,"1,00000",0,-3629,
82,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile gingas,Rennes,pour l'Espagne,"743,00",aunes,"0,90000",0,"-668,7",
83,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,toile de Laval,Rennes,pour l'Espagne,"3 200,00",aunes,"1,30000",0,-4160,
84,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,3,1773,vin de Bordeaux,Rennes,pour l'Espagne,"5,00",bariques,"100,00000",0,-500,
85,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,acier,Rennes,pour la Hollande,"1 610,00",livres,"0,35000",0,"-563,5",
86,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,beurre,Rennes,pour la Hollande,"35 164,00",livres,"0,55000",0,"-19340,2",
87,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,bois rouge,Rennes,pour la Hollande,"40 420,00",livres,"0,08750",0,"-3536,75",
88,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,bray,Rennes,pour la Hollande,"12,00",barils,"17,00000",0,-204,
89,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,cacao,Rennes,pour la Hollande,"9 100,00",livres,"0,57600",0,"-5241,6",57 L 12 S L%
90,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,caffé,Rennes,pour la Hollande,"1 098 270,00",livres,"0,55000",0,"-604048,5",
91,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,coquillages,Rennes,pour la Hollande,"2,00",caisses,"100,00000",0,-200,
92,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,etoffe de soye,Rennes,pour la Hollande,"60,00",pièces,"150,00000",0,-9000,
93,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,graisse,Rennes,pour la Hollande,"2 765,00",pièces,"0,45000",0,"-1244,25",
94,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,huitres à la daube,Rennes,pour la Hollande,"1 225,00",barils,"20,00000",0,-24500,
95,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,marchandises meslées,Rennes,pour la Hollande,,,"0,00000",177,177,valeur de 177 L cy
96,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,miel,Rennes,pour la Hollande,"1 470 647,00",livres,"0,17500",0,"-257363,23",
97,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier batard commun,Rennes,pour la Hollande,"10 550,00",rames,"4,00000",0,-42200,
98,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier batard fin,Rennes,pour la Hollande,"896,00",rames,"8,00000",0,-7168,prix incertain
99,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier bulle blanc,Rennes,pour la Hollande,"640,00",rames,"3,00000",0,-1920,
100,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier gêne fin,Rennes,pour la Hollande,"12 556,00",rames,"7,00000",0,-87892,
101,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier à l'ecu commun,Rennes,pour la Hollande,"164,00",rames,"6,00000",0,-984,
102,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier à l'ecu fin,Rennes,pour la Hollande,"16 938,00",rames,"9,00000",0,-152442,
103,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,papier à l'etoile fin,Rennes,pour la Hollande,"5 094,00",rames,"9,00000",0,-45846,
104,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,pierres en quartier,Rennes,pour la Hollande,"535,00",tonneaux,"15,00000",0,-8025,unité de quantité incertaine
105,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,porcelaine,Rennes,pour la Hollande,"14,00",caisses,"250,00000",0,-3500,
106,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,sel,Rennes,pour la Hollande,"88,00",muids,"160,00000",0,-14080,
107,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,sucre brut,Rennes,pour la Hollande,"224 200,00",livres,"0,18600",0,"-41701,2",18 L 12 S L%
108,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,sucre terré,Rennes,pour la Hollande,"23 815,00",livres,"0,42000",0,"-10002,3",42 L %
109,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,suif,Rennes,pour la Hollande,"116 287,00",livres,"0,45000",0,"-52329,15",
110,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,toile peinte,Rennes,pour la Hollande,"522,00",aunes,"1,50000",0,-783,
111,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,baffetas,Rennes,pour le Levant,"60,00",pièces,"19,00000",0,-1140,
112,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,chpeaux mi castor,Rennes,pour le Levant,"48,00",en nombre,"8,00000",0,-384,
113,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,4,1773,chille,Rennes,pour le Levant,"300,00",pièces,"150,00000",0,-45000,
114,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,couteaux,Rennes,pour le Levant,"419,00",en nombre,"1,00000",0,-419,
115,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,dentelles de soye,Rennes,pour le Levant,"1,00",livre,"60,00000",0,-60,
116,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,eau de vie,Rennes,pour le Levant,"6,00",bariques,"150,00000",0,-900,
117,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,eau de vie,Rennes,pour le Levant,"12,00",veltes,"5,50000",0,-66,
118,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,garas,Rennes,pour le Levant,"200,00",pièces,"18,00000",0,-3600,
119,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,gaze,Rennes,pour le Levant,"13,00",livres,"60,00000",0,-780,
120,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,guinée,Rennes,pour le Levant,"17,00",pièces,"32,00000",0,-544,
121,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,guingamp,Rennes,pour le Levant,"38,00",pièces,"10,00000",0,-380,
122,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,mercerie,Rennes,pour le Levant,"300,00",livres,"2,00000",0,-600,
123,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,mouchoirs majutipatan,Rennes,pour le Levant,"12,00",pièces,"24,00000",0,-288,
124,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,mouchoirs ordinaires,Rennes,pour le Levant,"20,00",pièces,"18,00000",0,-360,
125,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,rubans de soye,Rennes,pour le Levant,"8,00",livres,"60,00000",0,-480,
126,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,vin de ville,Rennes,pour le Levant,"27,00",tonneaux,"400,00000",0,-10800,
127,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,cacao,Rennes,pour le Nord,"12 730,00",livres,"0,57600",0,"-7332,48",57 L 12 S L%
128,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,caffé,Rennes,pour le Nord,"426 922,00",livres,"0,55000",0,"-234807,1",
129,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,rocou,Rennes,pour le Nord,"6 804,00",livres,"0,68000",0,"-4626,72",68 L %
130,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,sucre terré,Rennes,pour le Nord,"917 122,00",livres,"0,42000",0,"-385191,24",42 L %
131,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,toile de Bretagne,Rennes,pour le Nord,"500,00",aunes,"1,50000",0,-750,
132,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,amidon,Rennes,pour le Portugal,"452,00",livres,"0,25000",0,-113,
133,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,beurre,Rennes,pour le Portugal,"4 756,00",livres,"0,55000",0,"-2615,8",
134,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,bougie,Rennes,pour le Portugal,"88,00",livres,"2,40000",0,"-211,2",
135,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,bouteilles de verre,Rennes,pour le Portugal,"340,00",en nombre,"0,20000",0,-68,
136,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,cuirs de genisse coroyées,Rennes,pour le Portugal,"9 340,00",en nombre,"18,00000",0,-168120,
137,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,papier batard commun,Rennes,pour le Portugal,"1 122,00",rames,"4,00000",0,-4488,
138,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,5,1773,papier batard fin,Rennes,pour le Portugal,"5 462,00",rames,"8,00000",0,-43696,
