numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
30,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,eau de vie,Rennes,d'Espagne,13832,veltes,"5,15",0,"-71234,8",
31,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,esprit de vin,Rennes,d'Espagne,40,pots,"2,05",0,-82,
32,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,fer en ancres,Rennes,d'Espagne,77398,livres,"0,3",0,"-23219,4",
33,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,fer en barres,Rennes,d'Espagne,1217952,livres,"0,175",0,"-213141,6",
34,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,fer en cercles,Rennes,d'Espagne,18300,livres,"0,25",0,-4575,
35,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,figues,Rennes,d'Espagne,16,barils,"7,5",0,-120,
36,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,fruits secs,Rennes,d'Espagne,79600,livres,"0,3",0,-23880,
37,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,huile d'olive,Rennes,d'Espagne,13556,livres,"0,75",0,-10167,
38,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,jambons,Rennes,d'Espagne,589,livres,"0,6",0,"-353,4",
39,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,marchandises meslées,Rennes,d'Espagne,,,0,161,161,valeur de 161 L cy
40,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,meules à taillandier,Rennes,d'Espagne,380,en nombre,6,0,-2280,
41,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,olives,Rennes,d'Espagne,560,livres,"0,4",0,-224,
42,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,patates,Rennes,d'Espagne,1500,livres,"0,0125",0,"-18,75",prix incertain
43,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,raisins secs,Rennes,d'Espagne,13050,livres,"0,2",0,-2610,
44,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,riz,Rennes,d'Espagne,10460,livres,"0,2",0,-2092,
45,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,vin d'Espagne,Rennes,d'Espagne,16,bariques,75,0,-1200,
46,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,vin d'Espagne,Rennes,d'Espagne,33,tonneaux,300,0,-9900,
47,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,vin de Malaga,Rennes,d'Espagne,"6,4",bariques,180,0,-1152,
48,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,2,1773,vin de Malaga,Rennes,d'Espagne,46420,pots,"1,5",0,-69630,prix incertain. Page abimée
49,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,acier,Rennes,d'Hollande,230,barils,30,0,-6900,
50,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,acier,Rennes,d'Hollande,4260,livres,"0,35",0,-1491,
51,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,alun,Rennes,d'Hollande,7846,livres,"0,1875",0,"-1471,13",
52,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,armes blanches sabres,Rennes,d'Hollande,600,en nombre,2,0,-1200,
53,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,armes à feu fusils,Rennes,d'Hollande,2400,en nombre,8,0,-19200,
54,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,avoine,Rennes,d'Hollande,87000,livres,"0,05",0,-4350,
55,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,azur,Rennes,d'Hollande,10238,livres,1,0,-10238,
56,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bajutapeaux,Rennes,d'Hollande,200,pièces,22,0,-4400,
57,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,baleine coupée,Rennes,d'Hollande,270,livres,"3,5",0,-945,
58,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bayette,Rennes,d'Hollande,40,pièces,18,0,-720,
59,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bierre,Rennes,d'Hollande,483,bariques,25,0,-12075,
60,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bierre,Rennes,d'Hollande,15,tierçons,16,0,-240,
61,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bled froment,Rennes,d'Hollande,96,boisseaux,"1,4",0,"-134,4",
62,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,boutons de coco,Rennes,d'Hollande,788,livres,"0,9",0,"-709,2",doute sur l'unité
63,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,braule,Rennes,d'Hollande,1070,pièces,10,0,-10700,
64,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,bray gras,Rennes,d'Hollande,78,barils,17,0,-1326,
65,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,briques,Rennes,d'Hollande,6000,en nombre,"0,85",0,-5100,
66,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,canettes de gray,Rennes,d'Hollande,2130,en nombre,"0,6",0,-1278,
67,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,caves de 6 flacons,Rennes,d'Hollande,800,en nombre,"5,5",0,-4400,
68,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,ceruze,Rennes,d'Hollande,4800,livres,"0,25",0,-1200,
69,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,chanvre cru,Rennes,d'Hollande,290454,livres,"0,3",0,"-87136,2",
70,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,charbon de terre,Rennes,d'Hollande,18,tonneaux,30,0,-540,
71,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,chasselas,Rennes,d'Hollande,250,pièces,22,0,-5500,
72,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,cire jaune,Rennes,d'Hollande,3338,livres,"1,75",0,"-5841,5",
73,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,cochelis,Rennes,d'Hollande,1049,pièces,17,0,-17833,
74,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,couperose,Rennes,d'Hollande,20274,livres,"0,125",0,"-2534,25",
75,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,coupis,Rennes,d'Hollande,500,pièces,10,0,-5000,
76,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,couteaux flamands,Rennes,d'Hollande,3132,douzaines,"1,5",0,-4698,
77,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,3,1773,couverture de laine,Rennes,d'Hollande,24,pièces,12,0,-288,
78,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,creusets,Rennes,d'Hollande,225,livres,"0,3",0,"-67,5",
79,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,cuivre ouvré,Rennes,d'Hollande,783,livres,"1,5",0,"-1174,5",
80,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,epicerie,Rennes,d'Hollande,442,livres,10,0,-4420,"""si elle est fine"""
81,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fer en barres,Rennes,d'Hollande,337514,livres,"0,175",0,"-59064,95",
82,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fer blanc,Rennes,d'Hollande,45,barils,120,0,-5400,
83,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fer en cercles,Rennes,d'Hollande,148245,livres,"0,25",0,"-37061,25",
84,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fer en taule,Rennes,d'Hollande,112,en nombre,"1,4",0,"-156,8",
85,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,feves,Rennes,d'Hollande,34,laëst,410,0,-13940,
86,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fil de caret,Rennes,d'Hollande,30000,livres,1,0,-30000,
87,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fil de fer,Rennes,d'Hollande,15690,livres,"0,6",0,-9414,
88,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,fromage,Rennes,d'Hollande,167286,livres,"0,3",0,"-50185,8",
89,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,graine de lin,Rennes,d'Hollande,85,barils,20,0,-1700,
90,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,graine de lin,Rennes,d'Hollande,160366,livres,"0,1",0,"-16036,6",
91,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,graine de lin,Rennes,d'Hollande,4241,sacs,50,0,-212050,
92,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,guinée,Rennes,d'Hollande,3671,pièces,32,0,-117472,
93,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huile de graine,Rennes,d'Hollande,213,bariques,150,0,-31950,
94,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huile de graine,Rennes,d'Hollande,15,pièces,300,0,-4500,
95,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huile de lin,Rennes,d'Hollande,15129,livres,"0,35",0,"-5295,15",
96,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huile de lin,Rennes,d'Hollande,11506,pots,"0,75",0,"-8629,5",
97,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huie de poisson,Rennes,d'Hollande,11068,pots,"0,6",0,"-6640,8",
98,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,huile de rabette,Rennes,d'Hollande,70,livres,"0,35",0,"-24,5",
99,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,jambons,Rennes,d'Hollande,894,livres,"0,6",0,"-536,4",
100,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,laine,Rennes,d'Hollande,756,livres,1,0,-756,
101,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,limeneas,Rennes,d'Hollande,800,pièces,26,0,-20800,
102,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,lin cru,Rennes,d'Hollande,20652,livres,"0,6",0,"-12391,2",
103,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,lin peigné,Rennes,d'Hollande,1118,livres,"0,75",0,"-838,5",
104,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,marchandises meslées,Rennes,d'Hollande,,,0,499,499,valeur de 499 L cy
105,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,matériaux,Rennes,d'Hollande,40,en nombre,25,0,-1000,
106,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,mercerie,Rennes,d'Hollande,380,livres,2,0,-760,pas d'unité monétaire
107,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,mercerie,Rennes,d'Hollande,,,0,6000,6000,valeur de 6000 L cy
108,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,4,1773,mouchoirs de romald,Rennes,d'Hollande,195,pièces,16,0,-3120,
109,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,nattes,Rennes,d'Hollande,105,en nombre,"0,5",0,"-52,5",
110,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,nicanéas,Rennes,d'Hollande,370,pièces,24,0,-8880,
111,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,papier blanc,Rennes,d'Hollande,853,livres,"0,6",0,"-511,8",
112,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,papier blanc,Rennes,d'Hollande,"88,5",rames,8,0,-708,
113,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,peaux de veaux en poil,Rennes,d'Hollande,1872,en nombre,"1,5",0,-2808,
114,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,photas,Rennes,d'Hollande,600,pièces,12,0,-7200,
115,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,planches de sapin,Rennes,d'Hollande,15796,en nombre,1,0,-15796,
116,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,planches de Prusse,Rennes,d'Hollande,780,en nombre,4,0,-3120,
117,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,plomb en grenailles,Rennes,d'Hollande,59248,livres,"0,3",0,"-17774,4",
118,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,plumes à écrire,Rennes,d'Hollande,120,livres,5,0,-600,
119,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,poivre,Rennes,d'Hollande,14252,livres,"1,4",0,"-19952,8",
120,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,potterie,Rennes,d'Hollande,252,livres,"0,4",0,"-100,8",
121,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,poudre à canon,Rennes,d'Hollande,26000,livres,1,0,-26000,
122,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,quincaille de fer,Rennes,d'Hollande,,,0,42500,42500,42500 L en valeur cy
123,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,quincaille de fer et acier,Rennes,d'Hollande,3625,livres,"0,75",0,"-2718,75",
124,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,rassade,Rennes,d'Hollande,200,masses,15,0,-3000,
125,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,ris,Rennes,d'Hollande,37500,livres,"0,2",0,-7500,
126,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,saumon salé,Rennes,d'Hollande,12,barils,50,0,-600,
127,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,stocfiche,Rennes,d'Hollande,800,livres,"0,25",0,-200,
128,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,tabac,Rennes,d'Hollande,163331,livres,"0,3",0,"-48999,3",
129,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,vin,Rennes,d'Hollande,30,bouteilles,"0,75",0,"-22,5",
130,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,acier,Rennes,du Nord,24,barils,30,0,-720,
131,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,argent vif,Rennes,du Nord,58,barils,400,0,-23200,
132,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,azur,Rennes,du Nord,2960,livres,1,0,-2960,
133,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,bois merrain,Rennes,du Nord,3960,en nombre,"0,1",0,-396,
134,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,chanvre cru,Rennes,du Nord,14700,livres,"0,3",0,-4410,
135,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,cuivre divers,Rennes,du Nord,6044,livres,"1,1",0,"-6648,4",
136,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,cuivre divers,Rennes,du Nord,100,tonneaux,100,0,-10000,
137,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,5,1773,cuivre en planches,Rennes,du Nord,404,en nombre,50,0,-20200,
138,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,fer en ancres,Rennes,du Nord,40,en nombre,250,0,-10000,À 6 S 250 L
139,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,fer blanc,Rennes,du Nord,6,barils,120,0,-720,
140,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,goudron,Rennes,du Nord,137,barils,17,0,-2329,
141,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,marchandises meslées,Rennes,du Nord,,,0,6000,6000,valeur de 6000 L cy
142,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,planches de Prusse,Rennes,du Nord,3956,en nombre,4,0,-15824,
143,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,planches de sapin,Rennes,du Nord,370,en nombre,1,0,-370,
144,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,pluches,Rennes,du Nord,1200,livres,3,0,-3600,
145,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,alpiste,Rennes,de Portugal,100,livres,"0,2",0,-20,
146,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,amandes,Rennes,de Portugal,2660,livres,"0,6",0,-1596,
147,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,citrons,Rennes,de Portugal,127400,en nombre,"0,018",0,"-2293,2",
148,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,figues,Rennes,de Portugal,1500,cabas,4,0,-6000,
149,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,figues,Rennes,de Portugal,203000,livres,"0,15",0,-30450,
150,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,liège,Rennes,de Portugal,1500,livres,"0,2",0,-300,
151,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,acier,Rennes,de Russie,50,barils,30,0,-1500,
152,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1773.csv,Local,Imports,6,1773,bois de bordage,Rennes,de Russie,14120,en nombre,6,0,-84720,
