numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,boeuf salé,Rennes,d'Angleterre,1138,barils,45,0,-51210,
2,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,boeuf salé,Rennes,d'Angleterre,88000,livres,"0,225",0,-19800,
3,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,beurre,Rennes,d'Angleterre,40,frequins,20,0,-800,
4,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,beurre,Rennes,d'Angleterre,6500,livres,"0,5",0,-3250,
5,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,bled froment,Rennes,d'Angleterre,93,boisseaux,"1,25",0,"-116,25",
6,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,bois de campêche,Rennes,d'Angleterre,20000,livres,"0,096",0,-1920,à 9L 12 S %
7,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,bois merrain,Rennes,d'Angleterre,2000,en nombre,"0,2",0,-400,
8,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,charbon de terre,Rennes,d'Angleterre,1299,tonneaux,30,0,-38970,
9,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,farine,Rennes,d'Angleterre,130,sacs,30,0,-3900,
10,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,farine,Rennes,d'Angleterre,11150,livres,"0,2",0,-2230,
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,plocq,Rennes,d'Angleterre,18425,livres,"0,05",0,"-921,25",
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,plomb en rouleaux,Rennes,d'Angleterre,56545,livres,"0,25",0,"-14136,25",
13,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,plomb en saumon,Rennes,d'Angleterre,1258,en nombre,30,0,-37740,
14,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,plomb en saumon,Rennes,d'Angleterre,48380,livres,"0,2",0,-9676,
15,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,1,1775,tabac en feuilles,Rennes,d'Angleterre,2199472,livres,"0,25",0,-549868,
16,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,bois esparts,Rennes,de Danemark,24,en nombre,1,0,-24,
17,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,brai gras et goudron,Rennes,de Danemark,559,barils,24,0,-13416,
18,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,chanvre cru,Rennes,de Danemark,574000,livres,"0,275",0,-157850,
19,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,planche de sapin,Rennes,de Danemark,15744,en nombre,"0,9",0,"-14169,6",
20,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,rogues,Rennes,de Danemark,2601,barils,45,0,-117045,
21,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,alpiste,Rennes,d'Espagne,3915,livres,"0,2",0,-783,
22,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,argent vif,Rennes,d'Espagne,20,livres,5,0,-100,
23,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,aviron,Rennes,d'Espagne,134,traque,7,0,-938,
24,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,ceruze,Rennes,d'Espagne,1050,livres,"0,2",0,-210,
25,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,chocolat,Rennes,d'Espagne,48,livres,2,0,-96,
26,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,citrons,Rennes,d'Espagne,50100,en nombre,"0,01",0,-501,
27,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,cuivre brut,Rennes,d'Espagne,4100,livres,"1,25",0,-5125,
28,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,eau de vie,Rennes,d'Espagne,30,pipes,270,0,-8100,
29,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,eau de vie,Rennes,d'Espagne,"38,5",bariques,135,0,"-5197,5",
30,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,eau de vie,Rennes,d'Espagne,1440,pots,4,0,-5760,
31,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,fer en ancre,Rennes,d'Espagne,4405,livres,"0,325",0,"-1431,63",
32,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,fer en barres,Rennes,d'Espagne,526625,livres,"0,2",0,-105325,
33,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,fer macho,Rennes,d'Espagne,34200,livres,"0,05",0,-1710,
34,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,figues,Rennes,d'Espagne,23200,livres,"0,15",0,-3480,
35,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,grenades,Rennes,d'Espagne,800,en nombre,"0,05",0,-40,
36,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,huile d'olive,Rennes,d'Espagne,1270,livres,"0,6",0,-762,
37,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,jambon,Rennes,d'Espagne,259,livres,"0,6",0,"-155,4",
38,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,marchandises meslées,Rennes,d'Espagne,,,0,365,365,valeur de 365 L cy
39,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,meules batardes,Rennes,d'Espagne,256,en nombre,3,0,-768,
40,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,olives,Rennes,d'Espagne,10,potiches,15,0,-150,
41,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,2,1775,olives,Rennes,d'Espagne,783,livres,"0,6",0,"-469,8",
42,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,patates,Rennes,d'Espagne,3360,livres,"0,025",0,-84,
43,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,piastres,Rennes,d'Espagne,24447,en nombre,"5,25",0,"-128346,75",
44,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,piastres,Rennes,d'Espagne,46689,sortes,"5,25",0,"-245117,25",unité de quantité incertaine
45,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,pierres à chaux,Rennes,d'Espagne,50,tonneaux,10,0,-500,
46,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,raisins secs,Rennes,d'Espagne,233970,livres,"0,2",0,-46794,
47,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,rozeaux,Rennes,d'Espagne,45,pacquets (de 1000),"0,6",0,-27,
48,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,sel,Rennes,d'Espagne,1327,tonneaux,15,0,-19905,
49,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,vin,Rennes,d'Espagne,247,bariques,150,0,-37050,
50,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,vin,Rennes,d'Espagne,70,barils,75,0,-5250,
51,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,vin,Rennes,d'Espagne,1250,pots,"1,5",0,-1875,
52,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1775.csv,Local,Imports,3,1775,armes à feu,Rennes,de la Flandre,4400,livres,1,0,-4400,
