numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,boeuf salé,Rennes,d'Angleterre,"9 052,00",livres,"0,20000",0,"-1810,4",
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,beure,Rennes,d'Angleterre,"196,00",livres,"0,35000",0,"-68,6",
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,bois merrain,Rennes,d'Angleterre,"9 000,00",en nombre,"0,20000",0,-1800,
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,cendre de warech,Rennes,d'Angleterre,"125 448,00",livres,"0,02000",0,"-2508,96",À 40 S L%
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,cendre de warech,Rennes,d'Angleterre,"62,50",tonneaux,"16,00000",0,-1000,
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,charbon de terre,Rennes,d'Angleterre,"672,00",bariques,"10,00000",0,-6720,
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,fer coulé,Rennes,d'Angleterre,"6 000,00",livres,"0,10000",0,-600,
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,fromage,Rennes,d'Angleterre,"22 993,00",livres,"0,20000",0,"-4598,6",
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,laine filée,Rennes,d'Angleterre,"241,00",livres,"3,50000",0,"-843,5",
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,laine non filée,Rennes,d'Angleterre,"913,00",livres,"1,50000",0,"-1369,5",
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,tabac avarié,Rennes,d'Angleterre,"80,00",boucauds,"120,00000",0,-9600,
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,tabac en feuilles,Rennes,d'Angleterre,"1 661 144,00",livres,"0,25000",0,-415286,
13,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,1,1759,tabac en feuilles,Rennes,d'Angleterre,"196,00",boucauds,"180,00000",0,-35280,
14,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,boeuf salé,Rennes,de Danemark,"3 664,00",barils,"33,00000",0,-120912,
15,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,bois merrain à pipes,Rennes,de Danemark,"60,00",en nombre,"0,25000",0,-15,
16,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,cabillauds,Rennes,de Danemark,"1,50",baril,"20,00000",0,-30,
17,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,harangs,Rennes,de Danemark,"13,00",barils,"15,00000",0,-195,
18,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,planches de sapin,Rennes,de Danemark,"82 262,00",en nombre,"0,75000",0,"-61696,5",
19,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,rogues de morue,Rennes,de Danemark,"3 878,00",barils,"10,00000",0,-38780,
20,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,saumon,Rennes,de Danemark,"7,00",barils,"25,00000",0,-175,
21,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,avirons,Rennes,d'Espagne,"2 328,00",en nombre,"1,50000",0,-3492,
22,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,baume,Rennes,d'Espagne,"39,00",livres,"4,00000",0,-156,
23,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,bois de Campêche,Rennes,d'Espagne,"480 000,00",livres,"0,15000",0,-72000,
24,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,braye,Rennes,d'Espagne,"247 550,00",livres,"0,06250",0,"-15471,88",
25,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,braye,Rennes,d'Espagne,"62,00",barils,"22,00000",0,-1364,
26,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,canons de fer,Rennes,d'Espagne,"12,00",pièces,"200,00000",0,-2400,
27,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,charbon de terre,Rennes,d'Espagne,"205,00",bariques,"10,00000",0,-2050,
28,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,chocolat,Rennes,d'Espagne,"79,00",livres,"1,25000",0,"-98,75",
29,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,citrons,Rennes,d'Espagne,"25,00",caisses,"15,00000",0,-375,
30,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,cochenille fine,Rennes,d'Espagne,"1 965,00",livres,"15,00000",0,-29475,
31,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,cuirs en poil,Rennes,d'Espagne,"5 001,00",en nombre,"6,00000",0,-30006,
32,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,fer en barres,Rennes,d'Espagne,"1 897 905,00",livres,"0,15000",0,"-284685,75",
33,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,figues,Rennes,d'Espagne,"29 000,00",livres,"0,10000",0,-2900,
34,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,2,1759,goudron,Rennes,d'Espagne,"161,00",barils,"22,00000",0,-3542,
35,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,huile d'olive,Rennes,d'Espagne,"34,00",bottes,"200,00000",0,-6800,
36,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,huile de poisson,Rennes,d'Espagne,"8 600,00",livres,"0,25000",0,-2150,
37,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,indigo,Rennes,d'Espagne,"4 474,00",livres,"5,40000",0,"-24159,6",
38,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,laine brute,Rennes,d'Espagne,"450,00",livres,"1,15000",0,"-517,5",
39,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,laine en toison,Rennes,d'Espagne,"200,00",livres,"0,75000",0,-150,
40,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,laine vigogne,Rennes,d'Espagne,"953,00",livres,"3,00000",0,-2859,
41,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,liège,Rennes,d'Espagne,"200,00",livres,"0,10000",0,-20,À 10 L le %
42,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,meule à eguiser,Rennes,d'Espagne,"782,00",en nombre,"3,00000",0,-2346,
43,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,olives,Rennes,d'Espagne,"5,00",potiches,"2,00000",0,-10,
44,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,oranges,Rennes,d'Espagne,"1 500,00",en nombre,"0,00000",0,0,À 22 L 10 S le tout
45,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,oranges,Rennes,d'Espagne,"10,00",caisses,"10,00000",0,-100,
46,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,pierres à fusils,Rennes,d'Espagne,"1 414,00",en nombre,"0,00450",0,"-6,36",À 4 L 10 S le %%
47,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,planches de chêne,Rennes,d'Espagne,"290,00",en nombre,"8,00000",0,-2320,
48,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,planches de sapin,Rennes,d'Espagne,"433,00",en nombre,"0,75000",0,"-324,75",
49,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,quinquina,Rennes,d'Espagne,"222,00",livres,"4,00000",0,-888,
50,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,raisin,Rennes,d'Espagne,"77 000,00",livres,"0,20000",0,-15400,
51,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,raisine,Rennes,d'Espagne,"630 990,00",livres,"0,05000",0,"-31549,5",A 50 L le %%
52,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,rogues de moruë,Rennes,d'Espagne,"66,00",barils,"10,00000",0,-660,
53,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,rozeaux,Rennes,d'Espagne,"10 000,00",en nombre,"0,06000",0,-600,À 60 L le %%
54,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,sucre cassonade,Rennes,d'Espagne,"1 132,00",livres,"0,44000",0,"-498,08",À 44 L le %
55,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vanille,Rennes,d'Espagne,"1,00",livres,"70,00000",0,-70,
56,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"8,00",pipes de 2 bariques,"200,00000",0,-1600,
57,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"7,00",tonneaux,"400,00000",0,-2800,
58,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"47,50",bariques,"100,00000",0,-4750,
59,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"14,00",bottes,"200,00000",0,-2800,
60,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"70,00",barils,"25,00000",0,-1750,
61,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin d'Espagne,Rennes,d'Espagne,"3 300,00",pots,"2,00000",0,-6600,
62,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,3,1759,vin de Xeres,Rennes,d'Espagne,"60,00",pipes,"250,00000",0,-15000,
63,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,4,1759,acier,Rennes,de Hollande,"18 370,00",livres,"0,25000",0,"-4592,5",
64,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,4,1759,acier,Rennes,de Hollande,"30,00",barils,"27,00000",0,-810,
65,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,4,1759,aiguilles à voile,Rennes,de Hollande,"11 100,00",en nombre,"0,05000",0,-555,
66,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1759.csv,Local,Imports,4,1759,aiguilles à voile,Rennes,de Hollande,"5,00",livres,"3,00000",0,-15,
