numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
14,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bière,Rennes,de Danemark,"814,00",barriques,"25,00000",0,-20350,
15,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bière,Rennes,de Danemark,"15,00",tierçons,"16,00000",0,-240,
16,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bois de campêche,Rennes,de Danemark,"1 020,00",livres,"0,08750",0,"-89,25",
17,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bois de fernanbourg,Rennes,de Danemark,"25,00",livres,"0,45000",0,"-11,25",pour bois de Pernanboucq ?
18,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bois merrain,Rennes,de Danemark,"14 600,00",en nombre,"0,30000",0,-4380,
19,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,boutons de coco,Rennes,de Danemark,"1 215,00",livres,"0,90000",0,"-1093,5",
20,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,braule,Rennes,de Danemark,"1 524,00",pièces,"10,50000",0,-16002,
21,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,bray gras,Rennes,de Danemark,"800,00",barrils,"17,00000",0,-13600,
22,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,brosserie,Rennes,de Danemark,"3 120,00",livres,"0,30000",0,-936,
23,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cannettes de grez,Rennes,de Danemark,"130,00",jetz,"1,20000",0,-156,
24,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cannettes de grez,Rennes,de Danemark,"2 845,00",en nombre,"0,30000",0,"-853,5",
25,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,caves de 6 flacons,Rennes,de Danemark,"1 720,00",en nombre,"5,00000",0,-8600,
26,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cauris,Rennes,de Danemark,"44 211,00",livres,"0,90000",0,"-39789,9",
27,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,ceruze,Rennes,de Danemark,"1 782,00",livres,"0,25000",0,"-445,5",
28,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,chanvre,Rennes,de Danemark,"203 500,00",livres,"0,25000",0,-50875,À 25 L le %
29,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,chasselas,Rennes,de Danemark,"1 360,00",pièces,"25,00000",0,-34000,
30,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,chilas,Rennes,de Danemark,"133,00",pièces,"9,00000",0,-1197,
31,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,clous de fer,Rennes,de Danemark,"2 813,00",livres,"0,30000",0,"-843,9",
32,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cotte,Rennes,de Danemark,"1 954,00",livres,"0,40000",0,"-781,6",
33,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,corrots,Rennes,de Danemark,"970,00",pièces,"9,50000",0,-9215,
34,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,couperoze,Rennes,de Danemark,"22 871,00",livres,"0,06250",0,"-1429,44",
35,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,coupis,Rennes,de Danemark,"522,00",pièces,"10,00000",0,-5220,
36,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,couteaux flamans,Rennes,de Danemark,"3 130,00",douzaines,"1,50000",0,-4695,
37,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,couvertures de  laine,Rennes,de Danemark,"47,00",pièces,"8,00000",0,-376,
38,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,couvertures de  laine,Rennes,de Danemark,"211,00",paires petites,"4,00000",0,-844,
39,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,creuzets,Rennes,de Danemark,"655,00",livres,"0,90000",0,"-589,5",
40,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cuivre ouvré,Rennes,de Danemark,"2 882,00",livres,"1,60000",0,"-4611,2",
41,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cuivre en planche,Rennes,de Danemark,"1 679,00",en nombre,"50,00000",0,-83950,
42,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,cuivre vieux,Rennes,de Danemark,"280,00",livres,"0,90000",0,-252,
43,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,custres,Rennes,de Danemark,"350,00",pièces,"25,00000",0,-8750,nom de la marchandise difficile à lire
44,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,droguerie,Rennes,de Danemark,"2 036,00",livres,"2,00000",0,-4072,
45,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,epicerie,Rennes,de Danemark,"911,00",livres,"2,10000",0,"-1913,1",
46,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,eponge,Rennes,de Danemark,"52,00",livres,"3,00000",0,-156,
47,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,2,1768,etamine,Rennes,de Danemark,"235,00",pièces,"60,00000",0,-14100,nom de la marchandise difficile à lire
48,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en barres,Rennes,de Danemark,"220 253,00",livres,"0,15000",0,"-33037,95",prix incertain
49,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer blanc simple,Rennes,de Danemark,"325,00",livres,"0,55000",0,"-178,75",
50,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en cercles,Rennes,de Danemark,"21 387,00",livres,"0,22500",0,"-4812,08",
51,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en enclumes,Rennes,de Danemark,"260,00",livres,"0,50000",0,-130,
52,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en étaux,Rennes,de Danemark,"89,00",livres,"0,60000",0,"-53,4",
53,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer ouvré,Rennes,de Danemark,"386,00",livres,"0,25000",0,"-96,5",
54,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en taule,Rennes,de Danemark,"130,00",feuilles,"2,85000",0,"-370,5",
55,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fer en taule,Rennes,de Danemark,"1 300,00",livres,"0,35000",0,-455,
56,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,feves,Rennes,de Danemark,"81,00",lest,"260,00000",0,-21060,
57,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,feves,Rennes,de Danemark,"92,00",tonneaux,"130,00000",0,-11960,
58,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fil de fer,Rennes,de Danemark,"1 400,00",livres,"0,50000",0,-700,
59,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,fromage,Rennes,de Danemark,"96 066,00",livres,"0,30000",0,"-28819,8",
60,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,gaules,Rennes,de Danemark,"80,00",en nombre,"0,30000",0,-24,
61,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,gaudron,Rennes,de Danemark,"1 786,00",barrils,"17,00000",0,-30362,
62,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,graine de lin,Rennes,de Danemark,"2 584,00",sacs,"15,00000",0,-38760,
63,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,graine de lin,Rennes,de Danemark,"536 635,00",livres,"0,50000",0,"-268317,5",
64,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,graine de Riga,Rennes,de Danemark,"96,00",barrils,"15,00000",0,-1440,
65,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,guinée bleue,Rennes,de Danemark,"2 010,00",pièces,"30,00000",0,-60300,
66,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,horlogerie ; pendules de cuivre,Rennes,de Danemark,"8,00",en nombre,"120,00000",0,-960,
67,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,houblon,Rennes,de Danemark,"630,00",livres,"0,20000",0,-126,
68,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,huile de lin,Rennes,de Danemark,"6,00",barriques,"125,00000",0,-750,
69,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,huile de lin,Rennes,de Danemark,"7 182,00",livres,"0,30000",0,"-2154,6",
70,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,huile de graine,Rennes,de Danemark,"22,00",barriques,"125,00000",0,-2750,
71,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,huile de graine,Rennes,de Danemark,"6 611,00",livres,"0,30000",0,"-1983,3",
72,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,huile de Rabette,Rennes,de Danemark,"266,00",livres,"0,30000",0,"-79,8",
73,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,jambons,Rennes,de Danemark,"1 141,00",livres,"0,50000",0,"-570,5",
74,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,indienne,Rennes,de Danemark,"110,00",pièces,"26,00000",0,-2860,
75,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,indigo,Rennes,de Danemark,"118,00",livres,"4,60000",0,"-542,8",
76,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,lard,Rennes,de Danemark,"800,00",tierçons,"60,00000",0,-48000,
77,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,liménéas,Rennes,de Danemark,"968,00",pièces,"26,00000",0,-25168,
78,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,lin cru,Rennes,de Danemark,"3 514,00",livres,"0,50000",0,-1757,
79,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,lin peigné,Rennes,de Danemark,"5 480,00",livres,"0,70000",0,-3836,
80,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,marchandises meslées,Rennes,de Danemark,,,"0,00000",0,0,pas d'indication de prix
81,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,matures,Rennes,de Danemark,"141,00",pièces,"25,00000",0,-3525,
82,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,3,1768,matreaux,Rennes,de Danemark,"20,00",en nombre,"10,00000",0,-200,
83,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,mercerie,Rennes,de Danemark,"353,00",livres,"2,00000",0,-706,
84,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,mine de plomb,Rennes,de Danemark,"100,00",livres,"0,25000",0,-25,
85,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,mouchoirs de Romats,Rennes,de Danemark,"140,00",pièces,"14,00000",0,-1960,
86,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,moulins à caffé,Rennes,de Danemark,"60,00",en nombre,"4,50000",0,-270,
87,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,moulins à caffé,Rennes,de Danemark,"642,00",livres,"1,50000",0,-963,
88,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,négampeaux,Rennes,de Danemark,"648,00",pièces,"26,00000",0,-16848,
89,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,Nicanéas grand,Rennes,de Danemark,"3 163,00",pièces,"22,50000",0,"-71167,5",
90,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,Nicanéas petit,Rennes,de Danemark,"768,00",pièces,"11,25000",0,-8640,
91,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,ocre rouge,Rennes,de Danemark,"950,00",livres,"0,05000",0,"-47,5",
92,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,outils de menuisier,Rennes,de Danemark,"608,00",livres,"2,00000",0,-1216,
93,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,padoux de fil,Rennes,de Danemark,"77,00",livres,"3,00000",0,-231,
94,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,papier blanc,Rennes,de Danemark,"264,00",rames,"10,00000",0,-2640,
95,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,peintures,Rennes,de Danemark,"22,00",livres,"0,30000",0,"-6,6",
96,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,photas,Rennes,de Danemark,"175,00",pièces,"11,00000",0,-1925,
97,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,pipes à fumer,Rennes,de Danemark,"114,00",grosses,"3,50000",0,-399,
98,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,planches de sapin,Rennes,de Danemark,"35 000,00",en nombre,"0,75000",0,-26250,
99,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,plumes à écrire,Rennes,de Danemark,"3 000,00",en nombre,"0,02000",0,-60,À 40 S le %
100,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,poivre,Rennes,de Danemark,"220,00",livres,"1,75000",0,-385,
101,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,poudre à tirer,Rennes,de Danemark,"42 000,00",livres,"1,00000",0,-42000,
102,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,poutres de sapin,Rennes,de Danemark,"1 009,00",en nombre,"25,00000",0,-25225,
103,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,quincaille,Rennes,de Danemark,"12,00",barriques,"350,00000",0,-4200,
104,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,quincaille,Rennes,de Danemark,"8 171,00",livres,"0,75000",0,"-6128,25",
105,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,quincaille,Rennes,de Danemark,,,"0,00000",13180,13180,valeur de 13180 L cy
106,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,rassade,Rennes,de Danemark,"100,00",masses,"15,00000",0,-1500,
107,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,rassade,Rennes,de Danemark,"349,00",livres,"1,20000",0,"-418,8",
108,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,ris,Rennes,de Danemark,"74 640,00",livres,"0,20000",0,-14928,
109,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,salemporis,Rennes,de Danemark,"80,00",pièces,"0,90000",0,-72,
110,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,stockfiche,Rennes,de Danemark,"650,00",livres,"0,20000",0,-130,
111,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,tabac,Rennes,de Danemark,"283 715,00",livres,"0,25000",0,"-70928,75",
112,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,tapsel,Rennes,de Danemark,"1 600,00",pièces,"22,50000",0,-36000,marchandise non identifiée
113,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,taubins,Rennes,de Danemark,"38,00",pièces,"22,00000",0,-836,
114,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,toile platille,Rennes,de Danemark,"400,00",pièces,"4,25000",0,-1700,
115,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,4,1768,tuiles,Rennes,de Danemark,"1 200,00",en nombre,"0,03400",0,"-40,8",À 34 L le millier
116,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bois de chêne,Rennes,du Nord,"344,00",pièces,"4,00000",0,-1376,
117,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bois merrain,Rennes,du Nord,"130 787,00",douelles,"0,30000",0,"-39236,1",
118,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bois de sapin,Rennes,du Nord,"45,00",pièces,"3,00000",0,-135,
119,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bordages,Rennes,du Nord,"636,00",en nombre,"4,00000",0,-2544,
120,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bray gras,Rennes,du Nord,"940,00",barrils,"17,00000",0,-15980,
121,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,chanvre cru,Rennes,du Nord,"80 000,00",livres,"0,25000",0,-20000,
122,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,fer en barres,Rennes,du Nord,"6 248,00",en nombre,"6,00000",0,-37488,
123,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,fer blanc,Rennes,du Nord,"165,00",barrils,"125,00000",0,-20625,
124,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,gaudron,Rennes,du Nord,"1 811,00",barrils,"17,00000",0,-30787,
125,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,mats,Rennes,du Nord,"2,00",en nombre,"100,00000",0,-200,
126,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,peluche,Rennes,du Nord,"1 352,00",livres,"3,00000",0,-4056,
127,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,planches de Prusse,Rennes,du Nord,"11 184,00",en nombre,"4,00000",0,-44736,
128,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,planches de sapin ordinaire,Rennes,du Nord,"16 783,00",en nombre,"0,75000",0,"-12587,25",
129,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,planches de sapin petite,Rennes,du Nord,"744,00",en nombre,"0,37500",0,-279,
130,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,poutreaux,Rennes,du Nord,"7,00",en nombre,"10,00000",0,-70,
131,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,amandes,Rennes,du Portugal,"600,00",livres,"0,30000",0,-180,
132,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,balais,Rennes,du Portugal,"80,00",douzaines,"1,50000",0,-120,
133,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,citrons,Rennes,du Portugal,"39 900,00",en nombre,"0,01000",0,-399,À 10 L le %%
134,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,figues,Rennes,du Portugal,"198,00",cabas,"4,00000",0,-792,
135,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,figues,Rennes,du Portugal,"414 150,00",livres,"0,10000",0,-41415,
136,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,huile d'olive,Rennes,du Portugal,"8 672,00",livres,"0,60000",0,"-5203,2",
137,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,jambons,Rennes,du Portugal,"151,00",livres,"0,50000",0,"-75,5",
138,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,oranges,Rennes,du Portugal,"59,00",caisses,"10,00000",0,-590,
139,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,oranges,Rennes,du Portugal,"42 400,00",en nombre,"0,05000",0,-2120,
140,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,vin d'Espagne,Rennes,du Portugal,"2,50",bariques,"150,00000",0,-375,
141,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,5,1768,bois de chêne,Rennes,de Russie,"362,00",pièces,"4,00000",0,-1448,
142,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,6,1768,bois merrain,Rennes,de Russie,"100 380,00",en nombre,"0,30000",0,-30114,
143,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,6,1768,bois de sapin,Rennes,de Russie,"208,00",pièces,"2,00000",0,-416,
144,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1768.csv,Local,Imports,6,1768,bordages,Rennes,de Russie,"813,00",en nombre,"4,00000",0,-3252,
