source,sourcepath,sourcetype,year,exportsimports,direction,marchandises,pays,quantity_unit,prix_unitaire,probleme,remarks,quantit,value
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Portugal,Nombres,,,,62400,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cloux de fer,Espagne,Livres,,,,2000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cochenille,Espagne,Livres,,,,2025,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cochenille,Hollande,Barils,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cocon,Hollande,Livres,,,,7200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Coffre de commodité,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Coffre fort de fer,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Coffres de bois,Hollande,Nombres,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Colle,Hollande,Livres,,,,70,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Colle de poisson,Hollande,Livres,,,,400,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Colle forte,Hollande,Livres,,,,1335,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confiture,Espagne,Livres,,,,56,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confiture,Portugal,Livres,,,,105,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confiture seche,Espagne,Livres,,,,22,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confitures,Portugal,Livres,,,,158,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage,Angleterre,Livres,,,,15308,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage,Hollande,Livres,,,,47944,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage,Nord,Livres,,,,5000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage en filain,Nord,Livres,,,,23834,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordages,Hollande,Livres,,,,111250,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordages,Nord,Livres,,,,25224,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordages neuf,Angleterre,Livres,,,,3144,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordages vieux,Angleterre,Livres,,,,2000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Corinte,Angleterre,Livres,,,,1100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Corne a lanterne,Angleterre,Livres,,,,30,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Corne de beuf,Angleterre,Livres,,,,105,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cornes rondes,Angleterre,Bouts,,,,800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Couperose,Angleterre,Livres,,,,8940,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Couteaux,Hollande,Livres,,,,2769,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Couteaux communs,Hollande,Douzaines,2,0,,80,160
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Couteaux communs,Hollande,Livres,,,,8174,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Couteaux flamans,Hollande,Livres,,,,2336,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Crayons de bois,Hollande,Douzaines,,,,44,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Crin,Angleterre,Livres,,,,140,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir de beuf,Hollande,Nombres,,,,108,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir de roussy,Hollande,Livres,,,,59,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir de vache,Hollande,Nombres,,,,18,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir de vache tanné,Hollande,Nombres,,,,116,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir de vâche tané,Espagne,Nombres,,,,130,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir tanné,Hollande,Nombres,,,,81,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir vert,Angleterre,Nombres,24,,,705,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir vert en poil,Angleterre,Livres,,,,815,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir vert en poil,Angleterre,Nombres,,,,580,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir vert salé,Angleterre,Nombres,,,,367,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuir vert salé,Angleterre,Nombres,,,Nombres ou livres?,530,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuirs d'indes,Espagne,Nombres,,,,35,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuirs de beuf tannés,Hollande,Nombres,,,,618,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre doré,Hollande,Livres,,,,12,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre e feuilles,Hollande,Livres,,,,2338,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en chaudron,Hollande,Livres,,,,2464,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en feuïlles,Nord,Livres,,,,400,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en mitraille,Angleterre,Livres,,,,1000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en mitraille,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,3000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en mitraille,Hollande,Livres,,,,1166,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en plaques,Nord,Livres,,,,658,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre neuf,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,3892,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre ouvré,Hollande,Livres,,,,184,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre rouge en feuilles,Hollande,Livres,1,0,,1002,1002
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre tangoul,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,8350,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre tangoul,Espagne,Livres,,,,3200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuveaux,Nord,Douzaines,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Damas,Indes orientales,Pièces,,,,697,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Dates,Espagne,Livres,,,,200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Dattes,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,333,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Dattes,Nord,Livres,,,,1200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eau de Cordouë,Portugal,Bouteilles,,,,9,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eau de fleur de mirthe,Portugal,Bouteilles,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eau de vie,Espagne,Pots,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Echelle de bois,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Echelles,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ecopes,Nord,Douzaines,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ecopes,Nord,Milliers,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ecouvettes de nattes,Espagne,Douzaines,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Epars,Nord,Nombres,,,,44,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Epicerie,Hollande,Livres,,,,628,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Esence,Italie,Livres,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Etain,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,1900,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Etain du Pérou,Indes occidentales,Livres,,,,10200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Etuis garnis …,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eventails,Indes orientales,Pièces,,,,1102,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fanal de navire,Angleterre,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Faucilles,Hollande,Livres,,,,1043,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Faux a faucher,Hollande,Livres,,,,1499,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fayence,Hollande,Douzaines,20,0,,9,180
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fayence,Hollande,Livres,,,,1037,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer,Angleterre,Livres,,,,1600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer a cercles,Hollande,Livres,,,,20090,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer a cercles,Hollande,Livres,"0,15",0,,4850,727.5
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Hollande,Barils,,,,46,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Hollande,Barils,,,1 baril = 450 feuilles,21,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Hollande,Barils,120,,,19,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Hollande,Barils,150,0,1 baril = 450 feuilles,61,9150
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Hollande,Barils,50,0,,8,400
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Nord,Barils,,,,9,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer de Suede en barres,Hollande,Livres,,,,30750,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer de fonte ouvré,Angleterre,Boëtes,,,,51,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer de fonte ouvré,Angleterre,Livres,,,,2000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer de fonte ouvré,Angleterre,Pieriers,,,,12,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer de fonte ouvré,Hollande,Livres,,,,1270,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Angleterre,Livres,,,,45155,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Espagne,Livres,,,,306333,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Espagne,Livres,"0,15",0,,231919,34787.85
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Espagne,Milliers,120,0,,292,35040
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Espagne,Milliers,130,0,Livre mesure d'origine,369.25,48002.5
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Hollande,Livres,,,,405096,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Hollande,Livres,120,,120 livres le millier,39976,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Nord,Livres,,,,1646852,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres fin,Espagne,Livres,"0,15",0,,469253,70387.95
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres subtil,Espagne,Livres,"0,15",0,,49593,7438.95
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en boulets,Hollande,Livres,,,,5025,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en boulets de canon,Angleterre,Livres,,,,5200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en boulets de canon,Hollande,Livres,,,,3000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en feuilles,Hollande,Livres,,,,12327,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en feuïlles pour cercles,Hollande,Livres,,,,22000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en grenades,Hollande,Livres,,,,1300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en masses,Espagne,Livres,,,,38945,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en plaques,Hollande,Livres,,,,782,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en poeteries,Hollande,Livres,,,,1769,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en poëlerie,Hollande,Livres,,,,1498,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en verge,Angleterre,Livres,,,,2100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en verge,Hollande,Livres,,,,14700,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en verge,Nord,Livres,,,,40250,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en verges,Hollande,Livres,,,,61757,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer noir,Hollande,Barils,120,0,,3,360
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer noir,Hollande,Livres,,,,536,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Espagne,Livres,,,,6100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Hollande,Livres,,,,26567,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Hollande,Nombres,,,,16,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Nord,Garde feux,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Nord,Livres,,,,4910,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré en cloux,Espagne,Livres,,,,4600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré en cloux,Hollande,Livres,,,,1000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré en cloux,Hollande,Livres,"0,2",0,,47005,9401
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré en masses et chevilles,Espagne,Livres,,,,50069,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré en poids,Hollande,Livres,,,,800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer poëterie,Hollande,Livres,,,,3350,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer vieux,Angleterre,Livres,,,,1800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Figues,Espagne,Livres,,,,27010,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Figues,Hollande,Livres,,,,3800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Figues,Hollande,Pièces,7,0,,20,140
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Figues,Portugal,Livres,,,,255,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil a cable,Hollande,Livres,,,,10455,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil a voile,Hollande,Livres,,,,3564,50
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil blanc,Hollande,Livres,,,,6565,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de caret,Hollande,Livres,,,,53474,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de caret,Hollande,Livres,"0,2",0,,50000,10000
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de caret,Hollande,Livres,"0,3",0,,80000,24000
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de fer,Angleterre,Livres,,,,175,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de fer,Hollande,Livres,,,,1155,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fil de laiton,Hollande,Livres,,,,74,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Filain a faire cordage,Hollande,Livres,,,,21000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Flambeau de mer,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fleches,Hollande,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fleurs d'orange,Espagne,Livres,,,,200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fougons,Espagne,Nombres,,,,18,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fougons,Hollande,Nombres,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage,Angleterre,Livres,,,,44294,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage,Angleterre,Livres,"0,2",0,,2453,490.6
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage,Hollande,Livres,,,,31941,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage,Hollande,Livres,"0,25",0,,2500,625
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage,Hollande,Livres,"0,3",0,,850,255
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage de parmesan,Italie,Livres,,,,300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fusils,Angleterre,Nombres,,,,5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaine a couteaux,Hollande,Livres,,,,300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Angleterre,Barils,,,,60,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Hollande,Barils,,,,391,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Hollande,Barils,15,-6,,50,756
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Hollande,Barils,15,0,,631,9465
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Barils,,,,2057.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Barils,15,0,,162,2430
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Livres,,,,960,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaule,Nord,Nombres,,,,453,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaules de sapin,Hollande,Brins,,,,42,0
