numrodeligne,source,sourcepath,sourcetype,exportsimports,year,marchandises,direction,pays,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts,quantit,value
454,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,398,0
455,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile façonnée, chemises",Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,100,0
456,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile façonnée, serviette",Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,20,0
457,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile haut brin de Dinant,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,Pas le même prix original/copie,,4000,0
458,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile haut brin de Dinant,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,10,0
459,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile holandille,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,65,0
460,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile holandille de Paris,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,11700,0
461,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile navale,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,7800,0
462,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile ouvrée, chemises",Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,300,0
463,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile ouvrée, napes",Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,2000,0
464,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile ouvrée, serviettes",Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,300,0
465,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile palmites,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,48,0
466,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,8.5,0
467,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile rosconne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,345000,0
468,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile sans aprets,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,4500,0
469,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles crées large,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,7000,0
470,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de mousseline rayée,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,4,0
471,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de navalle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1200,0
472,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de Vinoutiers,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1000,0
473,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Turban de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,5,0
474,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie,Rennes,Flandre autrichienne,Paires,0,0,,,123,0
475,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cidre,Rennes,Flandre autrichienne,Tonneaux,0,0,,,7,0
476,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Confiture,Rennes,Flandre autrichienne,Livres,0,0,,,400,0
477,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cravattes noir,Rennes,Flandre autrichienne,Nombres,0,0,,,100,0
478,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas,Rennes,Flandre autrichienne,Pièces,0,0,,,292,0
479,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Flandre autrichienne,Bariques,0,0,,,3,0
480,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Flandre autrichienne,Tonneaux,0,0,,,1,0
481,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ecorce de citron,Rennes,Flandre autrichienne,Livres,0,0,,,100,0
482,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eventails,Rennes,Flandre autrichienne,Nombres,0,0,,,511,0
483,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil blanc,Rennes,Flandre autrichienne,Livres,0,0,,,140,0
484,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgorans,Rennes,Flandre autrichienne,Pièces,0,0,,,3,0
485,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,Flandre autrichienne,Pièces,0,0,,,282,0
486,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soye,Rennes,Flandre autrichienne,Pièces,0,0,,,30,0
487,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier blanc,Rennes,Flandre autrichienne,Rames,0,0,,,37,0
488,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Piere de moulage,Rennes,Flandre autrichienne,Quartiers,0,0,,,100,0
489,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin,Rennes,Flandre autrichienne,Pièces,0,0,,,3,0
490,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Savon,Rennes,Flandre autrichienne,Livres,0,0,,,650,0
491,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas,Rennes,Flandre autrichienne,Pièces,0,0,,,20,0
492,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de satin,Rennes,Flandre autrichienne,Nombres,0,0,,,1,0
493,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Thé,Rennes,Flandre autrichienne,Livres,0,0,,,79,0
494,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a voile,Rennes,Flandre autrichienne,Aunes,0,0,,,2400,0
495,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de halle,Rennes,Flandre autrichienne,Aunes,0,0,,,600,0
496,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Leon,Rennes,Flandre autrichienne,Aunes,0,0,,,1800,0
497,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,Flandre autrichienne,Aunes,0,0,,,100,0
498,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de pontivi,Rennes,Flandre autrichienne,Aunes,0,0,,,120,0
499,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de quintin,Rennes,Flandre autrichienne,Aunes,0,0,,,125,0
500,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile royale,Rennes,Flandre autrichienne,Aunes,0,0,,,155,0
501,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin,Rennes,Flandre autrichienne,Tonneaux,0,0,,,1,0
502,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Bordeaux,Rennes,Flandre autrichienne,Tonneaux,0,0,,,4,0
503,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vinaigre,Rennes,Flandre autrichienne,Quarteaux,0,0,,,1,0
504,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Amandes,Rennes,Hollande,Livres,0,0,,,3600,0
505,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie,Rennes,Hollande,Paires,0,0,,,1133,0
506,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie de la Chine pour femme,Rennes,Hollande,Paires,0,0,,,100,0
507,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie de la Chine pour homme,Rennes,Hollande,Paires,0,0,,,429,0
508,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour femme,Rennes,Hollande,Paires,0,0,,,362,0
509,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour homme,Rennes,Hollande,Paires,0,0,,,1180,0
510,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beure,Rennes,Hollande,Livres,0,0,,,29900,0
511,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beure de Bretagne,Rennes,Hollande,Livres,0,0,,,450,0
512,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bezoar,Rennes,Hollande,Livres,0,0,,,10,0
513,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Biere,Rennes,Hollande,Barils,0,0,,,11,0
514,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cacao,Rennes,Hollande,Livres,0,0,,,8101,0
515,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Caffé,Rennes,Hollande,Livres,0,0,,,52341,0
516,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ceinture de robe de chambre,Rennes,Hollande,Nombres,0,0,,,100,0
517,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chagrin de soie,Rennes,Hollande,Pièces,0,0,,,12,0
518,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chaquelas,Rennes,Hollande,Pièces,0,0,,,5,0
519,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chites Keabadis,Rennes,Hollande,Pièces,0,0,,,34,0
520,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cidre,Rennes,Hollande,Tonneaux,0,0,,,4,0
521,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire blanche,Rennes,Hollande,Livres,0,0,,,4000,0
522,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Couverture de satin,Rennes,Hollande,Nombres,0,0,,,5,0
523,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cravatte de tafetas noir,Rennes,Hollande,Nombres,0,0,,,50,0
524,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Crin de cheval,Rennes,Hollande,Livres,0,0,,,600,0
525,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas,Rennes,Hollande,Pièces,0,0,,,1046,0
526,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas de la Chine,Rennes,Hollande,Pièces,0,0,,,497,0
527,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas de Pekin,Rennes,Hollande,Pièces,0,0,,,287,0
528,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eventails,Rennes,Hollande,Nombres,0,0,,,1390,0
529,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil blanc de Rennes,Rennes,Hollande,Livres,0,0,,,1500,0
530,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de couleur,Rennes,Hollande,Livres,0,0,,,400,0
531,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gaudron,Rennes,Hollande,Barils,0,0,,,12,0
532,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gogorans,Rennes,Hollande,Pièces,0,0,,,13,0
533,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgoran,Rennes,Hollande,Pièces,0,0,,,4,0
534,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgoran,Rennes,Hollande,Pièces,0,0,Mesure d'origine livre,,6,0
535,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine de choux,Rennes,Hollande,Livres,0,0,,,200,0
536,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine de lin,Rennes,Hollande,Barils,0,0,,,218,0
537,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine de lin,Rennes,Hollande,Boisseaux,0,0,,,3677,0
538,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine de lin,Rennes,Hollande,Tonneaux,0,0,,,20,0
539,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine de lin vieille,Rennes,Hollande,Barils,0,0,,,150,0
540,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Graine vieille de lin,Rennes,Hollande,Boisseaux,0,0,,,246,0
541,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,Hollande,Pièces,0,0,,,392,0
542,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Guingan,Rennes,Hollande,Pièces,0,0,,,14,0
543,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Hollande,Bottes,0,0,,,248,0
544,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Hollande,Livres,0,0,,,1080,0
545,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huitre a la daube,Rennes,Hollande,Bariques,0,0,,,5,0
546,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huitres a la daube,Rennes,Hollande,Barils,0,0,,,605,0
547,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Indigo,Rennes,Hollande,Livres,0,0,,,15715,0
548,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Laine lavée,Rennes,Hollande,Livres,0,0,,,3745,0
549,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lampas,Rennes,Hollande,Pièces,0,0,,,18,0
550,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Librairie,Rennes,Hollande,Livres,0,0,,,175,0
551,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Listounerie,Rennes,Hollande,Pièces,0,0,,,10,0
552,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Chantourné,Rennes,Hollande,nombre,0,0,,,1,0
553,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Ciel,Rennes,Hollande,nombre,0,0,,,1,0
554,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Couvertures,Rennes,Hollande,nombre,0,0,,,1,0
555,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Dossier,Rennes,Hollande,nombre,0,0,,,1,0
556,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Grandes pentes,Rennes,Hollande,nombre,0,0,,,6,0
557,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Petites,Rennes,Hollande,nombre,0,0,,,4,0
558,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Rideaux,Rennes,Hollande,nombre,0,0,,,6,0
559,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Tabourets,Rennes,Hollande,nombre,0,0,,,2,0
560,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet d'etoffe de satin... Toilette,Rennes,Hollande,nombre,0,0,,,1,0
561,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit complet de satin brodé,Rennes,Hollande,Nombres,0,0,,,2,0
562,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Miel,Rennes,Hollande,Livres,0,0,,,573460,0
563,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mocade rouge,Rennes,Hollande,Pièces,0,0,,,1,0
564,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Moire,Rennes,Hollande,Pièces,0,0,,,1,0
565,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de coton,Rennes,Hollande,Nombres,0,0,,,167,0
566,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,mouchoir de fleurets,Rennes,Hollande,Nombres,0,0,,,36,0
567,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soie,Rennes,Hollande,Nombres,0,0,,,1072,0
568,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soye de la chine,Rennes,Hollande,Nombres,0,0,,,563,0
569,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soye de la chine,Rennes,Hollande,Pièces,0,0,,,3,0
570,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoirs de soie,Rennes,Hollande,Nombres,0,0,,,100,0
571,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Hollande,Rames,0,0,,,5394,0
572,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier blanc,Rennes,Hollande,Rames,0,0,,,4160,0
573,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier brodés a figures de soie,Rennes,Hollande,Feuïlles,0,0,,,7,0
574,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier gris,Rennes,Hollande,Rames,0,0,,,6746,0
575,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Parchemin,Rennes,Hollande,Torches,0,0,,,6,0
576,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de chevreaux,Rennes,Hollande,Nombres,0,0,,,100,0
577,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de lievre,Rennes,Hollande,Nombres,0,0,,,50,0
578,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de martre,Rennes,Hollande,Nombres,0,0,,,160,0
579,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de renard,Rennes,Hollande,Nombres,0,0,,,200,0
580,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de veau,Rennes,Hollande,Nombres,0,0,,,300,0
581,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de veau en poil,Rennes,Hollande,Nombres,0,0,Pas le même prix original/copie,,1000,0
582,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de veaux,Rennes,Hollande,Nombres,0,0,,,200,0
583,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de veaux en poil,Rennes,Hollande,Nombres,0,0,,,2300,0
584,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin,Rennes,Hollande,Pièces,0,0,,,1671,0
585,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin a fleur,Rennes,Hollande,Pièces,0,0,,,4,0
586,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin petits,Rennes,Hollande,Pièces,0,0,,,13,0
587,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peleterie commune,Rennes,Hollande,Livres,0,0,,,150,0
588,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Piere de meules,Rennes,Hollande,Nombres,0,0,,,105,0
589,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pieres de mole,Rennes,Hollande,Nombres,0,0,,,16,0
590,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pieres de taille de 5 pieds de longueur sur 3 pieds de largeur,Rennes,Hollande,Nombres,0,0,,,14,0
591,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Planche de sapin,Rennes,Hollande,Nombres,0,0,,,50,0
592,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Poire seche,Rennes,Hollande,Livres,0,0,,,420,0
593,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robe de chambre,Rennes,Hollande,Nombres,0,0,,,3,0
594,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robe de chambre de la Chine,Rennes,Hollande,Nombres,0,0,,,2,0
595,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rognures de parchemin,Rennes,Hollande,Livres,0,0,,,200,0
596,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans ou listonnerie,Rennes,Hollande,Pièces,0,0,,,115,0
597,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin,Rennes,Hollande,Pièces,0,0,,,4,0
598,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Satin  brodé, lit complet",Rennes,Hollande,Nombres,0,0,,,1,0
599,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin blanc unis,Rennes,Hollande,Pièces,0,0,,,2,0
600,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin brodé,Rennes,Hollande,Pièces,0,0,,,3,0
601,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin brodé de la Chine,Rennes,Hollande,Pièces,0,0,,,8,0
602,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Satin brodé, morceaux",Rennes,Hollande,Nombres,0,0,,,25,0
603,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Satin brodé, tapis",Rennes,Hollande,Nombres,0,0,,,2,0
604,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Satin brodé, toilette",Rennes,Hollande,Nombres,0,0,,,1,0
605,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin rayé,Rennes,Hollande,Pièces,0,0,,,30,0
606,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Savon,Rennes,Hollande,Livres,0,0,,,1260,0
607,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Savon,Rennes,Hollande,Livres,0,0,Mesure d'origine livre,,150,0
608,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,Hollande,Livres,0,0,,,2375.5,0
609,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Souffre,Rennes,Hollande,Livres,0,0,,,10000,0
610,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Storax,Rennes,Hollande,Livres,0,0,,,440,0
