numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
862,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Vases de briques,Marseille,Levant,"3,00",douzaines,"4,00000","12,00","0,00",
863,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Vermichel,Marseille,Levant,"2 200,00",livres,"0,20000","440,00","0,00",
864,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Verres cassés,Marseille,Levant,"5 350,00",livres,"0,02500","133,00","-0,75",
865,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Vin de chipres,Marseille,Levant,"127,00",milleroles,"90,00000","11430,00","0,00",
866,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Vin muscat,Marseille,Levant,"20,00",milleroles,"50,00000","1000,00","0,00",
867,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Vitriol de chipre,Marseille,Levant,"12 500,00",livres,"0,60000","7500,00","0,00",
868,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Acier,Marseille,Nord qui comprend les villes ansceatiques,"29 000,00",livres,"0,35000","10150,00","0,00",
869,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Alun,Marseille,Nord qui comprend les villes ansceatiques,"7 200,00",livres,"0,12000","864,00","0,00",
870,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Ancres de fer,Marseille,Nord qui comprend les villes ansceatiques,"51 870,00",livres,"0,20000","10374,00","0,00",
871,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Argent vif,Marseille,Nord qui comprend les villes ansceatiques,"4 650,00",livres,"4,00000","18600,00","0,00",
872,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Balaine coupée,Marseille,Nord qui comprend les villes ansceatiques,"788,00",livres,"4,75000","3743,00","0,00",
873,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Bœuf salé,Marseille,Nord qui comprend les villes ansceatiques,"3 000,00",livres,"0,35000","1050,00","0,00",
874,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Bigues,Marseille,Nord qui comprend les villes ansceatiques,"293,00",pièces,"2,00000","586,00","0,00",
875,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Billons,Marseille,Nord qui comprend les villes ansceatiques,"180,00",en nombre,"30,00000","5400,00","0,00",
876,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Blanc de baleine,Marseille,Nord qui comprend les villes ansceatiques,"125,00",livres,"3,00000","375,00","0,00",
877,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Bled froment,Marseille,Nord qui comprend les villes ansceatiques,"11 341,00",charges,"25,00000","283525,00","0,00",
878,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Bois de construction,Marseille,Nord qui comprend les villes ansceatiques,"230,00",pièces,"30,00000","6900,00","0,00",
879,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Boulets de canon,Marseille,Nord qui comprend les villes ansceatiques,"1 980,00",pièces,"0,50000","990,00","0,00",
880,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Bray sec,Marseille,Nord qui comprend les villes ansceatiques,"421 300,00",livres,"0,15000","63195,00","0,00",
881,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cacao,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,"1,40000","1680,00","0,00",
882,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Canelle,Marseille,Nord qui comprend les villes ansceatiques,"4 800,00",livres,"6,00000","28800,00","0,00",
883,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Canons de fer,Marseille,Nord qui comprend les villes ansceatiques,"82,00",pièces,"150,00000","12300,00","0,00",
884,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cendres gravelées,Marseille,Nord qui comprend les villes ansceatiques,"500,00",livres,"0,10000","50,00","0,00",
885,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Chanvre cru,Marseille,Nord qui comprend les villes ansceatiques,"376 200,00",livres,"0,18000","67716,00","0,00",
886,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Charbon de pierre,Marseille,Nord qui comprend les villes ansceatiques,"306,00",tonneaux,"8,00000","2448,00","0,00",
887,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cire jaune,Marseille,Nord qui comprend les villes ansceatiques,"5 500,00",livres,"1,35000","7425,00","0,00",
888,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cloux de fer,Marseille,Nord qui comprend les villes ansceatiques,"6 000,00",livres,"0,25000","1500,00","0,00",
889,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cordes de chanvre,Marseille,Nord qui comprend les villes ansceatiques,"29 000,00",livres,"0,30000","8700,00","0,00",
890,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cuirs de vache de Russie,Marseille,Nord qui comprend les villes ansceatiques,"1 000,00",livres,"1,20000","1200,00","0,00",
891,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cuivre tangoul,Marseille,Nord qui comprend les villes ansceatiques,"9 100,00",livres,"0,90000","8190,00","0,00",
892,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Drogueries,Marseille,Nord qui comprend les villes ansceatiques,"8 000,00",livres,"1,00000","8000,00","0,00",
893,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Fayance,Marseille,Nord qui comprend les villes ansceatiques,"250,00",livres,"0,50000","125,00","0,00",
894,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Fer en barres,Marseille,Nord qui comprend les villes ansceatiques,"3 018 800,00",livres,"0,14500","437726,00","0,00",
895,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Fer blanc,Marseille,Nord qui comprend les villes ansceatiques,"145 500,00",livres,"0,60000","87300,00","0,00",
896,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Fer en feuilles,Marseille,Nord qui comprend les villes ansceatiques,"7 500,00",livres,"0,50000","3750,00","0,00",
897,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Garence,Marseille,Nord qui comprend les villes ansceatiques,"7 500,00",livres,"0,40000","3000,00","0,00",
898,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Gaudron,Marseille,Nord qui comprend les villes ansceatiques,"1 256 600,00",livres,"0,15000","188490,00","0,00",
899,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Harans blancs,Marseille,Nord qui comprend les villes ansceatiques,"49,00",barils,"20,00000","980,00","0,00",
900,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Harans fumés,Marseille,Nord qui comprend les villes ansceatiques,"105,00",barils,"24,00000","2520,00","0,00",
901,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Huile de poisson,Marseille,Nord qui comprend les villes ansceatiques,"596 500,00",livres,"0,20000","119300,00","0,00",
902,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Laine de vigogne,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,"15,00000","18000,00","0,00",
903,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Librairie et estampes,Marseille,Nord qui comprend les villes ansceatiques,"250,00",livres,"3,00000","750,00","0,00",
904,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Matures,Marseille,Nord qui comprend les villes ansceatiques,"711,00",en nombre,"2 000,00000","1422000,00","0,00",
905,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Merceries,Marseille,Nord qui comprend les villes ansceatiques,"1 500,00",livres,"3,50000","5250,00","0,00",
906,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Morues seches,Marseille,Nord qui comprend les villes ansceatiques,"14 468 000,00",livres,"0,15000","2170200,00","0,00",
907,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Morues vertes,Marseille,Nord qui comprend les villes ansceatiques,"299 500,00",livres,"0,30000","89850,00","0,00",
908,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Noir de fumée,Marseille,Nord qui comprend les villes ansceatiques,"200,00",livres,"0,60000","120,00","0,00",
909,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Peaux de lievres,Marseille,Nord qui comprend les villes ansceatiques,"4 650,00",livres,"0,55000","2557,00","-0,50",
910,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Planches de sapin,Marseille,Nord qui comprend les villes ansceatiques,"4 174,00",douzaines,"9,00000","37566,00","0,00",
911,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Plaques de fer,Marseille,Nord qui comprend les villes ansceatiques,"744,00",en nombre,"1,00000","744,00","0,00",
912,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Plomb en saumon,Marseille,Nord qui comprend les villes ansceatiques,"542 000,00",livres,"0,20000","108400,00","0,00",
913,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Poivre,Marseille,Nord qui comprend les villes ansceatiques,"11 000,00",livres,"1,60000","17600,00","0,00",
914,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Porcelaine,Marseille,Nord qui comprend les villes ansceatiques,"200,00",livres,"5,00000","1000,00","0,00",
915,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Poutres,Marseille,Nord qui comprend les villes ansceatiques,"489,00",en nombre,"20,00000","9780,00","0,00",
916,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Saumon salé,Marseille,Nord qui comprend les villes ansceatiques,"205,00",barils,"36,00000","7380,00","0,00",
917,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Saumon salé,Marseille,Nord qui comprend les villes ansceatiques,"5 700,00",livres,"0,25000","1425,00","0,00",
918,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Saumure,Marseille,Nord qui comprend les villes ansceatiques,"480,00",livres,"0,20000","96,00","0,00",
919,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Stocfiche,Marseille,Nord qui comprend les villes ansceatiques,"256 600,00",livres,"0,15000","38490,00","0,00",
920,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Suif,Marseille,Nord qui comprend les villes ansceatiques,"14 100,00",livres,"0,40000","5640,00","0,00",
921,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Toille blanche,Marseille,Nord qui comprend les villes ansceatiques,"1 000,00",livres,"4,00000","4000,00","0,00",
922,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Toille a voile,Marseille,Nord qui comprend les villes ansceatiques,"500,00",pièces,"26,00000","13000,00","0,00",
923,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Verres de cristal,Marseille,Nord qui comprend les villes ansceatiques,"500,00",livres,"2,00000","1000,00","0,00",
924,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Vitriol blanc,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,"0,60000","720,00","0,00",
925,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Baleine coupée,Marseille,Portugal,"5 500,00",livres,"4,75000","26125,00","0,00",
926,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Beurre,Marseille,Portugal,"9 600,00",livres,"0,40000","3840,00","0,00",
927,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Bois de campeche,Marseille,Portugal,"201 600,00",livres,"0,15000","30240,00","0,00",
928,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Cacao,Marseille,Portugal,"34 250,00",livres,"1,30000","44525,00","0,00",
929,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Canelle,Marseille,Portugal,"6 000,00",livres,"6,00000","36000,00","0,00",
930,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1750,Imports,Canelle gerofflée,Marseille,Portugal,"21 500,00",livres,"0,60000","12900,00","0,00",
931,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1750,Imports,Chanvre cru,Marseille,Portugal,"163 600,00",livres,"0,18000","29448,00","0,00",
