quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
livres,laine d'Italie,,,laine d'Italielivres,1.7498519,
livres,laine d'agnelin,,,laine d'agnelinlivres,2.0000317,
livres,laine d'écrue,,,laine d'écruelivres,1.2495687,
Livre,laine de chevron,,,laine de chevronLivre,3.0618622,
quintal,laine de chevron,,,laine de chevronquintal,373.47232,
livres,laine en côtes,,,laine en côteslivres,1.085376,
livre,laine en masses,,,laine en masseslivre,1.2,
aunes,laine en peluches,,,laine en peluchesaunes,4.490088,
Livres,laine en toison,,,laine en toisonLivres,1,
Livres,laine filée,,,laine filéeLivres,3.6378412,
livre,laine filée,,,laine filéelivre,5,
livres,laine filée,,,laine filéelivres,3.0234723,
Livres,laine fine en rames,,,laine fine en ramesLivres,3.2403705,
Livres,laine fine,,,laine fineLivres,3,
livre,laine fine,,,laine finelivre,3,
livres,laine grosse,,,laine grosselivres,1,
Livre,laine lavée,,,laine lavéeLivre,1.4052906,
Livres,laine lavée,,,laine lavéeLivres,1.3276144,
Quintal,laine lavée,,,laine lavéeQuintal,115.6629,
livres,laine lavée,,,laine lavéelivres,1.3541425,
quintal,laine lavée,,,laine lavéequintal,115.66473,
livres,laine menue,,,laine menuelivres,.64840049,
Livres,laine non filée lavée,,,laine non filée lavéeLivres,1.5,
Livres,laine non filée,,,laine non filéeLivres,1.6892716,
livres,laine non filée,,,laine non filéelivres,1.7511123,
Livres,laine peignée,,,laine peignéeLivres,2.4494898,
livres,laine peignée,,,laine peignéelivres,1.9778723,
quintal,laine pelade,,,laine peladequintal,50.000004,
livres,laine à lisières,,,laine à lisièreslivres,.7499885,
Livres,laine,,,laineLivres,1.8116919,
livres,laiton filé,,,laiton filélivres,1.4422495,
aunes,lampareille de laine,,,lampareille de laineaunes,1.8898816,
douzaines,langues de bœuf fourrées,,,langues de bœuf fourréesdouzaines,20,
livres,langues de bœuf fourrées,,,langues de bœuf fourréeslivres,.59984511,
livres,langues de bœuf,,,langues de bœuflivres,1.4999547,
Livres,lard salé,,,lard saléLivres,.40201095,
livres,lard salé,,,lard salélivres,.39140987,
quintal,lard salé,,,lard saléquintal,51.961529,
livres,lard à larder,,,lard à larderlivres,.800062,
livres,lard,,,lardlivres,.59990883,
Quintal,lentilles,,,lentillesQuintal,17.320509,
livres,lentilles,,,lentilleslivres,.1499832,
Livres,librairie brochée,,,librairie brochéeLivres,2.1690524,
livres,librairie brochée,,,librairie brochéelivres,2,
livres,librairie en blanc,,,librairie en blanclivres,1.5,
Livres,librairie reliée,,,librairie reliéeLivres,2.6457512,
livres,librairie reliée,,,librairie reliéelivres,2.3205264,
Livre,librairie,,,librairieLivre,2,
Livres,librairie,,,librairieLivres,2.104578,
Valeur,librairie,,,librairieValeur,542.11224,
livre,librairie,,,librairielivre,2,
livres,librairie,,,librairielivres,1.8606352,
quintal,librairie,,,librairiequintal,240.00002,
pièce,limeneas,,,limeneaspièce,35.000004,
pièces,limeneas,,,limeneaspièces,35.226967,
Livres,limes,,,limesLivres,.59999996,
le cent,limons frais,,,limons fraisle cent,2.5602844,
livres,lin cru,,,lin crulivres,.58967888,
livres,lin en bottes,,,lin en botteslivres,.82785559,
Quintal,lin peigné,,,lin peignéQuintal,83.666,
livres,lin peigné,,,lin peignélivres,.88819432,
quintal,lin peigné,,,lin peignéquintal,113.77729,
aunes,linge de table de lin,,,linge de table de linaunes,1.5742573,
livres,linge de table de lin,,,linge de table de linlivres,6.7095327,
Livres,linge de table,,,linge de tableLivres,4,
livres,linge vieux,,,linge vieuxlivres,.46871582,
livres,linge à pansements vieux,,,linge à pansements vieuxlivres,1.25,
livres,lingerie commune,,,lingerie communelivres,2,
Livres,lingerie,,,lingerieLivres,3.8729835,
Valeur,lingerie,,,lingerieValeur,904.83844,
livres,lingerie,,,lingerielivres,2.236068,
aunes,linon de lin,,,linon de linaunes,7.3156028,
Bouteilles,liqueurs communes,,,liqueurs communesBouteilles,1.5,
quintal,liqueurs communes,,,liqueurs communesquintal,52.020916,
Livres,liqueurs diverses,,,liqueurs diversesLivres,.83956009,
Pintes,liqueurs diverses,,,liqueurs diversesPintes,3,
bouteilles,liqueurs diverses,,,liqueurs diversesbouteilles,2,
pinte,liqueurs diverses,,,liqueurs diversespinte,1.2,
Pintes,liqueurs en sirop fin,,,liqueurs en sirop finPintes,3,
quintal,liqueurs et sirop,,,liqueurs et siropquintal,72,
quintal,liqueurs fines,,,liqueurs finesquintal,66.000008,
Bouteilles,liqueurs,,,liqueursBouteilles,1.888175,
Livre,liqueurs,,,liqueursLivre,1.1398523,
Livres,liqueurs,,,liqueursLivres,.87478709,
Pintes,liqueurs,,,liqueursPintes,1.9526231,
Quintal,liqueurs,,,liqueursQuintal,40,
bouteilles,liqueurs,,,liqueursbouteilles,7.7378602,
muid,liqueurs,,,liqueursmuid,397.23047,
muids,liqueurs,,,liqueursmuids,481.53116,
pintes,liqueurs,,,liqueurspintes,2.0146,
quintal,liqueurs,,,liqueursquintal,109.54452,
Livres,litharge,,,lithargeLivres,1.4255729,
quintal,litharge,,,lithargequintal,35.000004,
livres,livres en feuilles,,,livres en feuilleslivres,1.7756846,
Livres,livres,,,livresLivres,1.9832425,
livres,livres,,,livreslivres,3.8995709,
quintal,livres,,,livresquintal,220.00002,
Valeur,liège,,,liègeValeur,250.29297,
Livres,légumes pois,,,légumes poisLivres,.11066819,
Quintal,légumes pois,,,légumes poisQuintal,11.447142,
livres,légumes pois,,,légumes poislivres,.12635468,
quintal,légumes pois,,,légumes poisquintal,15.980801,
Quintal,légumes secs,,,légumes secsQuintal,15.000001,
Livre,légumes,,,légumesLivre,.11509402,
Livres,légumes,,,légumesLivres,.1587401,
Valeur,légumes,,,légumesValeur,867.18481,
pintes,légumes,,,légumespintes,3.8022137,
quintal,légumes,,,légumesquintal,12.500001,
en nombre,madriers de bois,,,madriers de boisen nombre,1.9649332,
livres,magnésie,,,magnésielivres,2.1909032,
Nombre,manches de bois de gaffes,,,manches de bois de gaffesNombre,1.25,
pièce,manches de bois de gaffes,,,manches de bois de gaffespièce,1,
quintal,manches de liège,,,manches de liègequintal,25.999998,
Livre,manne,,,manneLivre,1.933182,
Livres,manne,,,manneLivres,2.4494898,
quintal,manne,,,mannequintal,132.79187,
Livres,marbre brut,,,marbre brutLivres,.042426404,
Quintal,marbre brut,,,marbre brutQuintal,7.5446019,
pieds,marbre brut,,,marbre brutpieds,5.2414827,
quintal,marbre brut,,,marbre brutquintal,15.436486,
en nombre,marbre mortiers,,,marbre mortiersen nombre,1.765839,
Livres,marbre,,,marbreLivres,.067255281,
Nombre,marbre,,,marbreNombre,3,
Quintal,marbre,,,marbreQuintal,17.320509,
pieds,marbre,,,marbrepieds,42.448051,
Livres,marc d'olive,,,marc d'oliveLivres,.049999997,
livres,marchandises sèches,,,marchandises sècheslivres,1.1886346,
Valeur,marchandises à la valeur,,,marchandises à la valeurValeur,408.33282,
en nombre,marchandises à la valeur,,,marchandises à la valeuren nombre,.95636505,
livres,marchandises à la valeur,,,marchandises à la valeurlivres,.050088577,
Valeur,marchandises,,,marchandisesValeur,294.14236,
Livres,marmites de fer coulé,,,marmites de fer couléLivres,.19999999,
livres,marmites en fer,,,marmites en ferlivres,.16655156,
Livres,marrons secs,,,marrons secsLivres,.29240176,
Livres,martinet de fer,,,martinet de ferLivres,.19999999,
livres,marue,,,maruelivres,2,
livres,masses de lin,,,masses de linlivres,.60188979,
quintal,masses de lin,,,masses de linquintal,75.000008,
quintal,mastic,,,masticquintal,237.17079,
Nombre,matériaux de sapin,,,matériaux de sapinNombre,22.000002,
livres,mercerie ???,,,mercerie ???livres,1.3168342,
Livres,mercerie commune,,,mercerie communeLivres,2.08552,
livres,mercerie commune,,,mercerie communelivres,2.0000343,
Livre,mercerie de cuivre,,,mercerie de cuivreLivre,2,
Livres,mercerie de cuivre,,,mercerie de cuivreLivres,2.2,
Livres,mercerie ordinaire,,,mercerie ordinaireLivres,1.8832027,
livres,mercerie épingles,,,mercerie épingleslivres,3.0542927,
Livre,mercerie,,,mercerieLivre,2.473115,
Livres,mercerie,,,mercerieLivres,2.5685356,
Valeur,mercerie,,,mercerieValeur,725.82288,
livre,mercerie,,,mercerielivre,3.1140537,
livres,mercerie,,,mercerielivres,2.9590621,
quintal,mercerie,,,merceriequintal,217.15936,
Nombre,merluche,,,merlucheNombre,.38258624,
en nombre,merrains de chêne,,,merrains de chêneen nombre,.099971533,
????,merrains,,,merrains????,20,
Nombre,merrains,,,merrainsNombre,.14548463,
en nombre,merrains,,,merrainsen nombre,.26971638,
Nombre,meules pour moulins,,,meules pour moulinsNombre,93.350456,
en nombre,meules pour moulins,,,meules pour moulinsen nombre,102.00997,
Nombre,meules à aiguiser,,,meules à aiguiserNombre,.6643151,
pièce,meules à faire,,,meules à fairepièce,6,
en nombre,meules à taillandier,,,meules à taillandieren nombre,2.9969511,
Nombre,meules,,,meulesNombre,10.801236,
en nombre,meules,,,meulesen nombre,3.6088738,
livres,miel cru,,,miel crulivres,.39999998,
livres,miel façonné,,,miel façonnélivres,.4380134,
Livres,miel,,,mielLivres,.37291688,
Quintal,miel,,,mielQuintal,38.729836,
livre,miel,,,miellivre,.4470036,
quintal,miel,,,mielquintal,34.688343,
quintal,millet,,,milletquintal,12.215357,
livres,mine de plomb noire,,,mine de plomb noirelivres,.3499164,
livres,mine de plomb rouge,,,mine de plomb rougelivres,.29971418,
Livres,mine de plomb,,,mine de plombLivres,.43301269,
livres,mine de plomb,,,mine de plomblivres,.28048092,
quintal,mine de plomb,,,mine de plombquintal,40,
quintal,miny,,,minyquintal,40,
livre,mitrailles de cuivre,,,mitrailles de cuivrelivre,1,
livres,mitrailles de cuivre,,,mitrailles de cuivrelivres,.94481474,
Valeur,mobilier,,,mobilierValeur,726.83313,
livres,mobilier,,,mobilierlivres,.84190828,
Aunes,molleton de capiton,,,molleton de capitonAunes,3.0277922,
Aunes,molleton de coton,,,molleton de cotonAunes,4.2880177,
aunes,molleton de coton,,,molleton de cotonaunes,4.6696687,
livres,molleton de coton,,,molleton de cotonlivres,6,
Aunes,molleton de laine,,,molleton de laineAunes,2.5,
Livres,molleton de laine,,,molleton de laineLivres,3.3226991,
aunes,molleton de laine,,,molleton de laineaunes,2.275496,
Aunes,molleton,,,molletonAunes,3.0354912,
Livres,molleton,,,molletonLivres,6.2517219,
Aunes,moquette de fil et de laine,,,moquette de fil et de laineAunes,3.4965951,
Livres,moquette,,,moquetteLivres,3,
livres,morue marinée et salée,,,morue marinée et saléelivres,.30685565,
Livres,morue sèche,,,morue sècheLivres,.29999998,
Quintal,morue sèche,,,morue sècheQuintal,34.641018,
livres,morue sèche,,,morue sèchelivres,.34663442,
quintal,morue sèche,,,morue sèchequintal,30.887262,
livres,morue séchée,,,morue séchéelivres,.27479854,
livres,morue verte,,,morue vertelivres,.24989267,
poignées,morue verte,,,morue vertepoignées,2.5,
Livres,morue,,,morueLivres,.31878844,
Quintal,morue,,,morueQuintal,29.169577,
Douzaines,mouchoirs de coton et de fil,,,mouchoirs de coton et de filDouzaines,23.866642,
Livres,mouchoirs de coton et de fil,,,mouchoirs de coton et de filLivres,7.8297362,
douzaines,mouchoirs de coton et de fil,,,mouchoirs de coton et de fildouzaines,20.636831,
en nombre,mouchoirs de coton et de fil,,,mouchoirs de coton et de filen nombre,4.698936,
livres,mouchoirs de coton et de fil,,,mouchoirs de coton et de fillivres,10.027303,
douzaines,mouchoirs de coton et soie,,,mouchoirs de coton et soiedouzaines,8.2204924,
pièces,mouchoirs de coton fins,,,mouchoirs de coton finspièces,27.878946,
Douzaines,mouchoirs de coton peints,,,mouchoirs de coton peintsDouzaines,23.196165,
douzaine,mouchoirs de coton peints,,,mouchoirs de coton peintsdouzaine,19.89975,
Douzaines,mouchoirs de coton,,,mouchoirs de cotonDouzaines,24.209484,
Livres,mouchoirs de coton,,,mouchoirs de cotonLivres,8,
Nombre,mouchoirs de coton,,,mouchoirs de cotonNombre,2.1689436,
Pièces,mouchoirs de coton,,,mouchoirs de cotonPièces,2.25,
douzaine,mouchoirs de coton,,,mouchoirs de cotondouzaine,24,
douzaines,mouchoirs de coton,,,mouchoirs de cotondouzaines,32.102047,
en nombre,mouchoirs de coton,,,mouchoirs de cotonen nombre,3.5810738,
livres,mouchoirs de coton,,,mouchoirs de cotonlivres,10,
Douzaines,mouchoirs de fil,,,mouchoirs de filDouzaines,29.393877,
Nombre,mouchoirs de fil,,,mouchoirs de filNombre,3,
douzaine,mouchoirs de fil,,,mouchoirs de fildouzaine,18.280983,
douzaines,mouchoirs de fil,,,mouchoirs de fildouzaines,28.757666,
Douzaines,mouchoirs de gaze,,,mouchoirs de gazeDouzaines,46.475803,
douzaines,mouchoirs de gaze,,,mouchoirs de gazedouzaines,39.649723,
Douzaines,mouchoirs de soie,,,mouchoirs de soieDouzaines,45.541969,
Livres,mouchoirs de soie,,,mouchoirs de soieLivres,50.000004,
douzaines,mouchoirs de soie,,,mouchoirs de soiedouzaines,42.656364,
en nombre,mouchoirs de soie,,,mouchoirs de soieen nombre,3.3246999,
livre,mouchoirs de soie,,,mouchoirs de soielivre,47.301109,
livres,mouchoirs de soie,,,mouchoirs de soielivres,50.293606,
douzaines,mouchoirs des Indes,,,mouchoirs des Indesdouzaines,61.658356,
Douzaines,mouchoirs,,,mouchoirsDouzaines,20.784611,
Valeur,mouchoirs,,,mouchoirsValeur,516.5462,
douzaines,mouchoirs,,,mouchoirsdouzaines,30.914242,
en nombre,mouchoirs,,,mouchoirsen nombre,2.6351812,
livres,mouchoirs,,,mouchoirslivres,15.000001,
Livres,moulages de fer de fonte,,,moulages de fer de fonteLivres,.17999999,
en nombre,moules de boutons,,,moules de boutonsen nombre,3,
en nombre,moulins à café,,,moulins à caféen nombre,35.878258,
Aunes,mousseline de coton,,,mousseline de cotonAunes,9.40131,
Livres,mousseline de coton,,,mousseline de cotonLivres,39.763542,
aunes,mousselines fines,,,mousselines finesaunes,6,
aunes,mousselines unies,,,mousselines uniesaunes,10,
aune,mousselines,,,mousselinesaune,2.7857115,
aunes,mousselines,,,mousselinesaunes,13.669658,
livres,mousselines,,,mousselineslivres,52.51041,
Livres,moutarde,,,moutardeLivres,1.2,
livres,moutarde,,,moutardelivres,.77449787,
Nombre,moutons,,,moutonsNombre,10.989712,
Nombre,mules et mulets,,,mules et muletsNombre,152.748,
Nombre,mules,,,mulesNombre,198.18988,
en nombre,mules,,,mulesen nombre,150.00002,
Nombre,mulets,,,muletsNombre,238.11018,
Livres,muscades,,,muscadesLivres,30.000002,
Livres,musique,,,musiqueLivres,2.942831,
livres,musique,,,musiquelivres,2.8231082,
en nombre,mâts de bois petits,,,mâts de bois petitsen nombre,11.673265,
en nombre,mâts de sapin,,,mâts de sapinen nombre,76.032837,
Nombre,mâts et espars de bois,,,mâts et espars de boisNombre,37.947334,
Nombre,mâts et matériaux de bois,,,mâts et matériaux de boisNombre,91.776451,
en nombre,mâts,,,mâtsen nombre,78.600304,
Livre,mèches soufrées,,,mèches soufréesLivre,.70710677,
livre,mèches soufrées,,,mèches soufréeslivre,1,
livres,mèches à canons,,,mèches à canonslivres,.15991656,
Valeur,médicaments,,,médicamentsValeur,1953.6301,
livres,médicaments,,,médicamentslivres,1.548218,
livres,nacre de perles,,,nacre de perleslivres,1.5710704,
pièces,neganepeau,,,neganepeaupièces,27.472027,
aunes,nicanéas,,,nicanéasaunes,6.4189219,
pièce,nicanéas,,,nicanéaspièce,24,
pièces,nicanéas,,,nicanéaspièces,20.052044,
livres,noir de fumée,,,noir de fuméelivres,.89442718,
quintal,noir de fumée,,,noir de fuméequintal,60.588348,
Livres,noir à noircir,,,noir à noircirLivres,.099999994,
Quintal,noisette sèches,,,noisette sèchesQuintal,20.80084,
quintal,noisette sèches,,,noisette sèchesquintal,16.476294,
Livres,noix de Galle,,,noix de GalleLivres,.90981525,
Livre,noix de muscade,,,noix de muscadeLivre,12,
livres,noix de muscade,,,noix de muscadelivres,12.942523,
quintal,noix et noisettes,,,noix et noisettesquintal,15.000001,
quintal,noix sèches,,,noix sèchesquintal,7.7459669,
livres,ocre jaune,,,ocre jaunelivres,.28409627,
livres,ocre rouge,,,ocre rougelivres,.12258883,
Livres,oignons de fleurs,,,oignons de fleursLivres,1.3103707,
quintal,oignons de fleurs,,,oignons de fleursquintal,17.320509,
quintal,oignons de squille,,,oignons de squillequintal,4.5,
Quintal,oignons,,,oignonsQuintal,6.3245554,
Livres,olives salées,,,olives saléesLivres,.27588782,
livres,olives salées,,,olives saléeslivres,.49965572,
Feuilles,or en feuilles,,,or en feuillesFeuilles,.074999996,
livres,or faux,,,or fauxlivres,15.000001,
Nombre,orange douce,,,orange douceNombre,.049999997,
Nombre,orange fraîche,,,orange fraîcheNombre,.054198205,
le cent,orange fraîche,,,orange fraîchele cent,5,
livres,orange sèche,,,orange sèchelivres,1,
Caisses,orange,,,orangeCaisses,30.000002,
Nombre,orange,,,orangeNombre,.090841487,
en nombre,orange,,,orangeen nombre,.10521396,
livres,orange,,,orangelivres,.12247255,
livres,orbe,,,orbelivres,.1326604,
Marcs,orfèvrerie d'argent,,,orfèvrerie d'argentMarcs,60.000004,
Valeur,orfèvrerie d'argent,,,orfèvrerie d'argentValeur,7025.9761,
Marcs,orfèvrerie,,,orfèvrerieMarcs,54.772259,
Valeur,orfèvrerie,,,orfèvrerieValeur,659.02673,
marc,orfèvrerie,,,orfèvreriemarc,60.790112,
marcs,orfèvrerie,,,orfèvreriemarcs,34.809422,
livres,orge perlé,,,orge perlélivres,.29516512,
livres,orpin,,,orpinlivres,.89999998,
Livres,orseille,,,orseilleLivres,.51542664,
livres,outils de moulins de fer,,,outils de moulins de ferlivres,.50182837,
Valeur,outils de pêche,,,outils de pêcheValeur,9.3661518,
livres,outils de pêche,,,outils de pêchelivres,.72895056,
paquet,outils de pêche,,,outils de pêchepaquet,.25,
Quintal,ouvrages d'auf,,,ouvrages d'aufQuintal,15.736726,
quintal,ouvrages d'auf,,,ouvrages d'aufquintal,17.043293,
Valeur,ouvrages d'horlogerie,,,ouvrages d'horlogerieValeur,1183.2157,
Douzaine,ouvrages d'osier,,,ouvrages d'osierDouzaine,2.5,
Livres,ouvrages d'étain,,,ouvrages d'étainLivres,.94788033,
livres,ouvrages d'étain,,,ouvrages d'étainlivres,1.5394287,
quintal,ouvrages d'étain,,,ouvrages d'étainquintal,160,
Valeur,ouvrages de bois doré,,,ouvrages de bois doréValeur,349.99997,
Douzaine,ouvrages de bois,,,ouvrages de boisDouzaine,4.75,
Livres,ouvrages de bois,,,ouvrages de boisLivres,.19595295,
Valeur,ouvrages de bois,,,ouvrages de boisValeur,707.94812,
livres,ouvrages de bois,,,ouvrages de boislivres,.19245411,
quintal,ouvrages de bois,,,ouvrages de boisquintal,26.207417,
Livres,ouvrages de buis,,,ouvrages de buisLivres,.64807403,
?,ouvrages de corail,,,ouvrages de corail?,21.108473,
livre,ouvrages de corail,,,ouvrages de coraillivre,57.326572,
livres,ouvrages de corail,,,ouvrages de coraillivres,124.93816,
