numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Acier,Marseille,Angleterre,4500,livres,"0,35",1575,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Alun,Marseille,Angleterre,3380,livres,"0,2",676,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Amandes,Marseille,Angleterre,5000,livres,"0,2",1000,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Anchoix,Marseille,Angleterre,2000,livres,"0,5",1000,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Anis,Marseille,Angleterre,230,livres,"0,2",46,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bas de fil et coton,Marseille,Angleterre,250,livres,5,1250,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bled froment,Marseille,Angleterre,34800,livres,"0,1",3480,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bois merrain,Marseille,Angleterre,225,livres,"0,1",22,"-0,5",
9,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bouteilles de verre,Marseille,Angleterre,1015,livres,"0,2",203,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Capres,Marseille,Angleterre,880,livres,"0,3",264,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Chandelle,Marseille,Angleterre,16107,livres,"0,5",8053,"-0,5",
12,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Chapeaux poil et laine,Marseille,Angleterre,2,douzaines,60,120,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Confitures,Marseille,Angleterre,100,livres,1,100,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Corail ouvré,Marseille,Angleterre,65,livres,160,10400,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Coton en laine,Marseille,Angleterre,967988,livres,1,967988,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Craye blanche,Marseille,Angleterre,800,livres,"0,05",40,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Drogueries,Marseille,Angleterre,1250,livres,1,1250,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Eau Reyne d'hongrie,Marseille,Angleterre,700,livres,1,700,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Eau de senteur,Marseille,Angleterre,300,livres,1,300,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Eau de vie,Marseille,Angleterre,69750,livres,"0,3",20925,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Etoffe de soye,Marseille,Angleterre,46,livres,40,1840,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Fayance,Marseille,Angleterre,19900,livres,"0,5",9950,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Gingembre,Marseille,Angleterre,5000,livres,"0,3",1500,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Huille d'olive,Marseille,Angleterre,10950,livres,"0,4",4380,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Librairie,Marseille,Angleterre,400,livres,2,800,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Liqueurs,Marseille,Angleterre,13300,livres,1,13300,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Marchandises mêlées,Marseille,Angleterre,,,,180,,
28,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,2,1775,Exports,Mercerie,Marseille,Angleterre,6262,livres,"3,5",21917,0,
