numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
1246,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Garance,Levant,7780,,,,,,211442,,,,,,,,,,,
1246,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; d'autruche ; brutes,Levant,2210,,,,,,176673,,39505,,,,,,,,,
1247,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Garance,Nord,10017,,,,,,211442,,,,,,,,,,,
1247,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; d'autruche ; brutes,Savoye,2300,,,,,,176673,,39505,,,,,,,,,
1248,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Garance,Savoye,82630,,,,,,211442,,,,,,,,,,,
1248,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à écrire,Hollande,18495,,,,,,176673,,87561,,,,,,,,,
1249,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gaze ; de soye,Allemagne,1622,,,,,,58457,,,,,,,,,,,
1249,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à écrire,Nord,69066,,,,,,176673,,87561,,,,,,,,,
1250,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gaze ; de soye,Espagne,2400,,,,,,58457,,,,,,,,,,,
1250,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Allemagne,5138,,,,,,176673,,44730,,,,,,,,,
1251,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gaze ; de soye,Flandre,2615,,,,,,58457,,,,,,,,,,,
1251,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Hollande,21610,,,,,,176673,,44730,,,,,,,,,
1252,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gaze ; de soye,Italie,28120,,,,,,58457,,,,,,,,,,,
1252,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Naples,3000,,,,,,176673,,44730,,,,,,,,,
1253,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gaze ; de soye,Isles,23700,,,,,,58457,,,,,,,,,,,
1253,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Genes,3792,,,,,,176673,,44730,,,,,,,,,
1254,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Geroffle,Espagne,23720,,,,,,160680,,,,,,,,,,,
1254,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Levant,1200,,,,,,176673,,44730,,,,,,,,,
1255,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Geroffle,Italie,4300,,,,,,160680,,,,,,,,,,,
1255,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à lin,Nord,9990,,,,,,176673,,44730,,,,,,,,,
1256,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Geroffle,Naples,7370,,,,,,160680,,,,,,,,,,,
1256,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,61,Plumes ; à volans,Hollande,1750,,,,,,176673,,1750,,,,,,,,,
1257,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Geroffle,Levant,121400,,,,,,160680,,,,,,,,,,,
1257,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poil ; de chevrotin,Flandre,1120,,,,,,6442,,3142,,,,,,,,,
1258,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Geroffle,Savoye,3890,,,,,,160680,,,,,,,,,,,
1258,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poil ; de chevrotin,Hollande,2022,,,,,,6442,,3142,,,,,,,,,
1259,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gingembre,Genes,4251,,,,,,22528,,,,,,,,,,,
1259,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poil ; de lapin,Naples,1500,,,,,,6442,,3300,,,,,,,,,
1260,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gingembre,Levant,13096,,,,,,22528,,,,,,,,,,,
1260,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poil ; de lapin,Savoye,1800,,,,,,6442,,3300,,,,,,,,,
1261,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,42,Gingembre,Nord,5181,,,,,,22528,,,,,,,,,,,
1261,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poisson ; frais,Allemagne,7777,,,,,,175286,,44524,,,,,,,,,
1262,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Allemagne,40548,,,,,,367258,,,,,,,,,,,
1262,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poisson ; frais,Flandre,36747,,,,,,175286,,44524,,,,,,,,,
1263,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Angleterre,64835,,,,,,367258,,,,,,,,,,,
1263,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poisson ; salé,Espagne,114192,,,,,,175286,,130762,,,,,,,,,
1264,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Espagne,12500,,,,,,367258,,,,,,,,,,,
1264,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poisson ; salé,Genes,3115,,,,,,175286,,130762,,,,,,,,,
1265,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Flandre,47850,,,,,,367258,,,,,,,,,,,
1265,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poisson ; salé,Savoye,13455,,,,,,175286,,130762,,,,,,,,,
1266,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Hollande,33800,,,,,,367258,,,,,,,,,,,
1266,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Flandre,58880,,,,,,2316824,,,,,,,,,,,
1267,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Indes,24050,,,,,,367258,,,,,,,,,,,
1267,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Hollande,2207878,,,,,,2316824,,,,,,,,,,,
1268,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Genes,72000,,,,,,367258,,,,,,,,,,,
1268,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Italie,3384,,,,,,2316824,,,,,,,,,,,
1269,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Levant,29000,,,,,,367258,,,,,,,,,,,
1269,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Naples,4200,,,,,,2316824,,,,,,,,,,,
1270,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Nord,11500,,,,,,367258,,,,,,,,,,,
1270,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Genes,19725,,,,,,2316824,,,,,,,,,,,
1271,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Russie,7000,,,,,,367258,,,,,,,,,,,
1271,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Nord,4007,,,,,,2316824,,,,,,,,,,,
1272,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Suede,3425,,,,,,367258,,,,,,,,,,,
1272,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poivre,Savoye,18750,,,,,,2316824,,,,,,,,,,,
1273,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Glaces et mirroirs,Suisse,20759,,,,,,367258,,,,,,,,,,,
1273,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poix,Allemagne,6646,,,,,,15286,,,,,,,,,,,
1274,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; adragan,Espagne,2212,,,,,,99588,,,2212,,,,,,,,
1274,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poix,Espagne,1420,,,,,,15286,,,,,,,,,,,
1275,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; arabique,Espagne,8577,,,,,,99588,,,41123,,,,,,,,
1275,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poix,Hollande,7220,,,,,,15286,,,,,,,,,,,
1276,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; arabique,Italie,12130,,,,,,99588,,,41123,,,,,,,,
1276,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Pomade,Genes,1024,,,,,,1024,,,,,,,,,,,
1277,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; arabique,Genes,1956,,,,,,99588,,,41123,,,,,,,,
1277,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; gras,Allemagne,18167,,,,,,91241,,47567,,,,,,,,,
1278,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; arabique,Venise,6000,,,,,,99588,,,41123,,,,,,,,
1278,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; gras,Flandre,6306,,,,,,91241,,47567,,,,,,,,,
1279,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; arabique,Savoye,14460,,,,,,99588,,,41123,,,,,,,,
1279,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; gras,Savoye,14850,,,,,,91241,,47567,,,,,,,,,
1280,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; armoniac,Italie,1640,,,,,,99588,,,1640,,,,,,,,
1280,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; gras,Suisse,8244,,,,,,91241,,47567,,,,,,,,,
1281,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; lacque,Hollande,17720,,,,,,99588,,,9107,,,,,,,,
1281,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; salé,Allemagne,35914,,,,,,91241,,43674,,,,,,,,,
1282,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; sandarac,Hollande,9107,,,,,,99588,,,9107,,,,,,,,
1282,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; salé,Naples,6360,,,,,,91241,,43674,,,,,,,,,
1283,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; de Sénégal,Levant,14000,,,,,,99588,,,14000,,,,,,,,
1283,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcs ; salé,Genes,1400,,,,,,91241,,43674,,,,,,,,,
1284,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; seraphique,Levant,10250,,,,,,99588,,,10250,,,,,,,,
1284,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcelaine,Allemagne,18630,,,,,,84295,,,,,,,,,,,
1285,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Gomme ; thurique,Savoye,1536,,,,,,99588,,,1536,,,,,,,,
1285,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcelaine,Hollande,40690,,,,,,84295,,,,,,,,,,,
1286,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Grabeau ; de cachenille,Italie,1000,,,,,,92329,,,1000,,,,,,,,
1286,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcelaine,Levant,10250,,,,,,84295,,,,,,,,,,,
1287,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,43,Grabeau ; d'indigo,Levant,91329,,,,,,92329,,,91329,,,,,,,,
1287,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcelaine,Nord,2725,,,,,,84295,,,,,,,,,,,
1288,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de chanvre,Espagne,1035,,,,,,101468,,,1035,,,,,,,,
1288,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Porcelaine,Savoye,12000,,,,,,84295,,,,,,,,,,,
1289,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de foin,Savoye,3443,,,,,,101468,,,3343,,,,,,,,
1289,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potin,Allemagne,14211,,,,,,17637,,,,,,,,,,,
1290,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Allemagne,4350,,,,,,101468,,,49744,,,,,,,,
1290,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potin,Hollande,3426,,,,,,17637,,,,,,,,,,,
1291,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Danemark,4097,,,,,,101468,,,49744,,,,,,,,
1291,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potterie ; de grez,Allemagne,3337,,,,,,107099,,8932,,,,,,,,,
1292,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Hollande,345549,,,,,,101468,,,49744,,,,,,,,
1292,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potterie ; de grez,Hollande,4495,,,,,,107099,,8932,,,,,,,,,
1293,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Savoye,2202,,,,,,101468,,,49744,,,,,,,,
1293,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potterie ; de grez,Genes,1100,,,,,,107099,,8932,,,,,,,,,
1294,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Suede,3496,,,,,,101468,,,49744,,,,,,,,
1294,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potterie ; de terre,Allemagne,3747,,,,,,107099,,98167,,,,,,,,,
1295,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de jardin,Isles,1050,,,,,,101468,,,49744,,,,,,,,
1295,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Potterie ; de terre,Genes,94420,,,,,,107099,,98167,,,,,,,,,
1296,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; jaune,Nord,1884,,,,,,101468,,,1884,,,,,,,,
1296,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poussiere ; de tartre,Italie,1186,,,,,,2237,,,,,,,,,,,
1297,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de lin,Angleterre,14150,,,,,,101468,,,17278,,,,,,,,
1297,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poussiere ; de tartre,Naples,1049,,,,,,2237,,,,,,,,,,,
1298,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de lin,Hollande,3128,,,,,,101468,,,17278,,,,,,,,
1298,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poudre ; à canon,Allemagne,1148,,,,,,105825,,,,,,,,,,,
1299,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de millet,Espagne,3583,,,,,,101468,,,3583,,,,,,,,
1299,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poudre ; à canon,Hollande,104677,,,,,,105825,,,,,,,,,,,
1300,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de moutarde,Savoye,1240,,,,,,101468,,,1240,,,,,,,,
1300,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poutargue,Savoye,7600,,,,,,7600,,,,,,,,,,,
1301,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de navette,Allemagne,4381,,,,,,101468,,,4381,,,,,,,,
1301,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poutres,Hollande,4525,,,,,,19830,,,,,,,,,,,
1302,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de rabette,Hollande,16944,,,,,,101468,,,16944,,,,,,,,
1302,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poutres,Savoye,1220,,,,,,19830,,,,,,,,,,,
1303,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graines ; de treffle,Savoye,1936,,,,,,101468,,,1936,,,,,,,,
1303,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,63,Poutres,Suede,14085,,,,,,19830,,,,,,,,,,,
1304,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graisse,Angleterre,1017,,,,,,51437,,,,,,,,,,,
1304,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Preceintes,Nord,5490,,,,,,8080,,,,,,,,,,,
1305,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graisse,Espagne,10643,,,,,,51437,,,,,,,,,,,
1305,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Preceintes,Suede,2590,,,,,,8080,,,,,,,,,,,
1306,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graisse,Indes,5670,,,,,,51437,,,,,,,,,,,
1306,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de cuivre,Allemagne,6271,,,,,,661813,,58791,,,,,,,,,
1307,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graisse,Isles,27737,,,,,,51437,,,,,,,,,,,
1307,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de cuivre,Hollande,24909,,,,,,661813,,58791,,,,,,,,,
1308,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Graisse,Guinée,6370,,,,,,51437,,,,,,,,,,,
1308,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de cuivre,Nord,26263,,,,,,661813,,58791,,,,,,,,,
1309,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Granille ; de cachenille,Hollande,15075,,,,,,22075,,,,,,,,,,,
1309,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de cuivre,Suisse,1348,,,,,,661813,,58791,,,,,,,,,
1310,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Granille ; de cachenille,Italie,2000,,,,,,22075,,,,,,,,,,,
1310,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer,Allemagne,132340,,,,,,661813,,424459,,,,,,,,,
1311,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Granille ; de cachenille,Naples,2500,,,,,,22075,,,,,,,,,,,
1311,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer,Flandre,42226,,,,,,661813,,424459,,,,,,,,,
1312,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Granille ; de cachenille,Levant,2500,,,,,,22075,,,,,,,,,,,
1312,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer,Hollande,170004,,,,,,661813,,424459,,,,,,,,,
1313,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Gruau,Isles,7038,,,,,,10461,,,,,,,,,,,
1313,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer,Nord,77993,,,,,,661813,,424459,,,,,,,,,
1314,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Gruau,Guinée,3423,,,,,,10461,,,,,,,,,,,
1314,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer,Suisse,1896,,,,,,661813,,424459,,,,,,,,,
1315,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Allemagne,30122,,,,,,272766,,,,,,,,,,,
1315,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Allemagne,16589,,,,,,661813,,178563,,,,,,,,,
1316,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Angleterre,9890,,,,,,272766,,,,,,,,,,,
1316,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Espagne,3895,,,,,,661813,,178563,,,,,,,,,
1317,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Espagne,107101,,,,,,272766,,,,,,,,,,,
1317,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Hollande,92265,,,,,,661813,,178563,,,,,,,,,
1318,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Flandre,1340,,,,,,272766,,,,,,,,,,,
1318,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Italie,9330,,,,,,661813,,178563,,,,,,,,,
1319,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Hollande,3580,,,,,,272766,,,,,,,,,,,
1319,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Naples,1775,,,,,,661813,,178563,,,,,,,,,
1320,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Italie,35555,,,,,,272766,,,,,,,,,,,
1320,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Genes,10180,,,,,,661813,,178563,,,,,,,,,
1321,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Levant,8456,,,,,,272766,,,,,,,,,,,
1321,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Levant,34080,,,,,,661813,,178563,,,,,,,,,
1322,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Russie,12780,,,,,,272766,,,,,,,,,,,
1322,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Nord,5439,,,,,,661813,,178563,,,,,,,,,
1323,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Savoye,11421,,,,,,272766,,,,,,,,,,,
1323,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Russie,2895,,,,,,661813,,178563,,,,,,,,,
1324,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Suisse,10968,,,,,,272766,,,,,,,,,,,
1324,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quincaille ; de fer et acier,Savoye,2115,,,,,,661813,,178563,,,,,,,,,
1325,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,44,Habits,Isles,43553,,,,,,272766,,,,,,,,,,,
1325,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quinquina,Espagne,17814,,,,,,22044,,,,,,,,,,,
1326,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,"Haches, houes et serpes",Isles,42754,,,,,,42754,,,,,,,,,,,
1326,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Quinquina,Hollande,4230,,,,,,22044,,,,,,,,,,,
1327,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Hamacks,Hollande,9787,,,,,,16187,,,,,,,,,,,
1327,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Ramures ; de sapin,Danemark,4000,,,,,,4000,,,,,,,,,,,
1328,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Hamacks,Isles,6400,,,,,,16187,,,,,,,,,,,
1328,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Rapures ; de cornes,Levant,2800,,,,,,2800,,,,,,,,,,,
1329,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; blancs,Allemagne,13363,,,,,,79569,,,22227,,,,,,,,
1329,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Raves ; de morüe,Hollande,15006,,,,,,15006,,,,,,,,,,,
1330,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; blancs,Suisse,5939,,,,,,79569,,,22227,,,,,,,,
1330,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,64,Reglisse,Espagne,17144,,,,,,17144,,,,,,,,,,,
1331,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; blancs,Isles,2925,,,,,,79569,,,22227,,,,,,,,
1331,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Rhubarbe,Hollande,11670,,,,,,13170,,,,,,,,,,,
1332,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; secs,Italie,39990,,,,,,79569,,,57342,,,,,,,,
1332,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Rhubarbe,Levant,1500,,,,,,13170,,,,,,,,,,,
1333,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; secs,Suisse,6800,,,,,,79569,,,57342,,,,,,,,
1333,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Ris,Angleterre,42238,,,,,,1146600,,,,,,,,,,,
1334,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Harangs ; secs,Isles,10552,,,,,,79569,,,57342,,,,,,,,
1334,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Ris,Espagne,3316,,,,,,1146600,,,,,,,,,,,
1335,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Herbes ; gaudes,Hollande,4635,,,,,,31355,,,4635,,,,,,,,
1335,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Ris,Flandre,87349,,,,,,1146600,,,,,,,,,,,
1336,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,45,Herbes ; perelle,Hollande,1138,,,,,,31355,,,1138,,,,,,,,
1336,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,65,Ris,Hollande,107748,,,,,,1146600,,,,,,,,,,,
