numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks,doubleaccounts
2532,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; de fleuret,Espagne,384,408,384,,0
2533,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; de fleuret,Suisse,24,408,24,,0
2534,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; de fleuret et soye,Allemagne,1610,2350,1610,,0
2535,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; de fleuret et soye,Savoye,740,2350,740,,0
2536,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; de soye,Levant,486,486,486,,0
2537,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; fil et coton,Isles,330,330,330,,0
2538,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Etoffe ; filoselle ; de soye,Allemagne,2080,2080,2080,,0
2539,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Euphorbe,Nord,144,144,144,gomme d'origine africaine,0
2540,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; communs,Espagne,5932,9066,5932,,0
2541,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; communs,Flandre,1042,9066,1042,,0
2542,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; communs,Hollande,84,9066,84,,0
2543,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; communs,Italie,640,9066,640,,0
2544,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; communs,Nord,1368,9066,1368,,0
2545,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Allemagne,307110,1004466,307110,,0
2546,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Espagne,478752,1004466,478752,,0
2547,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Flandre,22956,1004466,22956,,0
2548,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Hollande,143040,1004466,143040,,0
2549,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Italie,22896,1004466,22896,,0
2550,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Portugal,28992,1004466,28992,,0
2551,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; de taffetas,Suisse,720,1004466,720,,0
2552,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Allemagne,566800,1314210,566800,,0
2553,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Espagne,538500,1314210,538500,,0
2554,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Flandre,52670,1314210,52670,,0
2555,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Hollande,40560,1314210,40560,,0
2556,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Italie,58800,1314210,58800,,0
2557,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Eventails ; fins,Portugal,56880,1314210,56880,,0
2558,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,53,Faisans,Flandre,501,501,501,,0
2571,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Faucilles,Savoye,6.25,6.25,6.4166666667,,0
2572,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Angleterre,240,2012570.04,240,,0
2573,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Espagne,7540,2012570.04,7540,,0
2574,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Isles,1987278.4,2012570.04,1987278.66667,,0
2575,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Italie,15651,2012570.04,15651,,0
2576,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Levant,61,2012570.04,61,,0
2577,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Farine,Portugal,1800,2012570.04,1800,,0
2578,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Faux ; à faucher,Allemagne,225,333,225,,0
2579,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Faux ; à faucher,Flandre,18,333,18,,0
2580,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Faux ; à faucher,Savoye,60,333,60,,0
2581,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Faux ; à faucher,Suisse,30,333,30,,0
2582,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Allemagne,1171,152707.5,1171,,0
2583,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Angleterre,3.5,152707.5,3.8333333333,,0
2584,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Danemark,282,152707.5,282,,0
2585,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Espagne,9965.25,152707.5,9965.41666667,,0
2586,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Flandre,1775,152707.5,1775,,0
2587,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Hollande,3890.5,152707.5,3890.83333333,,0
2588,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Isles,59520.75,152707.5,59521.25,,0
2589,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Italie,30960,152707.5,30960,,0
2590,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Levant,6060,152707.5,6060,,0
2591,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Nord,7565.3,152707.5,7565.5,,0
2592,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Portugal,11751.05,152707.5,11751.0833333,,0
2593,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Russie,13112.1,152707.5,13112.1666667,,0
2594,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Savoye,5474.8,152707.5,5475.33333333,,0
2595,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Suisse,11296.25,152707.5,896.416666667,,0
2596,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayance,Suède,280,152707.5,280,,0
2597,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fayolles,Portugal,6340,6340,6340,,0
2598,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fenouilles,Italie,753,791,753,,0
2599,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fenouilles,Savoye,38,791,38,,0
2600,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Allemagne,11296.8,1948930.05,11297.3333333,,0
2601,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Angleterre,165,1948930.05,165,,0
2602,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Espagne,21240.05,1948930.05,21240.0833333,,0
2603,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Flandre,397.5,1948930.05,397.833333333,,0
2604,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Isles,10967.7,1948930.05,10968.1666667,,0
2605,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Italie,36257,1948930.05,36257,,0
2606,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Levant,108969,1948930.05,108969,,0
2607,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,54,Fer ; en barres,Portugal,5600,1948930.05,5600,,0
2631,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; battu,Flandre,316.75,316.75,317.25,,0
2632,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Allemagne,25,62191,25,,0
2633,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Espagne,3496,62191,3496,,0
2634,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Italie,300,62191,300,,0
2635,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Levant,7220,62191,7220,,0
2636,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Savoye,450,62191,450,,0
2637,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; blanc,Suisse,50700,62191,50700,,0
2638,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; coulé,Allemagne,3735.45,14838.25,3735.75,,0
2639,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; coulé,Flandre,210.1,14838.25,210.166666667,,0
2640,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; coulé,Isles,170.5,14838.25,170.833333333,,0
2641,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; coulé,Savoye,2,14838.25,2,,0
2642,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; coulé,Suisse,10720.2,14838.25,10720.3333333,,0
2643,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en grilles,Suisse,9383.200000000001,9383.200000000001,9383.33333333,,0
2644,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en barres,Savoye,13082,2021762.3,13082,,0
2645,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en barres,Suisse,59750.25,2021762.3,59750.4166667,,0
2646,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en batterie,Allemagne,30,84,30,,0
2647,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en batterie,Portugal,54,84,54,,0
2648,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en bottes,Isles,19535.25,19535.25,19535.4166667,,0
2649,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en cercle,Espagne,500,40719.72,500,,0
2650,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en cercle,Isles,512.17,40719.72,512.17,,0
2651,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en cercle,Suisse,39707.55,40719.72,39707.9166667,,0
2652,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en chaine,Savoye,122,122,122,,0
2653,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Exports,55,Fer ; en chaudière,Isles,8287,8287,8287,,0
